occ,y4_hhid,indidy4,male,age,relation_head,head,father_educ,mother_educ,over_12,cur_married,household_num,clusterid,rural,y4_weights,region_code,region_name,district_code,district_name,satisfy_school_age,read_wri_kiswa,school_exp,start_school_age,cur_school,school_lyear,educ_attain,primary,secondary,university,cur_grade,cur_prim,cur_second,cur_univ,public,board,transportation,time_to_school,free_meal_school,miss_school_lasttwo,absent_reason,access_textbook,homework_hour_week_fir,problem_school_fir,problem_school,problem_school_sec,psle,pass_psle,school_fee,book_mat,uniform_fee,transport_fee,extra_tuition,others,meal_cost,eduction_expendit_12m,adult_literacy_prog,unpaid_employee_12m,non_farm_12m,house_farm_12m,rental_pay_inc,priv_gov_inc,other_inc,income_known_sour
3,1059-001,3,0,30,spouse,0,0,0,1,1,1059,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,1,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,1059-001,4,0,7,SON/DAUGHTER,0,,,0,,1059,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
5,1059-001,5,1,4,SON/DAUGHTER,0,,,0,,1059,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
6,1059-001,6,1,19,SON/DAUGHTER,0,,,1,1,1059,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,1,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,1059-001,7,0,19,OTHER RELATIVE(SPECIFY),0,1,1,1,1,1059,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,1,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1059-001,8,0,15,OTHER RELATIVE(SPECIFY),0,1,1,1,1,1059,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,1,1,7,0,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,1059-001,9,1,1,grandchild,0,,,0,,1059,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
10,1059-001,10,0,70,OTHER RELATIVE(SPECIFY),0,0,0,1,1,1059,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1,1060-001,1,1,48,head,1,0,0,1,1,1060,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,1,1,9,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2,1060-001,2,0,43,spouse,0,0,0,1,1,1060,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0
3,1060-001,3,0,15,SON/DAUGHTER,0,,,1,0,1060,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
4,1060-001,4,0,9,SON/DAUGHTER,0,,,0,,1060,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,0,1,7,1,,,,,,Primary,1,0,0,1,0,0,120,0,no,,0,0,NO PROBLEMS (SATISFIED),0,,0,,0,500,7000,0,0,0,0,7500,0,0,0,1,0,0,0,0
5,1060-001,5,1,8,SON/DAUGHTER,0,,,0,,1060,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
1,1061-001,1,1,98,head,1,0,0,1,0,1061,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
2,1061-001,2,1,17,SON/DAUGHTER,0,,0,1,0,1061,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,1,1,9,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3,1061-001,3,1,14,grandchild,0,0,0,1,0,1061,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,0,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,1061-001,4,1,20,SON/DAUGHTER,0,,0,1,0,1061,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0
5,1061-001,5,1,8,grandchild,0,0,0,0,,1061,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
6,1061-001,6,1,5,grandchild,0,0,0,0,,1061,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
7,1061-001,7,1,3,grandchild,0,,0,0,,1061,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,1062-001,1,1,58,head,1,,0,1,1,1062,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
2,1062-001,2,0,28,spouse,0,1,1,1,1,1062,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,1,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1062-001,3,1,10,SON/DAUGHTER,0,,,0,,1062,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
4,1062-001,4,0,6,SON/DAUGHTER,0,,,0,,1062,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
5,1062-001,5,0,2,SON/DAUGHTER,0,,,0,,1062,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
6,1062-001,6,0,0,SON/DAUGHTER,0,,,0,,1062,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,1063-001,1,1,61,head,1,0,0,1,1,1063,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
2,1063-001,2,0,51,spouse,0,1,0,1,1,1063,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
3,1063-001,3,0,32,SON/DAUGHTER,0,,,1,0,1063,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
4,1063-001,4,0,9,SON/DAUGHTER,0,,,0,,1063,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,0,1,7,1,,,,,,Primary,1,0,0,1,0,0,120,0,no,,1,0,INADEQUATE TEACHERS,1,INADEQUATE BOOKS/TOOLS,0,,0,1500,9000,0,0,2000,0,12500,0,0,0,1,0,0,0,0
5,1063-001,5,1,10,grandchild,0,,,0,,1063,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,0,1,7,0,1,,,,,,,,,,,,,,,,,,,,,0,,0,3000,8000,0,0,2000,0,13000,0,0,0,1,0,0,0,0
6,1063-001,6,1,8,grandchild,0,,,0,,1063,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
7,1063-001,7,1,6,grandchild,0,,,0,,1063,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
8,1063-001,8,0,2,grandchild,0,,,0,,1063,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
9,1063-001,9,1,0,grandchild,0,,,0,,1063,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,1064-001,1,0,32,head,1,0,0,1,0,1064,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
2,1064-001,2,1,2,SON/DAUGHTER,0,0,,0,,1064,20406105001,1,2855.916,arusha,ARUSHA,4,KARATU,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,1076-001,1,1,39,head,1,,,1,1,1076,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,1,1,12,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2,1076-001,2,0,22,spouse,0,,,1,1,1076,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,1,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1076-001,3,1,0,SON/DAUGHTER,0,,,0,,1076,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,1077-001,1,1,39,head,1,1,1,1,1,1077,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,1,1,9,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1077-001,2,0,37,spouse,0,1,1,1,1,1077,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,1,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,1077-001,3,0,15,SON/DAUGHTER,0,,,1,0,1077,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,1,1,5,1,,,,,,Secondary,0,1,0,1,0,0,30,0,no,,1,0,NO PROBLEMS (SATISFIED),0,,1,1,40000,20000,40000,0,0,40000,70000,210000,0,0,0,1,0,0,0,0
4,1077-001,4,0,11,SON/DAUGHTER,0,,,0,,1077,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,1,1,6,1,,,,,,Primary,1,0,0,1,0,0,30,0,yes,ILLNESS CHILD,1,4,NO PROBLEMS (SATISFIED),0,,0,,0,9800,47000,0,50000,2000,21000,129800,0,0,0,0,0,0,0,0
5,1077-001,5,1,6,SON/DAUGHTER,0,,,0,,1077,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,0,1,5,1,,,,,,Others,0,0,0,0,0,0,20,0,no,,0,0,NO PROBLEMS (SATISFIED),0,,0,,16000,6600,0,0,0,0,0,22600,0,0,0,0,0,0,0,0
1,1078-001,1,1,35,head,1,1,0,1,1,1078,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,0,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2,1078-001,2,0,30,spouse,0,1,1,1,1,1078,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3,1078-001,3,1,7,SON/DAUGHTER,0,,,0,,1078,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,0,1,7,1,,,,,,Others,0,0,0,0,0,0,15,0,yes,ILLNESS CHILD,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,6000,0,0,0,5000,0,11000,0,0,0,1,0,0,0,0
4,1078-001,4,0,10,SON/DAUGHTER,0,,,0,,1078,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,1,1,8,1,,,,,,Primary,1,0,0,1,0,0,20,0,no,,1,7,NO PROBLEMS (SATISFIED),0,,0,,0,7400,26000,0,0,3500,21000,57900,0,0,0,1,0,0,0,0
5,1078-001,5,0,4,SON/DAUGHTER,0,,,0,,1078,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,1079-001,1,1,47,head,1,0,0,1,1,1079,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,1,1,11,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2,1079-001,2,0,41,spouse,0,0,0,1,1,1079,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,1,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1079-001,3,1,15,SON/DAUGHTER,0,,,1,0,1079,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,1,1,7,0,1,,,,,,,,,,,,,,,,,,,,,1,1,0,9000,26000,0,0,15000,5000,55000,0,0,0,1,0,0,0,0
4,1079-001,4,0,12,SON/DAUGHTER,0,,,1,0,1079,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,1,1,6,1,,,,,,Primary,1,0,0,1,0,0,5,0,no,,1,0,INADEQUATE TEACHERS,1,OVERCROWDED CLASSROOMS,0,,0,5000,35000,0,0,8500,24000,72500,0,0,0,0,0,0,0,0
5,1079-001,5,1,10,SON/DAUGHTER,0,,,0,,1079,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,1,1,6,1,,,,,,Primary,1,0,0,1,0,0,5,0,no,,1,0,INADEQUATE TEACHERS,1,OVERCROWDED CLASSROOMS,0,,0,3000,35000,0,0,0,24000,62000,0,0,0,0,0,0,0,0
6,1079-001,6,1,6,SON/DAUGHTER,0,,,0,,1079,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,0,1,5,1,,,,,,Others,0,0,0,0,0,0,5,1,no,,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,2000,0,0,0,0,0,2000,0,0,0,0,0,0,0,0
7,1079-001,7,1,2,SON/DAUGHTER,0,,,0,,1079,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,1080-001,1,1,29,head,1,1,1,1,1,1080,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,1,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2,1080-001,2,0,18,spouse,0,,,1,1,1080,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,1,1,6,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,1080-001,3,0,3,SON/DAUGHTER,0,,,0,,1080,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
4,1080-001,4,0,1,SON/DAUGHTER,0,,,0,,1080,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,1080-001,5,0,0,SON/DAUGHTER,0,,,0,,1080,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,1081-001,1,1,35,head,1,0,0,1,1,1081,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2,1081-001,2,0,34,spouse,0,0,0,1,1,1081,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,1,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,1081-001,3,0,3,SON/DAUGHTER,0,,,0,,1081,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,1082-001,1,0,60,head,1,0,0,1,0,1082,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
2,1082-001,2,0,31,SON/DAUGHTER,0,0,,1,0,1082,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,1,1,6,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3,1082-001,3,0,23,SON/DAUGHTER,0,0,,1,0,1082,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,1,1,6,1,,,,,,University,0,0,1,1,1,,,0,no,,1,30,NO PROBLEMS (SATISFIED),0,,1,1,1700000,0,0,15000,0,0,0,1715000,0,0,0,0,0,0,0,0
1,1083-001,1,0,45,head,1,0,,1,0,1083,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1083-001,2,1,25,SON/DAUGHTER,0,,,1,0,1083,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,1,1,6,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,1083-001,3,0,85,FATHER/MOTHER,0,0,0,1,0,1083,20601102004,1,3485.8977,arusha,ARUSHA,6,ARUSHA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1,1095-001,1,0,40,head,1,0,0,1,1,1095,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0
2,1095-001,2,1,14,SON/DAUGHTER,0,1,,1,0,1095,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,90,0,no,,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,4000,30000,0,0,0,0,34000,0,0,0,1,0,0,0,0
3,1095-001,3,1,6,SON/DAUGHTER,0,1,,0,,1095,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,yes,0,1,5,1,,,,,,Others,0,0,0,1,0,0,60,1,no,,1,0,NO PROBLEMS (SATISFIED),0,,0,,7000,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0
4,1095-001,4,0,2,SON/DAUGHTER,0,1,,0,,1095,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,1096-001,1,1,55,head,1,0,0,1,1,1096,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,yes,1,1,18,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2,1096-001,2,0,34,spouse,0,0,0,1,1,1096,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
3,1096-001,3,0,14,SON/DAUGHTER,0,,,1,0,1096,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,yes,1,1,6,1,,,,,,Primary,1,0,0,1,0,0,15,0,no,,1,14,NO PROBLEMS (SATISFIED),0,,0,,0,3600,17000,0,0,15700,0,36300,0,0,0,1,0,0,0,0
4,1096-001,4,1,8,SON/DAUGHTER,0,,,0,,1096,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,yes,0,1,6,0,1,,,,,,,,,,,,,,,,,,,,,0,,0,2500,8000,0,0,7500,0,18000,0,0,0,1,0,0,0,0
5,1096-001,5,1,6,SON/DAUGHTER,0,,,0,,1096,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
6,1096-001,6,1,5,SON/DAUGHTER,0,,,0,,1096,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
7,1096-001,7,0,2,SON/DAUGHTER,0,,,0,,1096,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,1097-001,1,0,31,head,1,0,0,1,1,1097,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
2,1097-001,2,0,12,SON/DAUGHTER,0,0,,1,0,1097,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
3,1097-001,3,1,13,SON/DAUGHTER,0,0,,1,0,1097,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,yes,1,1,6,1,,,,,,Primary,1,0,0,1,0,0,30,0,no,,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,5000,20000,0,0,3000,0,28000,0,0,0,1,0,0,0,0
4,1097-001,4,0,9,SON/DAUGHTER,0,0,,0,,1097,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
5,1097-001,5,1,9,SON/DAUGHTER,0,0,,0,,1097,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,30,0,no,,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,800,0,0,0,3000,0,3800,0,0,0,1,0,0,0,0
6,1097-001,6,1,7,SON/DAUGHTER,0,0,,0,,1097,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,yes,0,1,7,1,,,,,,Others,0,0,0,1,0,0,30,0,no,,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,500,5000,0,0,0,0,5500,0,0,0,0,0,0,0,0
7,1097-001,7,1,4,SON/DAUGHTER,0,0,,0,,1097,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
8,1097-001,8,1,2,SON/DAUGHTER,0,0,,0,,1097,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
9,1097-001,9,1,4,grandchild,0,0,,0,,1097,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,1098-001,1,0,51,head,1,0,0,1,1,1098,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
2,1098-001,2,1,6,SON/DAUGHTER,0,0,,0,,1098,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
3,1098-001,3,1,3,SON/DAUGHTER,0,0,,0,,1098,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
4,1098-001,4,1,1,SON/DAUGHTER,0,0,,0,,1098,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,1099-001,1,0,19,head,1,0,0,1,1,1099,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
2,1099-001,2,1,0,SON/DAUGHTER,0,0,,0,,1099,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,1100-001,1,0,30,head,1,0,0,1,1,1100,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2,1100-001,2,1,7,SON/DAUGHTER,0,0,,0,,1100,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
3,1100-001,3,0,4,SON/DAUGHTER,0,0,,0,,1100,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
4,1100-001,4,0,1,SON/DAUGHTER,0,0,,0,,1100,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,1100-001,5,1,0,SON/DAUGHTER,0,0,,0,,1100,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,1101-001,1,1,30,head,1,,,1,1,1101,20702102003,1,2090.605,arusha,ARUSHA,7,LONGIDO,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
