interview__key,sdd_hhid,sourceid,ag12b_08,ag12b_09,ag12b_10
16-64-27-88,0057-001-001,OTHER (SPECIFY),YES,NO,
34-42-58-96,0058-001-001,GOVERNMENT EXTENSION,NO,,
34-42-58-96,0058-001-001,NGO,NO,,
34-42-58-96,0058-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
34-42-58-96,0058-001-001,LARGE SCALE FARMER,NO,,
34-42-58-96,0058-001-001,RADIO,NO,,
34-42-58-96,0058-001-001,PUBLICATION,NO,,
34-42-58-96,0058-001-001,NEIGHBOUR,NO,,
34-42-58-96,0058-001-001,OTHER (SPECIFY),YES,NO,
77-68-44-59,0059-001-001,GOVERNMENT EXTENSION,NO,,
77-68-44-59,0059-001-001,NGO,NO,,
77-68-44-59,0059-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
77-68-44-59,0059-001-001,LARGE SCALE FARMER,NO,,
77-68-44-59,0059-001-001,RADIO,NO,,
77-68-44-59,0059-001-001,PUBLICATION,NO,,
77-68-44-59,0059-001-001,NEIGHBOUR,NO,,
77-68-44-59,0059-001-001,OTHER (SPECIFY),NO,,
44-35-85-32,0060-001-001,GOVERNMENT EXTENSION,NO,,
44-35-85-32,0060-001-001,NGO,NO,,
44-35-85-32,0060-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
44-35-85-32,0060-001-001,LARGE SCALE FARMER,NO,,
44-35-85-32,0060-001-001,RADIO,NO,,
44-35-85-32,0060-001-001,PUBLICATION,NO,,
44-35-85-32,0060-001-001,NEIGHBOUR,NO,,
44-35-85-32,0060-001-001,OTHER (SPECIFY),NO,,
45-55-29-47,0061-001-001,GOVERNMENT EXTENSION,,,
45-55-29-47,0061-001-001,NGO,,,
45-55-29-47,0061-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
45-55-29-47,0061-001-001,LARGE SCALE FARMER,,,
45-55-29-47,0061-001-001,RADIO,,,
45-55-29-47,0061-001-001,PUBLICATION,,,
45-55-29-47,0061-001-001,NEIGHBOUR,,,
45-55-29-47,0061-001-001,OTHER (SPECIFY),,,
47-61-12-15,0062-001-001,GOVERNMENT EXTENSION,NO,,
47-61-12-15,0062-001-001,NGO,NO,,
47-61-12-15,0062-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
47-61-12-15,0062-001-001,LARGE SCALE FARMER,NO,,
47-61-12-15,0062-001-001,RADIO,NO,,
47-61-12-15,0062-001-001,PUBLICATION,NO,,
47-61-12-15,0062-001-001,NEIGHBOUR,NO,,
47-61-12-15,0062-001-001,OTHER (SPECIFY),NO,,
35-43-12-92,0062-001-003,GOVERNMENT EXTENSION,,,
35-43-12-92,0062-001-003,NGO,,,
35-43-12-92,0062-001-003,COOPERATIVE/FARMER'S ASSOCIATION,,,
35-43-12-92,0062-001-003,LARGE SCALE FARMER,,,
35-43-12-92,0062-001-003,RADIO,,,
35-43-12-92,0062-001-003,PUBLICATION,,,
35-43-12-92,0062-001-003,NEIGHBOUR,,,
35-43-12-92,0062-001-003,OTHER (SPECIFY),,,
53-26-19-17,0062-001-004,GOVERNMENT EXTENSION,,,
53-26-19-17,0062-001-004,NGO,,,
53-26-19-17,0062-001-004,COOPERATIVE/FARMER'S ASSOCIATION,,,
53-26-19-17,0062-001-004,LARGE SCALE FARMER,,,
53-26-19-17,0062-001-004,RADIO,,,
53-26-19-17,0062-001-004,PUBLICATION,,,
53-26-19-17,0062-001-004,NEIGHBOUR,,,
53-26-19-17,0062-001-004,OTHER (SPECIFY),,,
56-72-41-10,0062-001-005,GOVERNMENT EXTENSION,,,
56-72-41-10,0062-001-005,NGO,,,
56-72-41-10,0062-001-005,COOPERATIVE/FARMER'S ASSOCIATION,,,
56-72-41-10,0062-001-005,LARGE SCALE FARMER,,,
56-72-41-10,0062-001-005,RADIO,,,
56-72-41-10,0062-001-005,PUBLICATION,,,
56-72-41-10,0062-001-005,NEIGHBOUR,,,
56-72-41-10,0062-001-005,OTHER (SPECIFY),,,
20-34-21-50,0062-004-001,GOVERNMENT EXTENSION,NO,,
20-34-21-50,0062-004-001,NGO,NO,,
20-34-21-50,0062-004-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
20-34-21-50,0062-004-001,LARGE SCALE FARMER,NO,,
20-34-21-50,0062-004-001,RADIO,NO,,
20-34-21-50,0062-004-001,PUBLICATION,NO,,
20-34-21-50,0062-004-001,NEIGHBOUR,NO,,
20-34-21-50,0062-004-001,OTHER (SPECIFY),NO,,
67-14-39-51,0063-001-003,GOVERNMENT EXTENSION,,,
67-14-39-51,0063-001-003,NGO,,,
67-14-39-51,0063-001-003,COOPERATIVE/FARMER'S ASSOCIATION,,,
67-14-39-51,0063-001-003,LARGE SCALE FARMER,,,
67-14-39-51,0063-001-003,RADIO,,,
67-14-39-51,0063-001-003,PUBLICATION,,,
67-14-39-51,0063-001-003,NEIGHBOUR,,,
67-14-39-51,0063-001-003,OTHER (SPECIFY),,,
47-38-96-20,0065-001-001,GOVERNMENT EXTENSION,NO,,
47-38-96-20,0065-001-001,NGO,NO,,
47-38-96-20,0065-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
47-38-96-20,0065-001-001,LARGE SCALE FARMER,NO,,
47-38-96-20,0065-001-001,RADIO,NO,,
47-38-96-20,0065-001-001,PUBLICATION,NO,,
47-38-96-20,0065-001-001,NEIGHBOUR,NO,,
47-38-96-20,0065-001-001,OTHER (SPECIFY),NO,,
68-03-68-88,0066-002-001,GOVERNMENT EXTENSION,,,
68-03-68-88,0066-002-001,NGO,,,
68-03-68-88,0066-002-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
68-03-68-88,0066-002-001,LARGE SCALE FARMER,,,
68-03-68-88,0066-002-001,RADIO,,,
68-03-68-88,0066-002-001,PUBLICATION,,,
68-03-68-88,0066-002-001,NEIGHBOUR,,,
68-03-68-88,0066-002-001,OTHER (SPECIFY),,,
32-51-53-41,0066-003-001,GOVERNMENT EXTENSION,NO,,
32-51-53-41,0066-003-001,NGO,NO,,
32-51-53-41,0066-003-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
32-51-53-41,0066-003-001,LARGE SCALE FARMER,NO,,
32-51-53-41,0066-003-001,RADIO,NO,,
32-51-53-41,0066-003-001,PUBLICATION,NO,,
32-51-53-41,0066-003-001,NEIGHBOUR,NO,,
32-51-53-41,0066-003-001,OTHER (SPECIFY),NO,,
09-55-27-80,0066-003-003,GOVERNMENT EXTENSION,,,
09-55-27-80,0066-003-003,NGO,,,
09-55-27-80,0066-003-003,COOPERATIVE/FARMER'S ASSOCIATION,,,
09-55-27-80,0066-003-003,LARGE SCALE FARMER,,,
09-55-27-80,0066-003-003,RADIO,,,
09-55-27-80,0066-003-003,PUBLICATION,,,
09-55-27-80,0066-003-003,NEIGHBOUR,,,
09-55-27-80,0066-003-003,OTHER (SPECIFY),,,
99-00-08-27,0066-003-004,GOVERNMENT EXTENSION,,,
99-00-08-27,0066-003-004,NGO,,,
99-00-08-27,0066-003-004,COOPERATIVE/FARMER'S ASSOCIATION,,,
99-00-08-27,0066-003-004,LARGE SCALE FARMER,,,
99-00-08-27,0066-003-004,RADIO,,,
99-00-08-27,0066-003-004,PUBLICATION,,,
99-00-08-27,0066-003-004,NEIGHBOUR,,,
99-00-08-27,0066-003-004,OTHER (SPECIFY),,,
03-98-19-65,0066-003-005,GOVERNMENT EXTENSION,,,
03-98-19-65,0066-003-005,NGO,,,
03-98-19-65,0066-003-005,COOPERATIVE/FARMER'S ASSOCIATION,,,
03-98-19-65,0066-003-005,LARGE SCALE FARMER,,,
03-98-19-65,0066-003-005,RADIO,,,
03-98-19-65,0066-003-005,PUBLICATION,,,
03-98-19-65,0066-003-005,NEIGHBOUR,,,
03-98-19-65,0066-003-005,OTHER (SPECIFY),,,
39-00-30-36,0066-003-006,GOVERNMENT EXTENSION,NO,,
39-00-30-36,0066-003-006,NGO,NO,,
39-00-30-36,0066-003-006,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
39-00-30-36,0066-003-006,LARGE SCALE FARMER,NO,,
39-00-30-36,0066-003-006,RADIO,NO,,
39-00-30-36,0066-003-006,PUBLICATION,NO,,
39-00-30-36,0066-003-006,NEIGHBOUR,NO,,
39-00-30-36,0066-003-006,OTHER (SPECIFY),NO,,
47-27-42-34,0067-001-001,GOVERNMENT EXTENSION,NO,,
47-27-42-34,0067-001-001,NGO,NO,,
47-27-42-34,0067-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
47-27-42-34,0067-001-001,LARGE SCALE FARMER,YES,NO,
47-27-42-34,0067-001-001,RADIO,YES,,
47-27-42-34,0067-001-001,PUBLICATION,NO,,
47-27-42-34,0067-001-001,NEIGHBOUR,YES,NO,
47-27-42-34,0067-001-001,OTHER (SPECIFY),NO,,
33-84-05-95,0067-001-002,GOVERNMENT EXTENSION,,,
33-84-05-95,0067-001-002,NGO,,,
33-84-05-95,0067-001-002,COOPERATIVE/FARMER'S ASSOCIATION,,,
33-84-05-95,0067-001-002,LARGE SCALE FARMER,,,
33-84-05-95,0067-001-002,RADIO,,,
33-84-05-95,0067-001-002,PUBLICATION,,,
33-84-05-95,0067-001-002,NEIGHBOUR,,,
33-84-05-95,0067-001-002,OTHER (SPECIFY),,,
13-42-14-49,0067-004-001,GOVERNMENT EXTENSION,NO,,
13-42-14-49,0067-004-001,NGO,NO,,
13-42-14-49,0067-004-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
13-42-14-49,0067-004-001,LARGE SCALE FARMER,NO,,
13-42-14-49,0067-004-001,RADIO,NO,,
13-42-14-49,0067-004-001,PUBLICATION,NO,,
13-42-14-49,0067-004-001,NEIGHBOUR,NO,,
13-42-14-49,0067-004-001,OTHER (SPECIFY),NO,,
81-85-31-88,0069-002-001,GOVERNMENT EXTENSION,NO,,
81-85-31-88,0069-002-001,NGO,NO,,
81-85-31-88,0069-002-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
81-85-31-88,0069-002-001,LARGE SCALE FARMER,NO,,
81-85-31-88,0069-002-001,RADIO,NO,,
81-85-31-88,0069-002-001,PUBLICATION,NO,,
81-85-31-88,0069-002-001,NEIGHBOUR,YES,NO,
81-85-31-88,0069-002-001,OTHER (SPECIFY),YES,NO,
91-76-63-44,0071-001-001,GOVERNMENT EXTENSION,NO,,
91-76-63-44,0071-001-001,NGO,NO,,
91-76-63-44,0071-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
91-76-63-44,0071-001-001,LARGE SCALE FARMER,NO,,
91-76-63-44,0071-001-001,RADIO,NO,,
91-76-63-44,0071-001-001,PUBLICATION,NO,,
91-76-63-44,0071-001-001,NEIGHBOUR,NO,,
91-76-63-44,0071-001-001,OTHER (SPECIFY),YES,NO,
81-33-13-06,0071-001-003,GOVERNMENT EXTENSION,,,
81-33-13-06,0071-001-003,NGO,,,
81-33-13-06,0071-001-003,COOPERATIVE/FARMER'S ASSOCIATION,,,
81-33-13-06,0071-001-003,LARGE SCALE FARMER,,,
81-33-13-06,0071-001-003,RADIO,,,
81-33-13-06,0071-001-003,PUBLICATION,,,
81-33-13-06,0071-001-003,NEIGHBOUR,,,
81-33-13-06,0071-001-003,OTHER (SPECIFY),,,
28-76-80-54,0072-001-001,GOVERNMENT EXTENSION,NO,,
28-76-80-54,0072-001-001,NGO,NO,,
28-76-80-54,0072-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
28-76-80-54,0072-001-001,LARGE SCALE FARMER,NO,,
28-76-80-54,0072-001-001,RADIO,NO,,
28-76-80-54,0072-001-001,PUBLICATION,NO,,
28-76-80-54,0072-001-001,NEIGHBOUR,NO,,
28-76-80-54,0072-001-001,OTHER (SPECIFY),NO,,
82-54-53-99,0072-003-001,GOVERNMENT EXTENSION,NO,,
82-54-53-99,0072-003-001,NGO,NO,,
82-54-53-99,0072-003-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
82-54-53-99,0072-003-001,LARGE SCALE FARMER,NO,,
82-54-53-99,0072-003-001,RADIO,NO,,
82-54-53-99,0072-003-001,PUBLICATION,NO,,
82-54-53-99,0072-003-001,NEIGHBOUR,NO,,
82-54-53-99,0072-003-001,OTHER (SPECIFY),NO,,
86-08-97-34,0073-001-001,GOVERNMENT EXTENSION,NO,,
86-08-97-34,0073-001-001,NGO,NO,,
86-08-97-34,0073-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
86-08-97-34,0073-001-001,LARGE SCALE FARMER,NO,,
86-08-97-34,0073-001-001,RADIO,NO,,
86-08-97-34,0073-001-001,PUBLICATION,NO,,
86-08-97-34,0073-001-001,NEIGHBOUR,NO,,
86-08-97-34,0073-001-001,OTHER (SPECIFY),NO,,
09-96-03-52,0073-001-002,GOVERNMENT EXTENSION,NO,,
09-96-03-52,0073-001-002,NGO,NO,,
09-96-03-52,0073-001-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
09-96-03-52,0073-001-002,LARGE SCALE FARMER,NO,,
09-96-03-52,0073-001-002,RADIO,NO,,
09-96-03-52,0073-001-002,PUBLICATION,NO,,
09-96-03-52,0073-001-002,NEIGHBOUR,NO,,
09-96-03-52,0073-001-002,OTHER (SPECIFY),YES,NO,
64-01-68-39,0074-001-001,GOVERNMENT EXTENSION,NO,,
64-01-68-39,0074-001-001,NGO,NO,,
64-01-68-39,0074-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
64-01-68-39,0074-001-001,LARGE SCALE FARMER,NO,,
64-01-68-39,0074-001-001,RADIO,NO,,
64-01-68-39,0074-001-001,PUBLICATION,NO,,
64-01-68-39,0074-001-001,NEIGHBOUR,NO,,
64-01-68-39,0074-001-001,OTHER (SPECIFY),NO,,
05-43-63-02,0075-001-003,GOVERNMENT EXTENSION,NO,,
05-43-63-02,0075-001-003,NGO,NO,,
05-43-63-02,0075-001-003,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
05-43-63-02,0075-001-003,LARGE SCALE FARMER,NO,,
05-43-63-02,0075-001-003,RADIO,NO,,
05-43-63-02,0075-001-003,PUBLICATION,NO,,
05-43-63-02,0075-001-003,NEIGHBOUR,NO,,
05-43-63-02,0075-001-003,OTHER (SPECIFY),NO,,
69-76-07-75,0077-001-001,GOVERNMENT EXTENSION,NO,,
69-76-07-75,0077-001-001,NGO,NO,,
69-76-07-75,0077-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
69-76-07-75,0077-001-001,LARGE SCALE FARMER,NO,,
69-76-07-75,0077-001-001,RADIO,NO,,
69-76-07-75,0077-001-001,PUBLICATION,NO,,
69-76-07-75,0077-001-001,NEIGHBOUR,YES,NO,
69-76-07-75,0077-001-001,OTHER (SPECIFY),NO,,
80-60-48-21,0077-003-001,GOVERNMENT EXTENSION,NO,,
80-60-48-21,0077-003-001,NGO,NO,,
80-60-48-21,0077-003-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
80-60-48-21,0077-003-001,LARGE SCALE FARMER,NO,,
80-60-48-21,0077-003-001,RADIO,NO,,
80-60-48-21,0077-003-001,PUBLICATION,NO,,
80-60-48-21,0077-003-001,NEIGHBOUR,YES,NO,
80-60-48-21,0077-003-001,OTHER (SPECIFY),NO,,
77-61-09-41,0078-001-001,GOVERNMENT EXTENSION,NO,,
77-61-09-41,0078-001-001,NGO,NO,,
77-61-09-41,0078-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
77-61-09-41,0078-001-001,LARGE SCALE FARMER,NO,,
77-61-09-41,0078-001-001,RADIO,NO,,
77-61-09-41,0078-001-001,PUBLICATION,NO,,
77-61-09-41,0078-001-001,NEIGHBOUR,NO,,
77-61-09-41,0078-001-001,OTHER (SPECIFY),NO,,
03-09-85-87,0079-001-001,GOVERNMENT EXTENSION,NO,,
03-09-85-87,0079-001-001,NGO,NO,,
03-09-85-87,0079-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
03-09-85-87,0079-001-001,LARGE SCALE FARMER,NO,,
03-09-85-87,0079-001-001,RADIO,NO,,
03-09-85-87,0079-001-001,PUBLICATION,NO,,
03-09-85-87,0079-001-001,NEIGHBOUR,NO,,
03-09-85-87,0079-001-001,OTHER (SPECIFY),NO,,
78-16-68-29,0080-001-001,GOVERNMENT EXTENSION,NO,,
78-16-68-29,0080-001-001,NGO,NO,,
78-16-68-29,0080-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
78-16-68-29,0080-001-001,LARGE SCALE FARMER,NO,,
78-16-68-29,0080-001-001,RADIO,NO,,
78-16-68-29,0080-001-001,PUBLICATION,NO,,
78-16-68-29,0080-001-001,NEIGHBOUR,NO,,
78-16-68-29,0080-001-001,OTHER (SPECIFY),NO,,
82-35-18-51,0081-001-001,GOVERNMENT EXTENSION,NO,,
82-35-18-51,0081-001-001,NGO,NO,,
82-35-18-51,0081-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
82-35-18-51,0081-001-001,LARGE SCALE FARMER,NO,,
82-35-18-51,0081-001-001,RADIO,YES,,
82-35-18-51,0081-001-001,PUBLICATION,NO,,
82-35-18-51,0081-001-001,NEIGHBOUR,YES,NO,
82-35-18-51,0081-001-001,OTHER (SPECIFY),NO,,
24-96-35-07,0081-004-001,GOVERNMENT EXTENSION,NO,,
24-96-35-07,0081-004-001,NGO,NO,,
24-96-35-07,0081-004-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
24-96-35-07,0081-004-001,LARGE SCALE FARMER,NO,,
24-96-35-07,0081-004-001,RADIO,NO,,
24-96-35-07,0081-004-001,PUBLICATION,NO,,
24-96-35-07,0081-004-001,NEIGHBOUR,NO,,
24-96-35-07,0081-004-001,OTHER (SPECIFY),NO,,
61-09-91-34,0082-001-001,GOVERNMENT EXTENSION,NO,,
61-09-91-34,0082-001-001,NGO,NO,,
61-09-91-34,0082-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
61-09-91-34,0082-001-001,LARGE SCALE FARMER,NO,,
61-09-91-34,0082-001-001,RADIO,NO,,
61-09-91-34,0082-001-001,PUBLICATION,NO,,
61-09-91-34,0082-001-001,NEIGHBOUR,NO,,
61-09-91-34,0082-001-001,OTHER (SPECIFY),NO,,
65-72-13-93,0082-003-001,GOVERNMENT EXTENSION,NO,,
65-72-13-93,0082-003-001,NGO,NO,,
65-72-13-93,0082-003-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
65-72-13-93,0082-003-001,LARGE SCALE FARMER,NO,,
65-72-13-93,0082-003-001,RADIO,NO,,
65-72-13-93,0082-003-001,PUBLICATION,NO,,
65-72-13-93,0082-003-001,NEIGHBOUR,NO,,
65-72-13-93,0082-003-001,OTHER (SPECIFY),NO,,
43-70-22-69,0082-003-002,GOVERNMENT EXTENSION,,,
43-70-22-69,0082-003-002,NGO,,,
43-70-22-69,0082-003-002,COOPERATIVE/FARMER'S ASSOCIATION,,,
43-70-22-69,0082-003-002,LARGE SCALE FARMER,,,
43-70-22-69,0082-003-002,RADIO,,,
43-70-22-69,0082-003-002,PUBLICATION,,,
43-70-22-69,0082-003-002,NEIGHBOUR,,,
43-70-22-69,0082-003-002,OTHER (SPECIFY),,,
69-63-97-41,0082-004-001,GOVERNMENT EXTENSION,NO,,
69-63-97-41,0082-004-001,NGO,NO,,
69-63-97-41,0082-004-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
69-63-97-41,0082-004-001,LARGE SCALE FARMER,NO,,
69-63-97-41,0082-004-001,RADIO,YES,,
69-63-97-41,0082-004-001,PUBLICATION,YES,NO,
69-63-97-41,0082-004-001,NEIGHBOUR,YES,NO,
69-63-97-41,0082-004-001,OTHER (SPECIFY),NO,,
43-56-83-29,0082-005-001,GOVERNMENT EXTENSION,,,
43-56-83-29,0082-005-001,NGO,,,
43-56-83-29,0082-005-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
43-56-83-29,0082-005-001,LARGE SCALE FARMER,,,
43-56-83-29,0082-005-001,RADIO,,,
43-56-83-29,0082-005-001,PUBLICATION,,,
43-56-83-29,0082-005-001,NEIGHBOUR,,,
43-56-83-29,0082-005-001,OTHER (SPECIFY),,,
82-24-69-15,0083-001-001,GOVERNMENT EXTENSION,NO,,
82-24-69-15,0083-001-001,NGO,NO,,
82-24-69-15,0083-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
82-24-69-15,0083-001-001,LARGE SCALE FARMER,NO,,
82-24-69-15,0083-001-001,RADIO,NO,,
82-24-69-15,0083-001-001,PUBLICATION,NO,,
82-24-69-15,0083-001-001,NEIGHBOUR,NO,,
82-24-69-15,0083-001-001,OTHER (SPECIFY),YES,NO,
71-57-99-29,0084-001-001,GOVERNMENT EXTENSION,NO,,
71-57-99-29,0084-001-001,NGO,NO,,
71-57-99-29,0084-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
71-57-99-29,0084-001-001,LARGE SCALE FARMER,NO,,
71-57-99-29,0084-001-001,RADIO,NO,,
71-57-99-29,0084-001-001,PUBLICATION,NO,,
71-57-99-29,0084-001-001,NEIGHBOUR,NO,,
71-57-99-29,0084-001-001,OTHER (SPECIFY),NO,,
74-56-02-42,0084-002-001,GOVERNMENT EXTENSION,NO,,
74-56-02-42,0084-002-001,NGO,NO,,
74-56-02-42,0084-002-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
74-56-02-42,0084-002-001,LARGE SCALE FARMER,NO,,
74-56-02-42,0084-002-001,RADIO,NO,,
74-56-02-42,0084-002-001,PUBLICATION,NO,,
74-56-02-42,0084-002-001,NEIGHBOUR,NO,,
74-56-02-42,0084-002-001,OTHER (SPECIFY),NO,,
70-36-26-23,0085-001-001,GOVERNMENT EXTENSION,NO,,
70-36-26-23,0085-001-001,NGO,NO,,
70-36-26-23,0085-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
70-36-26-23,0085-001-001,LARGE SCALE FARMER,NO,,
70-36-26-23,0085-001-001,RADIO,NO,,
70-36-26-23,0085-001-001,PUBLICATION,NO,,
70-36-26-23,0085-001-001,NEIGHBOUR,NO,,
70-36-26-23,0085-001-001,OTHER (SPECIFY),NO,,
12-34-17-02,0085-002-001,GOVERNMENT EXTENSION,,,
12-34-17-02,0085-002-001,NGO,,,
12-34-17-02,0085-002-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
12-34-17-02,0085-002-001,LARGE SCALE FARMER,,,
12-34-17-02,0085-002-001,RADIO,,,
12-34-17-02,0085-002-001,PUBLICATION,,,
12-34-17-02,0085-002-001,NEIGHBOUR,,,
12-34-17-02,0085-002-001,OTHER (SPECIFY),,,
05-51-26-77,0085-003-001,GOVERNMENT EXTENSION,NO,,
05-51-26-77,0085-003-001,NGO,NO,,
05-51-26-77,0085-003-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
05-51-26-77,0085-003-001,LARGE SCALE FARMER,NO,,
05-51-26-77,0085-003-001,RADIO,NO,,
05-51-26-77,0085-003-001,PUBLICATION,NO,,
05-51-26-77,0085-003-001,NEIGHBOUR,NO,,
05-51-26-77,0085-003-001,OTHER (SPECIFY),NO,,
08-61-34-21,0086-001-001,GOVERNMENT EXTENSION,NO,,
08-61-34-21,0086-001-001,NGO,NO,,
08-61-34-21,0086-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
08-61-34-21,0086-001-001,LARGE SCALE FARMER,NO,,
08-61-34-21,0086-001-001,RADIO,NO,,
08-61-34-21,0086-001-001,PUBLICATION,NO,,
08-61-34-21,0086-001-001,NEIGHBOUR,NO,,
08-61-34-21,0086-001-001,OTHER (SPECIFY),NO,,
07-11-78-55,0087-001-001,GOVERNMENT EXTENSION,NO,,
07-11-78-55,0087-001-001,NGO,NO,,
07-11-78-55,0087-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
07-11-78-55,0087-001-001,LARGE SCALE FARMER,NO,,
07-11-78-55,0087-001-001,RADIO,NO,,
07-11-78-55,0087-001-001,PUBLICATION,NO,,
07-11-78-55,0087-001-001,NEIGHBOUR,NO,,
07-11-78-55,0087-001-001,OTHER (SPECIFY),NO,,
26-78-44-09,0087-001-002,GOVERNMENT EXTENSION,NO,,
26-78-44-09,0087-001-002,NGO,NO,,
26-78-44-09,0087-001-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
26-78-44-09,0087-001-002,LARGE SCALE FARMER,NO,,
26-78-44-09,0087-001-002,RADIO,NO,,
26-78-44-09,0087-001-002,PUBLICATION,NO,,
26-78-44-09,0087-001-002,NEIGHBOUR,NO,,
26-78-44-09,0087-001-002,OTHER (SPECIFY),NO,,
74-12-78-76,0088-001-001,GOVERNMENT EXTENSION,NO,,
74-12-78-76,0088-001-001,NGO,NO,,
74-12-78-76,0088-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
74-12-78-76,0088-001-001,LARGE SCALE FARMER,NO,,
74-12-78-76,0088-001-001,RADIO,NO,,
74-12-78-76,0088-001-001,PUBLICATION,NO,,
74-12-78-76,0088-001-001,NEIGHBOUR,NO,,
74-12-78-76,0088-001-001,OTHER (SPECIFY),NO,,
47-53-89-65,0089-001-001,GOVERNMENT EXTENSION,NO,,
47-53-89-65,0089-001-001,NGO,NO,,
47-53-89-65,0089-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
47-53-89-65,0089-001-001,LARGE SCALE FARMER,NO,,
47-53-89-65,0089-001-001,RADIO,NO,,
47-53-89-65,0089-001-001,PUBLICATION,NO,,
47-53-89-65,0089-001-001,NEIGHBOUR,NO,,
47-53-89-65,0089-001-001,OTHER (SPECIFY),NO,,
67-17-25-56,0089-002-001,GOVERNMENT EXTENSION,NO,,
67-17-25-56,0089-002-001,NGO,NO,,
67-17-25-56,0089-002-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
67-17-25-56,0089-002-001,LARGE SCALE FARMER,NO,,
67-17-25-56,0089-002-001,RADIO,NO,,
67-17-25-56,0089-002-001,PUBLICATION,NO,,
67-17-25-56,0089-002-001,NEIGHBOUR,NO,,
67-17-25-56,0089-002-001,OTHER (SPECIFY),NO,,
11-84-02-64,0089-002-002,GOVERNMENT EXTENSION,NO,,
11-84-02-64,0089-002-002,NGO,NO,,
11-84-02-64,0089-002-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
11-84-02-64,0089-002-002,LARGE SCALE FARMER,NO,,
11-84-02-64,0089-002-002,RADIO,NO,,
11-84-02-64,0089-002-002,PUBLICATION,NO,,
11-84-02-64,0089-002-002,NEIGHBOUR,YES,NO,
11-84-02-64,0089-002-002,OTHER (SPECIFY),NO,,
13-79-88-08,0090-001-001,GOVERNMENT EXTENSION,NO,,
13-79-88-08,0090-001-001,NGO,NO,,
13-79-88-08,0090-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
13-79-88-08,0090-001-001,LARGE SCALE FARMER,NO,,
13-79-88-08,0090-001-001,RADIO,NO,,
13-79-88-08,0090-001-001,PUBLICATION,NO,,
13-79-88-08,0090-001-001,NEIGHBOUR,NO,,
13-79-88-08,0090-001-001,OTHER (SPECIFY),NO,,
43-96-03-62,0090-001-005,GOVERNMENT EXTENSION,,,
43-96-03-62,0090-001-005,NGO,,,
43-96-03-62,0090-001-005,COOPERATIVE/FARMER'S ASSOCIATION,,,
43-96-03-62,0090-001-005,LARGE SCALE FARMER,,,
43-96-03-62,0090-001-005,RADIO,,,
43-96-03-62,0090-001-005,PUBLICATION,,,
43-96-03-62,0090-001-005,NEIGHBOUR,,,
43-96-03-62,0090-001-005,OTHER (SPECIFY),,,
42-78-55-98,0091-001-001,GOVERNMENT EXTENSION,,,
42-78-55-98,0091-001-001,NGO,,,
