interview__key,sdd_hhid,itemcode,hh_l01,hh_l02a,hh_l02b,hh_l03
52-32-57-20,0012-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
52-32-57-20,0012-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
52-32-57-20,0012-001-001,COUNCIL RATES,NO,,,
52-32-57-20,0012-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
52-32-57-20,0012-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
52-32-57-20,0012-001-001,FINES OR LEGAL FEES,NO,,,
52-32-57-20,0012-001-001,BRIDE PRICE /MARRIAGE COSTS,YES,10000,,
52-32-57-20,0012-001-001,FUNERAL COSTS,YES,30000,,
52-32-57-20,0012-001-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
52-32-57-20,0012-001-001,REPAIRS TO CONSUMER DURABLES,NO,,,
52-32-57-20,0012-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
52-32-57-20,0012-001-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
52-32-57-20,0012-001-001,GARMENTS FOR MEN,YES,15000,,
52-32-57-20,0012-001-001,GARMENTS FOR WOMEN,YES,18000,,
52-32-57-20,0012-001-001,GARMENTS FOR CHILDREN & BABIES,YES,45000,,
52-32-57-20,0012-001-001,FOOTWEAR FOR MEN,NO,,,
52-32-57-20,0012-001-001,FOOTWEAR FOR WOMEN,YES,10000,,
52-32-57-20,0012-001-001,FOOTWEAR FOR CHILDREN AND BABIES,YES,25000,,
52-32-57-20,0012-001-001,"WOOD POLES, BAMBOO",NO,,,
52-32-57-20,0012-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
15-20-64-14,0012-001-010,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
15-20-64-14,0012-001-010,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
15-20-64-14,0012-001-010,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
15-20-64-14,0012-001-010,MOSQUITO NET,NO,,,
15-20-64-14,0012-001-010,MATTRESS,NO,,,
15-20-64-14,0012-001-010,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
15-20-64-14,0012-001-010,"FILM, FILM PROCESSING, CAMERA",NO,,,
15-20-64-14,0012-001-010,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
15-20-64-14,0012-001-010,COUNCIL RATES,NO,,,
15-20-64-14,0012-001-010,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
15-20-64-14,0012-001-010,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
15-20-64-14,0012-001-010,FINES OR LEGAL FEES,NO,,,
15-20-64-14,0012-001-010,BRIDE PRICE /MARRIAGE COSTS,NO,,,
15-20-64-14,0012-001-010,FUNERAL COSTS,YES,5000,,
15-20-64-14,0012-001-010,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
15-20-64-14,0012-001-010,REPAIRS TO CONSUMER DURABLES,NO,,,
15-20-64-14,0012-001-010,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
15-20-64-14,0012-001-010,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
15-20-64-14,0012-001-010,GARMENTS FOR MEN,NO,,,
15-20-64-14,0012-001-010,GARMENTS FOR WOMEN,NO,,,
15-20-64-14,0012-001-010,GARMENTS FOR CHILDREN & BABIES,NO,,,
15-20-64-14,0012-001-010,FOOTWEAR FOR MEN,NO,,,
15-20-64-14,0012-001-010,FOOTWEAR FOR WOMEN,YES,6000,,
15-20-64-14,0012-001-010,FOOTWEAR FOR CHILDREN AND BABIES,NO,,,
15-20-64-14,0012-001-010,"WOOD POLES, BAMBOO",NO,,,
15-20-64-14,0012-001-010,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
31-30-77-11,0012-003-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
31-30-77-11,0012-003-001,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
31-30-77-11,0012-003-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
31-30-77-11,0012-003-001,MOSQUITO NET,NO,,,
31-30-77-11,0012-003-001,MATTRESS,NO,,,
31-30-77-11,0012-003-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
31-30-77-11,0012-003-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
31-30-77-11,0012-003-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
31-30-77-11,0012-003-001,COUNCIL RATES,NO,,,
31-30-77-11,0012-003-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
31-30-77-11,0012-003-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
31-30-77-11,0012-003-001,FINES OR LEGAL FEES,NO,,,
31-30-77-11,0012-003-001,BRIDE PRICE /MARRIAGE COSTS,NO,,,
31-30-77-11,0012-003-001,FUNERAL COSTS,YES,15000,,
31-30-77-11,0012-003-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
31-30-77-11,0012-003-001,REPAIRS TO CONSUMER DURABLES,NO,,,
31-30-77-11,0012-003-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
31-30-77-11,0012-003-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
31-30-77-11,0012-003-001,GARMENTS FOR MEN,NO,,,
31-30-77-11,0012-003-001,GARMENTS FOR WOMEN,YES,15000,,
31-30-77-11,0012-003-001,GARMENTS FOR CHILDREN & BABIES,YES,25000,,
31-30-77-11,0012-003-001,FOOTWEAR FOR MEN,YES,5000,,
31-30-77-11,0012-003-001,FOOTWEAR FOR WOMEN,YES,7000,,
31-30-77-11,0012-003-001,FOOTWEAR FOR CHILDREN AND BABIES,YES,9000,,
31-30-77-11,0012-003-001,"WOOD POLES, BAMBOO",NO,,,
31-30-77-11,0012-003-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
18-76-19-96,0013-001-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
18-76-19-96,0013-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
18-76-19-96,0013-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
18-76-19-96,0013-001-001,MOSQUITO NET,NO,,,
18-76-19-96,0013-001-001,MATTRESS,NO,,,
18-76-19-96,0013-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
18-76-19-96,0013-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
18-76-19-96,0013-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
18-76-19-96,0013-001-001,COUNCIL RATES,NO,,,
18-76-19-96,0013-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
18-76-19-96,0013-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
18-76-19-96,0013-001-001,FINES OR LEGAL FEES,NO,,,
18-76-19-96,0013-001-001,BRIDE PRICE /MARRIAGE COSTS,NO,,,
18-76-19-96,0013-001-001,FUNERAL COSTS,NO,,,
18-76-19-96,0013-001-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
18-76-19-96,0013-001-001,REPAIRS TO CONSUMER DURABLES,NO,,,
18-76-19-96,0013-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
18-76-19-96,0013-001-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
18-76-19-96,0013-001-001,GARMENTS FOR MEN,NO,,,
18-76-19-96,0013-001-001,GARMENTS FOR WOMEN,NO,,,
18-76-19-96,0013-001-001,GARMENTS FOR CHILDREN & BABIES,NO,,,
18-76-19-96,0013-001-001,FOOTWEAR FOR MEN,NO,,,
18-76-19-96,0013-001-001,FOOTWEAR FOR WOMEN,NO,,,
18-76-19-96,0013-001-001,FOOTWEAR FOR CHILDREN AND BABIES,NO,,,
18-76-19-96,0013-001-001,"WOOD POLES, BAMBOO",NO,,,
18-76-19-96,0013-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
58-42-71-45,0015-001-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
58-42-71-45,0015-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",YES,12000,,
58-42-71-45,0015-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,YES,10000,,
58-42-71-45,0015-001-001,MOSQUITO NET,NO,,,
58-42-71-45,0015-001-001,MATTRESS,YES,240000,,
58-42-71-45,0015-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",YES,5000,,
58-42-71-45,0015-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
58-42-71-45,0015-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
58-42-71-45,0015-001-001,COUNCIL RATES,NO,,,
58-42-71-45,0015-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",YES,30000,,
58-42-71-45,0015-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
58-42-71-45,0015-001-001,FINES OR LEGAL FEES,NO,,,
58-42-71-45,0015-001-001,BRIDE PRICE /MARRIAGE COSTS,YES,50000,,
58-42-71-45,0015-001-001,FUNERAL COSTS,YES,15000,,
58-42-71-45,0015-001-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
58-42-71-45,0015-001-001,REPAIRS TO CONSUMER DURABLES,YES,45000,,
58-42-71-45,0015-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
58-42-71-45,0015-001-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
58-42-71-45,0015-001-001,GARMENTS FOR MEN,YES,200000,,
58-42-71-45,0015-001-001,GARMENTS FOR WOMEN,YES,150000,,
58-42-71-45,0015-001-001,GARMENTS FOR CHILDREN & BABIES,YES,100000,,
58-42-71-45,0015-001-001,FOOTWEAR FOR MEN,YES,50000,,
58-42-71-45,0015-001-001,FOOTWEAR FOR WOMEN,YES,20000,,
58-42-71-45,0015-001-001,FOOTWEAR FOR CHILDREN AND BABIES,YES,50000,,
58-42-71-45,0015-001-001,"WOOD POLES, BAMBOO",YES,,25000,25000
58-42-71-45,0015-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
89-06-03-18,0016-001-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
89-06-03-18,0016-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",YES,10000,,
89-06-03-18,0016-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
89-06-03-18,0016-001-001,MOSQUITO NET,NO,,,
89-06-03-18,0016-001-001,MATTRESS,NO,,,
89-06-03-18,0016-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
89-06-03-18,0016-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
89-06-03-18,0016-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
89-06-03-18,0016-001-001,COUNCIL RATES,NO,,,
89-06-03-18,0016-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",YES,15000,,
89-06-03-18,0016-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
89-06-03-18,0016-001-001,FINES OR LEGAL FEES,NO,,,
89-06-03-18,0016-001-001,BRIDE PRICE /MARRIAGE COSTS,NO,,,
89-06-03-18,0016-001-001,FUNERAL COSTS,YES,4000,,
89-06-03-18,0016-001-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
89-06-03-18,0016-001-001,REPAIRS TO CONSUMER DURABLES,NO,,,
89-06-03-18,0016-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
89-06-03-18,0016-001-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
89-06-03-18,0016-001-001,GARMENTS FOR MEN,YES,10000,,
89-06-03-18,0016-001-001,GARMENTS FOR WOMEN,NO,,,
89-06-03-18,0016-001-001,GARMENTS FOR CHILDREN & BABIES,NO,,,
89-06-03-18,0016-001-001,FOOTWEAR FOR MEN,YES,5000,,
89-06-03-18,0016-001-001,FOOTWEAR FOR WOMEN,NO,,,
89-06-03-18,0016-001-001,FOOTWEAR FOR CHILDREN AND BABIES,NO,,,
89-06-03-18,0016-001-001,"WOOD POLES, BAMBOO",YES,,100000,100000
89-06-03-18,0016-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
73-26-58-64,0016-001-002,"CARPET, RUGS, DRAPES, CURTAINS",YES,500,,
73-26-58-64,0016-001-002,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
73-26-58-64,0016-001-002,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
73-26-58-64,0016-001-002,MOSQUITO NET,NO,,,
73-26-58-64,0016-001-002,MATTRESS,NO,,,
73-26-58-64,0016-001-002,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
73-26-58-64,0016-001-002,"FILM, FILM PROCESSING, CAMERA",NO,,,
73-26-58-64,0016-001-002,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
73-26-58-64,0016-001-002,COUNCIL RATES,NO,,,
73-26-58-64,0016-001-002,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
73-26-58-64,0016-001-002,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
73-26-58-64,0016-001-002,FINES OR LEGAL FEES,NO,,,
73-26-58-64,0016-001-002,BRIDE PRICE /MARRIAGE COSTS,NO,,,
73-26-58-64,0016-001-002,FUNERAL COSTS,YES,50000,,
73-26-58-64,0016-001-002,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
73-26-58-64,0016-001-002,REPAIRS TO CONSUMER DURABLES,NO,,,
73-26-58-64,0016-001-002,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
73-26-58-64,0016-001-002,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
73-26-58-64,0016-001-002,GARMENTS FOR MEN,YES,50000,,
73-26-58-64,0016-001-002,GARMENTS FOR WOMEN,YES,120000,,
73-26-58-64,0016-001-002,GARMENTS FOR CHILDREN & BABIES,NO,,,
73-26-58-64,0016-001-002,FOOTWEAR FOR MEN,YES,12000,,
73-26-58-64,0016-001-002,FOOTWEAR FOR WOMEN,YES,4000,,
73-26-58-64,0016-001-002,FOOTWEAR FOR CHILDREN AND BABIES,NO,,,
73-26-58-64,0016-001-002,"WOOD POLES, BAMBOO",YES,,120000,120000
73-26-58-64,0016-001-002,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
56-32-76-33,0017-001-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
56-32-76-33,0017-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",YES,10000,,
56-32-76-33,0017-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
56-32-76-33,0017-001-001,MOSQUITO NET,NO,,,
56-32-76-33,0017-001-001,MATTRESS,NO,,,
56-32-76-33,0017-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
56-32-76-33,0017-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
56-32-76-33,0017-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
56-32-76-33,0017-001-001,COUNCIL RATES,NO,,,
56-32-76-33,0017-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",YES,30000,,
56-32-76-33,0017-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
56-32-76-33,0017-001-001,FINES OR LEGAL FEES,NO,,,
56-32-76-33,0017-001-001,BRIDE PRICE /MARRIAGE COSTS,NO,,,
56-32-76-33,0017-001-001,FUNERAL COSTS,YES,10000,,
56-32-76-33,0017-001-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
56-32-76-33,0017-001-001,REPAIRS TO CONSUMER DURABLES,NO,,,
56-32-76-33,0017-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
56-32-76-33,0017-001-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
56-32-76-33,0017-001-001,GARMENTS FOR MEN,YES,15000,,
56-32-76-33,0017-001-001,GARMENTS FOR WOMEN,YES,24000,,
56-32-76-33,0017-001-001,GARMENTS FOR CHILDREN & BABIES,YES,13000,,
56-32-76-33,0017-001-001,FOOTWEAR FOR MEN,YES,10000,,
56-32-76-33,0017-001-001,FOOTWEAR FOR WOMEN,YES,22000,,
56-32-76-33,0017-001-001,FOOTWEAR FOR CHILDREN AND BABIES,YES,6500,,
56-32-76-33,0017-001-001,"WOOD POLES, BAMBOO",YES,,104000,104000
56-32-76-33,0017-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,YES,,4000,4000
82-18-18-76,0017-002-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
82-18-18-76,0017-002-001,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
82-18-18-76,0017-002-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
82-18-18-76,0017-002-001,MOSQUITO NET,NO,,,
82-18-18-76,0017-002-001,MATTRESS,NO,,,
82-18-18-76,0017-002-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
82-18-18-76,0017-002-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
82-18-18-76,0017-002-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
82-18-18-76,0017-002-001,COUNCIL RATES,NO,,,
82-18-18-76,0017-002-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
82-18-18-76,0017-002-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
82-18-18-76,0017-002-001,FINES OR LEGAL FEES,NO,,,
82-18-18-76,0017-002-001,BRIDE PRICE /MARRIAGE COSTS,NO,,,
82-18-18-76,0017-002-001,FUNERAL COSTS,NO,,,
82-18-18-76,0017-002-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
82-18-18-76,0017-002-001,REPAIRS TO CONSUMER DURABLES,NO,,,
82-18-18-76,0017-002-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
82-18-18-76,0017-002-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
82-18-18-76,0017-002-001,GARMENTS FOR MEN,YES,25000,,
82-18-18-76,0017-002-001,GARMENTS FOR WOMEN,NO,,,
82-18-18-76,0017-002-001,GARMENTS FOR CHILDREN & BABIES,YES,16000,,
82-18-18-76,0017-002-001,FOOTWEAR FOR MEN,YES,10000,,
82-18-18-76,0017-002-001,FOOTWEAR FOR WOMEN,YES,6000,,
82-18-18-76,0017-002-001,FOOTWEAR FOR CHILDREN AND BABIES,YES,12000,,
82-18-18-76,0017-002-001,"WOOD POLES, BAMBOO",NO,,,
82-18-18-76,0017-002-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
39-47-88-39,0018-001-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
39-47-88-39,0018-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
39-47-88-39,0018-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
39-47-88-39,0018-001-001,MOSQUITO NET,NO,,,
39-47-88-39,0018-001-001,MATTRESS,NO,,,
39-47-88-39,0018-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
39-47-88-39,0018-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
39-47-88-39,0018-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
39-47-88-39,0018-001-001,COUNCIL RATES,NO,,,
39-47-88-39,0018-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
39-47-88-39,0018-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
39-47-88-39,0018-001-001,FINES OR LEGAL FEES,NO,,,
39-47-88-39,0018-001-001,BRIDE PRICE /MARRIAGE COSTS,YES,9000,,
39-47-88-39,0018-001-001,FUNERAL COSTS,YES,30000,,
39-47-88-39,0018-001-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
39-47-88-39,0018-001-001,REPAIRS TO CONSUMER DURABLES,NO,,,
39-47-88-39,0018-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
39-47-88-39,0018-001-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
39-47-88-39,0018-001-001,GARMENTS FOR MEN,YES,30000,,
39-47-88-39,0018-001-001,GARMENTS FOR WOMEN,YES,50000,,
39-47-88-39,0018-001-001,GARMENTS FOR CHILDREN & BABIES,YES,150000,,
39-47-88-39,0018-001-001,FOOTWEAR FOR MEN,YES,60000,,
39-47-88-39,0018-001-001,FOOTWEAR FOR WOMEN,YES,40000,,
39-47-88-39,0018-001-001,FOOTWEAR FOR CHILDREN AND BABIES,YES,50000,,
39-47-88-39,0018-001-001,"WOOD POLES, BAMBOO",NO,,,
39-47-88-39,0018-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
40-73-12-41,0020-001-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
40-73-12-41,0020-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",YES,12000,,
40-73-12-41,0020-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
40-73-12-41,0020-001-001,MOSQUITO NET,NO,,,
40-73-12-41,0020-001-001,MATTRESS,NO,,,
40-73-12-41,0020-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
40-73-12-41,0020-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
40-73-12-41,0020-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
40-73-12-41,0020-001-001,COUNCIL RATES,NO,,,
40-73-12-41,0020-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
40-73-12-41,0020-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
40-73-12-41,0020-001-001,FINES OR LEGAL FEES,NO,,,
40-73-12-41,0020-001-001,BRIDE PRICE /MARRIAGE COSTS,NO,,,
40-73-12-41,0020-001-001,FUNERAL COSTS,YES,5000,,
40-73-12-41,0020-001-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
40-73-12-41,0020-001-001,REPAIRS TO CONSUMER DURABLES,NO,,,
40-73-12-41,0020-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
40-73-12-41,0020-001-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
40-73-12-41,0020-001-001,GARMENTS FOR MEN,YES,30000,,
40-73-12-41,0020-001-001,GARMENTS FOR WOMEN,YES,45000,,
40-73-12-41,0020-001-001,GARMENTS FOR CHILDREN & BABIES,YES,30000,,
40-73-12-41,0020-001-001,FOOTWEAR FOR MEN,YES,15000,,
40-73-12-41,0020-001-001,FOOTWEAR FOR WOMEN,YES,15000,,
40-73-12-41,0020-001-001,FOOTWEAR FOR CHILDREN AND BABIES,YES,12000,,
40-73-12-41,0020-001-001,"WOOD POLES, BAMBOO",NO,,,
40-73-12-41,0020-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
91-29-35-18,0021-001-002,"CARPET, RUGS, DRAPES, CURTAINS",YES,40000,,
91-29-35-18,0021-001-002,"LINEN - TOWELS, SHEETS, BLANKETS",YES,30000,,
91-29-35-18,0021-001-002,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
91-29-35-18,0021-001-002,MOSQUITO NET,NO,,,
91-29-35-18,0021-001-002,MATTRESS,NO,,,
91-29-35-18,0021-001-002,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
91-29-35-18,0021-001-002,"FILM, FILM PROCESSING, CAMERA",YES,2000,,
91-29-35-18,0021-001-002,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",YES,620000,,
91-29-35-18,0021-001-002,COUNCIL RATES,NO,,,
91-29-35-18,0021-001-002,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
91-29-35-18,0021-001-002,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
91-29-35-18,0021-001-002,FINES OR LEGAL FEES,NO,,,
91-29-35-18,0021-001-002,BRIDE PRICE /MARRIAGE COSTS,NO,,,
91-29-35-18,0021-001-002,FUNERAL COSTS,YES,50000,,
91-29-35-18,0021-001-002,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
91-29-35-18,0021-001-002,REPAIRS TO CONSUMER DURABLES,NO,,,
91-29-35-18,0021-001-002,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
91-29-35-18,0021-001-002,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
91-29-35-18,0021-001-002,GARMENTS FOR MEN,YES,50000,,
91-29-35-18,0021-001-002,GARMENTS FOR WOMEN,YES,120000,,
91-29-35-18,0021-001-002,GARMENTS FOR CHILDREN & BABIES,YES,100000,,
91-29-35-18,0021-001-002,FOOTWEAR FOR MEN,YES,40000,,
91-29-35-18,0021-001-002,FOOTWEAR FOR WOMEN,YES,60000,,
91-29-35-18,0021-001-002,FOOTWEAR FOR CHILDREN AND BABIES,YES,50000,,
91-29-35-18,0021-001-002,"WOOD POLES, BAMBOO",NO,,,
91-29-35-18,0021-001-002,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
52-25-14-40,0023-001-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
52-25-14-40,0023-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",YES,200000,,
52-25-14-40,0023-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
52-25-14-40,0023-001-001,MOSQUITO NET,NO,,,
52-25-14-40,0023-001-001,MATTRESS,NO,,,
52-25-14-40,0023-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",YES,50000,,
52-25-14-40,0023-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
52-25-14-40,0023-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
52-25-14-40,0023-001-001,COUNCIL RATES,NO,,,
52-25-14-40,0023-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",YES,108000,,
52-25-14-40,0023-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
52-25-14-40,0023-001-001,FINES OR LEGAL FEES,YES,60000,,
52-25-14-40,0023-001-001,BRIDE PRICE /MARRIAGE COSTS,YES,400000,,
