interview__key,sdd_hhid,hh_n01a,enterprise_id,hh_n02_2,hh_n02_3a,hh_n02_3,hh_n03_1,hh_n03_2,hh_n03_3,hh_n03_4,hh_n03_5,hh_n03_6,hh_n04a,hh_n04b,hh_n04_1,hh_n04_2,hh_n04_3,hh_n05_1,hh_n05_2,hh_n06,hh_n07_1,hh_n07_2,hh_n08_1,hh_n08_2,hh_n08_3,hh_n09_1,hh_n09_2,hh_n10,hh_n11,hh_n12,hh_n13_1,hh_n13_2,hh_n14_1,hh_n14_2,hh_n15,hh_n16,hh_n17,hh_n18,hh_n19,hh_n20,hh_n21_1,hh_n21_2,hh_n21_3,hh_n21_4
80-60-48-21,0077-003-001,YES,1,FUNDI SEREMALA,Manufacturing,MANUFACTURE OF FURNITURE,8,,,,,,8,,8,YES,,8,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,2,6,OWN SAVINGS,GIFT FROM FAMILY/FRIENDS,,FINAL CONSUMERS,,240000,70000,0,MONTH,140000,MONTH,130000,0,0,10000,0,4,100000,NO,NO,NO,NO
80-60-48-21,0077-003-001,YES,2,BIASHARA YA MBOGA,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE VIA STALLS AND MARKETS,2,,,,,,2,,2,YES,,2,,FIXED STALL/KIOSK - IN MARKET,7,8,GIFT FROM FAMILY/FRIENDS,OWN SAVINGS,,FINAL CONSUMERS,,5000,0,0,MONTH,210000,MONTH,150000,0,0,60000,0,5,150000,NO,NO,NO,NO
77-61-09-41,0078-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-09-85-87,0079-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78-16-68-29,0080-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-35-18-51,0081-001-001,YES,1,KUSUKA NA KUUZA MIKEKA,Manufacturing,OTHER MANUFACTURING,1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,21,4,OWN SAVINGS,,,FINAL CONSUMERS,,65000,2000,25000,MONTH,30000,MONTH,30000,0,0,0,0,12,25000,NO,NO,NO,NO
24-96-35-07,0081-004-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61-09-91-34,0082-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-72-13-93,0082-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-70-22-69,0082-003-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69-63-97-41,0082-004-001,YES,1,KUUZA CD ZA KIISLAMU,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE OF INFORMATION AND COMMUNICATIONS EQUIPMENT IN SPECIALIZED STORES,1,,,,,,1,,1,NO,NOT AVAILABLE DURING TIME IN EA,1,,NO FIXED LOCATION/MOBILE,2,3,OWN SAVINGS,,,FINAL CONSUMERS,SMALL BUSINESS,2000,0,100000,MONTH,200000,MONTH,100000,0,0,0,0,12,100000,NO,NO,NO,NO
43-56-83-29,0082-005-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-24-69-15,0083-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-57-99-29,0084-001-001,YES,1,BIASHARA YA GENGE,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE VIA STALLS AND MARKETS,2,,,,,,2,,2,YES,,2,,W/IN OWN OR BUS. PARTNER'S HOME - WITHOUT SPECIAL BUS. SPACE,1,12,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,120000,0,100000,MONTH,300000,MONTH,65000,0,0,0,0,9,65000,NO,NO,NO,NO
71-57-99-29,0084-001-001,YES,2,BIASHARA YA DUKA,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE VIA STALLS AND MARKETS,1,,,,,,1,,1,YES,,1,,PERMANENT BLDG. OTHER THAN HOME,10,12,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,50000,0,1200000,MONTH,2100000,MONTH,450000,0,0,0,10000,12,450000,NO,YES,YES,NO
74-56-02-42,0084-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-36-26-23,0085-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-34-17-02,0085-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-51-26-77,0085-003-001,YES,1,UNUNUZI NA UUZAJI MKAA KWA VIROBA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE NOT IN STORES, STALLS OR MARKETS",1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,3,7,NO START-UP COST,,,FINAL CONSUMERS,,60000,0,30000,MONTH,200000,MONTH,100000,0,0,0,0,8,70000,NO,NO,NO,NO
08-61-34-21,0086-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-11-78-55,0087-001-001,YES,1,UPISHI NA UUZAJI WA CHAKULA,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE VIA STALLS AND MARKETS,2,,,,,,2,,2,YES,,2,,OTHER TEMPORARY STRUCTURE,2,0,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,45000,0,0,MONTH,200000,MONTH,90000,1,30000,0,0,7,60000,NO,NO,NO,NO
26-78-44-09,0087-001-002,YES,1,BIASHARA YA SAMAKI,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL SALE OF FOOD, BEVERAGES AND TOBACCO IN SPECIALIZED STORES",2,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,0,1,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,20000,0,0,WEEK,160000,WEEK,40000,0,0,13000,0,1,160000,NO,NO,NO,NO
74-12-78-76,0088-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-53-89-65,0089-001-001,YES,1,BIASHARA YA VITUMBUA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",2,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,5,0,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,30000,0,16000,MONTH,160000,MONTH,40000,0,0,56000,64000,12,30000,NO,NO,NO,NO
67-17-25-56,0089-002-001,YES,1,BIASHARA YA BODABODA,Transportation and storage,OTHER PASSENGER LAND TRANSPORT,1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,0,9,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,600000,0,0,MONTH,390000,MONTH,240000,0,0,0,150000,9,240000,NO,NO,NO,NO
67-17-25-56,0089-002-001,YES,2,KUNUNUA NA KUUZA AMDALASINI,"Wholesale and retail trade, repair of motor vehicles and motorcycles","WHOLESALE TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,0,7,PROCEEDS FROM NON-AG BUSINESS,,,LARGE ESTABLISHED BUSINESS,,605000,0,0,WEEK,600000,WEEK,75000,0,0,0,10000,7,300000,NO,NO,NO,NO
11-84-02-64,0089-002-002,YES,1,UPISHI WA VITUMBUA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",2,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,10,0,OWN SAVINGS,,,FINAL CONSUMERS,,10000,0,0,MONTH,25000,MONTH,12000,0,0,13000,0,7,10000,NO,NO,NO,NO
13-79-88-08,0090-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-96-03-62,0090-001-005,YES,1,BIASHARA YA NAFAKA.,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,5,0,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,50000,0,100000,MONTH,420000,MONTH,120000,0,0,300000,0,12,90000,NO,NO,NO,NO
42-78-55-98,0091-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-67-04-36,0092-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-41-40-51,0093-001-001,YES,1,KUNUNUA NA KUUZA MIKATE,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",2,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,8,10,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,25000,0,0,MONTH,300000,MONTH,96000,0,0,0,8800,12,95000,NO,NO,YES,NO
70-24-33-41,0096-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42-11-56-10,0096-002-002,YES,1,UUZAJI WA CHAPATI,Accommodation and food service activities,FOOD AND BEVERAGE SERVICE ACTIVITIES,3,4,,,,,3,,3,YES,,3,,OTHER TEMPORARY STRUCTURE,2,0,OWN SAVINGS,LOAN FROM MONEY LENDER,,FINAL CONSUMERS,,20000,0,0,MONTH,160000,MONTH,60000,0,0,100000,0,9,50000,NO,NO,NO,NO
88-19-63-23,0097-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-47-38-83,0097-001-003,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-46-87-39,0098-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-69-28-73,0099-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33-12-11-68,0099-001-004,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-01-61-44,0099-001-006,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42-94-75-73,0099-008-001,YES,1,KUCHOMA MKAA,Manufacturing,OTHER MANUFACTURING,1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,5,0,OWN SAVINGS,,,FINAL CONSUMERS,SMALL BUSINESS,12000,0,0,MONTH,168000,MONTH,84000,0,0,84000,0,6,80000,NO,NO,NO,NO
73-19-77-82,0100-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-74-53-75,0101-001-001,YES,1,BIASHARA YA CHAKULA,Accommodation and food service activities,RESTAURANTS AND MOBILE FOOD SERVICE ACTIVITIES,5,,,,,,5,,5,YES,,5,,PERMANENT BLDG. OTHER THAN HOME,1,1,SALE OF ASSETS OWNED,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,FINAL CONSUMERS,,200000,20000,12000,MONTH,1680000,MONTH,480000,2,144000,1048000,8000,12,480000,NO,NO,YES,NO
28-26-05-62,0101-001-002,YES,1,FUNDI WA KUTENGENEZA MAGETI NA MADIRISHA YA CHUMA,Manufacturing,"MANUFACTURE OF WOOD AND OF PRODUCTS OF WOOD AND CORK, EXCEPT FURNITURE; MANUFACTURE OF ARTICLES OF STRAW AND PLAITING MATERIALS",1,,,,,,1,,1,YES,,1,,PERMANENT BLDG. OTHER THAN HOME,0,6,OWN SAVINGS,,,FINAL CONSUMERS,,350000,50000,0,WEEK,175000,WEEK,140000,0,0,0,30000,6,500000,NO,YES,YES,NO
09-18-15-86,0101-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48-76-11-58,0101-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-87-89-06,0102-001-001,YES,1,KUUZA NGUO,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",2,,,,,,2,,2,YES,,2,,FIXED STALL/KIOSK - IN MARKET,3,6,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,50000,0,300000,MONTH,870000,MONTH,240000,0,0,0,50000,12,280000,NO,NO,YES,NO
74-00-49-61,0102-001-003,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-27-24-08,0103-001-001,YES,1,BIASHARA YA DUKA,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE OF OTHER GOODS IN SPECIALIZED STORES,1,2,,,,,1,2,2,YES,,1,2,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,20,5,SALE OF ASSETS OWNED,OWN SAVINGS,,FINAL CONSUMERS,,1600000,0,900000,MONTH,1400000,MONTH,430000,0,0,0,60000,12,450000,NO,NO,YES,NO
61-86-51-55,0104-001-001,YES,1,BIASHARA YA DAGAA,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE VIA STALLS AND MARKETS,1,3,,,,,1,3,2,NO,NOT AVAILABLE DURING TIME IN EA,1,,FIXED STALL/KIOSK - IN MARKET,8,2,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,SMALL BUSINESS,450000,0,350000,MONTH,1200000,MONTH,460000,0,0,0,0,12,480000,NO,NO,YES,NO
82-80-49-27,0104-001-006,YES,1,FUNDI UJENZI,Construction,CONSTRUCTION OF BUILDINGS,1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,5,3,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,85000,0,0,MONTH,80000,MONTH,65000,1,15000,0,0,4,150000,NO,NO,NO,NO
45-01-65-38,0104-008-001,YES,1,"UNUNUZI NA UUZAJI WA VITU VIDOGO VIDOGO KAMA REDIO, SAA, MIKANDA, PERFUME, TAA ZA TOCHI NK","Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE NOT IN STORES, STALLS OR MARKETS",1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,6,0,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,100000,0,1000000,MONTH,2000000,MONTH,280000,0,0,0,0,12,300000,NO,NO,YES,NO
56-75-17-70,0105-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-36-44-51,0105-005-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83-56-10-16,0106-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-82-51-97,0106-001-003,YES,1,UJENZI WA  NYUMBA,Construction,CONSTRUCTION OF BUILDINGS,3,,,,,,3,,3,YES,,3,,CONSTRUCTION SITE,12,0,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,OWN SAVINGS,,FINAL CONSUMERS,,22000,0,0,WEEK,80000,MONTH,80000,1,20000,0,0,3,70000,NO,NO,NO,NO
72-82-51-97,0106-001-003,YES,2,UUZAJI WA MAANDAZI NA CHAI,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL SALE OF FOOD, BEVERAGES AND TOBACCO IN SPECIALIZED STORES",4,,,,,,4,,3,NO,NOT AVAILABLE DURING TIME IN EA,3,,OTHER TEMPORARY STRUCTURE,0,1,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,10000,0,0,WEEK,24000,WEEK,12000,0,0,0,0,1,20000,NO,NO,NO,NO
11-04-09-01,0107-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-54-44-86,0108-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-34-97-68,0108-001-002,YES,1,KUUZA  NYASI,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE NOT IN STORES, STALLS OR MARKETS",1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,0,2,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,1200,0,36000,MONTH,25000,MONTH,25000,0,0,0,0,2,25000,NO,NO,NO,NO
47-69-21-93,0109-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-62-73-26,0110-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-21-99-60,0110-001-002,YES,1,BIASHARA YA DUKA REJAREJA,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE OF OTHER GOODS IN SPECIALIZED STORES,1,,,,,,1,,1,YES,,1,,PERMANENT BLDG. OTHER THAN HOME,2,4,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,250000,0,1200000,MONTH,4200000,MONTH,750000,0,0,0,30000,12,600000,NO,YES,YES,NO
09-03-93-64,0111-001-001,YES,1,KUUZA MCHELE,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE OF OTHER GOODS IN SPECIALIZED STORES,1,,,,,,1,,1,YES,,1,,PERMANENT BLDG. OTHER THAN HOME,3,6,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,LARGE ESTABLISHED BUSINESS,120000,600000,960000,MONTH,960000,MONTH,300000,0,0,600000,60000,12,350000,NO,NO,YES,NO
49-60-00-77,0112-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-56-43-08,0112-001-002,YES,1,KUUZA MKAA,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE OF OTHER GOODS IN SPECIALIZED STORES,2,,,,,,2,,2,YES,,2,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,1,0,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,SMALL BUSINESS,0,0,300000,MONTH,630000,MONTH,400000,0,0,0,0,12,400000,NO,NO,NO,NO
51-56-43-08,0112-001-002,YES,2,KUUZA  VIATU,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE IN NON-SPECIALIZED STORES,2,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,1,0,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,1000,0,0,MONTH,280000,MONTH,180000,0,0,0,0,12,180000,NO,NO,NO,NO
80-23-77-43,0113-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86-56-84-14,0113-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-71-62-51,0114-001-001,YES,1,KUCHOMA TOFALI NA KUUZA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE NOT IN STORES, STALLS OR MARKETS",1,,,,,,1,,1,YES,,1,,OTHER TEMPORARY STRUCTURE,8,6,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,OTHER (SPECIFY),,280000,200000,650000,MONTH,0,MONTH,0,0,0,0,150000,6,280000,NO,NO,NO,NO
35-20-92-57,0115-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61-55-11-19,0115-001-002,YES,1,KUUZA MCHELE,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL SALE OF FOOD, BEVERAGES AND TOBACCO IN SPECIALIZED STORES",1,,,,,,1,,1,YES,,1,,PERMANENT BLDG. OTHER THAN HOME,0,2,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,OWN SAVINGS,,SMALL BUSINESS,LARGE ESTABLISHED BUSINESS,300000,60000,0,MONTH,2400000,MONTH,400000,0,0,1940000,60000,2,400000,NO,NO,NO,NO
61-11-91-19,0118-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67-13-31-42,0119-001-001,YES,1,KUUZA SABUNI,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE IN NON-SPECIALIZED STORES,8,,,,,,8,,8,YES,,8,,NO FIXED LOCATION/MOBILE,2,6,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,0,0,0,MONTH,0,MONTH,0,0,0,0,0,6,180000,NO,NO,NO,NO
16-86-84-80,0119-001-002,YES,1,BIASHARA YA PETROLI,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE OF AUTOMOTIVE FUEL IN SPECIALIZED STORES,1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,0,2,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,15000,0,50000,WEEK,117000,WEEK,24000,0,0,0,0,2,96000,NO,NO,NO,NO
98-32-46-89,0120-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-41-50-08,0121-002-001,YES,1,KUCHOMA NA KUUZA TOFALI,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE NOT IN STORES, STALLS OR MARKETS",1,,,,,,1,,1,YES,,1,,OTHER TEMPORARY STRUCTURE,3,0,OWN SAVINGS,,,FINAL CONSUMERS,,170000,150000,0,MONTH,0,MONTH,0,0,0,0,0,4,400000,NO,NO,NO,NO
11-41-50-08,0121-002-001,YES,2,KUPIKA NA KUUZA POMBE,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE VIA STALLS AND MARKETS,2,,,,,,2,,2,YES,,2,,OTHER TEMPORARY STRUCTURE,2,0,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,SMALL BUSINESS,85000,48000,0,MONTH,0,MONTH,0,0,0,62000,11000,10,240000,NO,NO,NO,NO
20-26-27-46,0121-004-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-99-30-00,0122-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94-57-72-83,0122-001-002,YES,1,KUUZA KUNI.,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,6,0,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,130000,0,2000,MONTH,60000,MONTH,60000,0,0,0,0,12,40000,NO,NO,NO,NO
43-50-47-25,0122-001-003,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38-83-27-01,0123-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-91-37-79,0124-001-001,YES,1,KUUZA NGUO,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",3,,,,,,3,,3,YES,,3,,NO FIXED LOCATION/MOBILE,3,4,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,1500,0,180000,MONTH,287000,MONTH,107000,0,0,0,0,8,130000,NO,NO,NO,NO
85-36-20-21,0124-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-55-68-20,0126-001-001,YES,1,KUUZA ICE CREAM,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",2,,,,,,2,,2,YES,,2,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,0,2,OWN SAVINGS,,,FINAL CONSUMERS,,0,0,0,MONTH,50000,WEEK,25000,0,0,22000,3000,2,25000,NO,NO,NO,NO
32-50-39-98,0126-001-003,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-77-46-74,0127-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-08-98-18,0127-003-001,YES,1,UCHIMBAJI DHAHABU,Mining and quarrying,OTHER MINING AND QUARRYING,6,,,,,,6,,6,YES,,6,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,2,0,OWN SAVINGS,,,SMALL BUSINESS,LARGE ESTABLISHED BUSINESS,800000,0,0,MONTH,0,MONTH,0,0,0,50000,0,10,0,NO,NO,NO,NO
48-18-47-32,0127-005-001,YES,1,KUNUNUA NYANYA NA KUUZA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,YES,,1,,OTHER (SPECIFY),4,3,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,SMALL BUSINESS,40000,0,200000,MONTH,1500000,MONTH,250000,0,0,0,0,9,250000,NO,NO,NO,NO
87-27-18-80,0128-001-001,YES,1,KUKAANGA NA KUUZA KARANGA,Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,2,5,,,,,5,,5,YES,,5,,NO FIXED LOCATION/MOBILE,2,4,GIFT FROM FAMILY/FRIENDS,OWN SAVINGS,,FINAL CONSUMERS,,5000,1000,6000,MONTH,168000,MONTH,84000,0,0,0,0,4,20000,NO,NO,NO,NO
77-02-36-76,0129-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-99-12-22,0129-004-003,YES,1,FUNDI WA KUCHORA.,Arts; entertainment and recreation,"CREATIVE, ARTS AND ENTERTAINMENT ACTIVITIES",1,,,,,,1,,1,YES,,1,,OTHER TEMPORARY STRUCTURE,20,0,NO START-UP COST,,,FINAL CONSUMERS,SMALL BUSINESS,3500,19000,0,MONTH,200000,MONTH,150000,0,0,46000,4000,12,200000,NO,NO,NO,NO
30-09-14-99,0129-004-004,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-74-57-76,0130-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-53-46-11,0131-001-002,YES,1,KUUZA MAANDAZI NA MIHOGO,Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,2,3,,,,,2,,2,YES,,2,,OTHER TEMPORARY STRUCTURE,3,4,OWN SAVINGS,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,FINAL CONSUMERS,,10000,5000,0,MONTH,40000,MONTH,30000,0,0,0,5000,5,25000,NO,NO,NO,NO
72-29-77-92,0133-001-001,YES,1,"KUOKOTA MAPLASTIKI ,CHUPA NA KUUZA.","Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,17,0,NO START-UP COST,,,SMALL BUSINESS,,0,0,1000,MONTH,28000,MONTH,28000,0,0,0,0,12,30000,NO,NO,NO,NO
