interview__key,sdd_hhid,sdd_indid,asset_id,hh_g201,asset_no,hh_g202,hh_g203,hh_g204,hh_g205,hh_g206_1,hh_g206_2,hh_g206_3,hh_g207,hh_g208a,hh_g208b,hh_g209_1,hh_g209_2,hh_g209_3,hh_g210a,hh_g210b,hh_g211,hh_g212,hh_g213,hh_g214_1,hh_g214_2,hh_g214_3
58-48-25-77,0339-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,REFUSE TO ANSWER,NO,,,,
58-48-25-77,0339-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
58-48-25-77,0339-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
58-48-25-77,0339-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
84-20-57-41,0342-001-002,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
84-20-57-41,0342-001-002,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,NO,,,,
84-20-57-41,0342-001-002,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
84-20-57-41,0342-001-002,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
84-20-57-41,0342-001-002,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
85-31-76-02,0343-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
85-31-76-02,0343-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,DO NOT KNOW,NO,,,,
85-31-76-02,0343-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
85-31-76-02,0343-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
85-31-76-02,0343-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
03-69-94-07,0343-005-005,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
03-69-94-07,0343-005-005,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,NO,,,,
03-69-94-07,0343-005-005,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
03-69-94-07,0343-005-005,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
03-69-94-07,0343-005-005,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
50-97-33-57,0344-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
50-97-33-57,0344-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,NO,,,,
50-97-33-57,0344-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
50-97-33-57,0344-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
50-97-33-57,0344-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
50-97-33-57,0344-001-001,4,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
50-97-33-57,0344-001-001,4,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,4,,,0,0,DO NOT KNOW,NO,,,,
50-97-33-57,0344-001-001,4,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
50-97-33-57,0344-001-001,4,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
50-97-33-57,0344-001-001,4,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
33-87-72-22,0347-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,0,NO,,,,
33-87-72-22,0347-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
33-87-72-22,0347-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
33-87-72-22,0347-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
33-87-72-22,0347-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
03-38-40-57,0349-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
03-38-40-57,0349-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,NO,,,,
03-38-40-57,0349-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
03-38-40-57,0349-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
03-38-40-57,0349-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
83-73-69-11,0350-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
83-73-69-11,0350-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,100000,NO,,,,
83-73-69-11,0350-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
83-73-69-11,0350-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
83-73-69-11,0350-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
05-53-86-21,0351-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
05-53-86-21,0351-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,REFUSE TO ANSWER,NO,,,,
05-53-86-21,0351-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
05-53-86-21,0351-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
05-53-86-21,0351-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
72-28-80-03,0354-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
72-28-80-03,0354-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,5500,NO,,,,
72-28-80-03,0354-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
72-28-80-03,0354-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
72-28-80-03,0354-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
34-32-29-13,0360-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,0,NO,,,,
34-32-29-13,0360-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
34-32-29-13,0360-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
34-32-29-13,0360-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
34-32-29-13,0360-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
34-32-29-13,0360-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,0,NO,,,,
34-32-29-13,0360-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
34-32-29-13,0360-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
34-32-29-13,0360-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
34-32-29-13,0360-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
25-93-23-16,0363-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
25-93-23-16,0363-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,YES,NO,2,,
25-93-23-16,0363-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
25-93-23-16,0363-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
25-93-23-16,0363-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
98-93-28-99,0367-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,0,NO,,,,
98-93-28-99,0367-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA2,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,0,NO,,,,
98-93-28-99,0367-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
98-93-28-99,0367-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
98-93-28-99,0367-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
98-93-28-99,0367-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
72-02-74-10,0368-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
72-02-74-10,0368-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,REFUSE TO ANSWER,YES,NO,2,,
72-02-74-10,0368-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
72-02-74-10,0368-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
72-02-74-10,0368-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
72-02-74-10,0368-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
72-02-74-10,0368-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,5000,YES,NO,6,7,8
72-02-74-10,0368-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
72-02-74-10,0368-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
72-02-74-10,0368-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
37-91-82-56,0369-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,0,YES,YES,,,
37-91-82-56,0369-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
37-91-82-56,0369-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
37-91-82-56,0369-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
37-91-82-56,0369-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
37-91-82-56,0369-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,0,YES,YES,,,
37-91-82-56,0369-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
37-91-82-56,0369-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
37-91-82-56,0369-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
37-91-82-56,0369-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
81-59-39-48,0370-002-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
81-59-39-48,0370-002-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,DO NOT KNOW,NO,,,,
81-59-39-48,0370-002-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
81-59-39-48,0370-002-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
81-59-39-48,0370-002-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
36-31-22-46,0372-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
36-31-22-46,0372-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,REFUSE TO ANSWER,NO,,,,
36-31-22-46,0372-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
36-31-22-46,0372-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
36-31-22-46,0372-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
36-31-22-46,0372-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
36-31-22-46,0372-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,85000,NO,,,,
36-31-22-46,0372-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
36-31-22-46,0372-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
36-31-22-46,0372-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
62-16-24-46,0372-004-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
62-16-24-46,0372-004-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,NO,,,,
62-16-24-46,0372-004-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
62-16-24-46,0372-004-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
62-16-24-46,0372-004-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
31-00-50-10,0374-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
31-00-50-10,0374-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,20000,NO,,,,
31-00-50-10,0374-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
31-00-50-10,0374-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
31-00-50-10,0374-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
31-00-50-10,0374-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
31-00-50-10,0374-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,54000,NO,,,,
31-00-50-10,0374-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA2,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,DO NOT KNOW,NO,,,,
31-00-50-10,0374-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA3,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,YES,1,,,NO,,,1,,,0,0,19000,NO,,,,
31-00-50-10,0374-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
31-00-50-10,0374-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
31-00-50-10,0374-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
21-71-05-05,0375-001-004,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,40000,YES,YES,,,
21-71-05-05,0375-001-004,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
21-71-05-05,0375-001-004,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
21-71-05-05,0375-001-004,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
21-71-05-05,0375-001-004,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
87-29-04-68,0377-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
87-29-04-68,0377-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
87-29-04-68,0377-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
87-29-04-68,0377-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,200000,NO,,,,
87-29-04-68,0377-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
63-19-55-45,0377-001-002,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
63-19-55-45,0377-001-002,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,NO,,,,
63-19-55-45,0377-001-002,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
63-19-55-45,0377-001-002,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
63-19-55-45,0377-001-002,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
43-16-08-07,0378-001-003,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
43-16-08-07,0378-001-003,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,25000,NO,,,,
43-16-08-07,0378-001-003,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
43-16-08-07,0378-001-003,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
43-16-08-07,0378-001-003,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
88-99-03-66,0378-003-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
88-99-03-66,0378-003-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,NO,,,,
88-99-03-66,0378-003-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
88-99-03-66,0378-003-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
88-99-03-66,0378-003-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
88-99-03-66,0378-003-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
88-99-03-66,0378-003-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,DO NOT KNOW,NO,,,,
88-99-03-66,0378-003-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
88-99-03-66,0378-003-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
88-99-03-66,0378-003-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
08-83-65-24,0385-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
08-83-65-24,0385-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,400000,NO,,,,
08-83-65-24,0385-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA2,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,300000,NO,,,,
08-83-65-24,0385-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
08-83-65-24,0385-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
08-83-65-24,0385-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
19-29-01-24,0385-001-002,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
19-29-01-24,0385-001-002,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,550000,NO,,,,
19-29-01-24,0385-001-002,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
19-29-01-24,0385-001-002,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
19-29-01-24,0385-001-002,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
43-97-80-50,0389-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,REFUSE TO ANSWER,YES,YES,,,
43-97-80-50,0389-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
43-97-80-50,0389-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
43-97-80-50,0389-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
43-97-80-50,0389-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
98-73-14-89,0390-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,0,NO,,,,
98-73-14-89,0390-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
98-73-14-89,0390-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
98-73-14-89,0390-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
98-73-14-89,0390-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
77-89-92-35,0391-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
77-89-92-35,0391-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,REFUSE TO ANSWER,NO,,,,
77-89-92-35,0391-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA2,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,REFUSE TO ANSWER,NO,,,,
77-89-92-35,0391-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
77-89-92-35,0391-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
77-89-92-35,0391-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
42-04-98-59,0392-001-002,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,20000,NO,,,,
