interview__key,sdd_hhid,lvstckid,lf03_01,lf03_02_1,lf03_02_2,lf03_02_3,lf03_02_4,lf03_03,lf03_04,lf03_05_1,lf03_05_2,lf03_05_3,lf03_05_4,lf03_06,lf03_07,lf03_08,lf03_09,lf03_10,lf03_11,lf03_12,lf03_13,lf03_14
13-15-52-70,0043-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
22-43-84-51,0044-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
22-43-84-51,0044-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
22-43-84-51,0044-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
22-43-84-51,0044-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
22-43-84-51,0044-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
22-43-84-51,0044-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
73-81-30-49,0045-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
73-81-30-49,0045-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
73-81-30-49,0045-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
73-81-30-49,0045-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
73-81-30-49,0045-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
73-81-30-49,0045-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
43-77-98-27,0046-001-001,LARGE RUMINANTS,YES,CBPP (HOMA YA MAPAFU),,,,NO,,,,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,"YES, ALL ANIMALS AT LEAST ONCE",SPRAYING,NO,,"YES, SOME",THE HOUSEHOLD,
43-77-98-27,0046-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,"YES, ALL ANIMALS AT LEAST ONCE",SPRAYING,NO,,NO,,
43-77-98-27,0046-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
43-77-98-27,0046-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,NO,,0
43-77-98-27,0046-001-001,DONKEYS,YES,,,,,,,,,,,,,,,,,,,
43-77-98-27,0046-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
24-75-61-52,0047-001-001,LARGE RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,"YES, ALL ANIMALS AT LEAST ONCE",DIPPING / DIP TANK,"YES, ALL ANIMALS AT LEAST ONCE",DISTRICT VET CLINIC,NO,,3000
24-75-61-52,0047-001-001,SMALL RUMINANTS,YES,OTHER (SPECIFY),,,,NO,,,,,,NO,,NO,,NO,,NO,,0
24-75-61-52,0047-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
24-75-61-52,0047-001-001,POULTRY,NO,,,,,,,,,,,,,,,,,,,
24-75-61-52,0047-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
24-75-61-52,0047-001-001,DOGS,YES,NOT SICK,,,,NO,,,,,,,,,,,,,,
97-60-31-67,0048-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
97-60-31-67,0048-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,"YES, ALL ANIMALS AT LEAST ONCE",PRIVATE VET CLINIC,NO,,NO,,"YES, ALL ANIMALS AT LEAST ONCE",PRIVATE VET CLINIC,2000
97-60-31-67,0048-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
97-60-31-67,0048-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
97-60-31-67,0048-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
97-60-31-67,0048-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
03-68-77-59,0049-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
03-68-77-59,0049-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
03-68-77-59,0049-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
03-68-77-59,0049-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,NO,,0
03-68-77-59,0049-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
03-68-77-59,0049-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
88-71-20-70,0050-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
88-71-20-70,0050-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
88-71-20-70,0050-001-001,PIGS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
88-71-20-70,0050-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,NO,,0
88-71-20-70,0050-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
88-71-20-70,0050-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
62-93-39-20,0051-001-001,LARGE RUMINANTS,YES,NOT SICK,,,,"YES, SOME",DISTRICT VET CLINIC,ANTHRAX (KIMETA),,,,"YES, ALL ANIMALS AT LEAST ONCE",DISTRICT VET CLINIC,NO,,NO,,NO,,6000
62-93-39-20,0051-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,"YES, ALL ANIMALS AT LEAST ONCE",DISTRICT VET CLINIC,NO,,NO,,NO,,6000
62-93-39-20,0051-001-001,PIGS,YES,NOT SICK,,,,"YES, ALL ANIMALS AT LEAST ONCE",DISTRICT VET CLINIC,OTHER (SPECIFY),,,,"YES, ALL ANIMALS AT LEAST ONCE",DISTRICT VET CLINIC,NO,,NO,,NO,,15000
62-93-39-20,0051-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,,,,,NO,,2500
62-93-39-20,0051-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
62-93-39-20,0051-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
92-89-07-22,0051-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
92-89-07-22,0051-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
92-89-07-22,0051-001-002,PIGS,,,,,,,,,,,,,,,,,,,,
92-89-07-22,0051-001-002,POULTRY,,,,,,,,,,,,,,,,,,,,
92-89-07-22,0051-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
92-89-07-22,0051-001-002,DOGS,,,,,,,,,,,,,,,,,,,,
28-71-87-26,0051-001-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
28-71-87-26,0051-001-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
28-71-87-26,0051-001-003,PIGS,,,,,,,,,,,,,,,,,,,,
28-71-87-26,0051-001-003,POULTRY,,,,,,,,,,,,,,,,,,,,
28-71-87-26,0051-001-003,DONKEYS,,,,,,,,,,,,,,,,,,,,
28-71-87-26,0051-001-003,DOGS,,,,,,,,,,,,,,,,,,,,
00-72-79-53,0055-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
00-72-79-53,0055-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
00-72-79-53,0055-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
00-72-79-53,0055-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
00-72-79-53,0055-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
00-72-79-53,0055-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
72-59-54-68,0055-003-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
72-59-54-68,0055-003-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
72-59-54-68,0055-003-001,PIGS,,,,,,,,,,,,,,,,,,,,
72-59-54-68,0055-003-001,POULTRY,,,,,,,,,,,,,,,,,,,,
72-59-54-68,0055-003-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
72-59-54-68,0055-003-001,DOGS,,,,,,,,,,,,,,,,,,,,
73-41-85-14,0056-001-001,LARGE RUMINANTS,YES,NOT SICK,,,,"YES, ALL ANIMALS AT LEAST ONCE",PRIVATE CLINIC,CBPP (HOMA YA MAPAFU),LUMPY SKIN DISEASE (MAPELENGOZI),ECF (NDIGANA KALI),,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,"YES, ALL ANIMALS AT LEAST ONCE",SPRAYING,NO,,"YES, SOME",THE HOUSEHOLD,15000
73-41-85-14,0056-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,"YES, ALL ANIMALS AT LEAST ONCE",PRIVATE CLINIC,CCPP (HOMA YA MAPAFU KWA MBUZI),,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,"YES, ALL ANIMALS AT LEAST ONCE",SPRAYING,NO,,"YES, ALL ANIMALS AT LEAST ONCE",PRIVATE VET CLINIC,10000
73-41-85-14,0056-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
73-41-85-14,0056-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),SMALL POX (NDUI),,,NO,,,,,,NO,,,,,,NO,,0
73-41-85-14,0056-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
73-41-85-14,0056-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
16-64-27-88,0057-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
16-64-27-88,0057-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,"YES, SOME",THE HOUSEHOLD,NO,,NO,,NO,,4000
16-64-27-88,0057-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
16-64-27-88,0057-001-001,POULTRY,NO,,,,,,,,,,,,,,,,,,,
16-64-27-88,0057-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
16-64-27-88,0057-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
34-42-58-96,0058-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
34-42-58-96,0058-001-001,SMALL RUMINANTS,YES,ANTHRAX (KIMETA),,,,"YES, ALL ANIMALS AT LEAST ONCE",PRIVATE CLINIC,CCPP (HOMA YA MAPAFU KWA MBUZI),ANTHRAX (KIMETA),,,"YES, ALL ANIMALS AT LEAST ONCE",PRIVATE VET CLINIC,"YES, ALL ANIMALS AT LEAST ONCE",SPRAYING,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,"YES, ALL ANIMALS AT LEAST ONCE",PRIVATE VET CLINIC,8500
34-42-58-96,0058-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
34-42-58-96,0058-001-001,POULTRY,NO,,,,,,,,,,,,,,,,,,,
34-42-58-96,0058-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
34-42-58-96,0058-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
77-68-44-59,0059-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
77-68-44-59,0059-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
77-68-44-59,0059-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
77-68-44-59,0059-001-001,POULTRY,YES,TICK BORNE DISEASE,,,,NO,,,,,,NO,,,,,,NO,,0
77-68-44-59,0059-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
77-68-44-59,0059-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
44-35-85-32,0060-001-001,LARGE RUMINANTS,YES,CBPP (HOMA YA MAPAFU),,,,"YES, ALL ANIMALS AT LEAST ONCE",OTHER (SPECIFY),CBPP (HOMA YA MAPAFU),,,,NO,,"YES, ALL ANIMALS AT LEAST ONCE",SPRAYING,NO,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,41000
44-35-85-32,0060-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
44-35-85-32,0060-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
44-35-85-32,0060-001-001,POULTRY,YES,LUMPY SKIN DISEASE (MAPELENGOZI),NEW CASTLE DISEASE (KIDELI/MDONDO),,,NO,,,,,,NO,,,,,,NO,,0
44-35-85-32,0060-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
44-35-85-32,0060-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
45-55-29-47,0061-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
45-55-29-47,0061-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
45-55-29-47,0061-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
45-55-29-47,0061-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,NO,,60000
45-55-29-47,0061-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
45-55-29-47,0061-001-001,DOGS,YES,RABIES (KICHAA CHA MBWA),,,,"YES, ALL ANIMALS AT LEAST ONCE",DISTRICT VET CLINIC,RABIES (KICHAA CHA MBWA),,,,,,,,,,,,
47-61-12-15,0062-001-001,LARGE RUMINANTS,YES,NOT SICK,,,,"YES, ALL ANIMALS AT LEAST ONCE",DISTRICT VET CLINIC,CBPP (HOMA YA MAPAFU),ECF (NDIGANA KALI),,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,NO,,NO,,NO,,20000
47-61-12-15,0062-001-001,SMALL RUMINANTS,YES,CCPP (HOMA YA MAPAFU KWA MBUZI),,,,"YES, ALL ANIMALS AT LEAST ONCE",DISTRICT VET CLINIC,CCPP (HOMA YA MAPAFU KWA MBUZI),,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,NO,,NO,,"YES, ALL ANIMALS AT LEAST ONCE",DISTRICT VET CLINIC,15000
47-61-12-15,0062-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
47-61-12-15,0062-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,,,,,"YES, SOME",THE HOUSEHOLD,10000
47-61-12-15,0062-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
47-61-12-15,0062-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
35-43-12-92,0062-001-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
35-43-12-92,0062-001-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
35-43-12-92,0062-001-003,PIGS,,,,,,,,,,,,,,,,,,,,
35-43-12-92,0062-001-003,POULTRY,,,,,,,,,,,,,,,,,,,,
35-43-12-92,0062-001-003,DONKEYS,,,,,,,,,,,,,,,,,,,,
35-43-12-92,0062-001-003,DOGS,,,,,,,,,,,,,,,,,,,,
53-26-19-17,0062-001-004,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
53-26-19-17,0062-001-004,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
53-26-19-17,0062-001-004,PIGS,,,,,,,,,,,,,,,,,,,,
53-26-19-17,0062-001-004,POULTRY,,,,,,,,,,,,,,,,,,,,
53-26-19-17,0062-001-004,DONKEYS,,,,,,,,,,,,,,,,,,,,
53-26-19-17,0062-001-004,DOGS,,,,,,,,,,,,,,,,,,,,
56-72-41-10,0062-001-005,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
56-72-41-10,0062-001-005,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
56-72-41-10,0062-001-005,PIGS,,,,,,,,,,,,,,,,,,,,
56-72-41-10,0062-001-005,POULTRY,,,,,,,,,,,,,,,,,,,,
56-72-41-10,0062-001-005,DONKEYS,,,,,,,,,,,,,,,,,,,,
56-72-41-10,0062-001-005,DOGS,,,,,,,,,,,,,,,,,,,,
20-34-21-50,0062-004-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
20-34-21-50,0062-004-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
20-34-21-50,0062-004-001,PIGS,,,,,,,,,,,,,,,,,,,,
20-34-21-50,0062-004-001,POULTRY,,,,,,,,,,,,,,,,,,,,
20-34-21-50,0062-004-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
20-34-21-50,0062-004-001,DOGS,,,,,,,,,,,,,,,,,,,,
67-14-39-51,0063-001-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
67-14-39-51,0063-001-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
67-14-39-51,0063-001-003,PIGS,,,,,,,,,,,,,,,,,,,,
67-14-39-51,0063-001-003,POULTRY,,,,,,,,,,,,,,,,,,,,
67-14-39-51,0063-001-003,DONKEYS,,,,,,,,,,,,,,,,,,,,
67-14-39-51,0063-001-003,DOGS,,,,,,,,,,,,,,,,,,,,
47-38-96-20,0065-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
47-38-96-20,0065-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
47-38-96-20,0065-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
47-38-96-20,0065-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,NO,,0
47-38-96-20,0065-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
47-38-96-20,0065-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
68-03-68-88,0066-002-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
68-03-68-88,0066-002-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
68-03-68-88,0066-002-001,PIGS,,,,,,,,,,,,,,,,,,,,
68-03-68-88,0066-002-001,POULTRY,,,,,,,,,,,,,,,,,,,,
68-03-68-88,0066-002-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
68-03-68-88,0066-002-001,DOGS,,,,,,,,,,,,,,,,,,,,
32-51-53-41,0066-003-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
32-51-53-41,0066-003-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
32-51-53-41,0066-003-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
32-51-53-41,0066-003-001,POULTRY,NO,,,,,,,,,,,,,,,,,,,
32-51-53-41,0066-003-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
32-51-53-41,0066-003-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
09-55-27-80,0066-003-003,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
09-55-27-80,0066-003-003,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
09-55-27-80,0066-003-003,PIGS,NO,,,,,,,,,,,,,,,,,,,
09-55-27-80,0066-003-003,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
09-55-27-80,0066-003-003,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
09-55-27-80,0066-003-003,DOGS,NO,,,,,,,,,,,,,,,,,,,
99-00-08-27,0066-003-004,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
99-00-08-27,0066-003-004,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
99-00-08-27,0066-003-004,PIGS,,,,,,,,,,,,,,,,,,,,
99-00-08-27,0066-003-004,POULTRY,,,,,,,,,,,,,,,,,,,,
99-00-08-27,0066-003-004,DONKEYS,,,,,,,,,,,,,,,,,,,,
99-00-08-27,0066-003-004,DOGS,,,,,,,,,,,,,,,,,,,,
03-98-19-65,0066-003-005,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
03-98-19-65,0066-003-005,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
03-98-19-65,0066-003-005,PIGS,,,,,,,,,,,,,,,,,,,,
03-98-19-65,0066-003-005,POULTRY,,,,,,,,,,,,,,,,,,,,
03-98-19-65,0066-003-005,DONKEYS,,,,,,,,,,,,,,,,,,,,
03-98-19-65,0066-003-005,DOGS,,,,,,,,,,,,,,,,,,,,
39-00-30-36,0066-003-006,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
39-00-30-36,0066-003-006,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
39-00-30-36,0066-003-006,PIGS,,,,,,,,,,,,,,,,,,,,
39-00-30-36,0066-003-006,POULTRY,,,,,,,,,,,,,,,,,,,,
39-00-30-36,0066-003-006,DONKEYS,,,,,,,,,,,,,,,,,,,,
39-00-30-36,0066-003-006,DOGS,,,,,,,,,,,,,,,,,,,,
47-27-42-34,0067-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
47-27-42-34,0067-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
47-27-42-34,0067-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
47-27-42-34,0067-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),SMALL POX (NDUI),,,"YES, SOME",PRIVATE CLINIC,NEW CASTLE DISEASE (KIDELI/MDONDO),SMALL POX (NDUI),,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,,,,,"YES, SOME",THE HOUSEHOLD,12000
47-27-42-34,0067-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
47-27-42-34,0067-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
33-84-05-95,0067-001-002,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
33-84-05-95,0067-001-002,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
33-84-05-95,0067-001-002,PIGS,NO,,,,,,,,,,,,,,,,,,,
33-84-05-95,0067-001-002,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,"YES, ALL ANIMALS AT LEAST ONCE",DISTRICT VET CLINIC,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,,,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,15000
33-84-05-95,0067-001-002,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
33-84-05-95,0067-001-002,DOGS,NO,,,,,,,,,,,,,,,,,,,
13-42-14-49,0067-004-001,LARGE RUMINANTS,YES,NOT SICK,,,,NO,,,,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,"YES, ALL ANIMALS AT LEAST ONCE",SPRAYING,NO,,NO,,5000
13-42-14-49,0067-004-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
13-42-14-49,0067-004-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
13-42-14-49,0067-004-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,"YES, ALL ANIMALS AT LEAST ONCE",OTHER (SPECIFY),NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,2000
13-42-14-49,0067-004-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
13-42-14-49,0067-004-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
81-85-31-88,0069-002-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
81-85-31-88,0069-002-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
81-85-31-88,0069-002-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
81-85-31-88,0069-002-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,NO,,0
81-85-31-88,0069-002-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
81-85-31-88,0069-002-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
91-76-63-44,0071-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
91-76-63-44,0071-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
91-76-63-44,0071-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
91-76-63-44,0071-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,NO,,0
91-76-63-44,0071-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
91-76-63-44,0071-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
81-33-13-06,0071-001-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
81-33-13-06,0071-001-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
81-33-13-06,0071-001-003,PIGS,,,,,,,,,,,,,,,,,,,,
81-33-13-06,0071-001-003,POULTRY,,,,,,,,,,,,,,,,,,,,
81-33-13-06,0071-001-003,DONKEYS,,,,,,,,,,,,,,,,,,,,
81-33-13-06,0071-001-003,DOGS,,,,,,,,,,,,,,,,,,,,
28-76-80-54,0072-001-001,LARGE RUMINANTS,YES,NOT SICK,,,,"YES, ALL ANIMALS AT LEAST ONCE",DISTRICT VET CLINIC,CBPP (HOMA YA MAPAFU),,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,NO,,NO,,NO,,12000
28-76-80-54,0072-001-001,SMALL RUMINANTS,YES,CCPP (HOMA YA MAPAFU KWA MBUZI),,,,NO,,,,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,NO,,NO,,"YES, SOME",THE HOUSEHOLD,23000
28-76-80-54,0072-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
28-76-80-54,0072-001-001,POULTRY,YES,SMALL POX (NDUI),,,,NO,,,,,,NO,,,,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,5000
28-76-80-54,0072-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
28-76-80-54,0072-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
82-54-53-99,0072-003-001,LARGE RUMINANTS,YES,NOT SICK,,,,"YES, ALL ANIMALS AT LEAST ONCE",OTHER (SPECIFY),CBPP (HOMA YA MAPAFU),ECF (NDIGANA KALI),,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,"YES, ALL ANIMALS AT LEAST ONCE",SPRAYING,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,12000
82-54-53-99,0072-003-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
82-54-53-99,0072-003-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
82-54-53-99,0072-003-001,POULTRY,YES,NOT SICK,,,,"YES, ALL ANIMALS AT LEAST ONCE",OTHER (SPECIFY),NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,9000
82-54-53-99,0072-003-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
82-54-53-99,0072-003-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
86-08-97-34,0073-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
86-08-97-34,0073-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
86-08-97-34,0073-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
86-08-97-34,0073-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
86-08-97-34,0073-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
