interview__key,sdd_hhid,wqt_selection,wqt_prob,wqt_blank_s,wqt_blank_p,wqt_01,wqt_02,wqt_03,wqt_04,wqt_05,wqt_06,wqt_07_1,wqt_07_2,wqt_07_3,wqt_08,wqt_09,wqt_10,wqt_11,wqt_12,wqt_13__Latitude,wqt_13__Longitude,wqt_13__Accuracy,wqt_13__Altitude,wqt_13__Timestamp,wqt_14,wqt_15,wqt_16,wqt_17,wqt_18,wqt_19a,wqt_19,wqt_20,wqr_01a,wqr_01,wqr_02,wqr_03,wqr_04,wqr_05,wqr_06,wqr_07a,wqr_07,wqr_08,wqr_09,wqr_10,wqr_11,wqr_12,wqr_13,wqr_14,wqr_15,wqr_16,wqr_17,wqr_18
79-55-32-46,0381-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-11-48-32,0382-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58-63-01-26,0382-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-44-79-02,0382-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-36-64-04,0383-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-83-65-24,0385-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-29-01-24,0385-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-13-08-42,0386-001-001,YES,0.66666669,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
90-22-50-43,0387-001-001,YES,0.66666669,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
41-18-85-21,0388-001-001,YES,1,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
86-45-17-33,0388-005-001,YES,1,YES,0.33333334,NO,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,
43-97-80-50,0389-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-08-86-51,0389-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98-73-14-89,0390-001-001,YES,0.66666669,YES,0.16666667,NO,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,
28-94-88-56,0390-001-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77-89-92-35,0391-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-55-55-72,0391-005-001,YES,1,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
42-04-98-59,0392-001-002,YES,0.66666669,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
91-52-62-82,0393-001-001,YES,0.66666669,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
68-78-67-09,0393-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-34-76-55,0394-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-50-77-12,0395-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-58-37-13,0395-001-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-39-84-55,0396-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-85-55-92,0396-102-001,YES,0.66666669,NO,,YES,1,2019-07-10T09:31:39,YES,COVERED CONTAINER,NO,,,,2019-07-10T09:32:02,2019-07-10T09:40:38,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-6.8036515,39.2133747,36.5,-46.20000076293945,2019-07-10T06:57:05,YES,2019-07-10T09:49:19,2019-07-10T09:56:09,2019-07-10T09:57:12,,NO,,,NO,2019-07-12T14:44:16,101,wqr_03__.jpg,2019-07-12T14:46:08,2,YES,YES,2019-07-12T14:46:53,101,wqr_09__.jpg,2019-07-12T14:47:43,0,NO,,,,,,
41-77-08-50,0397-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-73-74-39,0398-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-00-98-96,0398-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46-80-56-01,0398-001-003,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-84-71-82,0398-001-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-52-50-40,0399-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-55-95-04,0400-001-001,YES,1,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
65-75-62-15,0401-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-25-62-36,0402-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74-17-85-60,0402-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-24-28-19,0403-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-48-39-75,0404-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-97-65-36,0405-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-44-70-33,0405-001-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-05-31-11,0405-003-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-14-26-71,0406-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90-30-68-35,0407-001-001,YES,0.75,NO,,YES,2,2019-06-04T16:15:17,YES,COVERED CONTAINER,NO,,,,2019-06-04T16:16:09,2019-06-04T16:16:16,PIPED WATER - PIPED TO NEIGHBOUR,YES,,-10.8222612,35.7394311,16.5,775.79998779296875,2019-06-04T13:18:31,NO,,,,,NO,,,NO,2019-06-05T17:44:07,101,wqr_03__.jpg,2019-06-05T17:45:32,0,YES,NO,,,,,,,,,,,,
51-68-01-74,0408-001-001,YES,0.75,NO,,YES,2,2019-06-04T15:51:37,YES,COVERED CONTAINER,NO,,,,2019-06-04T15:52:15,2019-06-04T15:58:20,PIPED WATER - PUBLIC TAP / STANDPIPE,YES,,-10.8221076,35.7410601,14.5,784.79998779296875,2019-06-04T12:58:08,NO,,,,,NO,,,NO,2019-06-05T17:48:32,40,wqr_03__.jpg,2019-06-05T17:51:17,0,YES,NO,,,,,,,,,,,,
45-60-97-69,0409-001-001,YES,0.75,YES,0.16666667,YES,1,2019-06-02T15:58:39,YES,COVERED CONTAINER,YES,BOIL,,,2019-06-02T15:59:32,2019-06-02T16:01:02,PIPED WATER - PIPED TO NEIGHBOUR,YES,,-10.8092582,35.7243087,19,940,2019-06-02T13:03:17,NO,,,,,YES,2019-06-05T17:53:36,2019-06-05T17:56:10,YES,2019-06-03T18:05:01,101,wqr_03__.jpg,2019-06-03T18:07:01,2,YES,NO,,,,,,,2019-06-07T07:20:41,0,wqr_15__.jpg,2019-06-07T07:21:22,0,NO
98-64-80-85,0411-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-95-98-51,0412-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-06-16-32,0414-001-001,YES,0.75,NO,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
99-47-44-47,0415-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-54-64-43,0416-001-001,YES,0.75,NO,,YES,2,2019-06-05T13:36:17,YES,COVERED CONTAINER,NO,,,,,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",NO,WATER SOURCE TOO FAR,,,,,,,,,,,NO,,,NO,,,,2019-06-07T08:05:41,4,YES,,,,,,,,,,,,,
61-37-92-17,0418-001-001,YES,0.75,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
26-99-70-78,0419-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-39-31-65,0420-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-43-28-26,0420-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53-51-88-47,0421-001-001,YES,,NO,,YES,1,2019-04-04T06:05:54,YES,COVERED CONTAINER,NO,,,,2019-04-04T06:28:39,2019-04-04T06:40:35,PROTECTED DUG WELL,YES,,-10.8232734,35.2888357,24,877.0999755859375,2019-04-04T10:41:57,YES,2019-04-04T06:51:51,2019-04-04T07:01:14,2019-04-06T03:11:56,1008934,NO,,,NO,2019-04-06T03:02:31,16,wqr_03__.jpg,2019-04-06T03:06:14,0,NO,YES,2019-04-06T03:09:09,0,wqr_09__.jpg,2019-04-06T03:09:27,0,NO,,,,,,
52-26-67-08,0421-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-95-75-04,0422-001-001,YES,1,NO,,YES,2,2019-04-14T06:27:17,YES,COVERED CONTAINER,NO,,,,2019-04-14T06:28:06,2019-04-14T06:35:09,PIPED WATER - PUBLIC TAP / STANDPIPE,YES,,-8.8778416,33.4558082,16.5,1770.800048828125,2019-04-14T10:54:49,YES,2019-04-14T06:55:04,2019-04-14T06:59:37,2019-04-14T07:03:02,1008892,NO,,,NO,2019-04-16T03:46:19,101,wqr_03__.jpg,2019-04-16T03:48:55,7,YES,YES,2019-04-16T03:50:38,5,wqr_09__.jpg,2019-04-16T03:54:36,0,NO,,,,,,
64-07-55-27,0422-106-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-15-63-11,0424-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-86-35-12,0425-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-01-92-97,0426-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-36-66-15,0427-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-76-84-95,0428-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97-66-47-16,0428-001-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46-28-63-44,0430-002-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-32-47-74,0431-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-19-96-28,0432-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38-89-22-03,0435-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-59-90-58,0436-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-87-75-28,0436-002-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-49-85-68,0437-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-38-17-08,0438-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-43-99-10,0438-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-42-81-55,0439-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-91-18-42,0440-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-91-48-29,0440-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-93-26-71,0440-003-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-07-58-53,0441-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-88-93-30,0443-001-001,YES,1,NO,,YES,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
62-63-62-03,0443-003-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48-35-65-64,0443-004-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68-42-42-49,0443-005-001,YES,1,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
50-82-03-42,0444-001-001,YES,1,YES,0.2,NO,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,
65-60-88-82,0444-002-001,YES,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
73-77-71-52,0445-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86-47-16-30,0447-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-83-38-78,0448-002-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33-34-75-08,0448-002-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-14-45-91,0448-003-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-61-77-92,0448-003-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74-86-99-60,0448-004-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-51-98-42,0448-007-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-69-67-98,0449-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-74-78-37,0449-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-67-74-98,0451-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-78-61-03,0452-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-87-11-16,0454-002-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-19-28-79,0454-003-001,YES,1,NO,,YES,1,2019-04-14T04:29:23,YES,COVERED CONTAINER,NO,,,,2019-04-14T04:33:50,2019-04-14T04:38:07,PIPED WATER - PIPED TO NEIGHBOUR,YES,,-8.8881146,33.5325927,22,1746.9000244140625,2019-04-14T08:37:35,YES,2019-04-14T04:37:53,2019-04-14T04:38:18,2019-04-14T04:38:22,1008841,NO,,,NO,2019-04-16T03:46:07,0,wqr_03__.jpg,2019-04-16T03:46:51,0,NO,YES,2019-04-16T03:47:15,0,wqr_09__.jpg,2019-04-16T03:48:30,0,NO,,,,,,
80-39-97-04,0455-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-66-17-10,0456-001-001,YES,0.66666669,NO,,YES,1,2019-06-08T14:28:48,YES,COVERED CONTAINER,YES,LET IT STAND AND SETTLE,,,,2019-06-08T14:30:01,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-7.7379791000000004,35.7027563,32.5,1560.5999755859375,2019-06-08T11:32:01,YES,,2019-06-08T14:33:27,,,NO,,,YES,,,,2019-06-11T18:36:04,0,NO,YES,,,,2019-06-11T18:36:53,0,NO,,,,,,
74-23-57-59,0457-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-92-81-05,0459-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-61-19-60,0460-001-001,YES,0.85714287,YES,0.16666667,YES,1,2019-05-07T16:41:40,YES,COVERED CONTAINER,NO,,,,2019-05-07T16:56:55,2019-05-07T17:02:27,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-6.9187972,39.1854247,21,47.099998474121094,2019-05-07T14:08:03,YES,2019-05-07T17:08:41,2019-05-07T17:13:37,,,YES,2019-05-07T17:30:37,2019-05-07T17:38:11,NO,2019-05-09T13:19:42,4,wqr_03__.jpg,2019-05-09T13:21:01,0,YES,YES,2019-05-09T13:21:31,2,wqr_09__.jpg,2019-05-09T13:22:13,0,YES,2019-05-09T13:23:11,1,wqr_15__.jpg,2019-05-09T13:23:43,0,NO
10-58-95-87,0461-001-001,YES,0.66666669,NO,,YES,1,2019-06-09T10:33:29,YES,COVERED CONTAINER,NO,,,,,2019-06-09T10:34:47,PROTECTED SPRING,YES,,-7.7365536,35.7036684,15.5,1608.9000244140625,2019-06-09T07:37:09,YES,,2019-06-09T10:42:16,,,NO,,,NO,,,,2019-06-11T17:00:43,0,YES,YES,,,,2019-06-11T17:02:37,1,YES,,,,,,
42-52-14-43,0462-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-80-80-37,0463-001-001,YES,0.66666669,NO,,YES,3,2019-06-10T09:01:34,YES,COVERED CONTAINER,YES,BOIL,,,,2019-06-10T09:02:21,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-7.7376951,35.7049516,21.5,1571,2019-06-10T06:31:55,YES,,2019-06-10T09:21:21,,,NO,,,YES,,,,2019-06-13T14:15:40,0,NO,YES,,,,2019-06-13T14:16:22,0,YES,,,,,,
90-71-55-22,0463-001-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-03-81-98,0463-001-008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-28-06-24,0463-001-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88-82-54-67,0464-001-001,YES,0.85714287,NO,,YES,1,2019-05-12T12:42:58,YES,COVERED CONTAINER,NO,,,,2019-05-12T12:52:25,2019-05-12T12:55:35,BOTTLED WATER,YES,,-6.8244473,39.2042851,24,36,2019-05-12T09:59:38,YES,2019-05-12T13:00:21,2019-05-12T13:12:11,,,NO,,,NO,2019-05-14T08:27:06,0,wqr_03__.jpg,2019-05-14T08:28:00,0,NO,YES,2019-05-14T08:29:16,3,wqr_09__.jpg,2019-05-14T08:30:49,0,NO,,,,,,
88-59-03-40,0465-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54-47-99-19,0465-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-59-19-34,0466-001-001,YES,0.66666669,NO,,YES,2,2019-06-11T09:34:50,YES,COVERED CONTAINER,NO,,,,,2019-06-11T09:35:36,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-7.7400779,35.6962592,41,1590.199951171875,2019-06-11T06:53:31,YES,,2019-06-11T09:45:41,,,NO,,,NO,,,,2019-06-13T14:22:46,0,YES,YES,,,,2019-06-13T14:23:29,0,NO,,,,,,
44-15-41-02,0467-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-34-17-13,0467-001-003,YES,0.66666669,YES,0.16666667,YES,3,2019-06-10T10:58:20,YES,DIRECT FROM SOURCE,NO,,,,,2019-06-10T10:58:55,PIPED WATER - PIPED INTO DWELLING,YES,,-7.741081,35.6988398,48.5,1652.300048828125,2019-06-10T07:57:25,YES,,2019-06-10T11:00:26,,,YES,,,NO,,,,2019-06-11T17:09:58,0,YES,YES,,,,2019-06-11T17:08:18,0,YES,,,,2019-06-11T17:06:44,0,NO
35-25-01-93,0468-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-12-55-49,0469-001-001,YES,1,NO,,YES,2,2019-05-26T12:38:40,YES,COVERED CONTAINER,NO,,,,2019-05-26T12:40:37,2019-05-26T12:52:43,RAINWATER COLLECTION,YES,,-6.7478074,37.6413683,13,531.4000244140625,2019-05-26T10:23:49,YES,2019-05-26T13:14:20,2019-05-26T13:20:07,2019-05-26T13:22:44,1008843,NO,,,NO,2019-05-27T19:20:59,40,wqr_03__.jpg,2019-05-27T19:26:18,0,YES,YES,2019-05-27T19:28:49,45,wqr_09__.jpg,2019-05-27T19:31:38,1,YES,,,,,,
42-91-86-83,0469-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-27-93-09,0469-001-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99-52-82-56,0470-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-20-50-14,0471-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38-25-53-03,0472-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-12-47-39,0473-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-32-96-07,0474-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90-68-34-99,0475-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-14-41-78,0475-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78-45-68-39,0476-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-39-07-89,0476-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-03-92-77,0477-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94-04-57-79,0478-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94-62-16-61,0479-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44-86-40-50,0481-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-23-86-61,0483-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-78-41-94,0484-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67-76-38-68,0485-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92-10-23-86,0486-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-36-77-75,0486-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-58-60-31,0487-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68-66-69-90,0488-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66-18-09-29,0489-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-04-32-53,0490-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61-73-23-72,0491-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53-31-43-03,0491-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-89-58-82,0491-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-64-69-56,0491-001-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-15-29-53,0491-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68-73-60-31,0491-003-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-55-08-95,0491-004-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-63-33-06,0492-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69-69-83-72,0493-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-92-40-90,0494-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94-84-76-53,0494-105-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-90-97-55,0495-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-40-12-14,0496-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
