interview__key,sdd_hhid,plotnum,cropid,ag4a_01,ag4a_02,ag4a_03,ag4a_04,ag4a_05,ag4a_06,ag4a_08,ag4a_10_1,ag4a_10_2,ag4a_10a_1,ag4a_10a_2,ag4a_10b,ag4a_10c_1,ag4a_10c_2,ag4a_12,ag4a_13_1,ag4a_13_2,ag4a_17,ag4a_18,ag4a_19,ag4a_20,ag4a_21,ag4a_22,ag4a_23,ag4a_24_1,ag4a_24_2,ag4a_25,ag4a_26,ag4a_27,ag4a_28,ag4a_29_1,ag4a_29_2
69-76-07-75,0077-001-001,1,1,YES,,,YES,MORE FERTILE FOR THE SOIL,NDEFU,TRADITIONAL,8,KG,8,KG,TRADITIONAL,HAKUNA,,,,,YES,THEFT,YES,,1.5,YES,DROUGHT,AUGUST,AUGUST,,,108,30000,1,
69-76-07-75,0077-001-001,1,17,NO,1/2,LACK SEEDS,YES,MORE FERTILE FOR THE SOIL,NJANO,"IMPROVED, RECYCLED",10,KG,HAKUNA,,,10,KG,20000,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,1,NO,,AUGUST,SEPTEMBER,,,40,80000,1,
69-76-07-75,0077-001-001,2,1,YES,,,YES,MORE FERTILE FOR THE SOIL,NDEFU,TRADITIONAL,12,KG,12,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.75,YES,DROUGHT,AUGUST,SEPTEMBER,,,330,95000,2,
69-76-07-75,0077-001-001,2,17,YES,,,YES,MORE FERTILE FOR THE SOIL,NJANO,"IMPROVED, RECYCLED",26,KG,26,KG,IMPROVED RECYCLED,HAKUNA,,,,,NO,,YES,,1,NO,,AUGUST,AUGUST,,,360,450000,2,
69-76-07-75,0077-001-001,6,17,YES,,,NO,,NJANO,TRADITIONAL,35,KG,35,KG,IMPROVED RECYCLED,HAKUNA,,,,,NO,,YES,,0.75,NO,,JULY,JULY,,,240,360000,2,
80-60-48-21,0077-003-001,4,2,NO,1/2,WAS DIVIDED,NO,,KIFUMBA,TRADITIONAL,16,KG,HAKUNA,,,16,KG,10000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,YES,,0.5,NO,,MAY,JUNE,,,192,100000,1,2
80-60-48-21,0077-003-001,5,70,NO,1/2,LACK OF TOOLS/EQUIPMENTS,NO,,TANYA,IMPROVED,50,OTHER (SPECIFY),HAKUNA,,,50,OTHER (SPECIFY),10000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,NO,,YES,,0.5,NO,,AUGUST,AUGUST,,,660,150000,2,
77-61-09-41,0078-001-001,1,1,NO,3/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,4,KG,4,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.2,NO,,AUGUST,SEPTEMBER,,,216,120000,1,
77-61-09-41,0078-001-001,2,1,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,1,20 LITER BUCKET,HAKUNA,,,1,20 LITER BUCKET,6000,SOKO,WILAYA NYINGINE,NO,,YES,,0.5,YES,DROUGHT,AUGUST,SEPTEMBER,,,162,90000,1,
03-09-85-87,0079-001-001,2,13,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,30,KG,30,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,SEPTEMBER,DECEMBER,,,70,200000,1,
82-35-18-51,0081-001-001,1,1,YES,,,NO,,NDEFU,TRADITIONAL,15,KG,15,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,AUGUST,AUGUST,,,230,70000,2,
24-96-35-07,0081-004-001,2,1,YES,,,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,3,KG,3,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,NO,,MAY,MAY,,,50,12500,1,
24-96-35-07,0081-004-001,2,17,YES,,,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,7,KG,HAKUNA,,,7,KG,21000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,YES,,0.5,NO,,AUGUST,AUGUST,,,60,75000,1,
61-09-91-34,0082-001-001,1,14,NO,1/4,"OTHER, SPECIFY",NO,,MAYUGA,TRADITIONAL,200,KG,HAKUNA,,,HAKUNA,,,,,NO,,NO,STILL IN PLOT,,,,,,,,,,,
71-57-99-29,0084-001-001,1,1,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,STUKA,"IMPROVED, RECYCLED",1,KG,1,KG,IMPROVED RECYCLED,HAKUNA,,,,,NO,,YES,,0.2,NO,,AUGUST,SEPTEMBER,,,90,30000,1,2
71-57-99-29,0084-001-001,1,14,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MAYUGA,TRADITIONAL,50,OTHER (SPECIFY),HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.1,NO,,JUNE,JULY,,,75,12000,1,2
71-57-99-29,0084-001-001,1,17,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,SOYA,TRADITIONAL,20,KG,HAKUNA,,,20,KG,22000,SOKO,NDANI YA KIJIJI/MJI,NO,,YES,,0.2,NO,,OCTOBER,NOVEMBER,,,80,100000,1,2
71-57-99-29,0084-001-001,2,14,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MAYUGA,TRADITIONAL,30,OTHER (SPECIFY),HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.2,NO,,OCTOBER,JUNE,,,25,4500,1,2
74-56-02-42,0084-002-001,2,1,YES,,,NO,,KISASA,IMPROVED,4,KG,HAKUNA,,,4,KG,28000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,NO,,YES,,0.2,YES,RAINS,JULY,JULY,,,40,20000,1,
70-36-26-23,0085-001-001,1,14,NO,1/4,WAS DIVIDED,NO,,MAYUGWA,TRADITIONAL,100,KG,100,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,NO,,MAY,AUGUST,,,200,200000,1,
05-51-26-77,0085-003-001,1,1,NO,1/4,LACK SEEDS,YES,MORE FERTILE FOR THE SOIL,MBEGU FUPI,TRADITIONAL,3,SMALL CUP,HAKUNA,,,3,SMALL CUP,900,SOKO,NDANI YA KIJIJI/MJI,NO,,YES,,0.2,NO,,AUGUST,AUGUST,,,36,16000,2,
07-11-78-55,0087-001-001,2,27,NO,1/4,WAS DIVIDED,NO,,UFUTA MARADA,TRADITIONAL,2,KG,HAKUNA,,,2,KG,10000,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,3,NO,,JUNE,JUNE,,,1000,2600000,1,
26-78-44-09,0087-001-002,2,14,NO,1/4,WAS DIVIDED,NO,,MAGIMBI,TRADITIONAL,50,KG,50,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.25,NO,,MAY,SEPTEMBER,,,100,50000,2,
74-12-78-76,0088-001-001,1,11,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,VIAZI VITAMU,TRADITIONAL,45,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.1,NO,,JUNE,AUGUST,,,100,20000,1,2
74-12-78-76,0088-001-001,1,14,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MAGIMBI,TRADITIONAL,23,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.1,NO,,MAY,AUGUST,,,30,15000,1,2
47-53-89-65,0089-001-001,1,1,NO,1/4,"OTHER, SPECIFY",NO,,KISASA,IMPROVED,2,KG,HAKUNA,,,2,KG,14000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,NO,,YES,,0.2,YES,INSECTS,JULY,JULY,,,120,30000,1,2
67-17-25-56,0089-002-001,1,1,YES,,,YES,MORE FERTILE FOR THE SOIL,TUMBILI,IMPROVED,2,KG,HAKUNA,,,2,KG,12000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,YES,,0.3,NO,,AUGUST,AUGUST,,,90,30000,1,5
67-17-25-56,0089-002-001,1,17,YES,,,YES,MORE FERTILE FOR THE SOIL,NYEKUNDU,TRADITIONAL,2,KG,HAKUNA,,,2,KG,4800,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,YES,,0.3,NO,,JULY,JULY,,,20,40000,1,5
13-79-88-08,0090-001-001,1,1,NO,1/4,"OTHER, SPECIFY",YES,MORE FERTILE FOR THE SOIL,KISASA,IMPROVED,4,KG,HAKUNA,,,4,KG,14000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,NO,,YES,,0.1,NO,,JULY,JULY,,,240,84000,1,2
13-79-88-08,0090-001-001,1,17,NO,1/4,"OTHER, SPECIFY",YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,20,KG,HAKUNA,,,20,KG,30000,SOKO,KARIBU NA KIJIJI,NO,,YES,,0.2,NO,,JUNE,JUNE,,,60,120000,1,2
70-24-33-41,0096-001-001,2,1,NO,1/4,AG EQUIPMENTS,YES,MORE FERTILE FOR THE SOIL,MAHINDI ASILI,TRADITIONAL,1,20 LITER BUCKET,HAKUNA,,,1,20 LITER BUCKET,10000,SOKO,KARIBU NA KIJIJI,YES,ANIMALS,YES,,3.5,YES,DROUGHT,JULY,AUGUST,,,864,240000,1,
88-19-63-23,0097-001-001,1,1,NO,3/4,DROUGHT,NO,,ASILI,"IMPROVED, RECYCLED",50,KG,50,KG,IMPROVED RECYCLED,HAKUNA,,,,,NO,,YES,,3,NO,,MAY,JUNE,,,4480,1344000,1,5
93-47-38-83,0097-001-003,3,1,YES,,,NO,,KIENYEJI,TRADITIONAL,15,KG,HAKUNA,,,15,KG,18000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,YES,DROUGHT,NO,DRY,,,,,,,,,,,
89-69-28-73,0099-001-001,1,1,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MZIGUA,TRADITIONAL,3,KG,3,KG,TRADITIONAL,HAKUNA,,,,,YES,THEFT,YES,,0.5,NO,,JULY,JULY,,,120,42000,1,
89-69-28-73,0099-001-001,1,20,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,NYEUPE,TRADITIONAL,1,SMALL CUP,1,SMALL CUP,TRADITIONAL,HAKUNA,,,,,YES,THEFT,YES,,0.5,YES,CROP THEFT,JULY,JULY,,,32,20000,2,
89-69-28-73,0099-001-001,2,1,NO,1/2,LACK OF TOOLS/EQUIPMENTS,YES,MORE FERTILE FOR THE SOIL,MZIGUA,TRADITIONAL,20,KG,20,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,4,YES,DROUGHT,JULY,JULY,,,1512,280000,1,
89-69-28-73,0099-001-001,2,18,NO,1/4,LACK SEEDS,YES,MORE FERTILE FOR THE SOIL,KUNDE,TRADITIONAL,3,KG,HAKUNA,,,3,KG,4500,SOKO,KARIBU NA MJI,YES,THEFT,YES,,1,YES,CROP THEFT,JULY,JULY,,,51,51000,2,
25-01-61-44,0099-001-006,2,1,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,SEEDCO,"IMPROVED, RECYCLED",8,KG,HAKUNA,,,8,KG,0,JIRANI,NDANI YA KIJIJI/MJI,YES,DROUGHT,YES,,2,YES,DROUGHT,JUNE,AUGUST,,,1120,330000,1,
25-01-61-44,0099-001-006,2,20,NO,1/4,LACK SEEDS,YES,MORE FERTILE FOR THE SOIL,MBAAZI  NYEUPE,TRADITIONAL,1,SMALL CUP,HAKUNA,,,1,SMALL CUP,0,NDUGU,NDANI YA KIJIJI/MJI,YES,THEFT,YES,,0.3,YES,CROP THEFT,JUNE,JULY,,,5,5000,2,
07-74-53-75,0101-001-001,1,1,NO,1/2,LACK SEEDS,YES,MORE FERTILE FOR THE SOIL,SEEDCO,"IMPROVED, RECYCLED",7,KG,HAKUNA,,,7,KG,7000,SOKO KUU,KARIBU NA KIJIJI,YES,THEFT,YES,,1.5,YES,DROUGHT,JULY,AUGUST,,,350,80000,1,
07-74-53-75,0101-001-001,1,75,NO,1/4,LACK SEEDS,YES,MORE FERTILE FOR THE SOIL,MABOGA,TRADITIONAL,1,SMALL CUP,HAKUNA,,,1,SMALL CUP,1000,SOKO KUU,KARIBU NA KIJIJI,YES,ANIMALS,YES,,0.5,YES,ANIMALS,JULY,JULY,,,30,6000,1,
09-18-15-86,0101-002-001,2,1,YES,,,YES,MORE FERTILE FOR THE SOIL,STAR,TRADITIONAL,8,KG,8,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,2,NO,,JULY,JULY,,,1404,325000,1,
09-18-15-86,0101-002-001,2,75,YES,,,YES,MORE FERTILE FOR THE SOIL,BOGA,TRADITIONAL,1,SMALL CUP,HAKUNA,,,1,SMALL CUP,0,NDUGU,KARIBU NA MJI,NO,,YES,,2,NO,,JULY,JULY,,,572,145000,1,
16-87-89-06,0102-001-001,1,1,YES,,,NO,,ASILI,TRADITIONAL,18,KG,18,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,2,NO,,AUGUST,AUGUST,,,50,15000,1,2
61-86-51-55,0104-001-001,2,1,NO,1/2,LACK OF TOOLS/EQUIPMENTS,YES,MORE FERTILE FOR THE SOIL,MZIGUA,TRADITIONAL,12,KG,12,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,3,YES,DROUGHT,JUNE,AUGUST,,,380,154000,1,
61-86-51-55,0104-001-001,2,26,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,NYEUSI,IMPROVED,1,KG,HAKUNA,,,1,KG,3000,DUKANI/MCHUUZI,KARIBU NA MJI,YES,BIRDS,YES,,2,YES,OTHER (SPECIFY),JULY,JULY,,,20,25000,1,
82-80-49-27,0104-001-006,2,1,YES,,,YES,MORE FERTILE FOR THE SOIL,ZEBRA,IMPROVED,18,KG,HAKUNA,,,18,KG,54000,DUKANI/MCHUUZI,KARIBU NA MJI,NO,,YES,,3,NO,,SEPTEMBER,SEPTEMBER,,,1026,423000,1,
82-80-49-27,0104-001-006,2,26,NO,3/4,LACK SEEDS,YES,MORE FERTILE FOR THE SOIL,NYEUSI,TRADITIONAL,3,KG,HAKUNA,,,3,KG,6000,JIRANI,KARIBU NA KIJIJI,YES,BIRDS,YES,,2,NO,,AUGUST,SEPTEMBER,,,60,65000,1,
56-75-17-70,0105-001-001,1,1,NO,1/2,"OTHER, SPECIFY",NO,,ASILI,TRADITIONAL,20,KG,HAKUNA,,,20,KG,7000,NDUGU,NDANI YA KIJIJI/MJI,YES,INSECTS,YES,,3,NO,,JULY,AUGUST,,,600,120000,1,
03-36-44-51,0105-005-001,1,1,NO,1/2,LACK OF TOOLS/EQUIPMENTS,YES,MORE FERTILE FOR THE SOIL,MZIGUA,TRADITIONAL,15,KG,HAKUNA,,,15,KG,15000,JIRANI,NDANI YA KIJIJI/MJI,YES,THEFT,YES,,1,YES,DROUGHT,JULY,JULY,,,324,150000,1,
03-36-44-51,0105-005-001,1,18,NO,1/4,LACK OF TOOLS/EQUIPMENTS,YES,MORE FERTILE FOR THE SOIL,KUNDE,TRADITIONAL,2,KG,HAKUNA,,,2,KG,4000,SOKO KUU,KARIBU NA KIJIJI,NO,,YES,,1,YES,DROUGHT,AUGUST,AUGUST,,,8,12000,1,
03-36-44-51,0105-005-001,2,1,NO,3/4,WAS DIVIDED,NO,,MZIGUA,TRADITIONAL,6,KG,HAKUNA,,,6,KG,6000,JIRANI,NDANI YA KIJIJI/MJI,YES,THEFT,YES,,1,YES,DROUGHT,JUNE,JUNE,,,250,78000,1,2
83-56-10-16,0106-001-002,2,1,YES,,,NO,,MBEGU MZIGUA,TRADITIONAL,10,KG,HAKUNA,,,10,KG,10000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,NO,,YES,,1.5,YES,DROUGHT,JULY,AUGUST,,,540,162000,1,
72-82-51-97,0106-001-003,2,1,NO,1/4,DROUGHT,NO,,MBEGU MZIGUA,TRADITIONAL,6,KG,6,KG,TRADITIONAL,HAKUNA,,,,,YES,INSECTS,YES,,0.5,YES,DROUGHT,AUGUST,AUGUST,,,378,113400,3,
72-82-51-97,0106-001-003,3,1,NO,1/4,AG EQUIPMENTS,NO,,MBEGU MZIGUA,TRADITIONAL,2,KG,2,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,0.2,YES,DROUGHT,JULY,AUGUST,,,72,21600,3,
11-04-09-01,0107-001-001,1,1,NO,1/2,DROUGHT,NO,,ASILI,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,2,NO,,JUNE,JULY,,,700,175000,1,
51-54-44-86,0108-001-001,1,2,YES,,,NO,,KALIMATA,TRADITIONAL,72,KG,72,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,2,NO,,JULY,JULY,,,1440,400000,5,
51-54-44-86,0108-001-001,2,11,NO,1/4,WAS DIVIDED,NO,,MWARABU,"IMPROVED, RECYCLED",15,KG,HAKUNA,,,15,KG,2000,NDUGU,NDANI YA KIJIJI/MJI,NO,,YES,,0.1,NO,,JUNE,JULY,,,40,20000,5,
35-34-97-68,0108-001-002,1,2,NO,1/2,WAS DIVIDED,NO,,KALIMATA,TRADITIONAL,8,KG,HAKUNA,,,8,KG,8000,NDUGU,NDANI YA KIJIJI/MJI,NO,,YES,,0.2,YES,INSECTS,JUNE,JUNE,,,26,8000,1,
71-21-99-60,0110-001-002,2,2,YES,,,NO,,MBAWA MBILI,"IMPROVED, RECYCLED",57,KG,HAKUNA,,,HAKUNA,,,,,YES,BIRDS,YES,,2,NO,,JULY,JULY,,,4320,1440000,1,
09-03-93-64,0111-001-001,1,1,YES,,,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,1,KG,1,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.02,NO,,MAY,MAY,,,40,12000,1,2
09-03-93-64,0111-001-001,2,2,NO,1/4,AG EQUIPMENTS,NO,,INDIA NA ZAMBIA,TRADITIONAL,54,KG,54,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,3,NO,,JUNE,JULY,,,2700,900000,1,
49-60-00-77,0112-001-001,1,1,YES,,,YES,MORE FERTILE FOR THE SOIL,MBEGU NDEFU,TRADITIONAL,3,KG,HAKUNA,,,3,KG,4500,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,1,YES,DROUGHT,MAY,MAY,,,40,10000,5,
49-60-00-77,0112-001-001,1,28,YES,,,YES,MORE FERTILE FOR THE SOIL,KARANGA NYEKUNDU,TRADITIONAL,10,KG,HAKUNA,,,10,KG,30000,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,1,NO,,MAY,MAY,,,84,36000,1,5
49-60-00-77,0112-001-001,2,2,NO,1/2,LACK OF TOOLS/EQUIPMENTS,NO,,KALAMATA,TRADITIONAL,672,KG,672,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,12,NO,,JUNE,JULY,,,8424,3744000,1,5
80-23-77-43,0113-001-001,1,2,YES,,,NO,,ZAMBIAN,TRADITIONAL,2,20 LITER BUCKET,2,20 LITER BUCKET,TRADITIONAL,HAKUNA,,,,,NO,,YES,,2,YES,DROUGHT,JUNE,JULY,,,900,360000,1,
86-56-84-14,0113-002-001,3,1,NO,1/4,WAS DIVIDED,NO,,MBEGU FUPI,"IMPROVED, RECYCLED",8,KG,8,KG,IMPROVED RECYCLED,HAKUNA,,,,,YES,BIRDS,YES,,0.3,YES,ANIMALS,JUNE,JUNE,,,72,40000,1,
95-71-62-51,0114-001-001,1,1,YES,,,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,2,KG,2,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.2,NO,,APRIL,APRIL,,,40,10000,1,2
95-71-62-51,0114-001-001,1,18,YES,,,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,1,KG,1,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.01,NO,,JUNE,AUGUST,,,6,6000,2,
95-71-62-51,0114-001-001,1,20,NO,1/4,LACK SEEDS,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,1,KG,1,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.01,NO,,AUGUST,SEPTEMBER,,,10,6000,2,
95-71-62-51,0114-001-001,3,2,YES,,,NO,,MBAWA MBILI,TRADITIONAL,36,KG,36,KG,TRADITIONAL,HAKUNA,,,,,YES,OTHER (SPECIFY),YES,,1,NO,,JUNE,JULY,,,340,95000,1,2
35-20-92-57,0115-001-001,1,1,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MBEGU NDEFU,TRADITIONAL,1,LARGE CUP,1,LARGE CUP,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.3,NO,,JUNE,JUNE,,,20,6000,1,
35-20-92-57,0115-001-001,1,11,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MSUKUMA,TRADITIONAL,12,KG,HAKUNA,,,12,KG,10000,NDUGU,NDANI YA KIJIJI/MJI,NO,,YES,,0.2,NO,,JUNE,JUNE,,,25,15000,1,
35-20-92-57,0115-001-001,2,2,NO,1/2,LACK OF TOOLS/EQUIPMENTS,NO,,PAA MBILI,TRADITIONAL,18,KG,HAKUNA,,,18,KG,15000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,YES,INSECTS,YES,,0.7,YES,INSECTS,JUNE,JUNE,,,80,30000,1,
61-55-11-19,0115-001-002,2,2,YES,,,NO,,MBAWA MBILI,TRADITIONAL,30,KG,30,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,JUNE,JUNE,,,640,240000,1,
61-11-91-19,0118-001-001,1,1,YES,,,NO,,KIENYEJI,"IMPROVED, RECYCLED",10,KG,10,KG,IMPROVED RECYCLED,HAKUNA,,,,,NO,,YES,,2,NO,,JULY,JULY,,,1200,420000,1,2
61-11-91-19,0118-001-001,2,2,YES,,,NO,,KIENYEJI,TRADITIONAL,20,KG,20,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.75,NO,,JULY,JULY,,,900,420000,1,2
61-11-91-19,0118-001-001,3,2,YES,,,NO,,KIENYEJI,TRADITIONAL,40,KG,40,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1.75,NO,,JULY,JULY,,,2250,1050000,1,2
67-13-31-42,0119-001-001,4,2,YES,,,NO,,MZAMBIA,TRADITIONAL,60,KG,60,KG,TRADITIONAL,HAKUNA,,,,,YES,DISEASES,NO,OTHER (SPECIFY),,,,,,,,,,,
98-32-46-89,0120-001-001,1,1,YES,,,YES,MORE FERTILE FOR THE SOIL,MBEGU NDEFU,TRADITIONAL,6,KG,6,KG,TRADITIONAL,HAKUNA,,,,,YES,THEFT,YES,,0.3,YES,CROP THEFT,MARCH,JUNE,,,45,18000,1,
98-32-46-89,0120-001-001,1,18,NO,3/4,LACK SEEDS,YES,MORE FERTILE FOR THE SOIL,KUNDE,TRADITIONAL,1,SMALL CUP,1,SMALL CUP,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.2,NO,,JUNE,AUGUST,,,35,35000,1,
98-32-46-89,0120-001-001,2,2,YES,,,NO,,MBAWA MBILI,"IMPROVED, RECYCLED",30,KG,30,KG,IMPROVED RECYCLED,HAKUNA,,,,,NO,,YES,,1.3,NO,,JUNE,JUNE,,,800,300000,1,
11-41-50-08,0121-002-001,2,1,NO,1/2,AG EQUIPMENTS,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,1,KG,1,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.02,NO,,APRIL,MAY,,,20,8000,1,2
11-41-50-08,0121-002-001,2,77,NO,1/4,LACK SEEDS,YES,MORE FERTILE FOR THE SOIL,BILINGANYA,"IMPROVED, RECYCLED",1,SMALL CUP,1,SMALL CUP,IMPROVED RECYCLED,HAKUNA,,,,,NO,,YES,,0.1,NO,,MAY,JUNE,,,8,12000,1,2
11-41-50-08,0121-002-001,3,2,YES,,,NO,,Å¹AMBIA NA NGOME,TRADITIONAL,38,KG,38,KG,TRADITIONAL,HAKUNA,,,,,YES,THEFT,YES,,1.5,NO,,JUNE,JUNE,,,570,70000,1,2
20-26-27-46,0121-004-001,2,2,YES,,,NO,,KALIMATH,TRADITIONAL,2,20 LITER BUCKET,HAKUNA,,,2,20 LITER BUCKET,26000,JIRANI,NDANI YA KIJIJI/MJI,YES,BIRDS,YES,,0.5,YES,INSECTS,JUNE,JULY,,,450,180000,1,4
51-99-30-00,0122-001-001,1,1,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,4,KG,4,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,JULY,JULY,,,400,100000,1,
51-99-30-00,0122-001-001,1,2,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,ZAMBIA,TRADITIONAL,18,KG,18,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,NO,,MAY,JUNE,,,360,120000,1,
94-57-72-83,0122-001-002,1,1,YES,,,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,1,KG,HAKUNA,,,1,KG,1000,GULIO,KARIBU NA KIJIJI,NO,,YES,,0.1,YES,DROUGHT,APRIL,APRIL,,,40,14000,1,
94-57-72-83,0122-001-002,1,20,YES,,,YES,MORE FERTILE FOR THE SOIL,KIENYEJI.,TRADITIONAL,250,OTHER (SPECIFY),HAKUNA,,,250,OTHER (SPECIFY),0,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,0.1,NO,,APRIL,JULY,,,10,10000,1,
94-57-72-83,0122-001-002,2,2,YES,,,NO,,KAROMETA.,TRADITIONAL,15,KG,15,KG,TRADITIONAL,15,KG,15000,JIRANI,NDANI YA KIJIJI/MJI,YES,BIRDS,YES,,0.2,YES,DROUGHT,JULY,AUGUST,,,150,80000,1,
43-50-47-25,0122-001-003,1,1,NO,3/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,STAA,IMPROVED,8,KG,HAKUNA,,,8,KG,52000,M/BIASHARA BINAFSI,KARIBU NA MJI,NO,,YES,,2,NO,,APRIL,MAY,,,1152,512000,1,2
43-50-47-25,0122-001-003,1,20,NO,1/4,DROUGHT,YES,MORE FERTILE FOR THE SOIL,MBAAZI,TRADITIONAL,1,SMALL CUP,1,SMALL CUP,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.25,NO,,AUGUST,SEPTEMBER,,,45,16000,1,2
43-50-47-25,0122-001-003,2,2,YES,,,NO,,MBAWA MBILI,TRADITIONAL,30,KG,HAKUNA,,,30,KG,15000,RAFIKI,NDANI YA KIJIJI/MJI,YES,BIRDS,YES,,1.5,NO,,JUNE,JUNE,,,1920,1080000,1,2
43-50-47-25,0122-001-003,3,2,YES,,,NO,,KALIMATA,TRADITIONAL,25,KG,25,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,JUNE,JUNE,,,800,400000,1,2
38-83-27-01,0123-001-001,3,1,YES,,,NO,,MAHINDI,TRADITIONAL,5,KG,5,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,YES,DROUGHT,JUNE,JUNE,,,40,24000,1,
59-55-68-20,0126-001-001,2,1,YES,,,NO,,MERU,IMPROVED,40,KG,HAKUNA,,,40,KG,240000,"NYINGINE, TAJA",MKOA MWINGINE,YES,DROUGHT,YES,,1,YES,DROUGHT,JULY,JULY,,,720,210000,1,2
