interview__key,sdd_hhid,productid,lf08_01,lf08_02,lf08_03_1,lf08_03_2,lf08_04,lf08_05_1,lf08_05_2,lf08_06,lf08_07_a,lf08_07_b,lf08_07_c,lf08_08_1,lf08_08_2
12-44-79-02,0382-003-001,SKIN/HIDES,,,,,,,,,,,,,
22-36-64-04,0383-002-001,EGGS,,,,,,,,,,,,,
22-36-64-04,0383-002-001,HONEY,,,,,,,,,,,,,
22-36-64-04,0383-002-001,SKIN/HIDES,,,,,,,,,,,,,
08-83-65-24,0385-001-001,EGGS,,,,,,,,,,,,,
08-83-65-24,0385-001-001,HONEY,,,,,,,,,,,,,
08-83-65-24,0385-001-001,SKIN/HIDES,,,,,,,,,,,,,
19-29-01-24,0385-001-002,EGGS,,,,,,,,,,,,,
19-29-01-24,0385-001-002,HONEY,,,,,,,,,,,,,
19-29-01-24,0385-001-002,SKIN/HIDES,,,,,,,,,,,,,
11-13-08-42,0386-001-001,EGGS,YES,3,20,PIECES,NO,,,,,,,,
11-13-08-42,0386-001-001,HONEY,NO,,,,,,,,,,,,
11-13-08-42,0386-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
90-22-50-43,0387-001-001,EGGS,,,,,,,,,,,,,
90-22-50-43,0387-001-001,HONEY,,,,,,,,,,,,,
90-22-50-43,0387-001-001,SKIN/HIDES,,,,,,,,,,,,,
41-18-85-21,0388-001-001,EGGS,,,,,,,,,,,,,
41-18-85-21,0388-001-001,HONEY,,,,,,,,,,,,,
41-18-85-21,0388-001-001,SKIN/HIDES,,,,,,,,,,,,,
86-45-17-33,0388-005-001,EGGS,,,,,,,,,,,,,
86-45-17-33,0388-005-001,HONEY,,,,,,,,,,,,,
86-45-17-33,0388-005-001,SKIN/HIDES,,,,,,,,,,,,,
43-97-80-50,0389-001-001,EGGS,,,,,,,,,,,,,
43-97-80-50,0389-001-001,HONEY,,,,,,,,,,,,,
43-97-80-50,0389-001-001,SKIN/HIDES,,,,,,,,,,,,,
49-08-86-51,0389-001-002,EGGS,,,,,,,,,,,,,
49-08-86-51,0389-001-002,HONEY,,,,,,,,,,,,,
49-08-86-51,0389-001-002,SKIN/HIDES,,,,,,,,,,,,,
98-73-14-89,0390-001-001,EGGS,,,,,,,,,,,,,
98-73-14-89,0390-001-001,HONEY,,,,,,,,,,,,,
98-73-14-89,0390-001-001,SKIN/HIDES,,,,,,,,,,,,,
28-94-88-56,0390-001-004,EGGS,,,,,,,,,,,,,
28-94-88-56,0390-001-004,HONEY,,,,,,,,,,,,,
28-94-88-56,0390-001-004,SKIN/HIDES,,,,,,,,,,,,,
77-89-92-35,0391-001-001,EGGS,YES,4,20,PIECES,NO,,,,,,,,
77-89-92-35,0391-001-001,HONEY,NO,,,,,,,,,,,,
77-89-92-35,0391-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
03-55-55-72,0391-005-001,EGGS,,,,,,,,,,,,,
03-55-55-72,0391-005-001,HONEY,,,,,,,,,,,,,
03-55-55-72,0391-005-001,SKIN/HIDES,,,,,,,,,,,,,
42-04-98-59,0392-001-002,EGGS,YES,5,10,PIECES,NO,,,,,,,,
42-04-98-59,0392-001-002,HONEY,NO,,,,,,,,,,,,
42-04-98-59,0392-001-002,SKIN/HIDES,NO,,,,,,,,,,,,
91-52-62-82,0393-001-001,EGGS,YES,6,50,PIECES,YES,150,PIECES,60000,2,,NDANI YA KIJIJI /MJI,2,
91-52-62-82,0393-001-001,HONEY,NO,,,,,,,,,,,,
91-52-62-82,0393-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
68-78-67-09,0393-002-001,EGGS,YES,3,20,PIECES,NO,,,,,,,,
68-78-67-09,0393-002-001,HONEY,NO,,,,,,,,,,,,
68-78-67-09,0393-002-001,SKIN/HIDES,NO,,,,,,,,,,,,
59-34-76-55,0394-001-001,EGGS,YES,1,14,PIECES,NO,,,,,,,,
59-34-76-55,0394-001-001,HONEY,NO,,,,,,,,,,,,
59-34-76-55,0394-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
07-50-77-12,0395-001-001,EGGS,,,,,,,,,,,,,
07-50-77-12,0395-001-001,HONEY,,,,,,,,,,,,,
07-50-77-12,0395-001-001,SKIN/HIDES,,,,,,,,,,,,,
36-58-37-13,0395-001-006,EGGS,YES,2,58,PIECES,NO,,,,,,,,
36-58-37-13,0395-001-006,HONEY,NO,,,,,,,,,,,,
36-58-37-13,0395-001-006,SKIN/HIDES,NO,,,,,,,,,,,,
47-39-84-55,0396-001-001,EGGS,,,,,,,,,,,,,
47-39-84-55,0396-001-001,HONEY,,,,,,,,,,,,,
47-39-84-55,0396-001-001,SKIN/HIDES,,,,,,,,,,,,,
03-85-55-92,0396-102-001,EGGS,,,,,,,,,,,,,
03-85-55-92,0396-102-001,HONEY,,,,,,,,,,,,,
03-85-55-92,0396-102-001,SKIN/HIDES,,,,,,,,,,,,,
41-77-08-50,0397-001-001,EGGS,NO,,,,,,,,,,,,
41-77-08-50,0397-001-001,HONEY,NO,,,,,,,,,,,,
41-77-08-50,0397-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
26-73-74-39,0398-001-001,EGGS,,,,,,,,,,,,,
26-73-74-39,0398-001-001,HONEY,,,,,,,,,,,,,
26-73-74-39,0398-001-001,SKIN/HIDES,,,,,,,,,,,,,
72-00-98-96,0398-001-002,EGGS,,,,,,,,,,,,,
72-00-98-96,0398-001-002,HONEY,,,,,,,,,,,,,
72-00-98-96,0398-001-002,SKIN/HIDES,,,,,,,,,,,,,
46-80-56-01,0398-001-003,EGGS,YES,3,36,PIECES,NO,,,,,,,,
46-80-56-01,0398-001-003,HONEY,NO,,,,,,,,,,,,
46-80-56-01,0398-001-003,SKIN/HIDES,NO,,,,,,,,,,,,
05-84-71-82,0398-001-005,EGGS,YES,2,18,PIECES,NO,,,,,,,,
05-84-71-82,0398-001-005,HONEY,NO,,,,,,,,,,,,
05-84-71-82,0398-001-005,SKIN/HIDES,NO,,,,,,,,,,,,
75-52-50-40,0399-001-001,EGGS,YES,2,12,PIECES,NO,,,,,,,,
75-52-50-40,0399-001-001,HONEY,NO,,,,,,,,,,,,
75-52-50-40,0399-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
80-55-95-04,0400-001-001,EGGS,,,,,,,,,,,,,
80-55-95-04,0400-001-001,HONEY,,,,,,,,,,,,,
80-55-95-04,0400-001-001,SKIN/HIDES,,,,,,,,,,,,,
65-75-62-15,0401-001-001,EGGS,YES,1,13,PIECES,NO,,,,,,,,
65-75-62-15,0401-001-001,HONEY,NO,,,,,,,,,,,,
65-75-62-15,0401-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
96-25-62-36,0402-001-002,EGGS,,,,,,,,,,,,,
96-25-62-36,0402-001-002,HONEY,,,,,,,,,,,,,
96-25-62-36,0402-001-002,SKIN/HIDES,,,,,,,,,,,,,
74-17-85-60,0402-001-003,EGGS,,,,,,,,,,,,,
74-17-85-60,0402-001-003,HONEY,,,,,,,,,,,,,
74-17-85-60,0402-001-003,SKIN/HIDES,,,,,,,,,,,,,
75-24-28-19,0403-001-001,EGGS,YES,3,47,PIECES,NO,,,,,,,,
75-24-28-19,0403-001-001,HONEY,NO,,,,,,,,,,,,
75-24-28-19,0403-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
23-48-39-75,0404-001-001,EGGS,YES,2,32,PIECES,NO,,,,,,,,
23-48-39-75,0404-001-001,HONEY,NO,,,,,,,,,,,,
23-48-39-75,0404-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
71-97-65-36,0405-001-001,EGGS,YES,1,18,PIECES,NO,,,,,,,,
71-97-65-36,0405-001-001,HONEY,NO,,,,,,,,,,,,
71-97-65-36,0405-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
29-44-70-33,0405-001-005,EGGS,,,,,,,,,,,,,
29-44-70-33,0405-001-005,HONEY,,,,,,,,,,,,,
29-44-70-33,0405-001-005,SKIN/HIDES,,,,,,,,,,,,,
05-05-31-11,0405-003-001,EGGS,,,,,,,,,,,,,
05-05-31-11,0405-003-001,HONEY,,,,,,,,,,,,,
05-05-31-11,0405-003-001,SKIN/HIDES,,,,,,,,,,,,,
75-14-26-71,0406-001-001,EGGS,YES,12,30,PIECES,NO,,,,,,,,
75-14-26-71,0406-001-001,HONEY,NO,,,,,,,,,,,,
75-14-26-71,0406-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
90-30-68-35,0407-001-001,EGGS,NO,,,,,,,,,,,,
90-30-68-35,0407-001-001,HONEY,NO,,,,,,,,,,,,
90-30-68-35,0407-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
51-68-01-74,0408-001-001,EGGS,NO,,,,,,,,,,,,
51-68-01-74,0408-001-001,HONEY,NO,,,,,,,,,,,,
51-68-01-74,0408-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
45-60-97-69,0409-001-001,EGGS,YES,2,20,PIECES,NO,,,,,,,,
45-60-97-69,0409-001-001,HONEY,NO,,,,,,,,,,,,
45-60-97-69,0409-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
98-64-80-85,0411-001-001,EGGS,YES,9,82,PIECES,NO,,,,,,,,
98-64-80-85,0411-001-001,HONEY,NO,,,,,,,,,,,,
98-64-80-85,0411-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
17-95-98-51,0412-001-001,EGGS,,,,,,,,,,,,,
17-95-98-51,0412-001-001,HONEY,,,,,,,,,,,,,
17-95-98-51,0412-001-001,SKIN/HIDES,,,,,,,,,,,,,
20-06-16-32,0414-001-001,EGGS,NO,,,,,,,,,,,,
20-06-16-32,0414-001-001,HONEY,NO,,,,,,,,,,,,
20-06-16-32,0414-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
99-47-44-47,0415-002-001,EGGS,NO,,,,,,,,,,,,
99-47-44-47,0415-002-001,HONEY,NO,,,,,,,,,,,,
99-47-44-47,0415-002-001,SKIN/HIDES,NO,,,,,,,,,,,,
32-54-64-43,0416-001-001,EGGS,YES,4,30,PIECES,NO,,,,,,,,
32-54-64-43,0416-001-001,HONEY,NO,,,,,,,,,,,,
32-54-64-43,0416-001-001,SKIN/HIDES,YES,1,1,PIECES,NO,,,,,,,,
61-37-92-17,0418-001-001,EGGS,YES,2,30,PIECES,NO,,,,,,,,
61-37-92-17,0418-001-001,HONEY,NO,,,,,,,,,,,,
61-37-92-17,0418-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
26-99-70-78,0419-001-001,EGGS,NO,,,,,,,,,,,,
26-99-70-78,0419-001-001,HONEY,NO,,,,,,,,,,,,
26-99-70-78,0419-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
29-39-31-65,0420-001-001,EGGS,NO,,,,,,,,,,,,
29-39-31-65,0420-001-001,HONEY,NO,,,,,,,,,,,,
29-39-31-65,0420-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
70-43-28-26,0420-001-003,EGGS,NO,,,,,,,,,,,,
70-43-28-26,0420-001-003,HONEY,NO,,,,,,,,,,,,
70-43-28-26,0420-001-003,SKIN/HIDES,NO,,,,,,,,,,,,
53-51-88-47,0421-001-001,EGGS,YES,3,7,PIECES,NO,,,,,,,,
53-51-88-47,0421-001-001,HONEY,NO,,,,,,,,,,,,
53-51-88-47,0421-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
52-26-67-08,0421-001-002,EGGS,YES,3,8,PIECES,NO,,,,,,,,
52-26-67-08,0421-001-002,HONEY,NO,,,,,,,,,,,,
52-26-67-08,0421-001-002,SKIN/HIDES,NO,,,,,,,,,,,,
25-95-75-04,0422-001-001,EGGS,,,,,,,,,,,,,
25-95-75-04,0422-001-001,HONEY,,,,,,,,,,,,,
25-95-75-04,0422-001-001,SKIN/HIDES,,,,,,,,,,,,,
64-07-55-27,0422-106-001,EGGS,NO,,,,,,,,,,,,
64-07-55-27,0422-106-001,HONEY,NO,,,,,,,,,,,,
64-07-55-27,0422-106-001,SKIN/HIDES,NO,,,,,,,,,,,,
56-15-63-11,0424-001-001,EGGS,NO,,,,,,,,,,,,
56-15-63-11,0424-001-001,HONEY,NO,,,,,,,,,,,,
56-15-63-11,0424-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
79-86-35-12,0425-001-001,EGGS,NO,,,,,,,,,,,,
79-86-35-12,0425-001-001,HONEY,NO,,,,,,,,,,,,
79-86-35-12,0425-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
56-01-92-97,0426-001-001,EGGS,NO,,,,,,,,,,,,
56-01-92-97,0426-001-001,HONEY,NO,,,,,,,,,,,,
56-01-92-97,0426-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
73-36-66-15,0427-001-001,EGGS,YES,3,30,PIECES,NO,,,,,,,,
73-36-66-15,0427-001-001,HONEY,NO,,,,,,,,,,,,
73-36-66-15,0427-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
19-76-84-95,0428-001-001,EGGS,NO,,,,,,,,,,,,
19-76-84-95,0428-001-001,HONEY,NO,,,,,,,,,,,,
19-76-84-95,0428-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
97-66-47-16,0428-001-007,EGGS,,,,,,,,,,,,,
97-66-47-16,0428-001-007,HONEY,,,,,,,,,,,,,
97-66-47-16,0428-001-007,SKIN/HIDES,,,,,,,,,,,,,
46-28-63-44,0430-002-001,EGGS,NO,,,,,,,,,,,,
46-28-63-44,0430-002-001,HONEY,NO,,,,,,,,,,,,
46-28-63-44,0430-002-001,SKIN/HIDES,NO,,,,,,,,,,,,
32-32-47-74,0431-001-001,EGGS,YES,2,8,PIECES,NO,,,,,,,,
32-32-47-74,0431-001-001,HONEY,NO,,,,,,,,,,,,
32-32-47-74,0431-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
20-19-96-28,0432-001-001,EGGS,YES,1,20,PIECES,NO,,,,,,,,
20-19-96-28,0432-001-001,HONEY,NO,,,,,,,,,,,,
20-19-96-28,0432-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
38-89-22-03,0435-001-001,EGGS,NO,,,,,,,,,,,,
38-89-22-03,0435-001-001,HONEY,NO,,,,,,,,,,,,
38-89-22-03,0435-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
89-59-90-58,0436-001-001,EGGS,NO,,,,,,,,,,,,
89-59-90-58,0436-001-001,HONEY,NO,,,,,,,,,,,,
89-59-90-58,0436-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
60-87-75-28,0436-002-001,EGGS,YES,2,13,PIECES,NO,,,,,,,,
60-87-75-28,0436-002-001,HONEY,NO,,,,,,,,,,,,
60-87-75-28,0436-002-001,SKIN/HIDES,NO,,,,,,,,,,,,
03-49-85-68,0437-001-001,EGGS,NO,,,,,,,,,,,,
03-49-85-68,0437-001-001,HONEY,NO,,,,,,,,,,,,
03-49-85-68,0437-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
40-38-17-08,0438-001-002,EGGS,YES,2,8,PIECES,NO,,,,,,,,
40-38-17-08,0438-001-002,HONEY,NO,,,,,,,,,,,,
40-38-17-08,0438-001-002,SKIN/HIDES,NO,,,,,,,,,,,,
32-43-99-10,0438-002-001,EGGS,,,,,,,,,,,,,
32-43-99-10,0438-002-001,HONEY,,,,,,,,,,,,,
32-43-99-10,0438-002-001,SKIN/HIDES,,,,,,,,,,,,,
39-42-81-55,0439-001-001,EGGS,YES,3,15,PIECES,NO,,,,,,,,
39-42-81-55,0439-001-001,HONEY,NO,,,,,,,,,,,,
39-42-81-55,0439-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
00-91-18-42,0440-002-001,EGGS,,,,,,,,,,,,,
00-91-18-42,0440-002-001,HONEY,,,,,,,,,,,,,
00-91-18-42,0440-002-001,SKIN/HIDES,,,,,,,,,,,,,
82-91-48-29,0440-003-001,EGGS,,,,,,,,,,,,,
82-91-48-29,0440-003-001,HONEY,,,,,,,,,,,,,
82-91-48-29,0440-003-001,SKIN/HIDES,,,,,,,,,,,,,
50-93-26-71,0440-003-002,EGGS,,,,,,,,,,,,,
50-93-26-71,0440-003-002,HONEY,,,,,,,,,,,,,
50-93-26-71,0440-003-002,SKIN/HIDES,,,,,,,,,,,,,
31-07-58-53,0441-001-001,EGGS,,,,,,,,,,,,,
31-07-58-53,0441-001-001,HONEY,,,,,,,,,,,,,
31-07-58-53,0441-001-001,SKIN/HIDES,,,,,,,,,,,,,
05-88-93-30,0443-001-001,EGGS,NO,,,,,,,,,,,,
05-88-93-30,0443-001-001,HONEY,NO,,,,,,,,,,,,
05-88-93-30,0443-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
62-63-62-03,0443-003-002,EGGS,YES,4,15,PIECES,NO,,,,,,,,
62-63-62-03,0443-003-002,HONEY,NO,,,,,,,,,,,,
62-63-62-03,0443-003-002,SKIN/HIDES,NO,,,,,,,,,,,,
48-35-65-64,0443-004-001,EGGS,,,,,,,,,,,,,
48-35-65-64,0443-004-001,HONEY,,,,,,,,,,,,,
48-35-65-64,0443-004-001,SKIN/HIDES,,,,,,,,,,,,,
68-42-42-49,0443-005-001,EGGS,,,,,,,,,,,,,
68-42-42-49,0443-005-001,HONEY,,,,,,,,,,,,,
68-42-42-49,0443-005-001,SKIN/HIDES,,,,,,,,,,,,,
50-82-03-42,0444-001-001,EGGS,YES,3,10,PIECES,NO,,,,,,,,
50-82-03-42,0444-001-001,HONEY,NO,,,,,,,,,,,,
50-82-03-42,0444-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
65-60-88-82,0444-002-001,EGGS,YES,2,16,PIECES,NO,,,,,,,,
65-60-88-82,0444-002-001,HONEY,NO,,,,,,,,,,,,
65-60-88-82,0444-002-001,SKIN/HIDES,NO,,,,,,,,,,,,
73-77-71-52,0445-001-002,EGGS,YES,5,8,PIECES,NO,,,,,,,,
73-77-71-52,0445-001-002,HONEY,NO,,,,,,,,,,,,
73-77-71-52,0445-001-002,SKIN/HIDES,NO,,,,,,,,,,,,
86-47-16-30,0447-001-001,EGGS,,,,,,,,,,,,,
86-47-16-30,0447-001-001,HONEY,,,,,,,,,,,,,
86-47-16-30,0447-001-001,SKIN/HIDES,,,,,,,,,,,,,
27-83-38-78,0448-002-002,EGGS,,,,,,,,,,,,,
27-83-38-78,0448-002-002,HONEY,,,,,,,,,,,,,
27-83-38-78,0448-002-002,SKIN/HIDES,,,,,,,,,,,,,
33-34-75-08,0448-002-003,EGGS,,,,,,,,,,,,,
33-34-75-08,0448-002-003,HONEY,,,,,,,,,,,,,
33-34-75-08,0448-002-003,SKIN/HIDES,,,,,,,,,,,,,
80-14-45-91,0448-003-001,EGGS,,,,,,,,,,,,,
80-14-45-91,0448-003-001,HONEY,,,,,,,,,,,,,
80-14-45-91,0448-003-001,SKIN/HIDES,,,,,,,,,,,,,
23-61-77-92,0448-003-002,EGGS,,,,,,,,,,,,,
23-61-77-92,0448-003-002,HONEY,,,,,,,,,,,,,
23-61-77-92,0448-003-002,SKIN/HIDES,,,,,,,,,,,,,
74-86-99-60,0448-004-001,EGGS,,,,,,,,,,,,,
74-86-99-60,0448-004-001,HONEY,,,,,,,,,,,,,
74-86-99-60,0448-004-001,SKIN/HIDES,,,,,,,,,,,,,
18-51-98-42,0448-007-001,EGGS,,,,,,,,,,,,,
18-51-98-42,0448-007-001,HONEY,,,,,,,,,,,,,
18-51-98-42,0448-007-001,SKIN/HIDES,,,,,,,,,,,,,
57-69-67-98,0449-001-001,EGGS,,,,,,,,,,,,,
57-69-67-98,0449-001-001,HONEY,,,,,,,,,,,,,
57-69-67-98,0449-001-001,SKIN/HIDES,,,,,,,,,,,,,
27-74-78-37,0449-001-003,EGGS,,,,,,,,,,,,,
27-74-78-37,0449-001-003,HONEY,,,,,,,,,,,,,
27-74-78-37,0449-001-003,SKIN/HIDES,,,,,,,,,,,,,
10-67-74-98,0451-001-001,EGGS,,,,,,,,,,,,,
10-67-74-98,0451-001-001,HONEY,,,,,,,,,,,,,
10-67-74-98,0451-001-001,SKIN/HIDES,,,,,,,,,,,,,
64-78-61-03,0452-001-001,EGGS,NO,,,,,,,,,,,,
64-78-61-03,0452-001-001,HONEY,NO,,,,,,,,,,,,
64-78-61-03,0452-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
95-87-11-16,0454-002-002,EGGS,,,,,,,,,,,,,
95-87-11-16,0454-002-002,HONEY,,,,,,,,,,,,,
95-87-11-16,0454-002-002,SKIN/HIDES,,,,,,,,,,,,,
96-19-28-79,0454-003-001,EGGS,,,,,,,,,,,,,
96-19-28-79,0454-003-001,HONEY,,,,,,,,,,,,,
96-19-28-79,0454-003-001,SKIN/HIDES,,,,,,,,,,,,,
80-39-97-04,0455-001-001,EGGS,NO,,,,,,,,,,,,
80-39-97-04,0455-001-001,HONEY,NO,,,,,,,,,,,,
80-39-97-04,0455-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
08-66-17-10,0456-001-001,EGGS,YES,12,2020,PIECES,YES,2000,PIECES,800000,2,,KARIBU NA KIJIJI,1,
08-66-17-10,0456-001-001,HONEY,NO,,,,,,,,,,,,
08-66-17-10,0456-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
74-23-57-59,0457-001-001,EGGS,YES,12,45000,PIECES,YES,539040,PIECES,107808000,9,,KARIBU NA MJI,1,2
74-23-57-59,0457-001-001,HONEY,NO,,,,,,,,,,,,
74-23-57-59,0457-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
79-92-81-05,0459-001-001,EGGS,,,,,,,,,,,,,
79-92-81-05,0459-001-001,HONEY,,,,,,,,,,,,,
79-92-81-05,0459-001-001,SKIN/HIDES,,,,,,,,,,,,,
19-61-19-60,0460-001-001,EGGS,YES,3,12,PIECES,NO,,,,,,,,
19-61-19-60,0460-001-001,HONEY,NO,,,,,,,,,,,,
19-61-19-60,0460-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
10-58-95-87,0461-001-001,EGGS,,,,,,,,,,,,,
10-58-95-87,0461-001-001,HONEY,,,,,,,,,,,,,
10-58-95-87,0461-001-001,SKIN/HIDES,,,,,,,,,,,,,
42-52-14-43,0462-001-001,EGGS,,,,,,,,,,,,,
42-52-14-43,0462-001-001,HONEY,,,,,,,,,,,,,
42-52-14-43,0462-001-001,SKIN/HIDES,,,,,,,,,,,,,
28-80-80-37,0463-001-001,EGGS,,,,,,,,,,,,,
28-80-80-37,0463-001-001,HONEY,,,,,,,,,,,,,
28-80-80-37,0463-001-001,SKIN/HIDES,,,,,,,,,,,,,
90-71-55-22,0463-001-005,EGGS,,,,,,,,,,,,,
90-71-55-22,0463-001-005,HONEY,,,,,,,,,,,,,
90-71-55-22,0463-001-005,SKIN/HIDES,,,,,,,,,,,,,
22-03-81-98,0463-001-008,EGGS,,,,,,,,,,,,,
22-03-81-98,0463-001-008,HONEY,,,,,,,,,,,,,
22-03-81-98,0463-001-008,SKIN/HIDES,,,,,,,,,,,,,
71-28-06-24,0463-001-010,EGGS,,,,,,,,,,,,,
71-28-06-24,0463-001-010,HONEY,,,,,,,,,,,,,
71-28-06-24,0463-001-010,SKIN/HIDES,,,,,,,,,,,,,
88-82-54-67,0464-001-001,EGGS,,,,,,,,,,,,,
88-82-54-67,0464-001-001,HONEY,,,,,,,,,,,,,
88-82-54-67,0464-001-001,SKIN/HIDES,,,,,,,,,,,,,
88-59-03-40,0465-001-001,EGGS,YES,2,11,PIECES,NO,,,,,,,,
88-59-03-40,0465-001-001,HONEY,NO,,,,,,,,,,,,
88-59-03-40,0465-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
54-47-99-19,0465-001-002,EGGS,,,,,,,,,,,,,
54-47-99-19,0465-001-002,HONEY,,,,,,,,,,,,,
54-47-99-19,0465-001-002,SKIN/HIDES,,,,,,,,,,,,,
00-59-19-34,0466-001-001,EGGS,YES,4,20,PIECES,NO,,,,,,,,
00-59-19-34,0466-001-001,HONEY,NO,,,,,,,,,,,,
00-59-19-34,0466-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
44-15-41-02,0467-001-002,EGGS,,,,,,,,,,,,,
44-15-41-02,0467-001-002,HONEY,,,,,,,,,,,,,
44-15-41-02,0467-001-002,SKIN/HIDES,,,,,,,,,,,,,
64-34-17-13,0467-001-003,EGGS,,,,,,,,,,,,,
64-34-17-13,0467-001-003,HONEY,,,,,,,,,,,,,
64-34-17-13,0467-001-003,SKIN/HIDES,,,,,,,,,,,,,
35-25-01-93,0468-001-001,EGGS,NO,,,,,,,,,,,,
35-25-01-93,0468-001-001,HONEY,NO,,,,,,,,,,,,
35-25-01-93,0468-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
28-12-55-49,0469-001-001,EGGS,YES,4,48,PIECES,NO,,,,,,,,
28-12-55-49,0469-001-001,HONEY,NO,,,,,,,,,,,,
28-12-55-49,0469-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
42-91-86-83,0469-001-003,EGGS,YES,2,8,PIECES,NO,,,,,,,,
42-91-86-83,0469-001-003,HONEY,NO,,,,,,,,,,,,
42-91-86-83,0469-001-003,SKIN/HIDES,NO,,,,,,,,,,,,
70-27-93-09,0469-001-004,EGGS,,,,,,,,,,,,,
70-27-93-09,0469-001-004,HONEY,,,,,,,,,,,,,
70-27-93-09,0469-001-004,SKIN/HIDES,,,,,,,,,,,,,
99-52-82-56,0470-001-001,EGGS,YES,2,20,PIECES,NO,,,,,,,,
99-52-82-56,0470-001-001,HONEY,NO,,,,,,,,,,,,
99-52-82-56,0470-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
01-20-50-14,0471-001-001,EGGS,YES,3,12,PIECES,NO,,,,,,,,
01-20-50-14,0471-001-001,HONEY,NO,,,,,,,,,,,,
01-20-50-14,0471-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
38-25-53-03,0472-001-001,EGGS,,,,,,,,,,,,,
38-25-53-03,0472-001-001,HONEY,,,,,,,,,,,,,
38-25-53-03,0472-001-001,SKIN/HIDES,,,,,,,,,,,,,
73-12-47-39,0473-001-001,EGGS,,,,,,,,,,,,,
73-12-47-39,0473-001-001,HONEY,,,,,,,,,,,,,
73-12-47-39,0473-001-001,SKIN/HIDES,,,,,,,,,,,,,
05-32-96-07,0474-001-001,EGGS,YES,3,15,PIECES,NO,,,,,,,,
05-32-96-07,0474-001-001,HONEY,NO,,,,,,,,,,,,
05-32-96-07,0474-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
90-68-34-99,0475-001-001,EGGS,,,,,,,,,,,,,
90-68-34-99,0475-001-001,HONEY,,,,,,,,,,,,,
90-68-34-99,0475-001-001,SKIN/HIDES,,,,,,,,,,,,,
65-14-41-78,0475-001-002,EGGS,,,,,,,,,,,,,
65-14-41-78,0475-001-002,HONEY,,,,,,,,,,,,,
65-14-41-78,0475-001-002,SKIN/HIDES,,,,,,,,,,,,,
78-45-68-39,0476-001-001,EGGS,,,,,,,,,,,,,
78-45-68-39,0476-001-001,HONEY,,,,,,,,,,,,,
78-45-68-39,0476-001-001,SKIN/HIDES,,,,,,,,,,,,,
65-39-07-89,0476-001-002,EGGS,,,,,,,,,,,,,
65-39-07-89,0476-001-002,HONEY,,,,,,,,,,,,,
65-39-07-89,0476-001-002,SKIN/HIDES,,,,,,,,,,,,,
72-03-92-77,0477-001-001,EGGS,YES,2,23,PIECES,NO,,,,,,,,
72-03-92-77,0477-001-001,HONEY,NO,,,,,,,,,,,,
72-03-92-77,0477-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
94-04-57-79,0478-001-001,EGGS,YES,6,8,PIECES,NO,,,,,,,,
94-04-57-79,0478-001-001,HONEY,NO,,,,,,,,,,,,
94-04-57-79,0478-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
94-62-16-61,0479-001-001,EGGS,,,,,,,,,,,,,
