interview__key,sdd_hhid,sdd_indid,hh_e01_1,hh_e01,hh_e02,hh_e03,hh_e04,hh_e05,hh_e06,hh_e07,hh_e08,hh_e09,hh_e10,hh_e11,hh_e12,hh_e13,hh_e14,hh_e15,hh_e16,hh_e17,hh_e18,hh_e19,hh_e20,hh_e21,hh_e22,hh_e23,hh_e24,hh_e25,hh_e26,hh_e27,hh_e28,hh_e29,hh_e30a,hh_e30b_1a,hh_e30b_2a,hh_e30b_3a,hh_e30b_4a,hh_e30b_1,hh_e30b_2,hh_e30b_3,hh_e31a,hh_e31b,hh_e31b_1,hh_e31b_2,hh_e31b_3,hh_e31b_4,hh_e32,hh_e33,hh_e34,hh_e35,hh_e35_2,hh_e36,hh_e37a,hh_e37b,hh_e38,hh_e39,hh_e40,hh_e41,hh_e42,hh_e43,hh_e44a,hh_e44b,hh_e44c,hh_e45,hh_e46,hh_e47a,hh_e47b,hh_e48a,hh_e48b,hh_e49,hh_e50,hh_e51a,hh_e51b,hh_e52,hh_e53a,hh_e53b,hh_e54,hh_e55,hh_e56,hh_e57,hh_e58,hh_e59
82-18-18-76,0017-002-001,5,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
39-47-88-39,0018-001-001,1,YES,YES,,NO,,YES,24,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
39-47-88-39,0018-001-001,2,YES,YES,,YES,7,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KUPALILIA  VITUNGUU,"SKILLED AGRICULTURAL, FORESTRY AND FISHERY WORKERS","SUBSISTENCE FARMERS, FISHERS, HUNTERS AND GATHERERS",SUBSISTENCE CROP FARMERS,SUBSISTENCE CROP FARMERS,,,,KILIMO,,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of perennial crops,Growing of other perennial crops,3,YES,,4000,DAY,NO,,,2,4,18,7,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
39-47-88-39,0018-001-001,3,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
39-47-88-39,0018-001-001,5,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
39-47-88-39,0018-001-001,6,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
39-47-88-39,0018-001-001,7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-73-12-41,0020-001-001,1,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,SEASONAL WORK,NO,YES,ONLY FOR FAMILY USE,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
40-73-12-41,0020-001-001,2,YES,YES,,NO,,NO,,YES,1,ONLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
40-73-12-41,0020-001-001,3,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
40-73-12-41,0020-001-001,4,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
40-73-12-41,0020-001-001,5,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
40-73-12-41,0020-001-001,6,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
40-73-12-41,0020-001-001,7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-29-35-18,0021-001-002,2,YES,YES,,NO,,YES,98,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
91-29-35-18,0021-001-002,3,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,YES,,HOUSEWIFE/CHILDCARE,NO,YES,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
91-29-35-18,0021-001-002,4,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
91-29-35-18,0021-001-002,5,YES,YES,,NO,,YES,70,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
91-29-35-18,0021-001-002,6,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-29-35-18,0021-001-002,7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-25-14-40,0023-001-001,1,YES,YES,,YES,40,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,MHASIBU,PROFESSIONALS,BUSINESS AND ADMINISTRATION PROFESSIONALS,FINANCE PROFESSIONALS,ACCOUNTANTS,,,,KUTUNZA MAZINGIRA,,"Professional, scientific and technical activities","Other professional, scientific and technical activities","Other professional, scientific and technical activities n.e.c.","Other professional, scientific and technical activities n.e.c.",12,YES,,3300000,MONTH,YES,50000,MONTH,12,4,40,40,YES,TEMP CONTRACT: FIXED TIME,YES,YES,YES,NO,,,,,,,,,,,,,,,,,NO,
52-25-14-40,0023-001-001,2,YES,NO,1,YES,40,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KAZI ZA KIHASIBU,PROFESSIONALS,BUSINESS AND ADMINISTRATION PROFESSIONALS,FINANCE PROFESSIONALS,ACCOUNTANTS,,,,TAFITI ZA MAGONJWA YA BINADAMU(NIMR),,"Professional, scientific and technical activities",Scientific research and development,Research and experimental development on social sciences and humanities,Research and experimental development on social sciences and humanities,150,YES,,2800000,MONTH,NO,,,12,4,40,40,YES,PERMANENT CONTRACT,YES,YES,YES,NO,,,,,,,,,,,,,,,,,NO,
52-25-14-40,0023-001-001,3,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
52-25-14-40,0023-001-001,5,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-43-78-97,0024-001-001,1,YES,YES,,NO,,YES,54,YES,10,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
96-43-78-97,0024-001-001,2,YES,YES,,YES,45,YES,10,YES,10,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,CENTRAL GOVERNMENT,MWALIMU SHULE YA MSINGI,,,,,PROFESSIONALS,TEACHING PROFESSIONALS,OTHER TEACHING AND RELATED PROFESSIONALS,KUTOA ELIMU,,Education,Education,Pre-primary and primary education,Pre-primary and primary education,45,YES,,1225000,MONTH,NO,,,12,4,45,45,YES,PERMANENT CONTRACT,YES,YES,YES,NO,,,,,,,,,,,,,,,,,YES,NO
96-43-78-97,0024-001-001,3,YES,NO,5,NO,,NO,,NO,,,NO,YES,NO,NO,,,,,NO,YES,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
96-43-78-97,0024-001-001,4,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
96-43-78-97,0024-001-001,5,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
96-43-78-97,0024-001-001,6,YES,NO,5,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
96-43-78-97,0024-001-001,7,YES,YES,,NO,,NO,,YES,1,ONLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
06-46-18-18,0026-001-001,1,YES,YES,,YES,66,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,FUNDI UJENZI,,,,,CRAFT AND RELATED WORKERS,EXTRACTION AND BUILDING TRADES WORKERS,BUILDING FINISHERS AND RELATED TRADES WORKERS,UJENZI,,Construction,Construction of buildings,Construction of buildings,Construction of buildings,4,YES,,20000,WEEK,NO,,,12,4,66,66,NO,,,,,NO,,,,,,,,,,,,,,,,,NO,
06-46-18-18,0026-001-001,2,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,SICKNESS,YES,YES,ONLY FOR SALE,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
06-46-18-18,0026-001-001,3,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
06-46-18-18,0026-001-001,4,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
73-00-55-05,0028-001-001,1,YES,YES,,YES,78,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KUENDESHA BAJAJI,,,,,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,DRIVERS AND MOBILE MACHINERY OPERATORS,MOTOR VEHICLE DRIVERS AND RIDERS,USAFIRISHAJI ABIRIA,,Transportation and storage,Land transport and transport via pipelines,Other land transport,Other passenger land transport,1,YES,,400000,MONTH,NO,,,12,4,78,78,NO,,,,,NO,,,,,,,,,,,,,,,,,NO,
73-00-55-05,0028-001-001,2,YES,YES,,NO,,YES,4,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
73-00-55-05,0028-001-001,4,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
73-00-55-05,0028-001-001,5,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
73-00-55-05,0028-001-001,6,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
38-25-71-90,0029-001-001,1,YES,YES,,NO,,NO,,YES,5,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,YES,,OTHER (SPECIFY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
38-25-71-90,0029-001-001,2,YES,YES,,NO,,YES,2,YES,3,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
38-25-71-90,0029-001-001,3,YES,NO,1,YES,30,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KUJENGA NYUMBA,,,,,CRAFT AND RELATED WORKERS,EXTRACTION AND BUILDING TRADES WORKERS,BUILDING FINISHERS AND RELATED TRADES WORKERS,UJENZI WA NYUMBA,,Construction,Construction of buildings,Construction of buildings,Construction of buildings,4,YES,,50000,WEEK,NO,,,12,4,30,30,NO,,,,,NO,,,,,,,,,,,,,,,,,NO,
38-25-71-90,0029-001-001,4,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38-25-71-90,0029-001-001,5,YES,YES,,NO,,NO,,YES,3,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
38-25-71-90,0029-001-001,6,YES,NO,2,NO,,NO,,YES,21,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
38-25-71-90,0029-001-001,7,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,OTHER (SPECIFY),NO,NO,,NO,NO,NO,,NO,"WITH A LONG TERM ILLNESS, INJURY, OR DISABILITY",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
38-25-71-90,0029-001-001,8,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-47-21-26,0030-001-001,1,YES,YES,,NO,,NO,,YES,7,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
28-47-21-26,0030-001-001,2,YES,YES,,NO,,YES,40,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
28-47-21-26,0030-001-001,3,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-57-66-15,0031-001-001,1,YES,YES,,NO,,YES,28,YES,7,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
71-57-66-15,0031-001-001,2,YES,YES,,NO,,YES,42,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
71-57-66-15,0031-001-001,3,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
71-57-66-15,0031-001-001,4,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
71-57-66-15,0031-001-001,5,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
71-57-66-15,0031-001-001,6,YES,NO,1,NO,,NO,,YES,2,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
71-57-66-15,0031-001-001,7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-86-17-13,0032-001-001,1,YES,YES,,NO,,YES,54,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
27-91-28-82,0033-001-001,1,YES,YES,,NO,,YES,72,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES
96-66-16-43,0034-001-001,1,YES,YES,,NO,,YES,84,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
96-66-16-43,0034-001-001,2,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
96-66-16-43,0034-001-001,3,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,ON LEAVE/HOLIDAY,YES,NO,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
96-66-16-43,0034-001-001,5,YES,NO,1,NO,,YES,72,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
96-66-16-43,0034-001-001,6,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
96-66-16-43,0034-001-001,7,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
96-66-16-43,0034-001-001,8,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
96-66-16-43,0034-001-001,9,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
96-66-16-43,0034-001-001,11,YES,NO,1,YES,84,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,SHUGHULI ZA NYUMBANI,ELEMENTARY OCCUPATIONS,CLEANERS AND HELPERS,"DOMESTIC, HOTEL AND OFFICE CLEANERS AND HELPERS",DOMESTIC CLEANERS AND HELPERS,,,,USAFI WA NYUMBA NA SHUGHULI NYINGINE ZA KUPIKA.,,Other service activities,Other personal service activities,Other personal service activities,Other personal service activities n.e.c.,1,YES,,40000,MONTH,NO,,,12,4,80,84,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
15-50-37-82,0036-001-001,1,YES,YES,,YES,56,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KUFUA AU UDOBI,ELEMENTARY OCCUPATIONS,CLEANERS AND HELPERS,"DOMESTIC, HOTEL AND OFFICE CLEANERS AND HELPERS","CLEANERS AND HELPERS IN OFFICES, HOTELS AND OTHER ESTABLISHMENTS",,,,HOTEL,,Accommodation and food service activities,Accommodation,Short term accommodation activities,Short term accommodation activities,120,YES,,210000,MONTH,NO,,,12,4,56,56,YES,TEMP CONTRACT: CASUAL,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
15-50-37-82,0036-001-001,3,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
52-00-18-35,0038-001-001,1,YES,YES,,NO,,NO,,YES,14,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
52-00-18-35,0038-001-001,2,YES,YES,,NO,,YES,60,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
52-00-18-35,0038-001-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-00-18-35,0038-001-001,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48-91-62-56,0039-001-001,1,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,"WITH A LONG TERM ILLNESS, INJURY, OR DISABILITY",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
48-91-62-56,0039-001-001,2,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,YES,,OTHER (SPECIFY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
48-91-62-56,0039-001-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69-55-32-84,0040-001-001,1,YES,YES,,NO,,NO,,YES,16,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
69-55-32-84,0040-001-001,2,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
96-09-76-36,0041-001-001,1,YES,YES,,YES,48,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PARASTATAL,MLINZI  WA HOTEL YA SERIKALI,SERVICE AND SALES WORKERS,PROTECTIVE SERVICES WORKERS,PROTECTIVE SERVICES WORKERS,SECURITY GUARDS,,,,HUDUMA ZA HOTEL,,Accommodation and food service activities,Accommodation,Other accommodation,Other accommodation,4,YES,,350000,MONTH,NO,,,12,4,48,48,YES,PERMANENT CONTRACT,YES,YES,NO,NO,,,,,,,,,,,,,,,,,NO,
96-09-76-36,0041-001-001,3,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,"WITH A LONG TERM ILLNESS, INJURY, OR DISABILITY",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
67-96-69-36,0041-004-001,1,YES,YES,,YES,45,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KUTIBU MIFUGO,PROFESSIONALS,HEALTH PROFESSIONALS,VETERINARIANS,VETERINARIANS,,,,KILIMO NA MIFUGO,,"Professional, scientific and technical activities",Veterinary activities,Veterinary activities,Veterinary activities,7,YES,,200000,MONTH,NO,,,12,4,45,45,YES,TEMP CONTRACT: FIXED TIME,YES,YES,NO,NO,,,,,,,,,,,,,,,,,NO,
67-96-69-36,0041-004-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
