interview__key,sdd_hhid,plotnum,plotname,plotid_nps4,ag3a_desc,ag3a_02_1,ag3a_02_2,ag3a_02_3,ag3a_03,ag3a_04,ag3a_07,ag3a_08a_1,ag3a_08a_2,ag3a_08b_1,ag3a_08b_2,ag3a_08b_3,ag3a_08c1,ag3a_08c2,ag3a_09a_1,ag3a_09a_2,ag3a_09b_1,ag3a_09b_2,ag3a_09b_3,ag3a_09c1,ag3a_09c2,ag3a_10,ag3a_11,ag3a_12,ag3a_13,ag3a_14,ag3a_15,ag3a_16_1,ag3a_16_2,ag3a_17,ag3a_18,ag3a_19,ag3a_20,ag3a_21,ag3a_22,ag3a_23,ag3a_24,ag3a_25,ag3a_26_1,ag3a_26_2,ag3a_27,ag3a_28a,ag3a_28b,ag3a_28c,ag3a_28d,ag3a_29_1,ag3a_29_2,ag3a_30,ag3a_31_1,ag3a_31_2,ag3a_31a,ag3a_32_1,ag3a_32_2,ag3a_33,ag3a_34_1,ag3a_34_2,ag3a_35,ag3a_36_1,ag3a_36_2,ag3a_37_1,ag3a_37_2,ag3a_38,ag3a_38a,ag3a_39,ag3a_40,ag3a_41,ag3a_42,ag3a_43,ag3a_44,ag3a_45,ag3a_46_1,ag3a_46_2,ag3a_47,ag3a_48,ag3a_49,ag3a_51,ag3a_52,ag3a_53_1,ag3a_53_2,ag3a_54,ag3a_55,ag3a_56,ag3a_58,ag3a_59_1,ag3a_59_2,ag3a_60,ag3a_62_1,ag3a_62_2,ag3a_63,ag3a_64,ag3a_65_1,ag3a_65_2,ag3a_65a,ag3a_65b_1,ag3a_65b_2,ag3a_65c,ag3a_65d,ag3a_65e_1,ag3a_65e_2,ag3a_66,ag3a_67_1,ag3a_67_2,ag3a_67_3,ag3a_67_4,ag3a_68,ag3a_69,ag3a_70_1,ag3a_70_2,ag3a_71_1,ag3a_71_2,ag3a_71a,ag3a_71b,ag3a_72a,ag3a_72b_1,ag3a_72b_2,ag3a_72b_3,ag3a_72b_4,ag3a_72b_5,ag3a_72b_6,ag3a_72b_7,ag3a_72b_8,ag3a_72b_9,ag3a_72b_10,ag3a_72e,ag3a_72f_1,ag3a_72f_2,ag3a_72f_3,ag3a_72f_4,ag3a_72f_5,ag3a_72f_6,ag3a_72f_7,ag3a_72f_8,ag3a_72f_9,ag3a_72f_10,ag3a_72i,ag3a_72j_1,ag3a_72j_2,ag3a_72j_3,ag3a_72j_4,ag3a_72j_5,ag3a_72j_6,ag3a_72j_7,ag3a_72j_8,ag3a_72j_9,ag3a_72j_10,ag3a_73,ag3a_74_1a,ag3a_74_1b,ag3a_74_1c,ag3a_74_1d,ag3a_74_2a,ag3a_74_2b,ag3a_74_2c,ag3a_74_2d,ag3a_74_3a,ag3a_74_3b,ag3a_74_3c,ag3a_74_3d,ag3a_76,ag3a_77,ag3a_78,ag3a_79,ag3a_80,ag3a_81,ag3a_82,ag3a_83,ag3a_84,ag3a_85
31-30-77-11,0012-003-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,0,0,8,CULTIVATED,,3,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,GOOD,OWN EXPERIENCE,NO,,NO,,,SLIGHTLY SLOPED,NO,,,,NEVER,,600000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,2012,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
18-76-19-96,0013-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,3,1,4,CULTIVATED,,1,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,400000,"SQUATTING, CLEARING",,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,"NYINGINE, TAJA",NDANI YA KIJIJI/MJI,1,,,,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,,,,,,,,,,YES,1,,,,,,,,,,YES,1,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
18-76-19-96,0013-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-76-19-96,0013-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,0.5,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,200000,GIFT,,,,NO CERTIFICATE,YES,NO,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,1975,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
58-42-71-45,0015-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,2,0,2,CULTIVATED,,1,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,SLIGHTLY SLOPED,NO,,,,NEVER,,400000,PURCHASED,,,,NO CERTIFICATE,YES,YES,OFFICIAL CORRESPONDENCE,1,,NO,,,,,,,,,,,,,,2006,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,YES,NO,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,,,,,,,,YES,0,4,0,60000,0,4,0,100000,0,4,0,40000,,,,,,NO,,YES,,FALLOW
58-42-71-45,0015-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,2,0,2,CULTIVATED,,1,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,SLIGHTLY SLOPED,NO,,,,NEVER,,300000,PURCHASED,,,,NO CERTIFICATE,YES,YES,LETTER OF ALLOCATION FROM VILLAGE GOV'T,1,,YES,1,,NO,,,,,,,,,,,2008,NO,YES,,YES,1000,NO,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,YES,NO,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,,,,,,,,YES,0,4,0,18000,0,6,0,75000,0,6,0,20000,,,,,,NO,,YES,,FALLOW
58-42-71-45,0015-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,5,5,5,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,400000,PURCHASED,,,,NO CERTIFICATE,YES,YES,LETTER OF ALLOCATION FROM VILLAGE GOV'T,1,,YES,1,,NO,,,,,,,,,,,2005,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
58-42-71-45,0015-001-001,4,**CONFIDENTIAL**,M4,**CONFIDENTIAL**,2,0,2,CULTIVATED,,69,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,1500000,PURCHASED,,,,NO CERTIFICATE,YES,YES,LETTER OF ALLOCATION FROM VILLAGE GOV'T,1,,YES,1,,NO,,,,,,,,,,,2006,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,YES,NO,,,,,,,,,,,NO,,,,,,,,,,,YES,3,4,,,,,,,,,YES,0,4,0,20000,0,6,0,40000,0,0,0,0,,,,,,NO,,YES,,FALLOW
58-42-71-45,0015-001-001,5,**CONFIDENTIAL**,M5,**CONFIDENTIAL**,2,0,2,CULTIVATED,,28,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,SLIGHTLY SLOPED,NO,,,,NEVER,,300000,PURCHASED,,,,NO CERTIFICATE,YES,YES,LETTER OF ALLOCATION FROM VILLAGE GOV'T,1,,YES,1,,NO,,,,,,,,,,,1998,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,YES,NO,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,,,,,,,,YES,0,5,0,15000,0,15,0,75000,0,10,0,30000,,,,,,NO,,YES,,FALLOW
58-42-71-45,0015-001-001,6,**CONFIDENTIAL**,M6,**CONFIDENTIAL**,2,0,2,CULTIVATED,,1,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,SLIGHTLY SLOPED,NO,,,,NEVER,,500000,PURCHASED,,,,NO CERTIFICATE,YES,YES,LETTER OF ALLOCATION FROM VILLAGE GOV'T,1,,YES,1,,NO,,,,,,,,,,,2008,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,YES,NO,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,,,,,,,,YES,0,8,0,20000,0,10,0,30000,0,6,0,15000,,,,,,NO,,YES,,FALLOW
58-42-71-45,0015-001-001,7,**CONFIDENTIAL**,M7,**CONFIDENTIAL**,2,0,2,CULTIVATED,,1,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,400000,PURCHASED,,,,NO CERTIFICATE,YES,YES,LETTER OF ALLOCATION FROM VILLAGE GOV'T,1,,YES,1,,NO,,,,,,,,,,,2010,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,YES,NO,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,,,,,,,,YES,0,4,0,20000,0,8,0,95000,0,4,0,32000,,,,,,NO,,YES,,FALLOW
58-42-71-45,0015-001-001,8,**CONFIDENTIAL**,M8,**CONFIDENTIAL**,0,0,0,CULTIVATED,,1,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,500000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,LETTER OF ALLOCATION FROM VILLAGE GOV'T,1,,YES,1,,NO,,,,,,,,,,,1990,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,2,8,,,,,,,,,YES,2,8,,,,,,,,,YES,2,8,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
89-06-03-18,0016-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-06-03-18,0016-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-26-58-64,0016-001-002,1,**CONFIDENTIAL**,,,0,0,5,CULTIVATED,,1,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,100000,PURCHASED,,,,NO CERTIFICATE,YES,YES,LETTER OF ALLOCATION FROM VILLAGE GOV'T,1,,YES,1,,NO,,,,,,,,,,,2017,NO,NO,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,,,,,,,,,,YES,1,,,,,,,,,,YES,1,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
73-26-58-64,0016-001-002,2,**CONFIDENTIAL**,,,6,6,11,CULTIVATED,,1,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,SLIGHTLY SLOPED,NO,,,,NEVER,,400000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,LETTER OF ALLOCATION FROM VILLAGE GOV'T,1,,YES,1,,NO,,,,,,,,,,,2017,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,,,,,,,,,,YES,1,,,,,,,,,,YES,1,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
73-26-58-64,0016-001-002,3,**CONFIDENTIAL**,,,24,24,30,CULTIVATED,,1,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,SLIGHTLY SLOPED,NO,,,,NEVER,,600000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,LETTER OF ALLOCATION FROM VILLAGE GOV'T,1,,YES,1,,NO,,,,,,,,,,,2017,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,,,,,,,,,,YES,1,,,,,,,,,,YES,1,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
56-32-76-33,0017-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-32-76-33,0017-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,4,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,500000,RENTED IN,,,,,,,NO DOCUMENTATION,,,,,,,,,60000,1,YEARS,NONE,NDUGU YOYOTE (NDANI AU NJE YA KAYA),NDANI YA KIJIJI/MJI,1,2,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
56-32-76-33,0017-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,3,4,6,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,600000,RENTED IN,,,,,,,NO DOCUMENTATION,,,,,,,,,50000,7,MONTHS,NONE,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,1,2,,,NO,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,YES,NO,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
82-18-18-76,0017-002-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,0.8,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,35000000,RENTED IN,,,,,,,NO DOCUMENTATION,,,,,,,,,60000,1,MONTHS,NONE,JIRANI,NDANI YA KIJIJI/MJI,1,3,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,NO,,
39-47-88-39,0018-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,2,0,3,CULTIVATED,,28,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,GOOD,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,300000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,2,NO,,,,,,,,,,,2008,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
39-47-88-39,0018-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,1,0,2,CULTIVATED,,28,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,GOOD,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,150000,INHERITANCE,,,,NO CERTIFICATE,YES,NO,NO DOCUMENTATION,1,,YES,1,2,NO,,,,,,,,,,,2004,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
39-47-88-39,0018-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,0,CULTIVATED,,28,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,GOOD,OWN EXPERIENCE,NO,,NO,,,SLIGHTLY SLOPED,NO,,,,NEVER,,200000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,2011,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
39-47-88-39,0018-001-001,4,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,0,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,800000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,2010,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
39-47-88-39,0018-001-001,5,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,0,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,800000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,2015,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
40-73-12-41,0020-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,0.5,0,2,CULTIVATED,,28,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,SLIGHTLY SLOPED,NO,,,,NEVER,,200000,GIFT,,,,NO CERTIFICATE,YES,NO,NO DOCUMENTATION,1,,NO,,,,,,,,,,,,,,2002,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,3,4,,,,,,,YES,1,2,3,4,,,,,,,YES,1,2,3,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
40-73-12-41,0020-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,2,0.2,4,CULTIVATED,,1,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,500000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,NO,,,,,,,,,,,,,,2006,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,YES,YES,1,2,3,4,,,,,,,YES,1,2,3,4,,,,,,,YES,1,2,3,4,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
40-73-12-41,0020-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,2,CULTIVATED,,1,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,800000,LAND ALLOCATION FROM  VILLAGE COUNCIL,,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,SERIKALI YA KIJIJI,NDANI YA KIJIJI/MJI,1,,,,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,4,,,,,,,,YES,2,3,4,,,,,,,,YES,2,4,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
52-25-14-40,0023-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,90,0,5,CULTIVATED,,1,YES,NO,1,,,,,YES,NO,1,2,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,15000000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,YES,1,2,YES,,,,,,,,,,,2010,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,YES,20,LITRE,80000,OWN EXPERIENCE,M/BIASHARA BINAFSI,WILAYA NYINGINE,NO,,,,,,,,,,,YES,NO,YES,1,,,,,,,,,,YES,1,,,,,,,,,,YES,1,,,,,,,,,,YES,0,140,0,1500000,0,140,0,1680000,0,210,0,3000000,,,,,,NO,,YES,,FALLOW
52-25-14-40,0023-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,2,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,30000000,"OTHER, SPECIFY",,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,"NYINGINE, TAJA",KARIBU NA MJI,1,2,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
52-25-14-40,0023-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,4,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,20000000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,YES,1,2,NO,,,,,,,,,,,2016,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
96-43-78-97,0024-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,14,0,22,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,GOOD,OWN EXPERIENCE,YES,RAIN,NO,,,SLIGHTLY SLOPED,NO,,,,2016,2,45000000,PURCHASED,,,,GRANTED RIGHT OF OCCUPANCY,,,LETTER OF ALLOCATION FROM VILLAGE GOV'T,1,,YES,1,,YES,,,,,,,,,,,2014,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,YES,3,LITRE,72000,ADVICE BY AGRICULTURAL OFFICER,CHAMA WAKULIMA,KARIBU NA MJI,NO,,,,,,,,,,,YES,NO,YES,1,2,5,,,,,,,,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,YES,2,3,0,60000,16,8,0,90000,1,2,0,50000,,,,,,NO,,YES,,FALLOW
06-46-18-18,0026-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,3,CULTIVATED,,1,YES,NO,2,,,,,YES,NO,2,,,,,CLAY,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,10000000,PURCHASED,,,,GRANTED RIGHT OF OCCUPANCY,,,VILLAGE-GOVERNMENT-WITNESSED PURCHASE AGREEMENT,2,,YES,1,,NO,,,,,,,,,,,2010,NO,YES,,NO,,,,,,,YES,UREA,3,3600,NEIGHBOUR ADVICE,SOKO,NDANI YA KIJIJI/MJI,NO,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,2,,,,,,,,,,YES,2,,,,,,,,,,YES,2,,,,,,,,,,YES,0,2,0,15000,0,0,0,0,0,0,0,0,,,,,,NO,,YES,,FALLOW
73-00-55-05,0028-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,0,0,1,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DON'T KNOW,,5000000,PURCHASED,,,,GRANTED RIGHT OF OCCUPANCY,,,VILLAGE-GOVERNMENT-WITNESSED PURCHASE AGREEMENT,1,,YES,1,,NO,,,,,,,,,,,2002,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY),,,,,
38-25-71-90,0029-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38-25-71-90,0029-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,1,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,500000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,1983,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
