interview__key,sdd_hhid,lvstckid,lf07_01,lf07_02_1,lf07_02_2,lf07_03,lf07_04_1,lf07_04_2,lf07_05,lf07_06
99-00-08-27,0066-003-004,LARGE RUMINANTS,,,,,,,,
99-00-08-27,0066-003-004,SMALL RUMINANTS,,,,,,,,
99-00-08-27,0066-003-004,PIGS,,,,,,,,
99-00-08-27,0066-003-004,POULTRY,,,,,,,,
99-00-08-27,0066-003-004,DONKEYS,,,,,,,,
99-00-08-27,0066-003-004,OTHER ANIMALS,,,,,,,,
03-98-19-65,0066-003-005,LARGE RUMINANTS,,,,,,,,
03-98-19-65,0066-003-005,SMALL RUMINANTS,,,,,,,,
03-98-19-65,0066-003-005,PIGS,,,,,,,,
03-98-19-65,0066-003-005,POULTRY,,,,,,,,
03-98-19-65,0066-003-005,DONKEYS,,,,,,,,
03-98-19-65,0066-003-005,OTHER ANIMALS,,,,,,,,
39-00-30-36,0066-003-006,LARGE RUMINANTS,,,,,,,,
39-00-30-36,0066-003-006,SMALL RUMINANTS,,,,,,,,
39-00-30-36,0066-003-006,PIGS,,,,,,,,
39-00-30-36,0066-003-006,POULTRY,,,,,,,,
39-00-30-36,0066-003-006,DONKEYS,,,,,,,,
39-00-30-36,0066-003-006,OTHER ANIMALS,,,,,,,,
47-27-42-34,0067-001-001,LARGE RUMINANTS,,,,,,,,
47-27-42-34,0067-001-001,SMALL RUMINANTS,,,,,,,,
47-27-42-34,0067-001-001,PIGS,,,,,,,,
47-27-42-34,0067-001-001,POULTRY,NO,,,,,,,
47-27-42-34,0067-001-001,DONKEYS,,,,,,,,
47-27-42-34,0067-001-001,OTHER ANIMALS,,,,,,,,
33-84-05-95,0067-001-002,LARGE RUMINANTS,,,,,,,,
33-84-05-95,0067-001-002,SMALL RUMINANTS,,,,,,,,
33-84-05-95,0067-001-002,PIGS,,,,,,,,
33-84-05-95,0067-001-002,POULTRY,NO,,,,,,,
33-84-05-95,0067-001-002,DONKEYS,,,,,,,,
33-84-05-95,0067-001-002,OTHER ANIMALS,,,,,,,,
13-42-14-49,0067-004-001,LARGE RUMINANTS,YES,MANURE,,,500,KG,NO,NO
13-42-14-49,0067-004-001,SMALL RUMINANTS,,,,,,,,
13-42-14-49,0067-004-001,PIGS,,,,,,,,
13-42-14-49,0067-004-001,POULTRY,NO,,,,,,,
13-42-14-49,0067-004-001,DONKEYS,,,,,,,,
13-42-14-49,0067-004-001,OTHER ANIMALS,,,,,,,,
81-85-31-88,0069-002-001,LARGE RUMINANTS,,,,,,,,
81-85-31-88,0069-002-001,SMALL RUMINANTS,,,,,,,,
81-85-31-88,0069-002-001,PIGS,,,,,,,,
81-85-31-88,0069-002-001,POULTRY,NO,,,,,,,
81-85-31-88,0069-002-001,DONKEYS,,,,,,,,
81-85-31-88,0069-002-001,OTHER ANIMALS,,,,,,,,
91-76-63-44,0071-001-001,LARGE RUMINANTS,,,,,,,,
91-76-63-44,0071-001-001,SMALL RUMINANTS,,,,,,,,
91-76-63-44,0071-001-001,PIGS,,,,,,,,
91-76-63-44,0071-001-001,POULTRY,NO,,,,,,,
91-76-63-44,0071-001-001,DONKEYS,,,,,,,,
91-76-63-44,0071-001-001,OTHER ANIMALS,,,,,,,,
81-33-13-06,0071-001-003,LARGE RUMINANTS,,,,,,,,
81-33-13-06,0071-001-003,SMALL RUMINANTS,,,,,,,,
81-33-13-06,0071-001-003,PIGS,,,,,,,,
81-33-13-06,0071-001-003,POULTRY,,,,,,,,
81-33-13-06,0071-001-003,DONKEYS,,,,,,,,
81-33-13-06,0071-001-003,OTHER ANIMALS,,,,,,,,
28-76-80-54,0072-001-001,LARGE RUMINANTS,NO,,,,,,NO,NO
28-76-80-54,0072-001-001,SMALL RUMINANTS,NO,,,,,,,
28-76-80-54,0072-001-001,PIGS,,,,,,,,
28-76-80-54,0072-001-001,POULTRY,NO,,,,,,,
28-76-80-54,0072-001-001,DONKEYS,,,,,,,,
28-76-80-54,0072-001-001,OTHER ANIMALS,,,,,,,,
82-54-53-99,0072-003-001,LARGE RUMINANTS,YES,MANURE,,,720,KG,NO,NO
82-54-53-99,0072-003-001,SMALL RUMINANTS,,,,,,,,
82-54-53-99,0072-003-001,PIGS,,,,,,,,
82-54-53-99,0072-003-001,POULTRY,NO,,,,,,,
82-54-53-99,0072-003-001,DONKEYS,,,,,,,,
82-54-53-99,0072-003-001,OTHER ANIMALS,,,,,,,,
86-08-97-34,0073-001-001,LARGE RUMINANTS,,,,,,,,
86-08-97-34,0073-001-001,SMALL RUMINANTS,,,,,,,,
86-08-97-34,0073-001-001,PIGS,,,,,,,,
86-08-97-34,0073-001-001,POULTRY,,,,,,,,
86-08-97-34,0073-001-001,DONKEYS,,,,,,,,
86-08-97-34,0073-001-001,OTHER ANIMALS,,,,,,,,
09-96-03-52,0073-001-002,LARGE RUMINANTS,,,,,,,,
09-96-03-52,0073-001-002,SMALL RUMINANTS,,,,,,,,
09-96-03-52,0073-001-002,PIGS,,,,,,,,
09-96-03-52,0073-001-002,POULTRY,,,,,,,,
09-96-03-52,0073-001-002,DONKEYS,,,,,,,,
09-96-03-52,0073-001-002,OTHER ANIMALS,,,,,,,,
64-01-68-39,0074-001-001,LARGE RUMINANTS,,,,,,,,
64-01-68-39,0074-001-001,SMALL RUMINANTS,,,,,,,,
64-01-68-39,0074-001-001,PIGS,,,,,,,,
64-01-68-39,0074-001-001,POULTRY,NO,,,,,,,
64-01-68-39,0074-001-001,DONKEYS,,,,,,,,
64-01-68-39,0074-001-001,OTHER ANIMALS,,,,,,,,
05-43-63-02,0075-001-003,LARGE RUMINANTS,,,,,,,,
05-43-63-02,0075-001-003,SMALL RUMINANTS,NO,,,,,,,
05-43-63-02,0075-001-003,PIGS,,,,,,,,
05-43-63-02,0075-001-003,POULTRY,,,,,,,,
05-43-63-02,0075-001-003,DONKEYS,,,,,,,,
05-43-63-02,0075-001-003,OTHER ANIMALS,,,,,,,,
69-76-07-75,0077-001-001,LARGE RUMINANTS,,,,,,,,
69-76-07-75,0077-001-001,SMALL RUMINANTS,NO,,,,,,,
69-76-07-75,0077-001-001,PIGS,,,,,,,,
69-76-07-75,0077-001-001,POULTRY,NO,,,,,,,
69-76-07-75,0077-001-001,DONKEYS,,,,,,,,
69-76-07-75,0077-001-001,OTHER ANIMALS,,,,,,,,
80-60-48-21,0077-003-001,LARGE RUMINANTS,,,,,,,,
80-60-48-21,0077-003-001,SMALL RUMINANTS,NO,,,,,,,
80-60-48-21,0077-003-001,PIGS,,,,,,,,
80-60-48-21,0077-003-001,POULTRY,NO,,,,,,,
80-60-48-21,0077-003-001,DONKEYS,,,,,,,,
80-60-48-21,0077-003-001,OTHER ANIMALS,,,,,,,,
77-61-09-41,0078-001-001,LARGE RUMINANTS,,,,,,,,
77-61-09-41,0078-001-001,SMALL RUMINANTS,NO,,,,,,,
77-61-09-41,0078-001-001,PIGS,,,,,,,,
77-61-09-41,0078-001-001,POULTRY,NO,,,,,,,
77-61-09-41,0078-001-001,DONKEYS,,,,,,,,
77-61-09-41,0078-001-001,OTHER ANIMALS,,,,,,,,
03-09-85-87,0079-001-001,LARGE RUMINANTS,,,,,,,,
03-09-85-87,0079-001-001,SMALL RUMINANTS,,,,,,,,
03-09-85-87,0079-001-001,PIGS,NO,,,,,,,
03-09-85-87,0079-001-001,POULTRY,NO,,,,,,,
03-09-85-87,0079-001-001,DONKEYS,,,,,,,,
03-09-85-87,0079-001-001,OTHER ANIMALS,,,,,,,,
78-16-68-29,0080-001-001,LARGE RUMINANTS,,,,,,,,
78-16-68-29,0080-001-001,SMALL RUMINANTS,,,,,,,,
78-16-68-29,0080-001-001,PIGS,NO,,,,,,,
78-16-68-29,0080-001-001,POULTRY,NO,,,,,,,
78-16-68-29,0080-001-001,DONKEYS,,,,,,,,
78-16-68-29,0080-001-001,OTHER ANIMALS,,,,,,,,
82-35-18-51,0081-001-001,LARGE RUMINANTS,,,,,,,,
82-35-18-51,0081-001-001,SMALL RUMINANTS,,,,,,,,
82-35-18-51,0081-001-001,PIGS,,,,,,,,
82-35-18-51,0081-001-001,POULTRY,NO,,,,,,,
82-35-18-51,0081-001-001,DONKEYS,,,,,,,,
82-35-18-51,0081-001-001,OTHER ANIMALS,,,,,,,,
24-96-35-07,0081-004-001,LARGE RUMINANTS,,,,,,,,
24-96-35-07,0081-004-001,SMALL RUMINANTS,NO,,,,,,,
24-96-35-07,0081-004-001,PIGS,,,,,,,,
24-96-35-07,0081-004-001,POULTRY,,,,,,,,
24-96-35-07,0081-004-001,DONKEYS,,,,,,,,
24-96-35-07,0081-004-001,OTHER ANIMALS,,,,,,,,
61-09-91-34,0082-001-001,LARGE RUMINANTS,,,,,,,,
61-09-91-34,0082-001-001,SMALL RUMINANTS,,,,,,,,
61-09-91-34,0082-001-001,PIGS,,,,,,,,
61-09-91-34,0082-001-001,POULTRY,NO,,,,,,,
61-09-91-34,0082-001-001,DONKEYS,,,,,,,,
61-09-91-34,0082-001-001,OTHER ANIMALS,,,,,,,,
65-72-13-93,0082-003-001,LARGE RUMINANTS,NO,,,,,,NO,NO
65-72-13-93,0082-003-001,SMALL RUMINANTS,,,,,,,,
65-72-13-93,0082-003-001,PIGS,,,,,,,,
65-72-13-93,0082-003-001,POULTRY,,,,,,,,
65-72-13-93,0082-003-001,DONKEYS,,,,,,,,
65-72-13-93,0082-003-001,OTHER ANIMALS,,,,,,,,
43-70-22-69,0082-003-002,LARGE RUMINANTS,,,,,,,,
43-70-22-69,0082-003-002,SMALL RUMINANTS,,,,,,,,
43-70-22-69,0082-003-002,PIGS,,,,,,,,
43-70-22-69,0082-003-002,POULTRY,,,,,,,,
43-70-22-69,0082-003-002,DONKEYS,,,,,,,,
43-70-22-69,0082-003-002,OTHER ANIMALS,,,,,,,,
69-63-97-41,0082-004-001,LARGE RUMINANTS,,,,,,,,
69-63-97-41,0082-004-001,SMALL RUMINANTS,,,,,,,,
69-63-97-41,0082-004-001,PIGS,,,,,,,,
69-63-97-41,0082-004-001,POULTRY,,,,,,,,
69-63-97-41,0082-004-001,DONKEYS,,,,,,,,
69-63-97-41,0082-004-001,OTHER ANIMALS,,,,,,,,
43-56-83-29,0082-005-001,LARGE RUMINANTS,,,,,,,,
43-56-83-29,0082-005-001,SMALL RUMINANTS,,,,,,,,
43-56-83-29,0082-005-001,PIGS,,,,,,,,
43-56-83-29,0082-005-001,POULTRY,,,,,,,,
43-56-83-29,0082-005-001,DONKEYS,,,,,,,,
43-56-83-29,0082-005-001,OTHER ANIMALS,,,,,,,,
82-24-69-15,0083-001-001,LARGE RUMINANTS,NO,,,,,,NO,NO
82-24-69-15,0083-001-001,SMALL RUMINANTS,,,,,,,,
82-24-69-15,0083-001-001,PIGS,,,,,,,,
82-24-69-15,0083-001-001,POULTRY,NO,,,,,,,
82-24-69-15,0083-001-001,DONKEYS,,,,,,,,
82-24-69-15,0083-001-001,OTHER ANIMALS,,,,,,,,
71-57-99-29,0084-001-001,LARGE RUMINANTS,YES,MANURE,,,500,KG,NO,NO
71-57-99-29,0084-001-001,SMALL RUMINANTS,,,,,,,,
71-57-99-29,0084-001-001,PIGS,,,,,,,,
71-57-99-29,0084-001-001,POULTRY,NO,,,,,,,
71-57-99-29,0084-001-001,DONKEYS,,,,,,,,
71-57-99-29,0084-001-001,OTHER ANIMALS,,,,,,,,
74-56-02-42,0084-002-001,LARGE RUMINANTS,NO,,,,,,NO,NO
74-56-02-42,0084-002-001,SMALL RUMINANTS,,,,,,,,
74-56-02-42,0084-002-001,PIGS,,,,,,,,
74-56-02-42,0084-002-001,POULTRY,NO,,,,,,,
74-56-02-42,0084-002-001,DONKEYS,,,,,,,,
74-56-02-42,0084-002-001,OTHER ANIMALS,,,,,,,,
70-36-26-23,0085-001-001,LARGE RUMINANTS,,,,,,,,
70-36-26-23,0085-001-001,SMALL RUMINANTS,,,,,,,,
70-36-26-23,0085-001-001,PIGS,,,,,,,,
70-36-26-23,0085-001-001,POULTRY,,,,,,,,
70-36-26-23,0085-001-001,DONKEYS,,,,,,,,
70-36-26-23,0085-001-001,OTHER ANIMALS,,,,,,,,
12-34-17-02,0085-002-001,LARGE RUMINANTS,,,,,,,,
12-34-17-02,0085-002-001,SMALL RUMINANTS,,,,,,,,
12-34-17-02,0085-002-001,PIGS,,,,,,,,
12-34-17-02,0085-002-001,POULTRY,,,,,,,,
12-34-17-02,0085-002-001,DONKEYS,,,,,,,,
12-34-17-02,0085-002-001,OTHER ANIMALS,,,,,,,,
05-51-26-77,0085-003-001,LARGE RUMINANTS,,,,,,,,
05-51-26-77,0085-003-001,SMALL RUMINANTS,,,,,,,,
05-51-26-77,0085-003-001,PIGS,,,,,,,,
05-51-26-77,0085-003-001,POULTRY,NO,,,,,,,
05-51-26-77,0085-003-001,DONKEYS,,,,,,,,
05-51-26-77,0085-003-001,OTHER ANIMALS,,,,,,,,
08-61-34-21,0086-001-001,LARGE RUMINANTS,,,,,,,,
08-61-34-21,0086-001-001,SMALL RUMINANTS,,,,,,,,
08-61-34-21,0086-001-001,PIGS,,,,,,,,
08-61-34-21,0086-001-001,POULTRY,NO,,,,,,,
08-61-34-21,0086-001-001,DONKEYS,,,,,,,,
08-61-34-21,0086-001-001,OTHER ANIMALS,,,,,,,,
07-11-78-55,0087-001-001,LARGE RUMINANTS,,,,,,,,
07-11-78-55,0087-001-001,SMALL RUMINANTS,,,,,,,,
07-11-78-55,0087-001-001,PIGS,,,,,,,,
07-11-78-55,0087-001-001,POULTRY,NO,,,,,,,
07-11-78-55,0087-001-001,DONKEYS,,,,,,,,
07-11-78-55,0087-001-001,OTHER ANIMALS,,,,,,,,
26-78-44-09,0087-001-002,LARGE RUMINANTS,YES,MANURE,,,200,KG,NO,NO
26-78-44-09,0087-001-002,SMALL RUMINANTS,,,,,,,,
26-78-44-09,0087-001-002,PIGS,,,,,,,,
26-78-44-09,0087-001-002,POULTRY,NO,,,,,,,
26-78-44-09,0087-001-002,DONKEYS,,,,,,,,
26-78-44-09,0087-001-002,OTHER ANIMALS,,,,,,,,
74-12-78-76,0088-001-001,LARGE RUMINANTS,YES,MANURE,,,225,KG,NO,NO
74-12-78-76,0088-001-001,SMALL RUMINANTS,,,,,,,,
74-12-78-76,0088-001-001,PIGS,YES,MANURE,,,100,KG,,
74-12-78-76,0088-001-001,POULTRY,NO,,,,,,,
74-12-78-76,0088-001-001,DONKEYS,,,,,,,,
74-12-78-76,0088-001-001,OTHER ANIMALS,,,,,,,,
47-53-89-65,0089-001-001,LARGE RUMINANTS,NO,,,,,,NO,NO
47-53-89-65,0089-001-001,SMALL RUMINANTS,,,,,,,,
47-53-89-65,0089-001-001,PIGS,,,,,,,,
47-53-89-65,0089-001-001,POULTRY,NO,,,,,,,
47-53-89-65,0089-001-001,DONKEYS,,,,,,,,
47-53-89-65,0089-001-001,OTHER ANIMALS,,,,,,,,
67-17-25-56,0089-002-001,LARGE RUMINANTS,YES,MANURE,,,500,KG,NO,NO
67-17-25-56,0089-002-001,SMALL RUMINANTS,,,,,,,,
67-17-25-56,0089-002-001,PIGS,,,,,,,,
67-17-25-56,0089-002-001,POULTRY,,,,,,,,
67-17-25-56,0089-002-001,DONKEYS,,,,,,,,
67-17-25-56,0089-002-001,OTHER ANIMALS,,,,,,,,
11-84-02-64,0089-002-002,LARGE RUMINANTS,,,,,,,,
11-84-02-64,0089-002-002,SMALL RUMINANTS,,,,,,,,
11-84-02-64,0089-002-002,PIGS,,,,,,,,
11-84-02-64,0089-002-002,POULTRY,,,,,,,,
11-84-02-64,0089-002-002,DONKEYS,,,,,,,,
11-84-02-64,0089-002-002,OTHER ANIMALS,,,,,,,,
13-79-88-08,0090-001-001,LARGE RUMINANTS,NO,,,,,,NO,NO
13-79-88-08,0090-001-001,SMALL RUMINANTS,,,,,,,,
13-79-88-08,0090-001-001,PIGS,,,,,,,,
13-79-88-08,0090-001-001,POULTRY,NO,,,,,,,
13-79-88-08,0090-001-001,DONKEYS,,,,,,,,
13-79-88-08,0090-001-001,OTHER ANIMALS,,,,,,,,
43-96-03-62,0090-001-005,LARGE RUMINANTS,,,,,,,,
43-96-03-62,0090-001-005,SMALL RUMINANTS,,,,,,,,
43-96-03-62,0090-001-005,PIGS,,,,,,,,
43-96-03-62,0090-001-005,POULTRY,NO,,,,,,,
43-96-03-62,0090-001-005,DONKEYS,,,,,,,,
43-96-03-62,0090-001-005,OTHER ANIMALS,,,,,,,,
42-78-55-98,0091-001-001,LARGE RUMINANTS,,,,,,,,
42-78-55-98,0091-001-001,SMALL RUMINANTS,,,,,,,,
42-78-55-98,0091-001-001,PIGS,,,,,,,,
42-78-55-98,0091-001-001,POULTRY,,,,,,,,
42-78-55-98,0091-001-001,DONKEYS,,,,,,,,
42-78-55-98,0091-001-001,OTHER ANIMALS,,,,,,,,
01-67-04-36,0092-001-001,LARGE RUMINANTS,,,,,,,,
01-67-04-36,0092-001-001,SMALL RUMINANTS,,,,,,,,
01-67-04-36,0092-001-001,PIGS,,,,,,,,
01-67-04-36,0092-001-001,POULTRY,NO,,,,,,,
01-67-04-36,0092-001-001,DONKEYS,,,,,,,,
01-67-04-36,0092-001-001,OTHER ANIMALS,,,,,,,,
18-41-40-51,0093-001-001,LARGE RUMINANTS,,,,,,,,
18-41-40-51,0093-001-001,SMALL RUMINANTS,,,,,,,,
18-41-40-51,0093-001-001,PIGS,,,,,,,,
18-41-40-51,0093-001-001,POULTRY,,,,,,,,
18-41-40-51,0093-001-001,DONKEYS,,,,,,,,
18-41-40-51,0093-001-001,OTHER ANIMALS,,,,,,,,
70-24-33-41,0096-001-001,LARGE RUMINANTS,NO,,,,,,NO,NO
70-24-33-41,0096-001-001,SMALL RUMINANTS,NO,,,,,,,
70-24-33-41,0096-001-001,PIGS,,,,,,,,
70-24-33-41,0096-001-001,POULTRY,NO,,,,,,,
70-24-33-41,0096-001-001,DONKEYS,,,,,,,,
70-24-33-41,0096-001-001,OTHER ANIMALS,,,,,,,,
42-11-56-10,0096-002-002,LARGE RUMINANTS,,,,,,,,
42-11-56-10,0096-002-002,SMALL RUMINANTS,,,,,,,,
42-11-56-10,0096-002-002,PIGS,,,,,,,,
42-11-56-10,0096-002-002,POULTRY,,,,,,,,
42-11-56-10,0096-002-002,DONKEYS,,,,,,,,
42-11-56-10,0096-002-002,OTHER ANIMALS,,,,,,,,
88-19-63-23,0097-001-001,LARGE RUMINANTS,,,,,,,,
88-19-63-23,0097-001-001,SMALL RUMINANTS,,,,,,,,
88-19-63-23,0097-001-001,PIGS,,,,,,,,
88-19-63-23,0097-001-001,POULTRY,,,,,,,,
88-19-63-23,0097-001-001,DONKEYS,,,,,,,,
88-19-63-23,0097-001-001,OTHER ANIMALS,,,,,,,,
93-47-38-83,0097-001-003,LARGE RUMINANTS,,,,,,,,
93-47-38-83,0097-001-003,SMALL RUMINANTS,NO,,,,,,,
93-47-38-83,0097-001-003,PIGS,,,,,,,,
93-47-38-83,0097-001-003,POULTRY,NO,,,,,,,
93-47-38-83,0097-001-003,DONKEYS,,,,,,,,
93-47-38-83,0097-001-003,OTHER ANIMALS,,,,,,,,
76-46-87-39,0098-001-001,LARGE RUMINANTS,,,,,,,,
76-46-87-39,0098-001-001,SMALL RUMINANTS,,,,,,,,
76-46-87-39,0098-001-001,PIGS,,,,,,,,
76-46-87-39,0098-001-001,POULTRY,,,,,,,,
76-46-87-39,0098-001-001,DONKEYS,,,,,,,,
76-46-87-39,0098-001-001,OTHER ANIMALS,,,,,,,,
89-69-28-73,0099-001-001,LARGE RUMINANTS,NO,,,,,,NO,NO
89-69-28-73,0099-001-001,SMALL RUMINANTS,NO,,,,,,,
89-69-28-73,0099-001-001,PIGS,,,,,,,,
89-69-28-73,0099-001-001,POULTRY,NO,,,,,,,
89-69-28-73,0099-001-001,DONKEYS,,,,,,,,
89-69-28-73,0099-001-001,OTHER ANIMALS,,,,,,,,
33-12-11-68,0099-001-004,LARGE RUMINANTS,,,,,,,,
33-12-11-68,0099-001-004,SMALL RUMINANTS,,,,,,,,
33-12-11-68,0099-001-004,PIGS,,,,,,,,
33-12-11-68,0099-001-004,POULTRY,,,,,,,,
33-12-11-68,0099-001-004,DONKEYS,,,,,,,,
33-12-11-68,0099-001-004,OTHER ANIMALS,,,,,,,,
25-01-61-44,0099-001-006,LARGE RUMINANTS,,,,,,,,
25-01-61-44,0099-001-006,SMALL RUMINANTS,,,,,,,,
25-01-61-44,0099-001-006,PIGS,,,,,,,,
25-01-61-44,0099-001-006,POULTRY,NO,,,,,,,
25-01-61-44,0099-001-006,DONKEYS,,,,,,,,
25-01-61-44,0099-001-006,OTHER ANIMALS,,,,,,,,
42-94-75-73,0099-008-001,LARGE RUMINANTS,,,,,,,,
42-94-75-73,0099-008-001,SMALL RUMINANTS,,,,,,,,
42-94-75-73,0099-008-001,PIGS,,,,,,,,
42-94-75-73,0099-008-001,POULTRY,NO,,,,,,,
42-94-75-73,0099-008-001,DONKEYS,,,,,,,,
42-94-75-73,0099-008-001,OTHER ANIMALS,,,,,,,,
73-19-77-82,0100-001-001,LARGE RUMINANTS,,,,,,,,
73-19-77-82,0100-001-001,SMALL RUMINANTS,,,,,,,,
73-19-77-82,0100-001-001,PIGS,,,,,,,,
73-19-77-82,0100-001-001,POULTRY,,,,,,,,
73-19-77-82,0100-001-001,DONKEYS,,,,,,,,
73-19-77-82,0100-001-001,OTHER ANIMALS,,,,,,,,
07-74-53-75,0101-001-001,LARGE RUMINANTS,,,,,,,,
07-74-53-75,0101-001-001,SMALL RUMINANTS,,,,,,,,
07-74-53-75,0101-001-001,PIGS,,,,,,,,
07-74-53-75,0101-001-001,POULTRY,NO,,,,,,,
07-74-53-75,0101-001-001,DONKEYS,,,,,,,,
07-74-53-75,0101-001-001,OTHER ANIMALS,,,,,,,,
28-26-05-62,0101-001-002,LARGE RUMINANTS,,,,,,,,
28-26-05-62,0101-001-002,SMALL RUMINANTS,,,,,,,,
28-26-05-62,0101-001-002,PIGS,,,,,,,,
28-26-05-62,0101-001-002,POULTRY,,,,,,,,
28-26-05-62,0101-001-002,DONKEYS,,,,,,,,
28-26-05-62,0101-001-002,OTHER ANIMALS,,,,,,,,
09-18-15-86,0101-002-001,LARGE RUMINANTS,,,,,,,,
09-18-15-86,0101-002-001,SMALL RUMINANTS,,,,,,,,
09-18-15-86,0101-002-001,PIGS,,,,,,,,
09-18-15-86,0101-002-001,POULTRY,NO,,,,,,,
09-18-15-86,0101-002-001,DONKEYS,,,,,,,,
09-18-15-86,0101-002-001,OTHER ANIMALS,,,,,,,,
48-76-11-58,0101-003-001,LARGE RUMINANTS,,,,,,,,
48-76-11-58,0101-003-001,SMALL RUMINANTS,,,,,,,,
48-76-11-58,0101-003-001,PIGS,,,,,,,,
48-76-11-58,0101-003-001,POULTRY,,,,,,,,
48-76-11-58,0101-003-001,DONKEYS,,,,,,,,
48-76-11-58,0101-003-001,OTHER ANIMALS,,,,,,,,
16-87-89-06,0102-001-001,LARGE RUMINANTS,,,,,,,,
16-87-89-06,0102-001-001,SMALL RUMINANTS,NO,,,,,,,
16-87-89-06,0102-001-001,PIGS,,,,,,,,
16-87-89-06,0102-001-001,POULTRY,,,,,,,,
16-87-89-06,0102-001-001,DONKEYS,,,,,,,,
16-87-89-06,0102-001-001,OTHER ANIMALS,,,,,,,,
74-00-49-61,0102-001-003,LARGE RUMINANTS,,,,,,,,
74-00-49-61,0102-001-003,SMALL RUMINANTS,,,,,,,,
74-00-49-61,0102-001-003,PIGS,,,,,,,,
74-00-49-61,0102-001-003,POULTRY,,,,,,,,
74-00-49-61,0102-001-003,DONKEYS,,,,,,,,
74-00-49-61,0102-001-003,OTHER ANIMALS,,,,,,,,
13-27-24-08,0103-001-001,LARGE RUMINANTS,,,,,,,,
13-27-24-08,0103-001-001,SMALL RUMINANTS,,,,,,,,
13-27-24-08,0103-001-001,PIGS,,,,,,,,
13-27-24-08,0103-001-001,POULTRY,NO,,,,,,,
13-27-24-08,0103-001-001,DONKEYS,,,,,,,,
13-27-24-08,0103-001-001,OTHER ANIMALS,,,,,,,,
61-86-51-55,0104-001-001,LARGE RUMINANTS,NO,,,,,,NO,NO
61-86-51-55,0104-001-001,SMALL RUMINANTS,,,,,,,,
61-86-51-55,0104-001-001,PIGS,,,,,,,,
61-86-51-55,0104-001-001,POULTRY,NO,,,,,,,
61-86-51-55,0104-001-001,DONKEYS,,,,,,,,
61-86-51-55,0104-001-001,OTHER ANIMALS,,,,,,,,
82-80-49-27,0104-001-006,LARGE RUMINANTS,,,,,,,,
82-80-49-27,0104-001-006,SMALL RUMINANTS,,,,,,,,
82-80-49-27,0104-001-006,PIGS,,,,,,,,
82-80-49-27,0104-001-006,POULTRY,NO,,,,,,,
82-80-49-27,0104-001-006,DONKEYS,,,,,,,,
82-80-49-27,0104-001-006,OTHER ANIMALS,,,,,,,,
45-01-65-38,0104-008-001,LARGE RUMINANTS,,,,,,,,
45-01-65-38,0104-008-001,SMALL RUMINANTS,,,,,,,,
45-01-65-38,0104-008-001,PIGS,,,,,,,,
45-01-65-38,0104-008-001,POULTRY,,,,,,,,
45-01-65-38,0104-008-001,DONKEYS,,,,,,,,
45-01-65-38,0104-008-001,OTHER ANIMALS,,,,,,,,
56-75-17-70,0105-001-001,LARGE RUMINANTS,YES,MANURE,,,40,KG,NO,NO
56-75-17-70,0105-001-001,SMALL RUMINANTS,,,,,,,,
56-75-17-70,0105-001-001,PIGS,,,,,,,,
56-75-17-70,0105-001-001,POULTRY,NO,,,,,,,
56-75-17-70,0105-001-001,DONKEYS,,,,,,,,
56-75-17-70,0105-001-001,OTHER ANIMALS,,,,,,,,
03-36-44-51,0105-005-001,LARGE RUMINANTS,,,,,,,,
03-36-44-51,0105-005-001,SMALL RUMINANTS,,,,,,,,
03-36-44-51,0105-005-001,PIGS,,,,,,,,
03-36-44-51,0105-005-001,POULTRY,,,,,,,,
03-36-44-51,0105-005-001,DONKEYS,,,,,,,,
03-36-44-51,0105-005-001,OTHER ANIMALS,,,,,,,,
83-56-10-16,0106-001-002,LARGE RUMINANTS,,,,,,,,
83-56-10-16,0106-001-002,SMALL RUMINANTS,,,,,,,,
83-56-10-16,0106-001-002,PIGS,,,,,,,,
83-56-10-16,0106-001-002,POULTRY,,,,,,,,
83-56-10-16,0106-001-002,DONKEYS,,,,,,,,
83-56-10-16,0106-001-002,OTHER ANIMALS,,,,,,,,
72-82-51-97,0106-001-003,LARGE RUMINANTS,,,,,,,,
72-82-51-97,0106-001-003,SMALL RUMINANTS,,,,,,,,
72-82-51-97,0106-001-003,PIGS,,,,,,,,
72-82-51-97,0106-001-003,POULTRY,NO,,,,,,,
72-82-51-97,0106-001-003,DONKEYS,,,,,,,,
72-82-51-97,0106-001-003,OTHER ANIMALS,,,,,,,,
11-04-09-01,0107-001-001,LARGE RUMINANTS,,,,,,,,
11-04-09-01,0107-001-001,SMALL RUMINANTS,,,,,,,,
11-04-09-01,0107-001-001,PIGS,,,,,,,,
11-04-09-01,0107-001-001,POULTRY,,,,,,,,
11-04-09-01,0107-001-001,DONKEYS,,,,,,,,
11-04-09-01,0107-001-001,OTHER ANIMALS,,,,,,,,
51-54-44-86,0108-001-001,LARGE RUMINANTS,,,,,,,,
51-54-44-86,0108-001-001,SMALL RUMINANTS,,,,,,,,
51-54-44-86,0108-001-001,PIGS,,,,,,,,
51-54-44-86,0108-001-001,POULTRY,NO,,,,,,,
51-54-44-86,0108-001-001,DONKEYS,,,,,,,,
51-54-44-86,0108-001-001,OTHER ANIMALS,,,,,,,,
35-34-97-68,0108-001-002,LARGE RUMINANTS,,,,,,,,
35-34-97-68,0108-001-002,SMALL RUMINANTS,,,,,,,,
35-34-97-68,0108-001-002,PIGS,,,,,,,,
