interview__key,sdd_hhid,itemcode,hh_k01,hh_k02
52-32-57-20,0012-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
52-32-57-20,0012-001-001,LIGHT BULBS,NO,
52-32-57-20,0012-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
52-32-57-20,0012-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",YES,2000
52-32-57-20,0012-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
52-32-57-20,0012-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
52-32-57-20,0012-001-001,WAGES PAID TO SERVANTS,NO,
52-32-57-20,0012-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
52-32-57-20,0012-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
15-20-64-14,0012-001-010,CIGARETTES OR TOBACCO,NO,
15-20-64-14,0012-001-010,MATCHES,YES,100
15-20-64-14,0012-001-010,PUBLIC TRANSPORT,NO,
15-20-64-14,0012-001-010,KEROSENE,NO,
15-20-64-14,0012-001-010,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
15-20-64-14,0012-001-010,GAS (FOR LIGHTING/COOKING),NO,
15-20-64-14,0012-001-010,WATER,NO,
15-20-64-14,0012-001-010,PETROL OR DIESEL,NO,
15-20-64-14,0012-001-010,CELL PHONE VOUCHER,NO,
15-20-64-14,0012-001-010,CHARCOAL,YES,4000
15-20-64-14,0012-001-010,"MILLING FEES, GRAIN",YES,1000
15-20-64-14,0012-001-010,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,4000
15-20-64-14,0012-001-010,CLOTHES SOAP (POWDER),NO,
15-20-64-14,0012-001-010,"TOOTHPASTE, TOOTHBRUSH",YES,500
15-20-64-14,0012-001-010,TOILET PAPER,NO,
15-20-64-14,0012-001-010,"GLYCERINE, VASELINE, SKIN CREAMS",YES,500
15-20-64-14,0012-001-010,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,200
15-20-64-14,0012-001-010,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
15-20-64-14,0012-001-010,LIGHT BULBS,NO,
15-20-64-14,0012-001-010,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
15-20-64-14,0012-001-010,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
15-20-64-14,0012-001-010,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
15-20-64-14,0012-001-010,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
15-20-64-14,0012-001-010,WAGES PAID TO SERVANTS,NO,
15-20-64-14,0012-001-010,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
15-20-64-14,0012-001-010,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
31-30-77-11,0012-003-001,CIGARETTES OR TOBACCO,NO,
31-30-77-11,0012-003-001,MATCHES,NO,
31-30-77-11,0012-003-001,PUBLIC TRANSPORT,NO,
31-30-77-11,0012-003-001,KEROSENE,NO,
31-30-77-11,0012-003-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
31-30-77-11,0012-003-001,GAS (FOR LIGHTING/COOKING),NO,
31-30-77-11,0012-003-001,WATER,NO,
31-30-77-11,0012-003-001,PETROL OR DIESEL,NO,
31-30-77-11,0012-003-001,CELL PHONE VOUCHER,NO,
31-30-77-11,0012-003-001,CHARCOAL,NO,
31-30-77-11,0012-003-001,"MILLING FEES, GRAIN",YES,3000
31-30-77-11,0012-003-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,3500
31-30-77-11,0012-003-001,CLOTHES SOAP (POWDER),NO,
31-30-77-11,0012-003-001,"TOOTHPASTE, TOOTHBRUSH",NO,
31-30-77-11,0012-003-001,TOILET PAPER,NO,
31-30-77-11,0012-003-001,"GLYCERINE, VASELINE, SKIN CREAMS",NO,
31-30-77-11,0012-003-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",NO,
31-30-77-11,0012-003-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
31-30-77-11,0012-003-001,LIGHT BULBS,NO,
31-30-77-11,0012-003-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
31-30-77-11,0012-003-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
31-30-77-11,0012-003-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
31-30-77-11,0012-003-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
31-30-77-11,0012-003-001,WAGES PAID TO SERVANTS,NO,
31-30-77-11,0012-003-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
31-30-77-11,0012-003-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
18-76-19-96,0013-001-001,CIGARETTES OR TOBACCO,NO,
18-76-19-96,0013-001-001,MATCHES,NO,
18-76-19-96,0013-001-001,PUBLIC TRANSPORT,NO,
18-76-19-96,0013-001-001,KEROSENE,NO,
18-76-19-96,0013-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
18-76-19-96,0013-001-001,GAS (FOR LIGHTING/COOKING),NO,
18-76-19-96,0013-001-001,WATER,NO,
18-76-19-96,0013-001-001,PETROL OR DIESEL,NO,
18-76-19-96,0013-001-001,CELL PHONE VOUCHER,NO,
18-76-19-96,0013-001-001,CHARCOAL,NO,
18-76-19-96,0013-001-001,"MILLING FEES, GRAIN",YES,1000
18-76-19-96,0013-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,500
18-76-19-96,0013-001-001,CLOTHES SOAP (POWDER),NO,
18-76-19-96,0013-001-001,"TOOTHPASTE, TOOTHBRUSH",NO,
18-76-19-96,0013-001-001,TOILET PAPER,NO,
18-76-19-96,0013-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",NO,
18-76-19-96,0013-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",NO,
18-76-19-96,0013-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
18-76-19-96,0013-001-001,LIGHT BULBS,NO,
18-76-19-96,0013-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
18-76-19-96,0013-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
18-76-19-96,0013-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
18-76-19-96,0013-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
18-76-19-96,0013-001-001,WAGES PAID TO SERVANTS,NO,
18-76-19-96,0013-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
18-76-19-96,0013-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
58-42-71-45,0015-001-001,CIGARETTES OR TOBACCO,NO,
58-42-71-45,0015-001-001,MATCHES,NO,
58-42-71-45,0015-001-001,PUBLIC TRANSPORT,NO,
58-42-71-45,0015-001-001,KEROSENE,NO,
58-42-71-45,0015-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,5000
58-42-71-45,0015-001-001,GAS (FOR LIGHTING/COOKING),NO,
58-42-71-45,0015-001-001,WATER,NO,
58-42-71-45,0015-001-001,PETROL OR DIESEL,YES,12000
58-42-71-45,0015-001-001,CELL PHONE VOUCHER,YES,20000
58-42-71-45,0015-001-001,CHARCOAL,YES,6000
58-42-71-45,0015-001-001,"MILLING FEES, GRAIN",YES,4000
58-42-71-45,0015-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,3600
58-42-71-45,0015-001-001,CLOTHES SOAP (POWDER),YES,6000
58-42-71-45,0015-001-001,"TOOTHPASTE, TOOTHBRUSH",YES,1200
58-42-71-45,0015-001-001,TOILET PAPER,NO,
58-42-71-45,0015-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,1500
58-42-71-45,0015-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,1000
58-42-71-45,0015-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
58-42-71-45,0015-001-001,LIGHT BULBS,NO,
58-42-71-45,0015-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
58-42-71-45,0015-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",YES,10000
58-42-71-45,0015-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",YES,20000
58-42-71-45,0015-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
58-42-71-45,0015-001-001,WAGES PAID TO SERVANTS,NO,
58-42-71-45,0015-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
58-42-71-45,0015-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",YES,25000
89-06-03-18,0016-001-001,CIGARETTES OR TOBACCO,YES,1500
89-06-03-18,0016-001-001,MATCHES,YES,400
89-06-03-18,0016-001-001,PUBLIC TRANSPORT,NO,
89-06-03-18,0016-001-001,KEROSENE,NO,
89-06-03-18,0016-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
89-06-03-18,0016-001-001,GAS (FOR LIGHTING/COOKING),NO,
89-06-03-18,0016-001-001,WATER,NO,
89-06-03-18,0016-001-001,PETROL OR DIESEL,NO,
89-06-03-18,0016-001-001,CELL PHONE VOUCHER,NO,
89-06-03-18,0016-001-001,CHARCOAL,,
89-06-03-18,0016-001-001,"MILLING FEES, GRAIN",YES,4000
89-06-03-18,0016-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,1000
89-06-03-18,0016-001-001,CLOTHES SOAP (POWDER),YES,1000
89-06-03-18,0016-001-001,"TOOTHPASTE, TOOTHBRUSH",YES,500
89-06-03-18,0016-001-001,TOILET PAPER,NO,
89-06-03-18,0016-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",NO,
89-06-03-18,0016-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,200
89-06-03-18,0016-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
89-06-03-18,0016-001-001,LIGHT BULBS,NO,
89-06-03-18,0016-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
89-06-03-18,0016-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",YES,1000
89-06-03-18,0016-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
89-06-03-18,0016-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
89-06-03-18,0016-001-001,WAGES PAID TO SERVANTS,NO,
89-06-03-18,0016-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
89-06-03-18,0016-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
73-26-58-64,0016-001-002,CIGARETTES OR TOBACCO,NO,
73-26-58-64,0016-001-002,MATCHES,YES,400
73-26-58-64,0016-001-002,PUBLIC TRANSPORT,NO,
73-26-58-64,0016-001-002,KEROSENE,NO,
73-26-58-64,0016-001-002,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
73-26-58-64,0016-001-002,GAS (FOR LIGHTING/COOKING),NO,
73-26-58-64,0016-001-002,WATER,NO,
73-26-58-64,0016-001-002,PETROL OR DIESEL,NO,
73-26-58-64,0016-001-002,CELL PHONE VOUCHER,NO,
73-26-58-64,0016-001-002,CHARCOAL,NO,
73-26-58-64,0016-001-002,"MILLING FEES, GRAIN",YES,3000
73-26-58-64,0016-001-002,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,6000
73-26-58-64,0016-001-002,CLOTHES SOAP (POWDER),YES,9000
73-26-58-64,0016-001-002,"TOOTHPASTE, TOOTHBRUSH",YES,1500
73-26-58-64,0016-001-002,TOILET PAPER,NO,
73-26-58-64,0016-001-002,"GLYCERINE, VASELINE, SKIN CREAMS",YES,2500
73-26-58-64,0016-001-002,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,600
73-26-58-64,0016-001-002,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
73-26-58-64,0016-001-002,LIGHT BULBS,NO,
73-26-58-64,0016-001-002,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
73-26-58-64,0016-001-002,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
73-26-58-64,0016-001-002,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
73-26-58-64,0016-001-002,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
73-26-58-64,0016-001-002,WAGES PAID TO SERVANTS,NO,
73-26-58-64,0016-001-002,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
73-26-58-64,0016-001-002,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
56-32-76-33,0017-001-001,CIGARETTES OR TOBACCO,NO,
56-32-76-33,0017-001-001,MATCHES,NO,
56-32-76-33,0017-001-001,PUBLIC TRANSPORT,NO,
56-32-76-33,0017-001-001,KEROSENE,NO,
56-32-76-33,0017-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
56-32-76-33,0017-001-001,GAS (FOR LIGHTING/COOKING),NO,
56-32-76-33,0017-001-001,WATER,NO,
56-32-76-33,0017-001-001,PETROL OR DIESEL,NO,
56-32-76-33,0017-001-001,CELL PHONE VOUCHER,YES,3000
56-32-76-33,0017-001-001,CHARCOAL,YES,1000
56-32-76-33,0017-001-001,"MILLING FEES, GRAIN",YES,3200
56-32-76-33,0017-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,2500
56-32-76-33,0017-001-001,CLOTHES SOAP (POWDER),YES,2000
56-32-76-33,0017-001-001,"TOOTHPASTE, TOOTHBRUSH",YES,1000
56-32-76-33,0017-001-001,TOILET PAPER,NO,
56-32-76-33,0017-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,1000
56-32-76-33,0017-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,2000
56-32-76-33,0017-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
56-32-76-33,0017-001-001,LIGHT BULBS,NO,
56-32-76-33,0017-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
56-32-76-33,0017-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",YES,20000
56-32-76-33,0017-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
56-32-76-33,0017-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
56-32-76-33,0017-001-001,WAGES PAID TO SERVANTS,NO,
56-32-76-33,0017-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
56-32-76-33,0017-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
82-18-18-76,0017-002-001,CIGARETTES OR TOBACCO,NO,
82-18-18-76,0017-002-001,MATCHES,YES,200
82-18-18-76,0017-002-001,PUBLIC TRANSPORT,NO,
82-18-18-76,0017-002-001,KEROSENE,NO,
82-18-18-76,0017-002-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,10000
82-18-18-76,0017-002-001,GAS (FOR LIGHTING/COOKING),YES,19000
82-18-18-76,0017-002-001,WATER,YES,5000
82-18-18-76,0017-002-001,PETROL OR DIESEL,NO,
82-18-18-76,0017-002-001,CELL PHONE VOUCHER,YES,6000
82-18-18-76,0017-002-001,CHARCOAL,YES,15000
82-18-18-76,0017-002-001,"MILLING FEES, GRAIN",NO,
82-18-18-76,0017-002-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,6000
82-18-18-76,0017-002-001,CLOTHES SOAP (POWDER),YES,500
82-18-18-76,0017-002-001,"TOOTHPASTE, TOOTHBRUSH",YES,3500
82-18-18-76,0017-002-001,TOILET PAPER,NO,
82-18-18-76,0017-002-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,5000
82-18-18-76,0017-002-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",NO,
82-18-18-76,0017-002-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
82-18-18-76,0017-002-001,LIGHT BULBS,YES,3500
82-18-18-76,0017-002-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
82-18-18-76,0017-002-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
82-18-18-76,0017-002-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
82-18-18-76,0017-002-001,"BICYCLE SERVICE, REPAIR, OR PARTS",YES,12000
82-18-18-76,0017-002-001,WAGES PAID TO SERVANTS,NO,
82-18-18-76,0017-002-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
82-18-18-76,0017-002-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
39-47-88-39,0018-001-001,CIGARETTES OR TOBACCO,NO,
39-47-88-39,0018-001-001,MATCHES,NO,
39-47-88-39,0018-001-001,PUBLIC TRANSPORT,YES,37000
39-47-88-39,0018-001-001,KEROSENE,NO,
39-47-88-39,0018-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,5000
39-47-88-39,0018-001-001,GAS (FOR LIGHTING/COOKING),NO,
39-47-88-39,0018-001-001,WATER,NO,
39-47-88-39,0018-001-001,PETROL OR DIESEL,NO,
39-47-88-39,0018-001-001,CELL PHONE VOUCHER,YES,10000
39-47-88-39,0018-001-001,CHARCOAL,YES,10000
39-47-88-39,0018-001-001,"MILLING FEES, GRAIN",YES,3000
39-47-88-39,0018-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,7500
39-47-88-39,0018-001-001,CLOTHES SOAP (POWDER),YES,1000
39-47-88-39,0018-001-001,"TOOTHPASTE, TOOTHBRUSH",YES,1200
39-47-88-39,0018-001-001,TOILET PAPER,NO,
39-47-88-39,0018-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,2000
39-47-88-39,0018-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",NO,
39-47-88-39,0018-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
39-47-88-39,0018-001-001,LIGHT BULBS,YES,5000
39-47-88-39,0018-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
39-47-88-39,0018-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",,
39-47-88-39,0018-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
39-47-88-39,0018-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
39-47-88-39,0018-001-001,WAGES PAID TO SERVANTS,NO,
39-47-88-39,0018-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
39-47-88-39,0018-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
40-73-12-41,0020-001-001,CIGARETTES OR TOBACCO,NO,
40-73-12-41,0020-001-001,MATCHES,YES,500
40-73-12-41,0020-001-001,PUBLIC TRANSPORT,NO,
40-73-12-41,0020-001-001,KEROSENE,NO,
40-73-12-41,0020-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
40-73-12-41,0020-001-001,GAS (FOR LIGHTING/COOKING),NO,
40-73-12-41,0020-001-001,WATER,NO,
40-73-12-41,0020-001-001,PETROL OR DIESEL,NO,
40-73-12-41,0020-001-001,CELL PHONE VOUCHER,YES,6000
40-73-12-41,0020-001-001,CHARCOAL,NO,
40-73-12-41,0020-001-001,"MILLING FEES, GRAIN",YES,4000
40-73-12-41,0020-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,4800
40-73-12-41,0020-001-001,CLOTHES SOAP (POWDER),YES,2400
40-73-12-41,0020-001-001,"TOOTHPASTE, TOOTHBRUSH",YES,1500
40-73-12-41,0020-001-001,TOILET PAPER,NO,
40-73-12-41,0020-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,1500
40-73-12-41,0020-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,500
40-73-12-41,0020-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
40-73-12-41,0020-001-001,LIGHT BULBS,NO,
40-73-12-41,0020-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
40-73-12-41,0020-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",YES,10000
40-73-12-41,0020-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
40-73-12-41,0020-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
40-73-12-41,0020-001-001,WAGES PAID TO SERVANTS,NO,
40-73-12-41,0020-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
40-73-12-41,0020-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
91-29-35-18,0021-001-002,CIGARETTES OR TOBACCO,NO,
91-29-35-18,0021-001-002,MATCHES,NO,
91-29-35-18,0021-001-002,PUBLIC TRANSPORT,YES,2000
91-29-35-18,0021-001-002,KEROSENE,NO,
91-29-35-18,0021-001-002,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
91-29-35-18,0021-001-002,GAS (FOR LIGHTING/COOKING),YES,21000
91-29-35-18,0021-001-002,WATER,YES,14000
91-29-35-18,0021-001-002,PETROL OR DIESEL,NO,
91-29-35-18,0021-001-002,CELL PHONE VOUCHER,YES,15000
91-29-35-18,0021-001-002,CHARCOAL,NO,
91-29-35-18,0021-001-002,"MILLING FEES, GRAIN",NO,
91-29-35-18,0021-001-002,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,8000
91-29-35-18,0021-001-002,CLOTHES SOAP (POWDER),YES,2000
91-29-35-18,0021-001-002,"TOOTHPASTE, TOOTHBRUSH",YES,2000
91-29-35-18,0021-001-002,TOILET PAPER,YES,7400
91-29-35-18,0021-001-002,"GLYCERINE, VASELINE, SKIN CREAMS",NO,
91-29-35-18,0021-001-002,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",NO,
91-29-35-18,0021-001-002,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
91-29-35-18,0021-001-002,LIGHT BULBS,NO,
91-29-35-18,0021-001-002,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
91-29-35-18,0021-001-002,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
91-29-35-18,0021-001-002,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
91-29-35-18,0021-001-002,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
91-29-35-18,0021-001-002,WAGES PAID TO SERVANTS,NO,
91-29-35-18,0021-001-002,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
91-29-35-18,0021-001-002,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
52-25-14-40,0023-001-001,CIGARETTES OR TOBACCO,NO,
52-25-14-40,0023-001-001,MATCHES,NO,
52-25-14-40,0023-001-001,PUBLIC TRANSPORT,NO,
52-25-14-40,0023-001-001,KEROSENE,NO,
52-25-14-40,0023-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,30000
52-25-14-40,0023-001-001,GAS (FOR LIGHTING/COOKING),YES,50000
52-25-14-40,0023-001-001,WATER,YES,60000
52-25-14-40,0023-001-001,PETROL OR DIESEL,YES,250000
52-25-14-40,0023-001-001,CELL PHONE VOUCHER,YES,100000
52-25-14-40,0023-001-001,CHARCOAL,NO,
52-25-14-40,0023-001-001,"MILLING FEES, GRAIN",NO,
52-25-14-40,0023-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,2500
52-25-14-40,0023-001-001,CLOTHES SOAP (POWDER),YES,7000
52-25-14-40,0023-001-001,"TOOTHPASTE, TOOTHBRUSH",YES,10000
52-25-14-40,0023-001-001,TOILET PAPER,YES,5000
52-25-14-40,0023-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,5000
52-25-14-40,0023-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,50000
52-25-14-40,0023-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",YES,5000
52-25-14-40,0023-001-001,LIGHT BULBS,NO,
52-25-14-40,0023-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
52-25-14-40,0023-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",YES,200000
52-25-14-40,0023-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",YES,140000
52-25-14-40,0023-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
52-25-14-40,0023-001-001,WAGES PAID TO SERVANTS,NO,
52-25-14-40,0023-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
52-25-14-40,0023-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
96-43-78-97,0024-001-001,CIGARETTES OR TOBACCO,NO,
96-43-78-97,0024-001-001,MATCHES,YES,500
96-43-78-97,0024-001-001,PUBLIC TRANSPORT,YES,5000
96-43-78-97,0024-001-001,KEROSENE,NO,
96-43-78-97,0024-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,15000
96-43-78-97,0024-001-001,GAS (FOR LIGHTING/COOKING),NO,
96-43-78-97,0024-001-001,WATER,NO,
96-43-78-97,0024-001-001,PETROL OR DIESEL,YES,65000
