interview__key,sdd_hhid,hh_q14,sourceid,hh_q15,hh_q16,hh_q17,hh_q18,hh_q19,hh_q20,hh_q21_1,hh_q21_2,hh_q22_1,hh_q22_2,hh_q22_3,hh_q23,hh_q25_1,hh_q25_2,hh_q26,hh_q27_1,hh_q27_2,hh_q24_1,hh_q24_2,hh_q24_3
69-69-83-72,0493-001-001,YES,1,**CONFIDENTIAL**,SON,25,MALE,F4,DAR ES SALAAM,YEARS,3,M-PESA,,,30000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
47-92-40-90,0494-001-001,NO,,,,,,,,,,,,,,,,,,,,,
94-84-76-53,0494-105-001,YES,1,**CONFIDENTIAL**,OTHER (SPECIFY),40,MALE,D7,DODOMA,YEARS,20,M-PESA,,,20000,2,,NONE,,,OTHER (SPECIFY),,
94-84-76-53,0494-105-001,YES,2,**CONFIDENTIAL**,DAUGHTER,38,FEMALE,D7,DODOMA,YEARS,10,M-PESA,,,12000,2,,NONE,,,OTHER (SPECIFY),,
24-90-97-55,0495-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,43,FEMALE,D7,SINGIDA,YEARS,20,OTHER (SPECIFY),,,10000,1,2,20000,1,2,HOUSEHOLD CONSUMPTION,,
85-40-12-14,0496-001-002,YES,1,**CONFIDENTIAL**,SON,35,MALE,D7,SINGIDA,YEARS,35,OTHER (SPECIFY),,,100000,2,,50000,2,,HOUSEHOLD CONSUMPTION,,
85-40-12-14,0496-001-002,YES,2,**CONFIDENTIAL**,DAUGHTER,43,MALE,D7,SINGIDA,YEARS,43,OTHER (SPECIFY),,,100000,2,,30000,2,,HOUSEHOLD CONSUMPTION,,
85-40-12-14,0496-001-002,YES,3,**CONFIDENTIAL**,DAUGHTER,40,MALE,F4,DAR ES SALAAM,YEARS,10,OTHER (SPECIFY),,,0,,,20000,2,,,,
82-96-20-56,0497-001-001,NO,,,,,,,,,,,,,,,,,,,,,
58-25-83-45,0497-001-003,NO,,,,,,,,,,,,,,,,,,,,,
86-35-99-27,0498-001-001,YES,1,**CONFIDENTIAL**,SON,37,MALE,D7,ARUSHA,YEARS,9,M-PESA,,,220000,1,,150000,1,,HOUSEHOLD CONSUMPTION,,
85-30-11-93,0498-001-006,YES,1,**CONFIDENTIAL**,SON,35,MALE,F4,SINGIDA,YEARS,35,M-PESA,FRIENDS/RELATIVES,,200000,1,,50000,1,,HOUSEHOLD CONSUMPTION,EDUCATION,
24-45-26-49,0498-004-001,NO,,,,,,,,,,,,,,,,,,,,,
31-15-31-20,0499-001-001,NO,,,,,,,,,,,,,,,,,,,,,
51-60-75-13,0499-001-004,YES,1,**CONFIDENTIAL**,IN-LAW,74,MALE,D7,GEITA,YEARS,74,M-PESA,,,9000,2,,NONE,,,HOUSEHOLD CONSUMPTION,,
51-60-75-13,0499-001-004,YES,2,**CONFIDENTIAL**,IN-LAW,30,MALE,F2,GEITA,YEARS,30,M-PESA,,,12000,2,,NONE,,,HOUSEHOLD CONSUMPTION,,
98-78-01-38,0499-004-002,NO,,,,,,,,,,,,,,,,,,,,,
66-76-23-69,0500-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,34,FEMALE,'O'+COURSE,KATAVI,YEARS,10,M-PESA,FRIENDS/RELATIVES,,6000000,1,,500000,1,,EDUCATION,HOUSEHOLD CONSUMPTION,
81-34-91-83,0501-001-001,NO,,,,,,,,,,,,,,,,,,,,,
94-06-30-25,0502-001-002,NO,,,,,,,,,,,,,,,,,,,,,
99-52-98-92,0502-004-001,YES,1,**CONFIDENTIAL**,BROTHER,50,MALE,D7,DAR ES SALAAM,YEARS,5,FRIENDS/RELATIVES,,,20000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
20-96-70-22,0503-001-001,NO,,,,,,,,,,,,,,,,,,,,,
65-14-61-05,0504-008-001,NO,,,,,,,,,,,,,,,,,,,,,
35-13-18-76,0504-008-008,NO,,,,,,,,,,,,,,,,,,,,,
08-87-48-82,0505-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,34,FEMALE,D7,ARUSHA,YEARS,32,M-PESA,,,50000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
83-21-21-03,0505-001-002,YES,1,**CONFIDENTIAL**,SPOUSE,32,MALE,D7,SINGIDA,YEARS,32,OTHER (SPECIFY),,,100000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
31-41-21-88,0506-001-001,NO,,,,,,,,,,,,,,,,,,,,,
99-79-94-61,0506-003-001,NO,,,,,,,,,,,,,,,,,,,,,
30-76-15-30,0508-001-001,NO,,,,,,,,,,,,,,,,,,,,,
02-51-58-04,0509-001-001,NO,,,,,,,,,,,,,,,,,,,,,
10-51-31-09,0510-001-001,NO,,,,,,,,,,,,,,,,,,,,,
21-30-35-20,0510-003-001,NO,,,,,,,,,,,,,,,,,,,,,
17-59-80-31,0511-001-001,NO,,,,,,,,,,,,,,,,,,,,,
02-15-25-91,0512-001-001,NO,,,,,,,,,,,,,,,,,,,,,
29-85-19-31,0513-001-001,YES,1,**CONFIDENTIAL**,BROTHER,75,MALE,D7,DAR ES SALAAM,YEARS,30,FRIENDS/RELATIVES,,,0,,,42000,1,,,,
50-14-76-19,0514-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,19,MALE,D7,SINGIDA,YEARS,19,TIGO PESA,,,30000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
16-94-94-48,0515-001-001,YES,1,**CONFIDENTIAL**,SON,47,MALE,D7,MANYARA,YEARS,29,AIRTEL MONEY,OTHER (SPECIFY),,20000,1,2,15000,1,2,HOUSEHOLD CONSUMPTION,,
16-94-94-48,0515-001-001,YES,2,**CONFIDENTIAL**,SON,32,MALE,D7,MANYARA,YEARS,15,AIRTEL MONEY,,,24000,1,2,50000,1,2,HOUSEHOLD CONSUMPTION,,
16-94-94-48,0515-001-001,YES,3,**CONFIDENTIAL**,OTHER RELATIVE,27,MALE,'O'+COURSE,GEITA,YEARS,4,OTHER (SPECIFY),,,10000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
24-89-62-63,0515-003-001,NO,,,,,,,,,,,,,,,,,,,,,
17-70-91-53,0516-001-001,NO,,,,,,,,,,,,,,,,,,,,,
55-47-18-86,0517-001-001,NO,,,,,,,,,,,,,,,,,,,,,
10-21-26-14,0518-001-001,NO,,,,,,,,,,,,,,,,,,,,,
57-94-84-68,0519-001-002,NO,,,,,,,,,,,,,,,,,,,,,
92-69-46-35,0521-001-001,NO,,,,,,,,,,,,,,,,,,,,,
85-65-43-35,0521-001-003,NO,,,,,,,,,,,,,,,,,,,,,
34-50-10-45,0521-001-011,NO,,,,,,,,,,,,,,,,,,,,,
75-59-73-61,0522-001-001,NO,,,,,,,,,,,,,,,,,,,,,
81-44-06-49,0525-001-001,NO,,,,,,,,,,,,,,,,,,,,,
84-11-21-22,0525-003-001,YES,1,**CONFIDENTIAL**,SON,29,MALE,D7,SHINYANGA,YEARS,29,OTHER (SPECIFY),,,30000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
84-11-21-22,0525-003-001,YES,2,**CONFIDENTIAL**,OTHER (SPECIFY),39,MALE,D7,SHINYANGA,YEARS,39,OTHER (SPECIFY),,,40000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
44-54-17-13,0525-003-004,NO,,,,,,,,,,,,,,,,,,,,,
36-34-79-20,0525-004-001,NO,,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,NO,,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,73,MALE,D4,TABORA,YEARS,13,OTHER (SPECIFY),,,0,,,20000,1,2,,,
21-20-05-63,0526-001-001,NO,,,,,,,,,,,,,,,,,,,,,
84-63-95-42,0528-001-001,NO,,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,YES,1,**CONFIDENTIAL**,SON,21,MALE,D7,TABORA,YEARS,21,OTHER (SPECIFY),,,100000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
96-96-12-14,0528-001-003,NO,,,,,,,,,,,,,,,,,,,,,
34-63-46-69,0528-001-005,YES,1,**CONFIDENTIAL**,PARENT,58,MALE,D7,TABORA,YEARS,16,FRIENDS/RELATIVES,,,0,,,210000,1,2,,,
16-41-04-04,0529-001-001,NO,,,,,,,,,,,,,,,,,,,,,
04-32-04-23,0529-001-003,YES,1,**CONFIDENTIAL**,PARENT,76,MALE,D4,TABORA,YEARS,44,FRIENDS/RELATIVES,,,50000,1,2,300000,1,2,HOUSEHOLD CONSUMPTION,,
12-26-30-56,0529-001-009,NO,,,,,,,,,,,,,,,,,,,,,
26-24-72-45,0530-001-001,NO,,,,,,,,,,,,,,,,,,,,,
53-12-65-26,0530-001-003,NO,,,,,,,,,,,,,,,,,,,,,
79-87-34-06,0531-001-001,NO,,,,,,,,,,,,,,,,,,,,,
92-68-11-85,0532-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,25,FEMALE,U3,DAR ES SALAAM,YEARS,2,M-PESA,,,1600000,1,2,150000,1,2,HOUSEHOLD CONSUMPTION,,
08-64-64-36,0534-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,30,FEMALE,D7,SHINYANGA,YEARS,5,AIRTEL MONEY,,,20000,1,2,5000,1,2,HEALTH,,
08-64-64-36,0534-001-001,YES,2,**CONFIDENTIAL**,DAUGHTER,23,FEMALE,F4,GEITA,YEARS,5,AIRTEL MONEY,,,10000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
08-64-64-36,0534-001-001,YES,3,**CONFIDENTIAL**,DAUGHTER,28,FEMALE,D7,TABORA,YEARS,2,OTHER (SPECIFY),,,10000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
08-64-64-36,0534-001-001,YES,4,**CONFIDENTIAL**,OTHER RELATIVE,22,FEMALE,D7,SHINYANGA,YEARS,20,OTHER (SPECIFY),,,10000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
69-69-02-73,0534-001-003,YES,1,**CONFIDENTIAL**,PARENT,54,MALE,D7,TABORA,YEARS,45,M-PESA,,,30000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
30-98-08-59,0535-001-001,NO,,,,,,,,,,,,,,,,,,,,,
47-29-66-48,0535-006-001,YES,1,**CONFIDENTIAL**,SON,21,MALE,D7,DAR ES SALAAM,YEARS,5,M-PESA,,,20000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
01-41-05-70,0536-001-001,NO,,,,,,,,,,,,,,,,,,,,,
98-57-18-93,0537-001-001,NO,,,,,,,,,,,,,,,,,,,,,
68-28-88-02,0539-001-001,NO,,,,,,,,,,,,,,,,,,,,,
37-80-27-56,0540-001-001,YES,1,**CONFIDENTIAL**,SON,51,MALE,U3,MBEYA,YEARS,15,M-PESA,,,50000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
37-80-27-56,0540-001-001,YES,2,**CONFIDENTIAL**,SON,35,MALE,F4,RUKWA,YEARS,15,M-PESA,,,30000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
37-42-25-72,0541-001-001,NO,,,,,,,,,,,,,,,,,,,,,
30-80-71-86,0542-001-002,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,24,MALE,F4,MBEYA,YEARS,3,M-PESA,,,200000,7,,NONE,,,HOUSEHOLD CONSUMPTION,FARMING,
12-00-28-08,0543-001-001,YES,1,**CONFIDENTIAL**,SON,25,MALE,D7,GEITA,YEARS,3,M-PESA,,,50000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
86-66-07-32,0544-001-001,YES,1,**CONFIDENTIAL**,FRIEND,47,MALE,D7,SIMIYU,YEARS,21,M-PESA,,,120000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
25-52-41-32,0545-006-001,YES,1,**CONFIDENTIAL**,PARENT,50,FEMALE,U5 & +,DAR ES SALAAM,YEARS,6,FRIENDS/RELATIVES,,,400000,2,,NONE,,,HOUSEHOLD CONSUMPTION,,
36-69-26-36,0545-006-003,NO,,,,,,,,,,,,,,,,,,,,,
15-14-78-14,0545-008-001,NO,,,,,,,,,,,,,,,,,,,,,
20-78-49-50,0547-001-001,YES,1,**CONFIDENTIAL**,SON,50,MALE,'O'+COURSE,MANYARA,YEARS,22,BANK ACCOUNT,,,2400000,1,,NONE,,,HOUSEHOLD CONSUMPTION,OTHER (SPECIFY),
20-78-49-50,0547-001-001,YES,2,**CONFIDENTIAL**,SON,46,MALE,'O'+COURSE,DAR ES SALAAM,YEARS,6,BANK ACCOUNT,,,400000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
20-78-49-50,0547-001-001,YES,3,**CONFIDENTIAL**,DAUGHTER,47,FEMALE,D7,SIMIYU,YEARS,47,OTHER (SPECIFY),,,0,,,24000,1,,,,
60-56-78-78,0547-001-002,NO,,,,,,,,,,,,,,,,,,,,,
26-14-17-11,0548-001-001,NO,,,,,,,,,,,,,,,,,,,,,
67-70-48-74,0548-002-001,YES,1,**CONFIDENTIAL**,SON,35,MALE,'O'+COURSE,MARA,YEARS,4,M-PESA,OTHER (SPECIFY),,500000,1,,105000,1,,HOUSEHOLD CONSUMPTION,EDUCATION,HEALTH
67-70-48-74,0548-002-001,YES,2,**CONFIDENTIAL**,DAUGHTER,29,FEMALE,F4,MWANZA,YEARS,3,M-PESA,,,20000,1,,40000,1,,HOUSEHOLD CONSUMPTION,OTHER (SPECIFY),
67-70-48-74,0548-002-001,YES,3,**CONFIDENTIAL**,DAUGHTER,32,FEMALE,F2,TABORA,YEARS,4,OTHER (SPECIFY),,,200000,1,,50000,1,,HOUSEHOLD CONSUMPTION,,
29-47-94-46,0548-002-002,YES,1,**CONFIDENTIAL**,BROTHER,36,MALE,F4,MARA,YEARS,36,M-PESA,,,10000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
29-47-94-46,0548-002-002,YES,2,**CONFIDENTIAL**,IN-LAW,36,MALE,'A'+COURSE,MARA,YEARS,4,M-PESA,,,30000,2,,NONE,,,HOUSEHOLD CONSUMPTION,,
91-35-93-10,0549-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,75,FEMALE,NO EDUCATION,SINGIDA,YEARS,75,OTHER (SPECIFY),,,0,,,34000,1,4,,,
91-35-93-10,0549-001-001,YES,2,**CONFIDENTIAL**,OTHER (SPECIFY),25,FEMALE,D7,TABORA,YEARS,25,OTHER (SPECIFY),,,40000,4,,NONE,,,HOUSEHOLD CONSUMPTION,,
15-00-68-84,0549-001-002,YES,1,**CONFIDENTIAL**,PARENT,70,MALE,D7,TABORA,YEARS,40,OTHER (SPECIFY),,,110000,1,,50000,1,,HOUSEHOLD CONSUMPTION,BUSINESS,
15-00-68-84,0549-001-002,YES,2,**CONFIDENTIAL**,BROTHER,36,MALE,U3,MARA,YEARS,7,OTHER (SPECIFY),,,70000,1,,NONE,,,BUSINESS,HOUSEHOLD CONSUMPTION,
12-92-38-13,0550-001-001,NO,,,,,,,,,,,,,,,,,,,,,
22-35-45-21,0551-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,34,FEMALE,DIPLOMA,DAR ES SALAAM,YEARS,7,M-PESA,OTHER (SPECIFY),,300000,2,,60000,2,,HOUSEHOLD CONSUMPTION,,
22-35-45-21,0551-001-001,YES,2,**CONFIDENTIAL**,DAUGHTER,32,FEMALE,DIPLOMA,TABORA,YEARS,4,OTHER (SPECIFY),,,200000,1,2,100000,1,2,HOUSEHOLD CONSUMPTION,,
22-35-45-21,0551-001-001,YES,3,**CONFIDENTIAL**,DAUGHTER,26,FEMALE,DIPLOMA,SHINYANGA,YEARS,7,OTHER (SPECIFY),,,50000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
22-35-45-21,0551-001-001,YES,4,**CONFIDENTIAL**,OTHER RELATIVE,26,MALE,U4,MWANZA,YEARS,5,OTHER (SPECIFY),,,80000,1,,45000,1,,BUSINESS,,
34-63-03-45,0551-001-003,NO,,,,,,,,,,,,,,,,,,,,,
05-83-32-40,0551-001-006,YES,1,**CONFIDENTIAL**,SISTER,33,FEMALE,DIPLOMA,TABORA,YEARS,4,OTHER (SPECIFY),,,20000,1,,30000,1,,HOUSEHOLD CONSUMPTION,,
74-15-69-60,0552-001-001,NO,,,,,,,,,,,,,,,,,,,,,
21-74-91-31,0553-001-001,NO,,,,,,,,,,,,,,,,,,,,,
75-36-95-19,0554-001-001,NO,,,,,,,,,,,,,,,,,,,,,
12-86-07-37,0554-003-001,YES,1,**CONFIDENTIAL**,SON,53,MALE,D7,TABORA,YEARS,20,OTHER (SPECIFY),,,150000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
12-86-07-37,0554-003-001,YES,2,**CONFIDENTIAL**,DAUGHTER,47,FEMALE,D7,TABORA,YEARS,20,OTHER (SPECIFY),,,100000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
10-60-75-53,0555-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,52,FEMALE,D7,TABORA,YEARS,10,OTHER (SPECIFY),,,14000,1,,50000,1,,HOUSEHOLD CONSUMPTION,,
53-84-84-32,0557-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,18,MALE,D7,TABORA,YEARS,1,AIRTEL MONEY,,,5000,2,,NONE,,,HOUSEHOLD CONSUMPTION,,
67-80-33-73,0559-001-001,YES,1,**CONFIDENTIAL**,NGO/RELIGIOUS INSTITUTION,,,,MWANZA,,,FRIENDS/RELATIVES,,,60000,6,,40000,6,,EDUCATION,,
08-79-34-76,0565-001-001,YES,1,**CONFIDENTIAL**,SON,27,MALE,D2,RUKWA,YEARS,27,OTHER (SPECIFY),,,50000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
08-79-34-76,0565-001-001,YES,2,**CONFIDENTIAL**,DAUGHTER,29,FEMALE,D7,RUKWA,YEARS,29,OTHER (SPECIFY),,,45000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
82-44-68-41,0565-003-001,NO,,,,,,,,,,,,,,,,,,,,,
94-14-64-63,0565-004-001,YES,1,**CONFIDENTIAL**,FRIEND,50,MALE,NO EDUCATION,RUKWA,YEARS,10,OTHER (SPECIFY),,,40000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
34-81-69-35,0565-005-001,NO,,,,,,,,,,,,,,,,,,,,,
24-83-68-12,0566-001-001,NO,,,,,,,,,,,,,,,,,,,,,
28-88-07-10,0567-001-001,NO,,,,,,,,,,,,,,,,,,,,,
38-87-96-66,0568-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,50,FEMALE,D7,RUKWA,YEARS,32,OTHER (SPECIFY),,,7000,2,,NONE,,,HOUSEHOLD CONSUMPTION,,
83-04-78-20,0569-001-001,NO,,,,,,,,,,,,,,,,,,,,,
15-73-35-36,0570-001-001,NO,,,,,,,,,,,,,,,,,,,,,
03-83-80-72,0571-001-001,YES,1,**CONFIDENTIAL**,SON,30,MALE,'A'+COURSE,RUKWA,YEARS,6,FRIENDS/RELATIVES,,,184000,1,2,200000,1,2,HOUSEHOLD CONSUMPTION,,
03-83-80-72,0571-001-001,YES,2,**CONFIDENTIAL**,DAUGHTER,30,FEMALE,D7,RUKWA,YEARS,5,FRIENDS/RELATIVES,M-PESA,,100000,1,2,250000,1,2,HOUSEHOLD CONSUMPTION,EDUCATION,
54-39-02-08,0571-104-001,NO,,,,,,,,,,,,,,,,,,,,,
90-97-25-55,0572-001-003,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,60,MALE,D7,RUKWA,YEARS,30,OTHER (SPECIFY),,,0,,,250000,6,,,,
91-66-88-33,0573-001-001,NO,,,,,,,,,,,,,,,,,,,,,
49-17-08-99,0573-001-003,NO,,,,,,,,,,,,,,,,,,,,,
92-86-58-31,0573-001-006,NO,,,,,,,,,,,,,,,,,,,,,
07-49-15-09,0573-003-001,NO,,,,,,,,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,YES,1,**CONFIDENTIAL**,BROTHER,60,MALE,D1,DODOMA,YEARS,4,OTHER (SPECIFY),,,150000,1,,NONE,,,HOUSEHOLD CONSUMPTION,HEALTH,
43-12-35-35,0573-003-005,NO,,,,,,,,,,,,,,,,,,,,,
44-14-27-75,0573-003-013,NO,,,,,,,,,,,,,,,,,,,,,
06-06-62-86,0573-006-001,YES,1,**CONFIDENTIAL**,SON,35,MALE,NO EDUCATION,RUKWA,YEARS,5,FRIENDS/RELATIVES,,,200000,1,2,18000,1,,HOUSEHOLD CONSUMPTION,,
06-06-62-86,0573-006-001,YES,2,**CONFIDENTIAL**,SON,37,MALE,NO EDUCATION,RUKWA,YEARS,10,FRIENDS/RELATIVES,,,100000,1,2,20000,1,2,HOUSEHOLD CONSUMPTION,,
06-06-62-86,0573-006-001,YES,3,**CONFIDENTIAL**,SON,30,MALE,NO EDUCATION,RUKWA,YEARS,6,FRIENDS/RELATIVES,,,50000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
06-06-62-86,0573-006-001,YES,4,**CONFIDENTIAL**,SON,26,MALE,NO EDUCATION,RUKWA,YEARS,2,FRIENDS/RELATIVES,,,100000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,HEALTH,
06-06-62-86,0573-006-001,YES,5,**CONFIDENTIAL**,SON,24,MALE,NO EDUCATION,RUKWA,YEARS,10,FRIENDS/RELATIVES,,,0,,,30000,1,2,,,
41-81-57-58,0573-006-003,NO,,,,,,,,,,,,,,,,,,,,,
97-37-90-23,0573-006-009,YES,1,**CONFIDENTIAL**,SPOUSE,30,MALE,D7,RUKWA,YEARS,8,OTHER (SPECIFY),,,130000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
97-37-90-23,0573-006-009,YES,2,**CONFIDENTIAL**,PARENT,49,FEMALE,D7,RUKWA,YEARS,8,OTHER (SPECIFY),,,20000,1,,43000,1,,HOUSEHOLD CONSUMPTION,,
97-37-90-23,0573-006-009,YES,3,**CONFIDENTIAL**,PARENT,62,MALE,D7,KIGOMA,YEARS,10,OTHER (SPECIFY),,,0,,,200000,1,,,,
89-23-01-64,0574-001-001,NO,,,,,,,,,,,,,,,,,,,,,
40-69-36-56,0575-001-001,NO,,,,,,,,,,,,,,,,,,,,,
37-88-75-54,0576-001-001,NO,,,,,,,,,,,,,,,,,,,,,
71-32-15-08,0576-001-002,NO,,,,,,,,,,,,,,,,,,,,,
34-75-80-11,0577-001-002,NO,,,,,,,,,,,,,,,,,,,,,
99-75-42-97,0578-001-001,NO,,,,,,,,,,,,,,,,,,,,,
41-29-51-24,0580-001-001,NO,,,,,,,,,,,,,,,,,,,,,
63-31-46-66,0580-004-001,NO,,,,,,,,,,,,,,,,,,,,,
44-48-46-77,0581-001-001,NO,,,,,,,,,,,,,,,,,,,,,
01-70-68-94,0582-001-001,NO,,,,,,,,,,,,,,,,,,,,,
94-08-85-82,0583-001-001,NO,,,,,,,,,,,,,,,,,,,,,
21-37-46-84,0584-001-001,NO,,,,,,,,,,,,,,,,,,,,,
89-16-16-87,0585-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,45,FEMALE,D7,DAR ES SALAAM,YEARS,8,AIRTEL MONEY,,,50000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,CEREMONY,
76-83-41-82,0585-001-003,NO,,,,,,,,,,,,,,,,,,,,,
96-39-75-25,0586-001-001,NO,,,,,,,,,,,,,,,,,,,,,
95-82-35-73,0586-003-001,NO,,,,,,,,,,,,,,,,,,,,,
61-66-15-53,0588-001-001,NO,,,,,,,,,,,,,,,,,,,,,
08-69-28-04,0589-001-001,YES,1,**CONFIDENTIAL**,FRIEND,50,FEMALE,'O'+COURSE,RUKWA,YEARS,10,FRIENDS/RELATIVES,,,200000,3,,NONE,,,EDUCATION,,
81-91-49-78,0589-001-006,NO,,,,,,,,,,,,,,,,,,,,,
60-23-79-10,0589-007-001,NO,,,,,,,,,,,,,,,,,,,,,
02-23-21-86,0589-007-003,YES,1,**CONFIDENTIAL**,PARENT,56,FEMALE,D7,DAR ES SALAAM,YEARS,33,M-PESA,,,380000,2,3,NONE,,,HOUSEHOLD CONSUMPTION,,
35-07-93-93,0589-008-001,NO,,,,,,,,,,,,,,,,,,,,,
09-30-70-26,0590-001-001,NO,,,,,,,,,,,,,,,,,,,,,
91-16-58-62,0590-001-002,YES,1,**CONFIDENTIAL**,OTHER (SPECIFY),35,MALE,U3,DAR ES SALAAM,YEARS,10,AIRTEL MONEY,BANK ACCOUNT,,5000000,1,,NONE,,,EDUCATION,HOUSEHOLD CONSUMPTION,BUSINESS
48-55-92-72,0591-001-001,NO,,,,,,,,,,,,,,,,,,,,,
59-91-83-15,0592-001-001,NO,,,,,,,,,,,,,,,,,,,,,
87-24-38-48,0593-001-001,NO,,,,,,,,,,,,,,,,,,,,,
23-51-18-38,0593-002-001,NO,,,,,,,,,,,,,,,,,,,,,
99-53-65-08,0593-004-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,35,MALE,D4,KIGOMA,YEARS,35,OTHER (SPECIFY),,,10000,1,,2000,1,2,HOUSEHOLD CONSUMPTION,,
27-02-40-45,0593-005-001,YES,1,**CONFIDENTIAL**,SON,27,MALE,'O'+COURSE,KIGOMA,YEARS,4,M-PESA,,,100000,1,2,NONE,,,BUSINESS,FARMING,HOUSEHOLD CONSUMPTION
27-02-40-45,0593-005-001,YES,2,**CONFIDENTIAL**,DAUGHTER,30,FEMALE,'O'+COURSE,KAGERA,YEARS,6,M-PESA,,,80000,1,2,NONE,,,HEALTH,BUSINESS,
27-02-40-45,0593-005-001,YES,3,**CONFIDENTIAL**,BROTHER,27,MALE,'O'+COURSE,KIGOMA,YEARS,4,M-PESA,,,10000,3,,NONE,,,OTHER (SPECIFY),,
65-21-27-08,0593-005-008,YES,1,**CONFIDENTIAL**,SISTER,25,FEMALE,'O'+COURSE,KAGERA,YEARS,3,M-PESA,,,150000,1,2,15000,2,,HOUSEHOLD CONSUMPTION,,
65-21-27-08,0593-005-008,YES,2,**CONFIDENTIAL**,BROTHER,28,MALE,'O'+COURSE,KIGOMA,YEARS,2,M-PESA,,,170000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
65-21-27-08,0593-005-008,YES,3,**CONFIDENTIAL**,OTHER (SPECIFY),36,FEMALE,D7,KIGOMA,YEARS,36,OTHER (SPECIFY),,,0,,,40000,1,,,,
65-21-27-08,0593-005-008,YES,4,**CONFIDENTIAL**,SISTER,40,FEMALE,D7,KIGOMA,YEARS,40,OTHER (SPECIFY),,,0,,,10000,2,,,,
79-42-79-69,0595-001-001,NO,,,,,,,,,,,,,,,,,,,,,
81-73-84-59,0596-001-001,NO,,,,,,,,,,,,,,,,,,,,,
82-14-82-19,0596-003-001,NO,,,,,,,,,,,,,,,,,,,,,
35-87-73-75,0597-001-001,YES,1,**CONFIDENTIAL**,BROTHER,29,MALE,U3,DODOMA,YEARS,3,M-PESA,,,30000,1,,NONE,,,HEALTH,,
35-87-73-75,0597-001-001,YES,2,**CONFIDENTIAL**,OTHER RELATIVE,20,MALE,D7,DAR ES SALAAM,YEARS,3,M-PESA,,,20000,2,,NONE,,,EDUCATION,,
90-31-84-80,0598-001-001,YES,1,**CONFIDENTIAL**,SISTER,36,FEMALE,D7,KIGOMA,YEARS,36,M-PESA,OTHER (SPECIFY),,15000,1,,9000,1,,HOUSEHOLD CONSUMPTION,,
79-15-68-02,0599-001-001,NO,,,,,,,,,,,,,,,,,,,,,
39-51-58-76,0600-001-001,NO,,,,,,,,,,,,,,,,,,,,,
37-19-01-98,0601-001-001,YES,1,**CONFIDENTIAL**,SISTER,34,FEMALE,F4,DODOMA,YEARS,1,M-PESA,,,37000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
