interview__key,sdd_hhid,plotnum,plotname,ag2a_03,ag2a_04,ag2a_05,ag2a_05a,ag2a_06,ag2a_07__Accuracy,ag2a_07__Altitude,ag2a_07__Latitude,ag2a_07__Longitude,ag2a_07__Timestamp,ag2a_07a,ag2a_07b,ag2a_07c_1,ag2a_07c_2,ag2a_07c_3,ag2a_08,ag2a_09,ag2a_10
03-68-77-59,0049-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M2,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.61,RAINY
88-71-20-70,0050-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,NO,,,,,0.14,COMPLETELY CLOUDY
88-71-20-70,0050-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,M2,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.43,COMPLETELY CLOUDY
88-71-20-70,0050-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,,M3,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
62-93-39-20,0051-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.89,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
62-93-39-20,0051-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,,M2,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
62-93-39-20,0051-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,0.3,M3,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.21,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
92-89-07-22,0051-001-002,1,**CONFIDENTIAL**,,0.5,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
28-71-87-26,0051-001-003,1,**CONFIDENTIAL**,,0.2,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.18,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
00-72-79-53,0055-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.3,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,NO,,,,,0.26,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
73-41-85-14,0056-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.48,PARTLY CLOUDY / PARTLY SUNNY
73-41-85-14,0056-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.3,M2,YES,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
16-64-27-88,0057-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M1,YES,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
34-42-58-96,0058-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,3,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.46,PARTLY CLOUDY / PARTLY SUNNY
34-42-58-96,0058-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,3,M2,YES,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
34-42-58-96,0058-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,1,,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.39,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
77-68-44-59,0059-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.85,PARTLY CLOUDY / PARTLY SUNNY
77-68-44-59,0059-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M2,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.93,PARTLY CLOUDY / PARTLY SUNNY
77-68-44-59,0059-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M3,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.91,PARTLY CLOUDY / PARTLY SUNNY
44-35-85-32,0060-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,1.15,CLEAR / SUNNY
44-35-85-32,0060-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M2,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,1.5,CLEAR / SUNNY
44-35-85-32,0060-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,3,M3,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,2.4,CLEAR / SUNNY
44-35-85-32,0060-001-001,4,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.52,CLEAR / SUNNY
45-55-29-47,0061-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.1,MOSTLY CLEAR / MOSTLY SUNNY
47-61-12-15,0062-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,3,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,2.73,PARTLY CLOUDY / PARTLY SUNNY
47-61-12-15,0062-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,M2,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.44,PARTLY CLOUDY / PARTLY SUNNY
47-61-12-15,0062-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,0.7,M3,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.31,PARTLY CLOUDY / PARTLY SUNNY
47-61-12-15,0062-001-001,4,**CONFIDENTIAL**,**CONFIDENTIAL**,3,M4,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,1.84,PARTLY CLOUDY / PARTLY SUNNY
47-61-12-15,0062-001-001,5,**CONFIDENTIAL**,**CONFIDENTIAL**,1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.14,PARTLY CLOUDY / PARTLY SUNNY
35-43-12-92,0062-001-003,1,**CONFIDENTIAL**,,0.5,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
20-34-21-50,0062-004-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.4,,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,NO,,,,,0.3,CLEAR / SUNNY
67-14-39-51,0063-001-003,1,**CONFIDENTIAL**,,0.5,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
47-38-96-20,0065-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,3,M1,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
47-38-96-20,0065-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,1.5,M2,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
47-38-96-20,0065-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.13,PARTLY CLOUDY / PARTLY SUNNY
68-03-68-88,0066-002-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
32-51-53-41,0066-003-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,3,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,3.3,PARTLY CLOUDY / PARTLY SUNNY
32-51-53-41,0066-003-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,3,M2,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,4,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
32-51-53-41,0066-003-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,,M3,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
32-51-53-41,0066-003-001,4,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.48,PARTLY CLOUDY / PARTLY SUNNY
09-55-27-80,0066-003-003,1,**CONFIDENTIAL**,,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.18,COMPLETELY CLOUDY
03-98-19-65,0066-003-005,1,**CONFIDENTIAL**,,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
39-00-30-36,0066-003-006,1,**CONFIDENTIAL**,,0.5,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
47-27-42-34,0067-001-001,1,**CONFIDENTIAL**,,0.2,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,4,YES,4,,,,0.25,PARTLY CLOUDY / PARTLY SUNNY
47-27-42-34,0067-001-001,2,**CONFIDENTIAL**,,5,,YES,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
47-27-42-34,0067-001-001,3,**CONFIDENTIAL**,,5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,4,YES,4,,,,4.42,PARTLY CLOUDY / PARTLY SUNNY
33-84-05-95,0067-001-002,1,**CONFIDENTIAL**,**CONFIDENTIAL**,,M1,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
33-84-05-95,0067-001-002,2,**CONFIDENTIAL**,**CONFIDENTIAL**,,M2,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
33-84-05-95,0067-001-002,3,**CONFIDENTIAL**,**CONFIDENTIAL**,,M3,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
33-84-05-95,0067-001-002,4,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
33-84-05-95,0067-001-002,5,**CONFIDENTIAL**,**CONFIDENTIAL**,0.3,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
13-42-14-49,0067-004-001,1,**CONFIDENTIAL**,,2.5,,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,2.1,PARTLY CLOUDY / PARTLY SUNNY
13-42-14-49,0067-004-001,2,**CONFIDENTIAL**,,2,,YES,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
13-42-14-49,0067-004-001,3,**CONFIDENTIAL**,,1,,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.84,PARTLY CLOUDY / PARTLY SUNNY
13-42-14-49,0067-004-001,4,**CONFIDENTIAL**,,4,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
81-85-31-88,0069-002-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,6,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,6.32,MOSTLY CLEAR / MOSTLY SUNNY
81-85-31-88,0069-002-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,2.5,M2,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
81-85-31-88,0069-002-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,5,M3,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
81-85-31-88,0069-002-001,4,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.13,PARTLY CLOUDY / PARTLY SUNNY
91-76-63-44,0071-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,2.46,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
91-76-63-44,0071-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M2,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.65,PARTLY CLOUDY / PARTLY SUNNY
28-76-80-54,0072-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,M1,YES,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
28-76-80-54,0072-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,2,M2,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,2,PARTLY CLOUDY / PARTLY SUNNY
28-76-80-54,0072-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,,M3,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
28-76-80-54,0072-001-001,4,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.67,PARTLY CLOUDY / PARTLY SUNNY
82-54-53-99,0072-003-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,,M1,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
82-54-53-99,0072-003-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,2,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,2,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
86-08-97-34,0073-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,6,YES,6,,,,0.14,PARTLY CLOUDY / PARTLY SUNNY
86-08-97-34,0073-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.7,M2,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
86-08-97-34,0073-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,1.5,M3,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
09-96-03-52,0073-001-002,1,**CONFIDENTIAL**,,0.1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.03,PARTLY CLOUDY / PARTLY SUNNY
09-96-03-52,0073-001-002,2,**CONFIDENTIAL**,,1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
64-01-68-39,0074-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,M1,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
64-01-68-39,0074-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,M2,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.05,PARTLY CLOUDY / PARTLY SUNNY
64-01-68-39,0074-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,1.5,M3,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
64-01-68-39,0074-001-001,4,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,M4,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
64-01-68-39,0074-001-001,5,**CONFIDENTIAL**,**CONFIDENTIAL**,,M5,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
05-43-63-02,0075-001-003,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.3,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,3,YES,3,,,,0.43,PARTLY CLOUDY / PARTLY SUNNY
05-43-63-02,0075-001-003,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,M2,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
05-43-63-02,0075-001-003,3,**CONFIDENTIAL**,**CONFIDENTIAL**,,M3,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
69-76-07-75,0077-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,1.5,PARTLY CLOUDY / PARTLY SUNNY
69-76-07-75,0077-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M2,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,1.18,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
69-76-07-75,0077-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,,M3,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
69-76-07-75,0077-001-001,4,**CONFIDENTIAL**,**CONFIDENTIAL**,,M4,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
69-76-07-75,0077-001-001,5,**CONFIDENTIAL**,**CONFIDENTIAL**,,M5,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
69-76-07-75,0077-001-001,6,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M6,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
80-60-48-21,0077-003-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,,M1,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
80-60-48-21,0077-003-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,,M2,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
80-60-48-21,0077-003-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,0.3,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,8,YES,2,8,,,0.12,PARTLY CLOUDY / PARTLY SUNNY
80-60-48-21,0077-003-001,4,**CONFIDENTIAL**,**CONFIDENTIAL**,1.8,,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,8,YES,8,,,,2.41,PARTLY CLOUDY / PARTLY SUNNY
80-60-48-21,0077-003-001,5,**CONFIDENTIAL**,**CONFIDENTIAL**,0.8,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,8,YES,8,,,,0.93,PARTLY CLOUDY / PARTLY SUNNY
77-61-09-41,0078-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.43,PARTLY CLOUDY / PARTLY SUNNY
77-61-09-41,0078-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,1.5,M2,YES,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
03-09-85-87,0079-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,NO,,,,,0.54,PARTLY CLOUDY / PARTLY SUNNY
03-09-85-87,0079-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,3,M2,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,NO,,,,,1.41,PARTLY CLOUDY / PARTLY SUNNY
03-09-85-87,0079-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,,M3,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
78-16-68-29,0080-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,3,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,1.12,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
78-16-68-29,0080-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,,M2,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
78-16-68-29,0080-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,,M3,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
78-16-68-29,0080-001-001,4,**CONFIDENTIAL**,**CONFIDENTIAL**,0.7,M4,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.42,PARTLY CLOUDY / PARTLY SUNNY
