interview__key,sdd_hhid,cropid,ag5a_01,ag5a_02,ag5a_03,ag5a_04_1,ag5a_04_2,ag5a_05,ag5a_06,ag5a_07_1,ag5a_07_2,ag5a_08,ag5a_09_1,ag5a_09_2,ag5a_10_1,ag5a_10_2,ag5a_11a,ag5a_11_1,ag5a_11_2,ag5a_12,ag5a_13,ag5a_14_1,ag5a_14_2,ag5a_15,ag5a_16_1,ag5a_16_2,ag5a_17_1,ag5a_17_2,ag5a_18,ag5a_19,ag5a_20,ag5a_21,ag5a_22,ag5a_23,ag5a_24,ag5a_25,ag5a_26,ag5a_27,ag5a_28,ag5a_29,ag5a_30,ag5a_31,ag5a_32,ag5a_32a,ag5a_32b,ag5a_32c,ag5a_32d,ag5a_32e,ag5a_33,ag5a_34,ag5a_35,ag5a_36_1a,ag5a_36_1b,ag5a_36_2a,ag5a_36_2b
08-66-17-10,0456-001-001,1,YES,1200,500000,JIRANI,NDANI YA KIJIJI/MJI,1200,500000,OCTOBER,2018,3,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,YES,40,OTHER (SPECIFY),NO,,FOOD FOR HOUSEHOLD,NO,,,,120,0,0,240,0,RESIDUE WAS LEFT IN FIELD,,,,,,
08-66-17-10,0456-001-001,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,6,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
08-66-17-10,0456-001-001,26,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,124,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
74-23-57-59,0457-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,100,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
79-92-81-05,0459-001-001,1,YES,17640,9450000,KIWANDA,KARIBU NA MJI,17640,9450000,OCTOBER,2018,2,1,2,1,2,HAPANA,,,,,,,,,,,,YES,20,2,CAR,100000,NO,,,,,,NO,,,,560,0,0,2800,0,RESIDUE WAS LEFT IN FIELD,,,,,,
10-58-95-87,0461-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,480,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
10-58-95-87,0461-001-001,17,YES,10,20000,RAFIKI,NDANI YA KIJIJI/MJI,10,20000,MAY,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,15,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
28-80-80-37,0463-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,720,20,0,100,0,RESIDUE WAS LEFT IN FIELD,,,,,,
28-80-80-37,0463-001-001,18,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,5,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
28-80-80-37,0463-001-001,28,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,60,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
88-82-54-67,0464-001-001,15,YES,1400,1400000,M/BIASHARA BINAFSI,MKOA MWINGINE,1400,1400000,AUGUST,2018,2,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,20,0,0,80,0,CROP PRODUCES NO  RESIDUE,,,,,,
54-47-99-19,0465-001-002,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,60,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
00-59-19-34,0466-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,120,OTHER (SPECIFY),YES,SPRAYING,FOOD FOR HOUSEHOLD,NO,,,,720,20,0,100,0,RESIDUE WAS LEFT IN FIELD,,,,,,
00-59-19-34,0466-001-001,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,120,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
44-15-41-02,0467-001-002,1,YES,4200,900000,M/BIASHARA BINAFSI,KARIBU NA MJI,4200,900000,AUGUST,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,1000,0,0,120,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
44-15-41-02,0467-001-002,17,YES,420,180000,M/BIASHARA BINAFSI,KARIBU NA MJI,420,180000,AUGUST,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,60,10,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
35-25-01-93,0468-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,120,SACKS / OPEN DRUM,NO,,FOOD FOR HOUSEHOLD,NO,,,,360,0,0,480,0,MULCHED,,,,,,
28-12-55-49,0469-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,380,0,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
42-91-86-83,0469-001-003,1,YES,98,40000,JIRANI,NDANI YA KIJIJI/MJI,98,40000,AUGUST,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,180,10,0,90,0,RESIDUE WAS LEFT IN FIELD,,,,,,
42-91-86-83,0469-001-003,70,YES,410,450000,GULIO,KARIBU NA KIJIJI,410,450000,JULY,2018,4,1,,1,,HAPANA,,,,,,,,,,,,YES,4,4,MOTORCYCLE,16000,NO,,,,,,NO,,,,50,0,0,40,0,RESIDUE WAS LEFT IN FIELD,,,,,,
99-52-82-56,0470-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,60,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
99-52-82-56,0470-001-001,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,20,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
01-20-50-14,0471-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,417,15,0,54,0,RESIDUE WAS LEFT IN FIELD,,,,,,
01-20-50-14,0471-001-001,12,YES,400,240000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,400,240000,JULY,2018,2,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,60,0,0,40,0,RESIDUE WAS LEFT IN FIELD,,,,,,
38-25-53-03,0472-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,162,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
05-32-96-07,0474-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,340,20,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
90-68-34-99,0475-001-001,1,YES,100,15000,JIRANI,NDANI YA KIJIJI/MJI,100,15000,JULY,2018,2,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
65-14-41-78,0475-001-002,1,YES,170,50000,GULIO,NDANI YA KIJIJI/MJI,170,50000,JULY,2018,2,1,,1,,HAPANA,,,,,,,,,,,,YES,5,3,ON FOOT,0,NO,,,,,,NO,,,,36,10,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
65-14-41-78,0475-001-002,83,YES,50,20000,GULIO,NDANI YA KIJIJI/MJI,50,20000,JULY,2018,4,1,,1,,HAPANA,,,,,,,,,,,,YES,5,4,ON FOOT,0,NO,,,,,,NO,,,,6,0,0,8,0,RESIDUE WAS LEFT IN FIELD,,,,,,
78-45-68-39,0476-001-001,1,YES,270,60000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,270,60000,AUGUST,2018,3,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,120,20,0,40,0,RESIDUE WAS LEFT IN FIELD,,,,,,
72-03-92-77,0477-001-001,1,YES,540,120000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,540,120000,OCTOBER,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,810,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
72-03-92-77,0477-001-001,17,YES,120,90000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,120,90000,AUGUST,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,60,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
94-04-57-79,0478-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,240,0,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
94-04-57-79,0478-001-001,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,60,20,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
94-62-16-61,0479-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,180,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
44-86-40-50,0481-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,220,20,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
44-86-40-50,0481-001-001,17,YES,120,90000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,120,90000,JULY,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,100,20,0,0,0,OTHER (SPECIFY),,,,,,
25-23-86-61,0483-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,680,40,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
25-23-86-61,0483-001-001,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,300,20,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
29-78-41-94,0484-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,350,10,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
29-78-41-94,0484-001-001,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,60,10,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
29-78-41-94,0484-001-001,36,YES,30,72000,USHIRIKA,NDANI YA KIJIJI/MJI,30,72000,JULY,2018,8,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,3,0,0,0,CROP PRODUCES NO  RESIDUE,,,,,,
67-76-38-68,0485-001-002,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,1600,40,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
67-76-38-68,0485-001-002,36,YES,19,45600,CHAMA WAKULIMA,NDANI YA KIJIJI/MJI,19,45600,AUGUST,2018,3,2,,2,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
92-10-23-86,0486-001-001,1,YES,20,5000,RAFIKI,NDANI YA KIJIJI/MJI,20,5000,JULY,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,400,20,0,1560,0,RESIDUE WAS LEFT IN FIELD,,,,,,
92-10-23-86,0486-001-001,36,YES,100,240000,CHAMA WAKULIMA,NDANI YA KIJIJI/MJI,100,240000,DECEMBER,2018,10,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
47-36-77-75,0486-001-002,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,1080,OTHER (SPECIFY),NO,,FOOD FOR HOUSEHOLD,NO,,,,120,0,0,80,0,RESIDUE WAS LEFT IN FIELD,,,,,,
47-36-77-75,0486-001-002,18,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,20,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
06-58-60-31,0487-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,360,0,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
68-66-69-90,0488-002-001,1,YES,200,80000,M/BIASHARA BINAFSI,KARIBU NA MJI,200,80000,JULY,2018,1,1,,1,,HAPANA,,,,,,,,,,,,YES,40,1,CAR,10000,YES,200,SACKS / OPEN DRUM,YES,SPRAYING,FOOD FOR HOUSEHOLD,NO,,,,199,1,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
66-18-09-29,0489-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,500,20,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
66-18-09-29,0489-001-001,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,17,3,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
24-04-32-53,0490-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,400,10,0,40,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
61-73-23-72,0491-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,50,SACKS / OPEN DRUM,NO,,FOOD FOR HOUSEHOLD,NO,,,,590,10,0,0,0,CROP PRODUCES NO  RESIDUE,,,,,,
53-31-43-03,0491-001-002,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,477,3,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
53-31-43-03,0491-001-002,17,YES,40,36000,GULIO,KARIBU NA KIJIJI,40,36000,AUGUST,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,YES,4,1,MOTORCYCLE,3000,NO,,,,,,NO,,,,16,4,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
75-89-58-82,0491-001-003,1,YES,540,150000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,540,150000,OCTOBER,2018,2,1,,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,150,0,0,40,0,RESIDUE WAS LEFT IN FIELD,,,,,,
75-89-58-82,0491-001-003,12,YES,6450,2150000,M/BIASHARA BINAFSI,KARIBU NA MJI,6450,2150000,JUNE,2018,2,1,,1,2,HAPANA,,,,,,,,,,,,YES,45,2,CAR,165000,NO,,,,,,NO,,,,150,0,0,150,0,RESIDUE WAS LEFT IN FIELD,,,,,,
79-64-69-56,0491-001-004,17,YES,100,110000,SOKO,KARIBU NA KIJIJI,100,110000,JULY,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,YES,1,1,MOTORCYCLE,3000,NO,,,,,,NO,,,,60,100,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
76-15-29-53,0491-002-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,475,5,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
76-15-29-53,0491-002-001,17,YES,60,72000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,60,72000,OCTOBER,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,35,5,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
68-73-60-31,0491-003-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,40,SACKS / OPEN DRUM,NO,,FOOD FOR HOUSEHOLD,NO,,,,250,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
68-73-60-31,0491-003-001,17,YES,320,358000,SOKO,KARIBU NA KIJIJI,320,358000,SEPTEMBER,2018,2,1,2,1,2,HAPANA,,,,,,,,,,,,YES,54,1,CAR,8000,NO,,,,,,NO,,,,18,0,0,2,0,RESIDUE WAS LEFT IN FIELD,,,,,,
00-55-08-95,0491-004-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,550,10,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
20-63-33-06,0492-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,450,10,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
20-63-33-06,0492-001-001,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,200,20,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
69-69-83-72,0493-001-001,1,YES,100,25000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,100,25000,AUGUST,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,580,0,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
69-69-83-72,0493-001-001,3,YES,20,5000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,20,5000,AUGUST,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,100,0,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
69-69-83-72,0493-001-001,26,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,80,0,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
47-92-40-90,0494-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,800,0,0,200,0,FOR GRAZING OWN ANIMALS,,,,,,
47-92-40-90,0494-001-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,300,40,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
47-92-40-90,0494-001-001,26,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,210,40,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
94-84-76-53,0494-105-001,1,YES,360,180000,JIRANI,NDANI YA KIJIJI/MJI,360,180000,SEPTEMBER,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,560,40,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
94-84-76-53,0494-105-001,3,YES,360,180000,JIRANI,NDANI YA KIJIJI/MJI,360,180000,JULY,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,340,20,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
24-90-97-55,0495-001-001,1,YES,240,60000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,240,60000,JUNE,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,2020,20,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
85-40-12-14,0496-001-002,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,120,SACKS / OPEN DRUM,YES,SPRAYING,FOOD FOR HOUSEHOLD,NO,,,,560,40,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
85-40-12-14,0496-001-002,3,YES,180,90000,M/BIASHARA BINAFSI,KARIBU NA MJI,180,90000,AUGUST,2018,3,2,3,2,3,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,120,20,0,40,0,FOR GRAZING OWN ANIMALS,,,,,,
82-96-20-56,0497-001-001,1,YES,600,150000,M/BIASHARA BINAFSI,WILAYA NYINGINE,600,150000,AUGUST,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,1700,0,0,100,0,FOR GRAZING OWN ANIMALS,,,,,,
58-25-83-45,0497-001-003,1,YES,120,50000,SOKO,KARIBU NA KIJIJI,120,50000,SEPTEMBER,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,YES,10,1,MOTORCYCLE,4000,NO,,,,,,NO,,,,395,25,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
58-25-83-45,0497-001-003,3,YES,60,27000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,60,27000,AUGUST,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,95,5,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
86-35-99-27,0498-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,500,0,0,100,0,FOR GRAZING OWN ANIMALS,,,,,,
86-35-99-27,0498-001-001,15,YES,400,200000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,400,200000,JUNE,2018,2,1,3,3,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,1,0,0,10,0,CROP PRODUCES NO  RESIDUE,,,,,,
85-30-11-93,0498-001-006,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,600,0,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
85-30-11-93,0498-001-006,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,190,10,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
24-45-26-49,0498-004-001,1,YES,120,50000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,120,50000,JULY,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,240,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
66-76-23-69,0500-001-001,1,YES,400,144000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,400,144000,JULY,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,200,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
66-76-23-69,0500-001-001,34,YES,90,16000,JIRANI,NDANI YA KIJIJI/MJI,90,16000,JULY,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,0,0,0,0,CROP PRODUCES NO  RESIDUE,,,,,,
81-34-91-83,0501-001-001,1,YES,200,60000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,200,60000,SEPTEMBER,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,600,0,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
94-06-30-25,0502-001-002,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,450,50,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
99-52-98-92,0502-004-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,600,0,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
99-52-98-92,0502-004-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,40,0,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
20-96-70-22,0503-001-001,3,YES,480,120000,M/BIASHARA BINAFSI,MKOA MWINGINE,480,120000,AUGUST,2018,1,1,3,1,3,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,340,20,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
20-96-70-22,0503-001-001,26,YES,480,170000,M/BIASHARA BINAFSI,KARIBU NA MJI,480,140000,SEPTEMBER,2018,480,1,3,1,3,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,350,10,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
20-96-70-22,0503-001-001,28,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,90,SACKS / OPEN DRUM,NO,,FOOD FOR HOUSEHOLD,NO,,,,135,45,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
65-14-61-05,0504-008-001,1,YES,650,120000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,650,120000,JULY,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,YES,108,SACKS / OPEN DRUM,YES,OTHER (SPECIFY),FOOD FOR HOUSEHOLD,NO,,,,864,108,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
65-14-61-05,0504-008-001,2,YES,6300,3500000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,6300,3500000,SEPTEMBER,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,2160,270,0,270,0,RESIDUE WAS LEFT IN FIELD,,,,,,
08-87-48-82,0505-001-001,1,YES,240,60000,M/BIASHARA BINAFSI,KARIBU NA MJI,40,60000,AUGUST,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,960,0,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
08-87-48-82,0505-001-001,26,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,40,0,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
83-21-21-03,0505-001-002,1,YES,120,40000,JIRANI,NDANI YA KIJIJI/MJI,120,40000,AUGUST,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,120,0,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
31-41-21-88,0506-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,540,54,0,54,0,FOR GRAZING OWN ANIMALS,,,,,,
31-41-21-88,0506-001-001,21,YES,180,360000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,180,360000,SEPTEMBER,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,40,20,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
99-79-94-61,0506-003-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,160,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
99-79-94-61,0506-003-001,3,YES,360,180000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,360,180000,AUGUST,2018,1,1,3,1,3,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
30-76-15-30,0508-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,412,20,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
02-51-58-04,0509-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,216,0,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
02-51-58-04,0509-001-001,2,YES,360,220000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,180,100000,AUGUST,2018,1,1,2,1,2,NDIYO,SOKO,KARIBU NA MJI,180,120000,OCTOBER,2018,1,1,2,1,2,YES,9,1,MOTORCYCLE,12000,NO,,,,,,NO,,,,360,0,0,90,0,RESIDUE WAS LEFT IN FIELD,,,,,,
