interview__key,sdd_hhid,hh_i01,hh_i02,hh_i03,hh_i04,hh_i05,hh_i06,hh_i07_1,hh_i07_2,hh_i08,hh_i09,hh_i10,hh_i11,hh_i12,hh_i12a,hh_i12b,hh_i12c,hh_i12d_1,hh_i12d_2,hh_i12d_3,hh_i13,hh_i14,hh_i15,hh_i16,hh_i16_1,hh_i17,hh_i18,hh_i19,hh_i20,hh_i21,hh_i22,hh_i23,hh_i24_1,hh_i24_2,hh_i25,hh_i26,hh_i27,hh_i28,hh_i29,hh_i30,hh_i31,hh_i32,hh_i33,hh_i34_1,hh_i34_2,hh_i35,hh_i36
13-15-52-70,0043-001-001,RENTED,,60000,,0,0,2,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY GOVT/MUNICIPALITY,PIT LATRINE WITH SLAB (WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,YES,NO,NO,YES,5,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,CART WITH SMALL TANK/DRUM,ELSWHERE,2,2,2,NONE,,CART WITH SMALL TANK/DRUM,4500,YES,,,,,,,,,,
22-43-84-51,0044-001-001,RENTED,,25000,,0,0,1,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY GOVT/MUNICIPALITY,FLUSH TOILET,PIPED SEWER SYSTEM,,,NO,YES,NO,YES,6,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,ELSWHERE,2,32,2,NONE,,PIPED WATER,600,YES,,,,,,,,,,
73-81-30-49,0045-001-001,RENTED,,30000,,0,0,1,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,FLUSH TOILET,PIT LATRINE,DON'T KNOW,,NO,YES,NO,YES,9,CHILD USED TOILET OR LATRINE,GAS,,ELECTRICITY,TANESCO,PIPED WATER,IN OWN DWELLING,,,,NONE,,PIPED WATER,700,YES,,,,,,,,,,
43-77-98-27,0046-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,55000,0,0,3,2,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURNT IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,YES,2,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,PIPED WATER,ELSWHERE,7,10,2,NONE,,PIPED WATER,1000,YES,,,,,,,,,,
24-75-61-52,0047-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,10000,0,0,3,0,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,BURNT IN COMPOUND,PIT LATRINE WITH SLAB (WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,FIREWOOD,OTHER SELF-BUILT STOVE,SOLAR,SOLAR PANELS,PIPED WATER,ELSWHERE,2,6,2,BOIL,,PIPED WATER,700,YES,,,,,,,,,,
97-60-31-67,0048-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,30000,0,0,4,2,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURNT IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,NO CHILDREN,FIREWOOD,STONE/OPEN FIRE STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,,PIPED WATER,1000,YES,,,,,,,,,,
03-68-77-59,0049-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,20000,0,0,2,2,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,BURIED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,FIREWOOD,OTHER SELF-BUILT STOVE,LAMP OIL,,PIPED WATER,IN NEIGHBOR'S COMPOUND,2,7,2,NONE,,PIPED WATER,300,YES,,,,,,,,,,
88-71-20-70,0050-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,20000,0,0,2,2,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,BURIED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"YES, EMPTIED: DON'T KNOW WHEN",EMPTIED BY HH: BURIED IN COVERED PIT,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,OTHER SELF-BUILT STOVE,FIREWOOD,,UNPROTECTED SPRING,ELSWHERE,2,15,5,NONE,,UNPROTECTED SPRING,0,YES,,,,,,,,,,
62-93-39-20,0051-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,30000,0,0,5,2,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,FLUSH TOILET,PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,FIREWOOD,STONE/OPEN FIRE STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,1000,YES,,,,,,,,,,
92-89-07-22,0051-001-002,OWNER OCCUPIED,OFFER OF THE RIGHT OF OCCUPANCY,,300000,1500000,1000000,4,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY GOVT/MUNICIPALITY,POUR FLUSH,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,NO CHILDREN,GAS,,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,OTHER (SPECIFY),,PIPED WATER,6000,YES,,,,,,,,,,
28-71-87-26,0051-001-003,OWNER OCCUPIED,LAND SALE AGREEMENT,,500000,13000000,335000,7,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,DISPOSABLE DIAPERS,GAS,,ELECTRICITY,TANESCO,BOTTLED WATER,IN OWN DWELLING,,,,NONE,,PROTECTED DUGWELL,4000,YES,,,,,,,,,,
00-72-79-53,0055-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,5000,0,0,2,1,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITHOUT SLAB/OPEN PIT,PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,FIREWOOD,STONE/OPEN FIRE STOVE,LAMP OIL,,PIPED WATER,IN OWN DWELLING,,,,NONE,,RAINWATER COLLECTION,0,YES,,,,,,,,,,
72-59-54-68,0055-003-001,FREE,,,10000,0,0,3,0,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,0,YES,,,,,,,,,,
73-41-85-14,0056-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,30000,0,0,3,2,OTHER (SPECIFY),METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,1250,YES,,,,,,,,,,
16-64-27-88,0057-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,40000,0,0,2,2,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,FIREWOOD,STONE/OPEN FIRE STOVE,LAMP OIL,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,BOIL,,RAINWATER COLLECTION,0,NO,AVAILABILITY,PIPED WATER,IN NEIGHBOR'S COMPOUND,2,10,3,BOIL,,PIPED WATER,1200
34-42-58-96,0058-001-001,RENTED,,15000,,0,0,3,2,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,LAMP OIL,,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,,PIPED WATER,1000,YES,,,,,,,,,,
77-68-44-59,0059-001-001,FREE,,,20000,0,0,5,2,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,FLUSH TOILET,PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO DRAIN/DITCH,FIREWOOD,STONE/OPEN FIRE STOVE,LAMP OIL,,PIPED WATER,ELSWHERE,2,11,1,BOIL,,PIPED WATER,250,YES,,,,,,,,,,
44-35-85-32,0060-001-001,OWNER OCCUPIED,TRADITIONAL RIGHT OF OCCUPANCY,,100000,0,0,3,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURNT IN COMPOUND,FLUSH TOILET,PIPED SEWER SYSTEM,,,NO,YES,NO,NO,,NO CHILDREN,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,,PIPED WATER,3500,YES,,,,,,,,,,
45-55-29-47,0061-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,300000,0,0,4,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED ELSEWHERE,POUR FLUSH,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,NO CHILDREN,GAS,,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,,PIPED WATER,4000,YES,,,,,,,,,,
47-61-12-15,0062-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,25000,0,600000,5,2,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,YES,NO,NO,YES,1,NO CHILDREN,FIREWOOD,STONE/OPEN FIRE STOVE,ELECTRICITY,TANESCO,PIPED WATER,ELSWHERE,2,3,2,NONE,,PIPED WATER,500,YES,,,,,,,,,,
35-43-12-92,0062-001-003,RENTED,,35000,,0,0,2,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY GOVT/MUNICIPALITY,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,7,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,875,YES,,,,,,,,,,
53-26-19-17,0062-001-004,RENTED,,40000,,0,0,2,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",TAKEN TO GOVT/MUNICIPAL BIN,POUR FLUSH,IN OWN SEPTIC TANK,DON'T KNOW,,YES,NO,NO,YES,3,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,CART WITH SMALL TANK/DRUM,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,1250,YES,,,,,,,,,,
56-72-41-10,0062-001-005,EMPLOYER PROVIDED - FREE,,,50000,370000,0,2,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED ELSEWHERE,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,GAS,,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,0,YES,,,,,,,,,,
20-34-21-50,0062-004-001,FREE,,,30000,0,0,3,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED ELSEWHERE,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,2,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,BOIL,,RAINWATER COLLECTION,0,NO,CONVENIENCE,TUBEWELL/BOREHOLE,ELSWHERE,1,50,30,BOIL,,TUBEWELL/BOREHOLE,5000
67-14-39-51,0063-001-003,RENTED,,30000,,0,0,0,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,YES,NO,NO,YES,5,NO CHILDREN,PARAFFIN,,ELECTRICITY,TANESCO,PIPED WATER,IN NEIGHBOR'S COMPOUND,1,2,1,NONE,,PIPED WATER,600,YES,,,,,,,,,,
47-38-96-20,0065-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,45000,0,0,3,2,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,NO CHILDREN,FIREWOOD,STONE/OPEN FIRE STOVE,ELECTRICITY,TANESCO,PIPED WATER,ELSWHERE,1,5,3,BOIL,,PIPED WATER,500,YES,,,,,,,,,,
68-03-68-88,0066-002-001,RENTED,,25000,,0,0,1,0,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,FLUSH TOILET,IN OWN SEPTIC TANK,DON'T KNOW,,NO,YES,NO,YES,5,NO CHILDREN,PARAFFIN,,ELECTRICITY,TANESCO,PIPED WATER,IN OWN DWELLING,,,,NONE,,PIPED WATER,625,YES,,,,,,,,,,
32-51-53-41,0066-003-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,9000,0,0,3,4,MUD BRICKS,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,PROTECTED DUGWELL,0,NO,AVAILABILITY,PROTECTED DUGWELL,ELSWHERE,8,25,5,NONE,,PROTECTED DUGWELL,0
09-55-27-80,0066-003-003,FREE,,,10000,0,0,2,0,MUD BRICKS,"GRASS, LEAVES, BAMBOO",EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,TUBEWELL/BOREHOLE,ELSWHERE,2,3,1,NONE,,TUBEWELL/BOREHOLE,0,YES,,,,,,,,,,
99-00-08-27,0066-003-004,RENTED,,10000,,0,0,1,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,DON'T KNOW,,NO,YES,NO,YES,3,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,TORCH,,PIPED WATER,IN NEIGHBOR'S COMPOUND,1,5,2,NONE,,PIPED WATER,1000,YES,,,,,,,,,,
03-98-19-65,0066-003-005,RENTED,,10000,,0,0,1,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,FLUSH TOILET,IN OWN SEPTIC TANK,DON'T KNOW,,NO,YES,NO,YES,10,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,OTHER (SPECIFY),,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,500,YES,,,,,,,,,,
39-00-30-36,0066-003-006,RENTED,,20000,,0,0,2,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED ELSEWHERE,POUR FLUSH,IN OWN SEPTIC TANK,"YES, EMPTIED: WITHIN LAST 5 YEARS",REMOVED BY SERVICE PROVIDER: TO A TREATMENT PLANT,NO,YES,NO,YES,7,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,USE A WATER FILTER,LET IT STAND AND SETTLE,RAINWATER COLLECTION,0,NO,AVAILABILITY,PIPED WATER,ELSWHERE,2,35,30,USE A WATER FILTER,,PIPED WATER,2000
47-27-42-34,0067-001-001,OWNER OCCUPIED,OFFER OF THE RIGHT OF OCCUPANCY,,60000,2000000,0,5,6,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,YES,YES,NO,NO,,CHILD USED TOILET OR LATRINE,GAS,,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,,PIPED WATER,750,YES,,,,,,,,,,
33-84-05-95,0067-001-002,RENTED,,25000,,0,0,1,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,4,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN NEIGHBOR'S COMPOUND,2,7,2,NONE,,PIPED WATER,750,YES,,,,,,,,,,
13-42-14-49,0067-004-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,5000,0,0,3,0,POLES AND MUD/MUD AND STONES,OTHER (SPECIFY),EARTH,BURIED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,LAMP OIL,,UNPROTECTED SPRING,ELSWHERE,3,15,5,USE A WATER FILTER,,RAINWATER COLLECTION,0,YES,,,,,,,,,,
81-85-31-88,0069-002-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,20000,0,0,4,1,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,AVAILABILITY,UNPROTECTED SPRING,ELSWHERE,1,60,20,NONE,,UNPROTECTED SPRING,0
91-76-63-44,0071-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,5000,0,0,2,0,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,2,15,5,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0,YES,,,,,,,,,,
81-33-13-06,0071-001-003,RENTED,,10000,,0,0,1,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),EARTH,COLLECTED BY PRIVATE COMPANY,PIT LATRINE WITH SLAB (WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,YES,3,NO CHILDREN,FIREWOOD,STONE/OPEN FIRE STOVE,LAMP OIL,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,0,NO,AVAILABILITY,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,500
28-76-80-54,0072-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,15000,0,0,3,2,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,AVAILABILITY,PIPED WATER,ELSWHERE,2,150,30,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0
82-54-53-99,0072-003-001,OWNER OCCUPIED,TRADITIONAL RIGHT OF OCCUPANCY,,15000,0,0,2,1,MUD BRICKS,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,PROTECTED DUGWELL,0,NO,AVAILABILITY,PROTECTED DUGWELL,ELSWHERE,2,15,10,NONE,,PROTECTED DUGWELL,0
86-08-97-34,0073-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,20000,120000,0,3,1,MUD BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,VIP,PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0,NO,AVAILABILITY,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,6,10,3,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0
09-96-03-52,0073-001-002,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,20000,0,0,2,0,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,YES,2,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,LAMP OIL,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,BOIL,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0,NO,AVAILABILITY,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,1,60,5,BOIL,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0
64-01-68-39,0074-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,25000,0,25000,3,1,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,BURIED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,FIREWOOD,MANUFACTURED STOVE,SOLAR,SOLAR PANELS,UNPROTECTED SPRING,ELSWHERE,2,25,5,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0,YES,,,,,,,,,,
05-43-63-02,0075-001-003,FREE,,,10000,0,0,2,1,BAKED/BURNT BRICKS,METAL SHEETS (GCI),EARTH,BURIED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,YES,1,NO CHILDREN,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,UNPROTECTED SPRING,ELSWHERE,3,5,1,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0,YES,,,,,,,,,,
69-76-07-75,0077-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,10000,0,0,3,1,MUD BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,2,15,0,BOIL,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0,YES,,,,,,,,,,
80-60-48-21,0077-003-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,15000,30000,0,3,2,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,VIP,PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,TUBEWELL/BOREHOLE,0,NO,AVAILABILITY,TUBEWELL/BOREHOLE,ELSWHERE,4,60,30,NONE,,TUBEWELL/BOREHOLE,0
