interview__key,sdd_hhid,shock_id,hh_r01,hh_r02,hh_r03,hh_r04_1,hh_r04_2
22-43-84-51,0044-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
22-43-84-51,0044-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
22-43-84-51,0044-001-001,LARGE RISE IN PRICE OF FOOD,YES,MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
22-43-84-51,0044-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
22-43-84-51,0044-001-001,SEVERE WATER SHORTAGE,NO,,,,
22-43-84-51,0044-001-001,LOSS OF LAND,NO,,,,
22-43-84-51,0044-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
22-43-84-51,0044-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
22-43-84-51,0044-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
22-43-84-51,0044-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
22-43-84-51,0044-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
22-43-84-51,0044-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
22-43-84-51,0044-001-001,OTHER (SPECIFY),NO,,,,
24-75-61-52,0047-001-001,DROUGHT OR FLOODS,YES,MOST SEVERE,ASSET LOSS,SOLD CROP STOCK,SOLD LIVESTOCK
24-75-61-52,0047-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
24-75-61-52,0047-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
24-75-61-52,0047-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
24-75-61-52,0047-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
24-75-61-52,0047-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
24-75-61-52,0047-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
24-75-61-52,0047-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
24-75-61-52,0047-001-001,SEVERE WATER SHORTAGE,NO,,,,
24-75-61-52,0047-001-001,LOSS OF LAND,NO,,,,
24-75-61-52,0047-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
24-75-61-52,0047-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
24-75-61-52,0047-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
24-75-61-52,0047-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
24-75-61-52,0047-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
24-75-61-52,0047-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
24-75-61-52,0047-001-001,OTHER (SPECIFY),NO,,,,
03-68-77-59,0049-001-001,DROUGHT OR FLOODS,YES,MOST SEVERE,ASSET LOSS,RECEIVED UNCONDITIONAL HELP FROM RELATIVES/FRIENDS,
03-68-77-59,0049-001-001,CROP DISEASE OR CROP PESTS,YES,SECOND MOST SEVERE,ASSET LOSS,RECEIVED UNCONDITIONAL HELP FROM RELATIVES/FRIENDS,
03-68-77-59,0049-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
03-68-77-59,0049-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
03-68-77-59,0049-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
03-68-77-59,0049-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
03-68-77-59,0049-001-001,LARGE RISE IN PRICE OF FOOD,YES,THIRD MOST SEVERE,INCOME LOSS,RECEIVED UNCONDITIONAL HELP FROM RELATIVES/FRIENDS,
03-68-77-59,0049-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
03-68-77-59,0049-001-001,SEVERE WATER SHORTAGE,NO,,,,
03-68-77-59,0049-001-001,LOSS OF LAND,NO,,,,
03-68-77-59,0049-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
03-68-77-59,0049-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
03-68-77-59,0049-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
03-68-77-59,0049-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
03-68-77-59,0049-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
03-68-77-59,0049-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
03-68-77-59,0049-001-001,OTHER (SPECIFY),NO,,,,
88-71-20-70,0050-001-001,DROUGHT OR FLOODS,NO,,,,
88-71-20-70,0050-001-001,CROP DISEASE OR CROP PESTS,YES,MOST SEVERE,INCOME LOSS,RELIED ON OWN-SAVINGS,
88-71-20-70,0050-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
88-71-20-70,0050-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
88-71-20-70,0050-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
88-71-20-70,0050-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
88-71-20-70,0050-001-001,LARGE RISE IN PRICE OF FOOD,YES,SECOND MOST SEVERE,INCOME LOSS,RELIED ON OWN-SAVINGS,
88-71-20-70,0050-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,YES,THIRD MOST SEVERE,INCOME LOSS,RELIED ON OWN-SAVINGS,SOLD CROP STOCK
88-71-20-70,0050-001-001,SEVERE WATER SHORTAGE,NO,,,,
88-71-20-70,0050-001-001,LOSS OF LAND,NO,,,,
88-71-20-70,0050-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
88-71-20-70,0050-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
88-71-20-70,0050-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
88-71-20-70,0050-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
88-71-20-70,0050-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
88-71-20-70,0050-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
88-71-20-70,0050-001-001,OTHER (SPECIFY),NO,,,,
16-64-27-88,0057-001-001,DROUGHT OR FLOODS,YES,MOST SEVERE,LOSS OF BOTH,RELIED ON OWN-SAVINGS,
16-64-27-88,0057-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
16-64-27-88,0057-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
16-64-27-88,0057-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
16-64-27-88,0057-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
16-64-27-88,0057-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
16-64-27-88,0057-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
16-64-27-88,0057-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
16-64-27-88,0057-001-001,SEVERE WATER SHORTAGE,NO,,,,
16-64-27-88,0057-001-001,LOSS OF LAND,NO,,,,
16-64-27-88,0057-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
16-64-27-88,0057-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
16-64-27-88,0057-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
16-64-27-88,0057-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
16-64-27-88,0057-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
16-64-27-88,0057-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
16-64-27-88,0057-001-001,OTHER (SPECIFY),NO,,,,
44-35-85-32,0060-001-001,DROUGHT OR FLOODS,YES,MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
44-35-85-32,0060-001-001,CROP DISEASE OR CROP PESTS,YES,SECOND MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
44-35-85-32,0060-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
44-35-85-32,0060-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
44-35-85-32,0060-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
44-35-85-32,0060-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
44-35-85-32,0060-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
44-35-85-32,0060-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
44-35-85-32,0060-001-001,SEVERE WATER SHORTAGE,NO,,,,
44-35-85-32,0060-001-001,LOSS OF LAND,NO,,,,
44-35-85-32,0060-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
44-35-85-32,0060-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
44-35-85-32,0060-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
44-35-85-32,0060-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
44-35-85-32,0060-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
44-35-85-32,0060-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
44-35-85-32,0060-001-001,OTHER (SPECIFY),NO,,,,
47-61-12-15,0062-001-001,DROUGHT OR FLOODS,NO,,,,
47-61-12-15,0062-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
47-61-12-15,0062-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
47-61-12-15,0062-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
47-61-12-15,0062-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
47-61-12-15,0062-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
47-61-12-15,0062-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
47-61-12-15,0062-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
47-61-12-15,0062-001-001,SEVERE WATER SHORTAGE,NO,,,,
47-61-12-15,0062-001-001,LOSS OF LAND,NO,,,,
47-61-12-15,0062-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
47-61-12-15,0062-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
47-61-12-15,0062-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
47-61-12-15,0062-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
47-61-12-15,0062-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
47-61-12-15,0062-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
47-61-12-15,0062-001-001,OTHER (SPECIFY),YES,MOST SEVERE,INCOME LOSS,RECEIVED UNCONDITIONAL HELP FROM RELATIVES/FRIENDS,
67-14-39-51,0063-001-003,DROUGHT OR FLOODS,NO,,,,
67-14-39-51,0063-001-003,CROP DISEASE OR CROP PESTS,NO,,,,
67-14-39-51,0063-001-003,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
67-14-39-51,0063-001-003,HOUSEHOLD BUSINESS FAILURE,NO,,,,
67-14-39-51,0063-001-003,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
67-14-39-51,0063-001-003,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
67-14-39-51,0063-001-003,LARGE RISE IN PRICE OF FOOD,NO,,,,
67-14-39-51,0063-001-003,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
67-14-39-51,0063-001-003,SEVERE WATER SHORTAGE,YES,MOST SEVERE,NEITHER,OTHER (SPECIFY),
67-14-39-51,0063-001-003,LOSS OF LAND,NO,,,,
67-14-39-51,0063-001-003,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
67-14-39-51,0063-001-003,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
67-14-39-51,0063-001-003,DEATH OF OTHER FAMILY MEMBER,NO,,,,
67-14-39-51,0063-001-003,BREAK-UP OF THE HOUSEHOLD,NO,,,,
67-14-39-51,0063-001-003,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
67-14-39-51,0063-001-003,"DWELLING DAMAGED, DESTROYED",NO,,,,
67-14-39-51,0063-001-003,OTHER (SPECIFY),NO,,,,
47-38-96-20,0065-001-001,DROUGHT OR FLOODS,NO,,,,
47-38-96-20,0065-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
47-38-96-20,0065-001-001,LIVESTOCK DIED OR WERE STOLEN,YES,MOST SEVERE,INCOME LOSS,RECEIVED UNCONDITIONAL HELP FROM RELATIVES/FRIENDS,
47-38-96-20,0065-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
47-38-96-20,0065-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
47-38-96-20,0065-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
47-38-96-20,0065-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
47-38-96-20,0065-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
47-38-96-20,0065-001-001,SEVERE WATER SHORTAGE,NO,,,,
47-38-96-20,0065-001-001,LOSS OF LAND,NO,,,,
47-38-96-20,0065-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
47-38-96-20,0065-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
47-38-96-20,0065-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
47-38-96-20,0065-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
47-38-96-20,0065-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
47-38-96-20,0065-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
47-38-96-20,0065-001-001,OTHER (SPECIFY),NO,,,,
68-03-68-88,0066-002-001,DROUGHT OR FLOODS,NO,,,,
68-03-68-88,0066-002-001,CROP DISEASE OR CROP PESTS,NO,,,,
68-03-68-88,0066-002-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
68-03-68-88,0066-002-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
68-03-68-88,0066-002-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,YES,MOST SEVERE,INCOME LOSS,EMPLOYED HOUSEHOLD MEMBERS TOOK ON MORE EMPLOYMENT,RECEIVED UNCONDITIONAL HELP FROM RELATIVES/FRIENDS
68-03-68-88,0066-002-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
68-03-68-88,0066-002-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
68-03-68-88,0066-002-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
68-03-68-88,0066-002-001,SEVERE WATER SHORTAGE,NO,,,,
68-03-68-88,0066-002-001,LOSS OF LAND,NO,,,,
68-03-68-88,0066-002-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
68-03-68-88,0066-002-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
68-03-68-88,0066-002-001,DEATH OF OTHER FAMILY MEMBER,YES,SECOND MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
68-03-68-88,0066-002-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
68-03-68-88,0066-002-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
68-03-68-88,0066-002-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
68-03-68-88,0066-002-001,OTHER (SPECIFY),NO,,,,
32-51-53-41,0066-003-001,DROUGHT OR FLOODS,NO,,,,
32-51-53-41,0066-003-001,CROP DISEASE OR CROP PESTS,NO,,,,
32-51-53-41,0066-003-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
32-51-53-41,0066-003-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
32-51-53-41,0066-003-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
32-51-53-41,0066-003-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
32-51-53-41,0066-003-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
32-51-53-41,0066-003-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
32-51-53-41,0066-003-001,SEVERE WATER SHORTAGE,NO,,,,
32-51-53-41,0066-003-001,LOSS OF LAND,NO,,,,
32-51-53-41,0066-003-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
32-51-53-41,0066-003-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
32-51-53-41,0066-003-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
32-51-53-41,0066-003-001,BREAK-UP OF THE HOUSEHOLD,YES,MOST SEVERE,LOSS OF BOTH,OTHER (SPECIFY),
32-51-53-41,0066-003-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
32-51-53-41,0066-003-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
32-51-53-41,0066-003-001,OTHER (SPECIFY),NO,,,,
47-27-42-34,0067-001-001,DROUGHT OR FLOODS,NO,,,,
47-27-42-34,0067-001-001,CROP DISEASE OR CROP PESTS,YES,MOST SEVERE,LOSS OF BOTH,RELIED ON OWN-SAVINGS,CHANGED EATING PATTERNS
47-27-42-34,0067-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
47-27-42-34,0067-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
47-27-42-34,0067-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
47-27-42-34,0067-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
47-27-42-34,0067-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
47-27-42-34,0067-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
47-27-42-34,0067-001-001,SEVERE WATER SHORTAGE,NO,,,,
47-27-42-34,0067-001-001,LOSS OF LAND,NO,,,,
47-27-42-34,0067-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
47-27-42-34,0067-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
47-27-42-34,0067-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
47-27-42-34,0067-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
47-27-42-34,0067-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
47-27-42-34,0067-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
47-27-42-34,0067-001-001,OTHER (SPECIFY),NO,,,,
33-84-05-95,0067-001-002,DROUGHT OR FLOODS,NO,,,,
33-84-05-95,0067-001-002,CROP DISEASE OR CROP PESTS,NO,,,,
33-84-05-95,0067-001-002,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
33-84-05-95,0067-001-002,HOUSEHOLD BUSINESS FAILURE,NO,,,,
33-84-05-95,0067-001-002,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
33-84-05-95,0067-001-002,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
33-84-05-95,0067-001-002,LARGE RISE IN PRICE OF FOOD,NO,,,,
33-84-05-95,0067-001-002,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
33-84-05-95,0067-001-002,SEVERE WATER SHORTAGE,NO,,,,
33-84-05-95,0067-001-002,LOSS OF LAND,NO,,,,
33-84-05-95,0067-001-002,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
33-84-05-95,0067-001-002,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
33-84-05-95,0067-001-002,DEATH OF OTHER FAMILY MEMBER,NO,,,,
33-84-05-95,0067-001-002,BREAK-UP OF THE HOUSEHOLD,YES,MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
33-84-05-95,0067-001-002,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
33-84-05-95,0067-001-002,"DWELLING DAMAGED, DESTROYED",NO,,,,
33-84-05-95,0067-001-002,OTHER (SPECIFY),NO,,,,
09-96-03-52,0073-001-002,DROUGHT OR FLOODS,NO,,,,
09-96-03-52,0073-001-002,CROP DISEASE OR CROP PESTS,NO,,,,
09-96-03-52,0073-001-002,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
09-96-03-52,0073-001-002,HOUSEHOLD BUSINESS FAILURE,NO,,,,
09-96-03-52,0073-001-002,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
09-96-03-52,0073-001-002,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
09-96-03-52,0073-001-002,LARGE RISE IN PRICE OF FOOD,NO,,,,
09-96-03-52,0073-001-002,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
09-96-03-52,0073-001-002,SEVERE WATER SHORTAGE,NO,,,,
09-96-03-52,0073-001-002,LOSS OF LAND,NO,,,,
09-96-03-52,0073-001-002,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
09-96-03-52,0073-001-002,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
09-96-03-52,0073-001-002,DEATH OF OTHER FAMILY MEMBER,YES,MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
09-96-03-52,0073-001-002,BREAK-UP OF THE HOUSEHOLD,NO,,,,
09-96-03-52,0073-001-002,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
09-96-03-52,0073-001-002,"DWELLING DAMAGED, DESTROYED",NO,,,,
09-96-03-52,0073-001-002,OTHER (SPECIFY),NO,,,,
80-60-48-21,0077-003-001,DROUGHT OR FLOODS,YES,MOST SEVERE,LOSS OF BOTH,RELIED ON OWN-SAVINGS,
80-60-48-21,0077-003-001,CROP DISEASE OR CROP PESTS,NO,,,,
80-60-48-21,0077-003-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
80-60-48-21,0077-003-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
80-60-48-21,0077-003-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
80-60-48-21,0077-003-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
80-60-48-21,0077-003-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
80-60-48-21,0077-003-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
80-60-48-21,0077-003-001,SEVERE WATER SHORTAGE,NO,,,,
80-60-48-21,0077-003-001,LOSS OF LAND,NO,,,,
80-60-48-21,0077-003-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
80-60-48-21,0077-003-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
80-60-48-21,0077-003-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
80-60-48-21,0077-003-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
80-60-48-21,0077-003-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
80-60-48-21,0077-003-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
80-60-48-21,0077-003-001,OTHER (SPECIFY),NO,,,,
82-35-18-51,0081-001-001,DROUGHT OR FLOODS,YES,MOST SEVERE,LOSS OF BOTH,RELIED ON OWN-SAVINGS,
82-35-18-51,0081-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
82-35-18-51,0081-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
82-35-18-51,0081-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
82-35-18-51,0081-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
82-35-18-51,0081-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
82-35-18-51,0081-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
82-35-18-51,0081-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
82-35-18-51,0081-001-001,SEVERE WATER SHORTAGE,NO,,,,
82-35-18-51,0081-001-001,LOSS OF LAND,NO,,,,
82-35-18-51,0081-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
82-35-18-51,0081-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
82-35-18-51,0081-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
82-35-18-51,0081-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
82-35-18-51,0081-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
82-35-18-51,0081-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
82-35-18-51,0081-001-001,OTHER (SPECIFY),NO,,,,
24-96-35-07,0081-004-001,DROUGHT OR FLOODS,NO,,,,
24-96-35-07,0081-004-001,CROP DISEASE OR CROP PESTS,NO,,,,
24-96-35-07,0081-004-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
24-96-35-07,0081-004-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
24-96-35-07,0081-004-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
24-96-35-07,0081-004-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
24-96-35-07,0081-004-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
24-96-35-07,0081-004-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,YES,MOST SEVERE,INCOME LOSS,RELIED ON OWN-SAVINGS,
24-96-35-07,0081-004-001,SEVERE WATER SHORTAGE,NO,,,,
24-96-35-07,0081-004-001,LOSS OF LAND,NO,,,,
24-96-35-07,0081-004-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
24-96-35-07,0081-004-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
24-96-35-07,0081-004-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
24-96-35-07,0081-004-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
24-96-35-07,0081-004-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
24-96-35-07,0081-004-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
24-96-35-07,0081-004-001,OTHER (SPECIFY),NO,,,,
65-72-13-93,0082-003-001,DROUGHT OR FLOODS,NO,,,,
65-72-13-93,0082-003-001,CROP DISEASE OR CROP PESTS,NO,,,,
65-72-13-93,0082-003-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
65-72-13-93,0082-003-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
65-72-13-93,0082-003-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
65-72-13-93,0082-003-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
65-72-13-93,0082-003-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
65-72-13-93,0082-003-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
