interview__key,sdd_hhid,plotnum,cropid,ag6a_02,ag6a_03,ag6a_04,ag6a_05,ag6a_06,ag6a_06a,ag6a_07_1,ag6a_07_2,ag6a_07_3,ag6a_07_4,ag6a_08_1,ag6a_08_2,ag6a_09,ag6a_10,ag6a_11
65-21-27-08,0593-005-008,1,56,3,2005,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
65-21-27-08,0593-005-008,1,57,4,1982,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,SEPTEMBER,2018,DECEMBER,1,2,800,NO,
81-73-84-59,0596-001-001,2,57,4,1976,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,JANUARY,1,2,400,NO,
35-87-73-75,0597-001-001,2,55,96,2012,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,JANUARY,2019,JANUARY,1,,50,NO,
35-87-73-75,0597-001-001,2,56,1,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MARCH,2019,MAY,1,,500,NO,
35-87-73-75,0597-001-001,2,60,1,2012,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
90-31-84-80,0598-001-001,2,55,40,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2019,MAY,1,,12,NO,
90-31-84-80,0598-001-001,2,56,2,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
90-31-84-80,0598-001-001,2,58,1,2018,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,APRIL,2019,APRIL,1,,10,NO,
90-31-84-80,0598-001-001,2,64,2,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,APRIL,2019,MAY,1,,40,NO,
79-15-68-02,0599-001-001,1,56,2,2015,0,NO,,NO,,,,,,,,,
79-15-68-02,0599-001-001,1,58,1,2014,0,NO,,NO,,,,,,,,,
79-15-68-02,0599-001-001,3,56,1,2008,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,JANUARY,1,2,400,NO,
79-15-68-02,0599-001-001,3,60,3,1998,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2018,JULY,1,2,300,NO,
79-15-68-02,0599-001-001,3,64,1,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
39-51-58-76,0600-001-001,1,55,7,2017,2,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2019,MAY,1,2,45,NO,
39-51-58-76,0600-001-001,1,60,1,2005,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MAY,2019,MAY,1,2,50,NO,
39-51-58-76,0600-001-001,3,55,17,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2019,MAY,1,2,90,NO,
39-51-58-76,0600-001-001,3,56,1,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
39-51-58-76,0600-001-001,3,57,2,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
37-19-01-98,0601-001-001,1,55,126,2017,4,NO,,YES,2019,JULY,2019,DECEMBER,1,2,200,NO,
25-56-28-11,0602-001-001,3,55,8,2018,3,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
25-56-28-11,0602-001-001,3,60,1,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
61-13-18-51,0603-001-002,1,55,6,2018,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
61-13-18-51,0603-001-002,1,56,4,2007,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,APRIL,2019,JULY,1,,3,NO,
61-13-18-51,0603-001-002,1,57,2,1986,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,OCTOBER,2019,DECEMBER,1,,240,NO,
61-13-18-51,0603-001-002,1,58,2,2018,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
98-16-55-70,0604-001-001,1,55,80,2010,0,NO,,YES,2018,JULY,2019,JUNE,1,,658,NO,
59-14-73-55,0606-001-001,1,55,12,2017,2,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
59-14-73-55,0606-001-001,1,56,5,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
59-14-73-55,0606-001-001,1,60,1,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
69-19-17-73,0608-001-001,1,55,10,2016,0,NO,,YES,2018,FEBRUARY,2018,NOVEMBER,2,4,40,NO,
69-19-17-73,0608-001-001,1,58,4,2016,0,NO,,YES,2018,FEBRUARY,2018,FEBRUARY,4,5,20,NO,
81-97-59-95,0614-005-007,1,55,32,1900,0,NO,,YES,2018,OCTOBER,2019,SEPTEMBER,1,2,60,NO,
12-53-83-49,0619-001-001,1,60,1,2012,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
12-53-83-49,0619-001-001,1,102,1,2012,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
07-54-46-36,0622-001-001,2,57,1,1995,0,NO,,NO,,,,,,,,,
07-54-46-36,0622-001-001,2,58,1,2015,0,YES,OTHER (SPECIFY),YES,2018,AUGUST,2019,JULY,1,2,50,NO,
07-54-46-36,0622-001-001,2,60,4,2007,0,YES,OTHER (SPECIFY),YES,2019,MAY,2019,JUNE,1,,120,NO,
07-54-46-36,0622-001-001,2,102,2,2007,0,YES,OTHER (SPECIFY),YES,2019,MAY,2019,JUNE,1,,36,NO,
73-42-88-19,0623-001-004,1,57,2,1900,0,NO,,YES,2018,OCTOBER,2018,DECEMBER,1,2,600,NO,
30-47-51-83,0624-001-001,1,57,2,1900,0,NO,,YES,2018,NOVEMBER,2019,JANUARY,1,,70,YES,BIRDS
30-47-51-83,0624-001-001,1,58,1,2016,0,NO,,YES,2018,AUGUST,2019,JULY,1,,46,NO,
25-47-63-62,0627-001-001,1,58,1,2019,1,NO,,NO,,,,,,,,,
92-54-51-07,0628-001-001,1,55,75,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,AUGUST,2019,JULY,1,2,240,NO,
92-54-51-07,0628-001-001,1,57,5,2010,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,OCTOBER,2018,DECEMBER,1,2,800,NO,
31-16-19-07,0628-005-001,1,57,8,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2018,DECEMBER,1,,600,YES,INSECTS
35-42-46-81,0630-001-001,2,55,5,2016,0,NO,,YES,2018,AUGUST,2019,JULY,1,,25,NO,
35-42-46-81,0630-001-001,2,57,2,1900,0,YES,OTHER (SPECIFY),YES,2018,OCTOBER,2018,DECEMBER,1,,140,YES,BIRDS
35-42-46-81,0630-001-001,2,58,5,2017,0,YES,OTHER (SPECIFY),YES,2018,AUGUST,2019,JULY,1,,45,YES,BIRDS
32-73-64-62,0631-001-001,1,55,15,2005,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JULY,2019,JUNE,1,2,15,NO,
32-73-64-62,0631-001-001,1,56,1,2005,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
32-73-64-62,0631-001-001,1,57,4,2000,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,JANUARY,1,2,240,NO,
32-73-64-62,0631-001-001,1,58,5,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JULY,2019,JUNE,1,2,100,NO,
23-49-04-65,0633-001-002,5,54,1,2018,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2018,DECEMBER,2,6,8,NO,
23-49-04-65,0633-001-002,5,58,1,2018,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2018,JULY,2,6,21,NO,
23-49-04-65,0633-001-002,5,85,1,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
41-41-80-91,0633-011-002,1,57,3,1900,0,NO,,YES,2018,NOVEMBER,2019,JANUARY,2,,300,YES,INSECTS
76-41-43-15,0634-001-001,1,57,3,1900,0,NO,,YES,2018,OCTOBER,2018,DECEMBER,1,,150,YES,ANIMALS
76-41-43-15,0634-001-001,1,103,1,2017,0,NO,,NO,,,,,,,,,
76-14-69-90,0638-001-001,1,55,15,2012,5,NO,,YES,2018,AUGUST,2019,JULY,1,,90,NO,
76-14-69-90,0638-001-001,1,57,1,2002,0,NO,,YES,2018,DECEMBER,2019,JANUARY,1,,100,NO,
80-55-01-46,0639-007-001,1,55,30,2017,0,NO,,YES,2018,AUGUST,2019,JULY,1,,150,NO,
80-55-01-46,0639-007-001,1,57,1,1900,0,NO,,YES,2018,OCTOBER,2018,DECEMBER,1,,120,YES,ANIMALS
80-55-01-46,0639-007-001,1,60,1,2014,0,NO,,YES,2019,APRIL,2019,MAY,1,,50,NO,
03-58-62-92,0639-007-003,1,57,4,1990,0,NO,,YES,2018,NOVEMBER,2019,FEBRUARY,1,,150,YES,ANIMALS
04-52-63-04,0642-001-001,1,55,124,1985,13,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,SEPTEMBER,2019,OCTOBER,1,2,470,NO,
04-52-63-04,0642-001-001,1,56,2,2006,0,NO,,YES,2019,MARCH,2019,SEPTEMBER,1,2,120,YES,THEFT
04-52-63-04,0642-001-001,1,57,1,1992,0,NO,,YES,2018,NOVEMBER,2019,FEBRUARY,1,2,30,YES,THEFT
04-52-63-04,0642-001-001,1,63,1,2006,0,NO,,YES,2018,DECEMBER,2019,FEBRUARY,1,2,10,YES,INSECTS
04-52-63-04,0642-001-001,3,55,84,1984,6,NO,,YES,2018,SEPTEMBER,2019,OCTOBER,1,2,390,NO,
04-52-63-04,0642-001-001,4,59,430,2018,430,NO,,YES,2019,MAY,2019,OCTOBER,1,,462,YES,THEFT
86-97-87-20,0642-001-003,1,55,110,2004,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,2,288,YES,THEFT
86-97-87-20,0642-001-003,1,56,2,2018,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
86-97-87-20,0642-001-003,1,58,1,2008,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,JULY,2019,NOVEMBER,1,2,12,YES,THEFT
86-97-87-20,0642-001-003,2,59,1430,2007,0,NO,,YES,2018,DECEMBER,2019,NOVEMBER,1,2,250,YES,THEFT
15-94-42-33,0642-001-004,1,55,300,1992,15,NO,,YES,2019,JUNE,2019,SEPTEMBER,1,,460,NO,
15-94-42-33,0642-001-004,2,59,3000,2017,0,NO,,YES,2019,JULY,2019,OCTOBER,1,2,940,YES,THEFT
96-16-28-77,0642-001-006,1,55,120,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,2,,180,NO,
96-16-28-77,0642-001-006,1,56,1,2008,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,JUNE,2019,SEPTEMBER,1,2,60,NO,
96-16-28-77,0642-001-006,2,59,500,2018,500,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
96-16-28-77,0642-001-006,3,55,160,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,,240,NO,
04-94-12-79,0642-001-009,1,55,160,1900,8,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,NOVEMBER,1,,432,NO,
04-94-12-79,0642-001-009,1,56,1,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
04-94-12-79,0642-001-009,1,57,1,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,DECEMBER,2020,JANUARY,1,,140,YES,THEFT
04-94-12-79,0642-001-009,1,58,1,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,SEPTEMBER,2019,NOVEMBER,1,,15,NO,
09-53-11-55,0643-001-001,1,55,350,1900,25,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,,480,NO,
09-53-11-55,0643-001-001,3,55,500,2006,20,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,,720,NO,
09-53-11-55,0643-001-001,3,59,100,2018,30,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
22-96-87-35,0643-001-004,1,54,3,2019,3,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,NOVEMBER,2019,NOVEMBER,1,2,12,NO,
22-96-87-35,0643-001-004,1,55,90,2017,0,NO,,YES,2018,SEPTEMBER,2019,NOVEMBER,1,2,940,NO,
22-96-87-35,0643-001-004,1,56,1,2017,0,NO,,NO,,,,,,,,,
22-96-87-35,0643-001-004,1,57,2,2017,0,NO,,NO,,,,,,,,,
73-72-53-25,0644-001-001,1,55,70,1994,0,NO,,YES,2018,SEPTEMBER,2019,OCTOBER,1,2,415,YES,THEFT
73-72-53-25,0644-001-001,1,56,2,2014,0,NO,,YES,2018,NOVEMBER,2019,JANUARY,1,2,30,YES,THEFT
73-72-53-25,0644-001-001,1,57,1,2014,0,NO,,YES,2018,NOVEMBER,2019,FEBRUARY,1,2,40,YES,INSECTS
73-72-53-25,0644-001-001,1,59,6000,2016,0,NO,,YES,2019,FEBRUARY,2019,NOVEMBER,1,2,1195,YES,THEFT
95-29-04-76,0645-001-001,1,55,120,2013,0,NO,,YES,2018,NOVEMBER,2019,OCTOBER,1,2,500,NO,
95-29-04-76,0645-001-001,2,55,198,2013,12,NO,,YES,2018,NOVEMBER,2019,OCTOBER,2,,980,NO,
95-29-04-76,0645-001-001,3,55,42,1998,0,NO,,YES,2018,NOVEMBER,2019,OCTOBER,2,,150,NO,
81-88-93-76,0645-001-003,1,54,4,2016,0,NO,,YES,2018,NOVEMBER,2019,DECEMBER,1,,18,NO,
81-88-93-76,0645-001-003,1,55,458,1986,0,NO,,YES,2018,NOVEMBER,2019,DECEMBER,1,,780,NO,
81-88-93-76,0645-001-003,1,56,4,1900,0,NO,,YES,2018,NOVEMBER,2019,DECEMBER,1,,60,YES,THEFT
81-88-93-76,0645-001-003,1,57,1,1900,0,NO,,YES,2019,NOVEMBER,2019,DECEMBER,1,,30,YES,THEFT
81-88-93-76,0645-001-003,1,58,4,1900,0,NO,,YES,2018,NOVEMBER,2019,DECEMBER,1,,45,YES,BIRDS
55-16-13-84,0646-001-001,2,55,109,2009,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,NOVEMBER,1,,146,NO,
55-16-13-84,0646-001-001,2,57,1,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
55-16-13-84,0646-001-001,2,58,2,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,FEBRUARY,2019,OCTOBER,1,,8,NO,
73-60-06-64,0646-001-002,1,55,154,2010,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,2,160,NO,
73-60-06-64,0646-001-002,1,56,1,2018,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
73-60-06-64,0646-001-002,2,55,445,2008,0,NO,,YES,2018,NOVEMBER,2019,OCTOBER,1,,300,NO,
57-40-27-79,0647-001-001,1,55,60,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,2,,96,NO,
57-40-27-79,0647-001-001,1,56,1,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
57-40-27-79,0647-001-001,1,58,2,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,2,,120,NO,
32-85-24-94,0648-001-001,1,55,575,1999,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,2,520,NO,
32-85-24-94,0648-001-001,1,56,1,2012,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
32-85-24-94,0648-001-001,1,58,4,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,FEBRUARY,2019,SEPTEMBER,2,,12,NO,
32-85-24-94,0648-001-001,2,59,486,2018,40,NO,,YES,2019,JANUARY,2019,NOVEMBER,1,2,240,NO,
20-84-09-10,0649-001-001,1,55,140,182,20,NO,,YES,2018,OCTOBER,2019,NOVEMBER,1,,680,NO,
20-84-09-10,0649-001-001,1,56,1,1996,0,NO,,YES,2019,APRIL,2019,JUNE,1,,89,YES,THEFT
20-84-09-10,0649-001-001,1,57,1,1998,0,NO,,NO,,,,,,,,,
20-84-09-10,0649-001-001,1,64,1,2000,0,NO,,NO,,,,,,,,,
75-45-78-14,0651-001-001,1,55,68,2004,18,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,NOVEMBER,1,,280,NO,
75-45-78-14,0651-001-001,1,56,2,2010,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,JULY,2019,OCTOBER,1,,60,NO,
75-45-78-14,0651-001-001,1,57,1,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
75-45-78-14,0651-001-001,1,58,1,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,AUGUST,2019,NOVEMBER,1,,30,NO,
21-41-45-56,0652-001-001,1,55,867,1975,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,2,320,NO,
21-41-45-56,0652-001-001,1,58,1,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,JANUARY,2019,OCTOBER,1,,60,NO,
21-41-45-56,0652-001-001,3,55,196,1976,0,NO,,YES,2019,JANUARY,2019,NOVEMBER,1,2,240,NO,
38-47-82-69,0652-003-001,1,55,91,2016,46,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,SEPTEMBER,2019,DECEMBER,1,2,58,NO,
35-30-83-19,0653-001-001,1,55,168,1987,10,NO,,YES,2018,OCTOBER,2019,NOVEMBER,1,2,480,NO,
35-30-83-19,0653-001-001,1,56,1,1996,0,NO,,YES,2019,APRIL,2019,JUNE,1,2,90,YES,THEFT
35-30-83-19,0653-001-001,2,55,246,1988,0,NO,,YES,2018,SEPTEMBER,2019,OCTOBER,1,2,376,YES,DISEASES
35-30-83-19,0653-001-001,2,56,3,2010,0,NO,,YES,2018,OCTOBER,2019,NOVEMBER,1,2,80,YES,THEFT
35-30-83-19,0653-001-001,2,57,4,1999,0,NO,,YES,2019,FEBRUARY,2019,MARCH,1,2,70,YES,THEFT
35-30-83-19,0653-001-001,2,58,5,2009,0,NO,,YES,2018,OCTOBER,2019,NOVEMBER,1,2,40,YES,BIRDS
42-93-81-17,0654-001-001,1,55,2000,1900,0,NO,,YES,2018,DECEMBER,2019,NOVEMBER,1,2,1450,NO,
42-93-81-17,0654-001-001,1,56,1,1900,0,NO,,YES,2019,SEPTEMBER,2019,NOVEMBER,2,,30,YES,THEFT
42-93-81-17,0654-001-001,1,58,1,2016,0,NO,,YES,2018,DECEMBER,2019,NOVEMBER,2,,25,YES,BIRDS
42-93-81-17,0654-001-001,1,93,30,2019,0,NO,,NO,,,,,,,,,
70-81-65-41,0654-001-002,1,55,914,1975,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,2,,3720,NO,
70-81-65-41,0654-001-002,1,56,4,1986,0,NO,,YES,2019,APRIL,2019,AUGUST,2,,125,NO,
18-25-55-05,0654-004-001,2,53,2,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
18-25-55-05,0654-004-001,2,55,100,1900,10,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,2,240,NO,
18-25-55-05,0654-004-001,2,56,3,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
18-25-55-05,0654-004-001,2,57,1,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
18-25-55-05,0654-004-001,2,58,3,2018,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
43-17-73-10,0655-001-001,1,55,200,2015,100,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,2,300,NO,
43-17-73-10,0655-001-001,1,56,4,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
43-17-73-10,0655-001-001,1,58,8,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
43-17-73-10,0655-001-001,1,59,150,2018,30,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,,120,NO,
45-08-66-74,0657-001-001,1,55,150,2018,30,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2019,MAY,1,2,120,NO,
45-08-66-74,0657-001-001,1,57,3,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,FEBRUARY,1,2,300,YES,THEFT
45-08-66-74,0657-001-001,1,58,2,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2018,JUNE,1,2,200,NO,
80-11-06-01,0658-001-001,1,55,240,1990,20,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2019,MAY,1,,1680,NO,
80-11-06-01,0658-001-001,1,102,1,2008,0,NO,,YES,2018,DECEMBER,2019,MARCH,1,,15,NO,
08-56-07-13,0661-002-001,1,53,2,2013,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,SEPTEMBER,2018,NOVEMBER,1,2,60,NO,
08-56-07-13,0661-002-001,1,55,80,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
08-56-07-13,0661-002-001,1,57,1,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,JANUARY,1,2,300,NO,
08-56-07-13,0661-002-001,1,101,1,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,APRIL,2019,MAY,1,2,20,NO,
08-56-07-13,0661-002-001,2,55,120,2016,0,NO,,YES,2018,JUNE,2019,JUNE,1,2,500,NO,
08-56-07-13,0661-002-001,3,55,150,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,APRIL,2019,APRIL,1,,70,NO,
08-56-07-13,0661-002-001,3,57,1,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,FEBRUARY,1,,200,NO,
08-56-07-13,0661-002-001,3,58,1,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MAY,2019,JUNE,1,,3,NO,
51-15-35-70,0662-001-001,1,55,580,1993,20,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MARCH,2019,MAY,1,,80,NO,
51-15-35-70,0662-001-001,1,56,2,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MAY,2019,MAY,1,,18,NO,
51-15-35-70,0662-001-001,1,57,2,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MARCH,2019,JUNE,1,,100,YES,BIRDS
51-15-35-70,0662-001-001,1,58,1,2018,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
51-15-35-70,0662-001-001,1,63,1,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,APRIL,2019,JUNE,1,,40,YES,BIRDS
51-15-35-70,0662-001-001,1,102,1,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MARCH,2019,APRIL,1,,5,YES,INSECTS
10-37-19-93,0662-002-002,1,55,100,2009,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,AUGUST,2019,JULY,1,2,1000,NO,
10-37-19-93,0662-002-002,1,56,2,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MAY,2018,SEPTEMBER,1,2,750,NO,
10-37-19-93,0662-002-002,1,58,3,2013,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MAY,2019,AUGUST,1,2,200,NO,
10-37-19-93,0662-002-002,2,55,230,1992,0,NO,,YES,2018,AUGUST,2019,JULY,1,2,1260,NO,
74-94-37-74,0663-001-001,1,55,200,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2019,MAY,1,6,1600,NO,
74-94-37-74,0663-001-001,2,55,300,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2019,MAY,1,6,6000,YES,ANIMALS
74-94-37-74,0663-001-001,2,56,40,2007,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2018,JULY,1,6,300,YES,ANIMALS
69-75-97-36,0663-003-001,1,55,50,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,AUGUST,2019,JULY,1,2,75,NO,
69-75-97-36,0663-003-001,1,56,8,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
05-21-74-76,0664-001-001,1,55,20,2013,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2019,MAY,1,,36,NO,
05-21-74-76,0664-001-001,1,56,2,2010,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
05-21-74-76,0664-001-001,1,57,3,2003,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,OCTOBER,2019,JANUARY,1,,200,YES,INSECTS
05-21-74-76,0664-001-001,1,85,1,2010,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,SEPTEMBER,2018,OCTOBER,1,,40,NO,
05-21-74-76,0664-001-001,2,55,12,2009,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MARCH,2019,MAY,1,,30,NO,
05-21-74-76,0664-001-001,2,57,4,2003,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,JANUARY,1,,100,YES,INSECTS
05-21-74-76,0664-001-001,2,64,3,2012,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
05-21-74-76,0664-001-001,2,102,1,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
05-21-74-76,0664-001-001,5,55,350,1900,30,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2019,MAY,1,,900,NO,
05-21-74-76,0664-001-001,5,57,2,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
05-21-74-76,0664-001-001,6,55,12,2017,12,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,JANUARY,2019,MARCH,1,,30,NO,
05-21-74-76,0664-001-001,6,56,2,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
05-21-74-76,0664-001-001,6,57,3,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
05-21-74-76,0664-001-001,6,58,2,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
99-47-56-63,0666-001-001,1,55,35,2013,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,AUGUST,2019,JULY,1,2,130,NO,
