interview__key,sdd_hhid,itemcode,hh_j08
67-96-69-36,0041-004-001,H. FATS/OIL,7
67-96-69-36,0041-004-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
67-96-69-36,0041-004-001,J. SPICES/CONDIMENTS,7
25-80-02-40,0042-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
25-80-02-40,0042-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",4
25-80-02-40,0042-001-001,C. NUTS AND PULSES,4
25-80-02-40,0042-001-001,D. VEGETABLES,7
25-80-02-40,0042-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
25-80-02-40,0042-001-001,F. FRUITS,5
25-80-02-40,0042-001-001,G. MILK/MILK PRODUCTS,0
25-80-02-40,0042-001-001,H. FATS/OIL,7
25-80-02-40,0042-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
25-80-02-40,0042-001-001,J. SPICES/CONDIMENTS,7
63-16-88-22,0042-001-002,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
63-16-88-22,0042-001-002,"B. ROOTS, TUBERS, AND PLANTAINS",6
63-16-88-22,0042-001-002,C. NUTS AND PULSES,5
63-16-88-22,0042-001-002,D. VEGETABLES,7
63-16-88-22,0042-001-002,"E. MEAT, FISH AND ANIMAL PRODUCTS",6
63-16-88-22,0042-001-002,F. FRUITS,5
63-16-88-22,0042-001-002,G. MILK/MILK PRODUCTS,0
63-16-88-22,0042-001-002,H. FATS/OIL,7
63-16-88-22,0042-001-002,I. SUGAR/SUGAR PRODUCTS/HONEY,7
63-16-88-22,0042-001-002,J. SPICES/CONDIMENTS,7
13-15-52-70,0043-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
13-15-52-70,0043-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",2
13-15-52-70,0043-001-001,C. NUTS AND PULSES,3
13-15-52-70,0043-001-001,D. VEGETABLES,7
13-15-52-70,0043-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
13-15-52-70,0043-001-001,F. FRUITS,5
13-15-52-70,0043-001-001,G. MILK/MILK PRODUCTS,2
13-15-52-70,0043-001-001,H. FATS/OIL,7
13-15-52-70,0043-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
13-15-52-70,0043-001-001,J. SPICES/CONDIMENTS,7
22-43-84-51,0044-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
22-43-84-51,0044-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",3
22-43-84-51,0044-001-001,C. NUTS AND PULSES,2
22-43-84-51,0044-001-001,D. VEGETABLES,7
22-43-84-51,0044-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
22-43-84-51,0044-001-001,F. FRUITS,2
22-43-84-51,0044-001-001,G. MILK/MILK PRODUCTS,2
22-43-84-51,0044-001-001,H. FATS/OIL,7
22-43-84-51,0044-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
22-43-84-51,0044-001-001,J. SPICES/CONDIMENTS,7
73-81-30-49,0045-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
73-81-30-49,0045-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
73-81-30-49,0045-001-001,C. NUTS AND PULSES,1
73-81-30-49,0045-001-001,D. VEGETABLES,7
73-81-30-49,0045-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",2
73-81-30-49,0045-001-001,F. FRUITS,7
73-81-30-49,0045-001-001,G. MILK/MILK PRODUCTS,4
73-81-30-49,0045-001-001,H. FATS/OIL,7
73-81-30-49,0045-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
73-81-30-49,0045-001-001,J. SPICES/CONDIMENTS,7
43-77-98-27,0046-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
43-77-98-27,0046-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
43-77-98-27,0046-001-001,C. NUTS AND PULSES,0
43-77-98-27,0046-001-001,D. VEGETABLES,7
43-77-98-27,0046-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",7
43-77-98-27,0046-001-001,F. FRUITS,0
43-77-98-27,0046-001-001,G. MILK/MILK PRODUCTS,0
43-77-98-27,0046-001-001,H. FATS/OIL,7
43-77-98-27,0046-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
43-77-98-27,0046-001-001,J. SPICES/CONDIMENTS,7
24-75-61-52,0047-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
24-75-61-52,0047-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
24-75-61-52,0047-001-001,C. NUTS AND PULSES,6
24-75-61-52,0047-001-001,D. VEGETABLES,7
24-75-61-52,0047-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
24-75-61-52,0047-001-001,F. FRUITS,0
24-75-61-52,0047-001-001,G. MILK/MILK PRODUCTS,3
24-75-61-52,0047-001-001,H. FATS/OIL,7
24-75-61-52,0047-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
24-75-61-52,0047-001-001,J. SPICES/CONDIMENTS,7
97-60-31-67,0048-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",0
97-60-31-67,0048-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",2
97-60-31-67,0048-001-001,C. NUTS AND PULSES,3
97-60-31-67,0048-001-001,D. VEGETABLES,7
97-60-31-67,0048-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",1
97-60-31-67,0048-001-001,F. FRUITS,7
97-60-31-67,0048-001-001,G. MILK/MILK PRODUCTS,4
97-60-31-67,0048-001-001,H. FATS/OIL,7
97-60-31-67,0048-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
97-60-31-67,0048-001-001,J. SPICES/CONDIMENTS,7
03-68-77-59,0049-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
03-68-77-59,0049-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
03-68-77-59,0049-001-001,C. NUTS AND PULSES,4
03-68-77-59,0049-001-001,D. VEGETABLES,7
03-68-77-59,0049-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
03-68-77-59,0049-001-001,F. FRUITS,0
03-68-77-59,0049-001-001,G. MILK/MILK PRODUCTS,0
03-68-77-59,0049-001-001,H. FATS/OIL,7
03-68-77-59,0049-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
03-68-77-59,0049-001-001,J. SPICES/CONDIMENTS,7
88-71-20-70,0050-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
88-71-20-70,0050-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
88-71-20-70,0050-001-001,C. NUTS AND PULSES,6
88-71-20-70,0050-001-001,D. VEGETABLES,7
88-71-20-70,0050-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
88-71-20-70,0050-001-001,F. FRUITS,5
88-71-20-70,0050-001-001,G. MILK/MILK PRODUCTS,0
88-71-20-70,0050-001-001,H. FATS/OIL,7
88-71-20-70,0050-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
88-71-20-70,0050-001-001,J. SPICES/CONDIMENTS,7
62-93-39-20,0051-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",4
62-93-39-20,0051-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",2
62-93-39-20,0051-001-001,C. NUTS AND PULSES,2
62-93-39-20,0051-001-001,D. VEGETABLES,4
62-93-39-20,0051-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
62-93-39-20,0051-001-001,F. FRUITS,2
62-93-39-20,0051-001-001,G. MILK/MILK PRODUCTS,2
62-93-39-20,0051-001-001,H. FATS/OIL,4
62-93-39-20,0051-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,4
62-93-39-20,0051-001-001,J. SPICES/CONDIMENTS,4
92-89-07-22,0051-001-002,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
92-89-07-22,0051-001-002,"B. ROOTS, TUBERS, AND PLANTAINS",0
92-89-07-22,0051-001-002,C. NUTS AND PULSES,3
92-89-07-22,0051-001-002,D. VEGETABLES,7
92-89-07-22,0051-001-002,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
92-89-07-22,0051-001-002,F. FRUITS,7
92-89-07-22,0051-001-002,G. MILK/MILK PRODUCTS,1
92-89-07-22,0051-001-002,H. FATS/OIL,7
92-89-07-22,0051-001-002,I. SUGAR/SUGAR PRODUCTS/HONEY,7
92-89-07-22,0051-001-002,J. SPICES/CONDIMENTS,7
28-71-87-26,0051-001-003,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
28-71-87-26,0051-001-003,"B. ROOTS, TUBERS, AND PLANTAINS",7
28-71-87-26,0051-001-003,C. NUTS AND PULSES,7
28-71-87-26,0051-001-003,D. VEGETABLES,7
28-71-87-26,0051-001-003,"E. MEAT, FISH AND ANIMAL PRODUCTS",7
28-71-87-26,0051-001-003,F. FRUITS,7
28-71-87-26,0051-001-003,G. MILK/MILK PRODUCTS,7
28-71-87-26,0051-001-003,H. FATS/OIL,7
28-71-87-26,0051-001-003,I. SUGAR/SUGAR PRODUCTS/HONEY,7
28-71-87-26,0051-001-003,J. SPICES/CONDIMENTS,7
00-72-79-53,0055-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",4
00-72-79-53,0055-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",6
00-72-79-53,0055-001-001,C. NUTS AND PULSES,4
00-72-79-53,0055-001-001,D. VEGETABLES,6
00-72-79-53,0055-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",1
00-72-79-53,0055-001-001,F. FRUITS,5
00-72-79-53,0055-001-001,G. MILK/MILK PRODUCTS,0
00-72-79-53,0055-001-001,H. FATS/OIL,6
00-72-79-53,0055-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,4
00-72-79-53,0055-001-001,J. SPICES/CONDIMENTS,7
72-59-54-68,0055-003-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",3
72-59-54-68,0055-003-001,"B. ROOTS, TUBERS, AND PLANTAINS",4
72-59-54-68,0055-003-001,C. NUTS AND PULSES,5
72-59-54-68,0055-003-001,D. VEGETABLES,7
72-59-54-68,0055-003-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",2
72-59-54-68,0055-003-001,F. FRUITS,4
72-59-54-68,0055-003-001,G. MILK/MILK PRODUCTS,2
72-59-54-68,0055-003-001,H. FATS/OIL,7
72-59-54-68,0055-003-001,I. SUGAR/SUGAR PRODUCTS/HONEY,4
72-59-54-68,0055-003-001,J. SPICES/CONDIMENTS,7
73-41-85-14,0056-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",2
73-41-85-14,0056-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
73-41-85-14,0056-001-001,C. NUTS AND PULSES,5
73-41-85-14,0056-001-001,D. VEGETABLES,7
73-41-85-14,0056-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",7
73-41-85-14,0056-001-001,F. FRUITS,0
73-41-85-14,0056-001-001,G. MILK/MILK PRODUCTS,7
73-41-85-14,0056-001-001,H. FATS/OIL,7
73-41-85-14,0056-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
73-41-85-14,0056-001-001,J. SPICES/CONDIMENTS,7
16-64-27-88,0057-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
16-64-27-88,0057-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",4
16-64-27-88,0057-001-001,C. NUTS AND PULSES,6
16-64-27-88,0057-001-001,D. VEGETABLES,7
16-64-27-88,0057-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
16-64-27-88,0057-001-001,F. FRUITS,2
16-64-27-88,0057-001-001,G. MILK/MILK PRODUCTS,7
16-64-27-88,0057-001-001,H. FATS/OIL,7
16-64-27-88,0057-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
16-64-27-88,0057-001-001,J. SPICES/CONDIMENTS,7
34-42-58-96,0058-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
34-42-58-96,0058-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",5
34-42-58-96,0058-001-001,C. NUTS AND PULSES,3
34-42-58-96,0058-001-001,D. VEGETABLES,7
34-42-58-96,0058-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",5
34-42-58-96,0058-001-001,F. FRUITS,3
34-42-58-96,0058-001-001,G. MILK/MILK PRODUCTS,4
34-42-58-96,0058-001-001,H. FATS/OIL,7
34-42-58-96,0058-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
34-42-58-96,0058-001-001,J. SPICES/CONDIMENTS,7
77-68-44-59,0059-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",5
77-68-44-59,0059-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",2
77-68-44-59,0059-001-001,C. NUTS AND PULSES,6
77-68-44-59,0059-001-001,D. VEGETABLES,7
77-68-44-59,0059-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
77-68-44-59,0059-001-001,F. FRUITS,3
77-68-44-59,0059-001-001,G. MILK/MILK PRODUCTS,5
77-68-44-59,0059-001-001,H. FATS/OIL,7
77-68-44-59,0059-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
77-68-44-59,0059-001-001,J. SPICES/CONDIMENTS,7
44-35-85-32,0060-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
44-35-85-32,0060-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",3
44-35-85-32,0060-001-001,C. NUTS AND PULSES,1
44-35-85-32,0060-001-001,D. VEGETABLES,6
44-35-85-32,0060-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
44-35-85-32,0060-001-001,F. FRUITS,0
44-35-85-32,0060-001-001,G. MILK/MILK PRODUCTS,1
44-35-85-32,0060-001-001,H. FATS/OIL,7
44-35-85-32,0060-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
44-35-85-32,0060-001-001,J. SPICES/CONDIMENTS,7
45-55-29-47,0061-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",0
45-55-29-47,0061-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
45-55-29-47,0061-001-001,C. NUTS AND PULSES,0
45-55-29-47,0061-001-001,D. VEGETABLES,0
45-55-29-47,0061-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
45-55-29-47,0061-001-001,F. FRUITS,0
45-55-29-47,0061-001-001,G. MILK/MILK PRODUCTS,0
45-55-29-47,0061-001-001,H. FATS/OIL,0
45-55-29-47,0061-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,0
45-55-29-47,0061-001-001,J. SPICES/CONDIMENTS,0
47-61-12-15,0062-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
47-61-12-15,0062-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",1
47-61-12-15,0062-001-001,C. NUTS AND PULSES,1
47-61-12-15,0062-001-001,D. VEGETABLES,7
47-61-12-15,0062-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",5
47-61-12-15,0062-001-001,F. FRUITS,5
47-61-12-15,0062-001-001,G. MILK/MILK PRODUCTS,7
47-61-12-15,0062-001-001,H. FATS/OIL,7
47-61-12-15,0062-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
47-61-12-15,0062-001-001,J. SPICES/CONDIMENTS,7
35-43-12-92,0062-001-003,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
35-43-12-92,0062-001-003,"B. ROOTS, TUBERS, AND PLANTAINS",0
35-43-12-92,0062-001-003,C. NUTS AND PULSES,2
35-43-12-92,0062-001-003,D. VEGETABLES,7
35-43-12-92,0062-001-003,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
35-43-12-92,0062-001-003,F. FRUITS,0
35-43-12-92,0062-001-003,G. MILK/MILK PRODUCTS,0
35-43-12-92,0062-001-003,H. FATS/OIL,7
35-43-12-92,0062-001-003,I. SUGAR/SUGAR PRODUCTS/HONEY,7
35-43-12-92,0062-001-003,J. SPICES/CONDIMENTS,7
53-26-19-17,0062-001-004,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
53-26-19-17,0062-001-004,"B. ROOTS, TUBERS, AND PLANTAINS",3
53-26-19-17,0062-001-004,C. NUTS AND PULSES,3
53-26-19-17,0062-001-004,D. VEGETABLES,7
53-26-19-17,0062-001-004,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
53-26-19-17,0062-001-004,F. FRUITS,4
53-26-19-17,0062-001-004,G. MILK/MILK PRODUCTS,0
53-26-19-17,0062-001-004,H. FATS/OIL,7
53-26-19-17,0062-001-004,I. SUGAR/SUGAR PRODUCTS/HONEY,7
53-26-19-17,0062-001-004,J. SPICES/CONDIMENTS,7
56-72-41-10,0062-001-005,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
56-72-41-10,0062-001-005,"B. ROOTS, TUBERS, AND PLANTAINS",2
56-72-41-10,0062-001-005,C. NUTS AND PULSES,3
56-72-41-10,0062-001-005,D. VEGETABLES,7
56-72-41-10,0062-001-005,"E. MEAT, FISH AND ANIMAL PRODUCTS",5
56-72-41-10,0062-001-005,F. FRUITS,6
56-72-41-10,0062-001-005,G. MILK/MILK PRODUCTS,2
56-72-41-10,0062-001-005,H. FATS/OIL,7
56-72-41-10,0062-001-005,I. SUGAR/SUGAR PRODUCTS/HONEY,7
56-72-41-10,0062-001-005,J. SPICES/CONDIMENTS,7
20-34-21-50,0062-004-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
20-34-21-50,0062-004-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
20-34-21-50,0062-004-001,C. NUTS AND PULSES,1
20-34-21-50,0062-004-001,D. VEGETABLES,7
20-34-21-50,0062-004-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
20-34-21-50,0062-004-001,F. FRUITS,4
20-34-21-50,0062-004-001,G. MILK/MILK PRODUCTS,7
20-34-21-50,0062-004-001,H. FATS/OIL,7
20-34-21-50,0062-004-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
20-34-21-50,0062-004-001,J. SPICES/CONDIMENTS,7
67-14-39-51,0063-001-003,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
67-14-39-51,0063-001-003,"B. ROOTS, TUBERS, AND PLANTAINS",0
67-14-39-51,0063-001-003,C. NUTS AND PULSES,2
67-14-39-51,0063-001-003,D. VEGETABLES,4
67-14-39-51,0063-001-003,"E. MEAT, FISH AND ANIMAL PRODUCTS",2
67-14-39-51,0063-001-003,F. FRUITS,3
67-14-39-51,0063-001-003,G. MILK/MILK PRODUCTS,2
67-14-39-51,0063-001-003,H. FATS/OIL,5
67-14-39-51,0063-001-003,I. SUGAR/SUGAR PRODUCTS/HONEY,7
67-14-39-51,0063-001-003,J. SPICES/CONDIMENTS,7
47-38-96-20,0065-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
47-38-96-20,0065-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
47-38-96-20,0065-001-001,C. NUTS AND PULSES,5
47-38-96-20,0065-001-001,D. VEGETABLES,5
47-38-96-20,0065-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
47-38-96-20,0065-001-001,F. FRUITS,7
47-38-96-20,0065-001-001,G. MILK/MILK PRODUCTS,0
47-38-96-20,0065-001-001,H. FATS/OIL,7
47-38-96-20,0065-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
47-38-96-20,0065-001-001,J. SPICES/CONDIMENTS,7
68-03-68-88,0066-002-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",0
68-03-68-88,0066-002-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
68-03-68-88,0066-002-001,C. NUTS AND PULSES,0
68-03-68-88,0066-002-001,D. VEGETABLES,0
68-03-68-88,0066-002-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
68-03-68-88,0066-002-001,F. FRUITS,0
68-03-68-88,0066-002-001,G. MILK/MILK PRODUCTS,0
68-03-68-88,0066-002-001,H. FATS/OIL,0
68-03-68-88,0066-002-001,I. SUGAR/SUGAR PRODUCTS/HONEY,0
68-03-68-88,0066-002-001,J. SPICES/CONDIMENTS,0
32-51-53-41,0066-003-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",0
32-51-53-41,0066-003-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
32-51-53-41,0066-003-001,C. NUTS AND PULSES,0
32-51-53-41,0066-003-001,D. VEGETABLES,7
32-51-53-41,0066-003-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",6
32-51-53-41,0066-003-001,F. FRUITS,0
32-51-53-41,0066-003-001,G. MILK/MILK PRODUCTS,0
32-51-53-41,0066-003-001,H. FATS/OIL,0
32-51-53-41,0066-003-001,I. SUGAR/SUGAR PRODUCTS/HONEY,0
32-51-53-41,0066-003-001,J. SPICES/CONDIMENTS,7
09-55-27-80,0066-003-003,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
09-55-27-80,0066-003-003,"B. ROOTS, TUBERS, AND PLANTAINS",0
09-55-27-80,0066-003-003,C. NUTS AND PULSES,0
09-55-27-80,0066-003-003,D. VEGETABLES,7
09-55-27-80,0066-003-003,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
09-55-27-80,0066-003-003,F. FRUITS,0
09-55-27-80,0066-003-003,G. MILK/MILK PRODUCTS,0
09-55-27-80,0066-003-003,H. FATS/OIL,0
09-55-27-80,0066-003-003,I. SUGAR/SUGAR PRODUCTS/HONEY,0
09-55-27-80,0066-003-003,J. SPICES/CONDIMENTS,7
99-00-08-27,0066-003-004,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",0
99-00-08-27,0066-003-004,"B. ROOTS, TUBERS, AND PLANTAINS",0
99-00-08-27,0066-003-004,C. NUTS AND PULSES,0
99-00-08-27,0066-003-004,D. VEGETABLES,0
99-00-08-27,0066-003-004,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
99-00-08-27,0066-003-004,F. FRUITS,0
99-00-08-27,0066-003-004,G. MILK/MILK PRODUCTS,0
99-00-08-27,0066-003-004,H. FATS/OIL,0
99-00-08-27,0066-003-004,I. SUGAR/SUGAR PRODUCTS/HONEY,7
99-00-08-27,0066-003-004,J. SPICES/CONDIMENTS,0
03-98-19-65,0066-003-005,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",0
03-98-19-65,0066-003-005,"B. ROOTS, TUBERS, AND PLANTAINS",0
03-98-19-65,0066-003-005,C. NUTS AND PULSES,0
03-98-19-65,0066-003-005,D. VEGETABLES,0
03-98-19-65,0066-003-005,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
03-98-19-65,0066-003-005,F. FRUITS,0
03-98-19-65,0066-003-005,G. MILK/MILK PRODUCTS,0
03-98-19-65,0066-003-005,H. FATS/OIL,0
03-98-19-65,0066-003-005,I. SUGAR/SUGAR PRODUCTS/HONEY,0
03-98-19-65,0066-003-005,J. SPICES/CONDIMENTS,0
39-00-30-36,0066-003-006,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
39-00-30-36,0066-003-006,"B. ROOTS, TUBERS, AND PLANTAINS",2
39-00-30-36,0066-003-006,C. NUTS AND PULSES,1
39-00-30-36,0066-003-006,D. VEGETABLES,7
39-00-30-36,0066-003-006,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
39-00-30-36,0066-003-006,F. FRUITS,2
39-00-30-36,0066-003-006,G. MILK/MILK PRODUCTS,1
39-00-30-36,0066-003-006,H. FATS/OIL,7
39-00-30-36,0066-003-006,I. SUGAR/SUGAR PRODUCTS/HONEY,5
39-00-30-36,0066-003-006,J. SPICES/CONDIMENTS,7
47-27-42-34,0067-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
47-27-42-34,0067-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",5
47-27-42-34,0067-001-001,C. NUTS AND PULSES,6
47-27-42-34,0067-001-001,D. VEGETABLES,7
47-27-42-34,0067-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",7
47-27-42-34,0067-001-001,F. FRUITS,6
47-27-42-34,0067-001-001,G. MILK/MILK PRODUCTS,7
47-27-42-34,0067-001-001,H. FATS/OIL,7
47-27-42-34,0067-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
47-27-42-34,0067-001-001,J. SPICES/CONDIMENTS,7
33-84-05-95,0067-001-002,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
33-84-05-95,0067-001-002,"B. ROOTS, TUBERS, AND PLANTAINS",2
33-84-05-95,0067-001-002,C. NUTS AND PULSES,0
33-84-05-95,0067-001-002,D. VEGETABLES,3
33-84-05-95,0067-001-002,"E. MEAT, FISH AND ANIMAL PRODUCTS",5
33-84-05-95,0067-001-002,F. FRUITS,2
33-84-05-95,0067-001-002,G. MILK/MILK PRODUCTS,0
33-84-05-95,0067-001-002,H. FATS/OIL,5
33-84-05-95,0067-001-002,I. SUGAR/SUGAR PRODUCTS/HONEY,7
33-84-05-95,0067-001-002,J. SPICES/CONDIMENTS,7
13-42-14-49,0067-004-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
13-42-14-49,0067-004-001,"B. ROOTS, TUBERS, AND PLANTAINS",4
13-42-14-49,0067-004-001,C. NUTS AND PULSES,4
13-42-14-49,0067-004-001,D. VEGETABLES,7
13-42-14-49,0067-004-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",5
13-42-14-49,0067-004-001,F. FRUITS,6
13-42-14-49,0067-004-001,G. MILK/MILK PRODUCTS,7
13-42-14-49,0067-004-001,H. FATS/OIL,7
13-42-14-49,0067-004-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
13-42-14-49,0067-004-001,J. SPICES/CONDIMENTS,7
81-85-31-88,0069-002-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
81-85-31-88,0069-002-001,"B. ROOTS, TUBERS, AND PLANTAINS",4
81-85-31-88,0069-002-001,C. NUTS AND PULSES,4
81-85-31-88,0069-002-001,D. VEGETABLES,7
81-85-31-88,0069-002-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",5
81-85-31-88,0069-002-001,F. FRUITS,0
81-85-31-88,0069-002-001,G. MILK/MILK PRODUCTS,4
81-85-31-88,0069-002-001,H. FATS/OIL,7
81-85-31-88,0069-002-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
81-85-31-88,0069-002-001,J. SPICES/CONDIMENTS,7
91-76-63-44,0071-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
91-76-63-44,0071-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",3
91-76-63-44,0071-001-001,C. NUTS AND PULSES,5
91-76-63-44,0071-001-001,D. VEGETABLES,7
91-76-63-44,0071-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
91-76-63-44,0071-001-001,F. FRUITS,0
91-76-63-44,0071-001-001,G. MILK/MILK PRODUCTS,0
91-76-63-44,0071-001-001,H. FATS/OIL,7
91-76-63-44,0071-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
91-76-63-44,0071-001-001,J. SPICES/CONDIMENTS,7
81-33-13-06,0071-001-003,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
81-33-13-06,0071-001-003,"B. ROOTS, TUBERS, AND PLANTAINS",3
81-33-13-06,0071-001-003,C. NUTS AND PULSES,1
81-33-13-06,0071-001-003,D. VEGETABLES,7
