interview__key,sdd_hhid,lvstckid,lf02_01,lf02_02,lf02_03,lf02_04_1,lf02_04_2,lf02_05,lf02_06,lf02_07,lf02_08,lf02_09,lf02_10,lf02_11,lf02_12,lf02_13,lf02_14,lf02_15,lf02_16,lf02_17,lf02_18,lf02_19,lf02_20,lf02_21,lf02_22,lf02_23,lf02_24,lf02_25,lf02_26,lf02_27_1,lf02_27_2,lf02_28a,lf02_28b,lf02_29,lf02_30,lf02_31,lf02_32,lf02_33,lf02_34a,lf02_34b,lf02_35_1,lf02_35_2
52-32-57-20,0012-001-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-20-64-14,0012-001-010,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-20-64-14,0012-001-010,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-20-64-14,0012-001-010,STEERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-20-64-14,0012-001-010,HEIFERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-20-64-14,0012-001-010,MALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-20-64-14,0012-001-010,FEMALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-20-64-14,0012-001-010,GOATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-20-64-14,0012-001-010,SHEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-20-64-14,0012-001-010,PIGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-20-64-14,0012-001-010,CHICKENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-20-64-14,0012-001-010,DUCKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-20-64-14,0012-001-010,OTHER POULTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-20-64-14,0012-001-010,HARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-20-64-14,0012-001-010,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-20-64-14,0012-001-010,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-20-64-14,0012-001-010,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-30-77-11,0012-003-001,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-30-77-11,0012-003-001,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-30-77-11,0012-003-001,STEERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-30-77-11,0012-003-001,HEIFERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-30-77-11,0012-003-001,MALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-30-77-11,0012-003-001,FEMALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-30-77-11,0012-003-001,GOATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-30-77-11,0012-003-001,SHEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-30-77-11,0012-003-001,PIGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-30-77-11,0012-003-001,CHICKENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-30-77-11,0012-003-001,DUCKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-30-77-11,0012-003-001,OTHER POULTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-30-77-11,0012-003-001,HARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-30-77-11,0012-003-001,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-30-77-11,0012-003-001,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-30-77-11,0012-003-001,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-76-19-96,0013-001-001,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-76-19-96,0013-001-001,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-76-19-96,0013-001-001,STEERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-76-19-96,0013-001-001,HEIFERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-76-19-96,0013-001-001,MALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-76-19-96,0013-001-001,FEMALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-76-19-96,0013-001-001,GOATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-76-19-96,0013-001-001,SHEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-76-19-96,0013-001-001,PIGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-76-19-96,0013-001-001,CHICKENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-76-19-96,0013-001-001,DUCKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-76-19-96,0013-001-001,OTHER POULTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-76-19-96,0013-001-001,HARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-76-19-96,0013-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-76-19-96,0013-001-001,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-76-19-96,0013-001-001,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58-42-71-45,0015-001-001,BULLS,YES,5,3,2,0,,YES,1,250000,NO,,,NO,,,NO,,,NO,,,NO,,,YES,1,400000,1,,MFANYA BIASHARA BINAFSI,WILAYA NYINGINE,NO,,,,,,,,
58-42-71-45,0015-001-001,COWS,YES,13,16,15,0,,NO,,,NO,,,NO,,,YES,1,350000,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
58-42-71-45,0015-001-001,STEERS,YES,8,8,7,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,YES,1,500000,1,,MFANYA BIASHARA BINAFSI,WILAYA NYINGINE,NO,,,,,,,,
58-42-71-45,0015-001-001,HEIFERS,YES,6,4,4,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
58-42-71-45,0015-001-001,MALE CALVES,YES,5,7,5,0,5,NO,,,NO,,,NO,,,YES,2,30000,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
58-42-71-45,0015-001-001,FEMALE CALVES,YES,5,5,4,0,5,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,YES,1,100000,1,,JIRANI,NDANI YA KIJIJI/MJI,NO,,,,,,,,
58-42-71-45,0015-001-001,GOATS,YES,15,12,9,0,4,NO,,,NO,,,YES,1,FRIEND / RELATIVE,NO,,,NO,,,NO,,,NO,,,,,,,YES,2,27,NONE,,,,,
58-42-71-45,0015-001-001,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58-42-71-45,0015-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58-42-71-45,0015-001-001,CHICKENS,YES,15,25,20,0,10,YES,5,31000,NO,,,NO,,,YES,2,12000,NO,,,NO,,,NO,,,,,,,YES,3,1,NONE,,,,,
58-42-71-45,0015-001-001,DUCKS,YES,6,2,2,0,0,YES,2,10000,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
58-42-71-45,0015-001-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58-42-71-45,0015-001-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58-42-71-45,0015-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58-42-71-45,0015-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58-42-71-45,0015-001-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-06-03-18,0016-001-001,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-06-03-18,0016-001-001,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-06-03-18,0016-001-001,STEERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-06-03-18,0016-001-001,HEIFERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-06-03-18,0016-001-001,MALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-06-03-18,0016-001-001,FEMALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-06-03-18,0016-001-001,GOATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-06-03-18,0016-001-001,SHEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-06-03-18,0016-001-001,PIGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-06-03-18,0016-001-001,CHICKENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-06-03-18,0016-001-001,DUCKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-06-03-18,0016-001-001,OTHER POULTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-06-03-18,0016-001-001,HARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-06-03-18,0016-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-06-03-18,0016-001-001,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-06-03-18,0016-001-001,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-26-58-64,0016-001-002,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-26-58-64,0016-001-002,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-26-58-64,0016-001-002,STEERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-26-58-64,0016-001-002,HEIFERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-26-58-64,0016-001-002,MALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-26-58-64,0016-001-002,FEMALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-26-58-64,0016-001-002,GOATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-26-58-64,0016-001-002,SHEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-26-58-64,0016-001-002,PIGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-26-58-64,0016-001-002,CHICKENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-26-58-64,0016-001-002,DUCKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-26-58-64,0016-001-002,OTHER POULTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-26-58-64,0016-001-002,HARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-26-58-64,0016-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-26-58-64,0016-001-002,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-26-58-64,0016-001-002,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-32-76-33,0017-001-001,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-32-76-33,0017-001-001,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-32-76-33,0017-001-001,STEERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-32-76-33,0017-001-001,HEIFERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-32-76-33,0017-001-001,MALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-32-76-33,0017-001-001,FEMALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-32-76-33,0017-001-001,GOATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-32-76-33,0017-001-001,SHEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-32-76-33,0017-001-001,PIGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-32-76-33,0017-001-001,CHICKENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-32-76-33,0017-001-001,DUCKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-32-76-33,0017-001-001,OTHER POULTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-32-76-33,0017-001-001,HARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-32-76-33,0017-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-32-76-33,0017-001-001,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56-32-76-33,0017-001-001,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-18-18-76,0017-002-001,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-18-18-76,0017-002-001,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-18-18-76,0017-002-001,STEERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-18-18-76,0017-002-001,HEIFERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-18-18-76,0017-002-001,MALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-18-18-76,0017-002-001,FEMALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-18-18-76,0017-002-001,GOATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-18-18-76,0017-002-001,SHEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-18-18-76,0017-002-001,PIGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-18-18-76,0017-002-001,CHICKENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-18-18-76,0017-002-001,DUCKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-18-18-76,0017-002-001,OTHER POULTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-18-18-76,0017-002-001,HARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-18-18-76,0017-002-001,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-18-18-76,0017-002-001,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-18-18-76,0017-002-001,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-47-88-39,0018-001-001,BULLS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-47-88-39,0018-001-001,COWS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-47-88-39,0018-001-001,STEERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-47-88-39,0018-001-001,HEIFERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-47-88-39,0018-001-001,MALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-47-88-39,0018-001-001,FEMALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-47-88-39,0018-001-001,GOATS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-47-88-39,0018-001-001,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-47-88-39,0018-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-47-88-39,0018-001-001,CHICKENS,YES,0,5,5,0,0,YES,5,25000,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
39-47-88-39,0018-001-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-47-88-39,0018-001-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-47-88-39,0018-001-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-47-88-39,0018-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-47-88-39,0018-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-47-88-39,0018-001-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-73-12-41,0020-001-001,BULLS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-73-12-41,0020-001-001,COWS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-73-12-41,0020-001-001,STEERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-73-12-41,0020-001-001,HEIFERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-73-12-41,0020-001-001,MALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-73-12-41,0020-001-001,FEMALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-73-12-41,0020-001-001,GOATS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-73-12-41,0020-001-001,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-73-12-41,0020-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-73-12-41,0020-001-001,CHICKENS,YES,15,18,7,0,18,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,YES,2,2,NONE,,,,,
40-73-12-41,0020-001-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-73-12-41,0020-001-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-73-12-41,0020-001-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-73-12-41,0020-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-73-12-41,0020-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-73-12-41,0020-001-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-29-35-18,0021-001-002,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-29-35-18,0021-001-002,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-29-35-18,0021-001-002,STEERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-29-35-18,0021-001-002,HEIFERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-29-35-18,0021-001-002,MALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-29-35-18,0021-001-002,FEMALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-29-35-18,0021-001-002,GOATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-29-35-18,0021-001-002,SHEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-29-35-18,0021-001-002,PIGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-29-35-18,0021-001-002,CHICKENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-29-35-18,0021-001-002,DUCKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-29-35-18,0021-001-002,OTHER POULTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-29-35-18,0021-001-002,HARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-29-35-18,0021-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-29-35-18,0021-001-002,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-29-35-18,0021-001-002,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-25-14-40,0023-001-001,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-25-14-40,0023-001-001,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-25-14-40,0023-001-001,STEERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-25-14-40,0023-001-001,HEIFERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-25-14-40,0023-001-001,MALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-25-14-40,0023-001-001,FEMALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-25-14-40,0023-001-001,GOATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-25-14-40,0023-001-001,SHEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-25-14-40,0023-001-001,PIGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-25-14-40,0023-001-001,CHICKENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-25-14-40,0023-001-001,DUCKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-25-14-40,0023-001-001,OTHER POULTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-25-14-40,0023-001-001,HARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-25-14-40,0023-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-25-14-40,0023-001-001,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-25-14-40,0023-001-001,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-43-78-97,0024-001-001,BULLS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-43-78-97,0024-001-001,COWS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-43-78-97,0024-001-001,STEERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-43-78-97,0024-001-001,HEIFERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-43-78-97,0024-001-001,MALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-43-78-97,0024-001-001,FEMALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-43-78-97,0024-001-001,GOATS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-43-78-97,0024-001-001,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-43-78-97,0024-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-43-78-97,0024-001-001,CHICKENS,YES,0,18,10,0,0,YES,8,64000,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,YES,8,2,NONE,,,,,
96-43-78-97,0024-001-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-43-78-97,0024-001-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-43-78-97,0024-001-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-43-78-97,0024-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-43-78-97,0024-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-43-78-97,0024-001-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-46-18-18,0026-001-001,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-46-18-18,0026-001-001,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-46-18-18,0026-001-001,STEERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-46-18-18,0026-001-001,HEIFERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-46-18-18,0026-001-001,MALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-46-18-18,0026-001-001,FEMALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
