interview__key,y5_hhid,y4_hhid,indidy5,male,age,relation_head,head,father_educ,mother_educ,over_12,cur_married,household_num,rural,clusterid,region_name,district_name,satisfy_school_age,read_wri_kiswa,school_exp,never_attend_reason,start_school_age,cur_school,absent_reason,school_lyear,educ_attain,primary,secondary,university,cur_grade,cur_prim,cur_second,cur_univ,public,board,transportation,time_to_school,free_meal_school,miss_school_lasttwo,absent_reason_2w,access_textbook,homework_hour_week_fir,problem_school,problem_school_sec,psle,pass_psle,school_fee,book_mat,uniform_fee,transport_fee,extra_tuition,others,meal_cost,eduction_expendit_12m,adult_literacy_prog
68-51-31-95,1058-001-01,1058-001,4,0,6,SON/DAUGHTER,0,,,0,,1058,1,20406105001,katavi,mpimbwe,1,0,1,,5,1,,,,,,,Primary,1,0,0,1,0,0,30,0,yes,SCHOOL CLOSED IN BREAK,1,none,1,INADEQUATE TEACHERS,,,none,2300,14000,none,none,none,none,,
68-51-31-95,1058-001-01,1058-001,5,0,4,SON/DAUGHTER,0,,,0,,1058,1,20406105001,katavi,mpimbwe,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68-51-31-95,1058-001-01,1058-001,6,1,2,SON/DAUGHTER,0,,,0,,1058,1,20406105001,katavi,mpimbwe,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68-51-31-95,1058-001-01,1058-001,7,1,0,SON/DAUGHTER,0,,,0,,1058,1,20406105001,katavi,mpimbwe,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-14-80-87,1059-001-01,1059-001,1,1,57,head,1,0,0,1,1,1059,1,20406105001,arusha,karatu,1,1,1,,10,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
71-14-80-87,1059-001-01,1059-001,2,0,53,spouse,0,1,0,1,1,1059,1,20406105001,arusha,karatu,1,1,1,,7,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
71-14-80-87,1059-001-01,1059-001,6,1,25,SON/DAUGHTER,0,,,1,1,1059,1,20406105001,arusha,karatu,1,0,1,,7,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
71-14-80-87,1059-001-01,1059-001,7,0,25,SON/DAUGHTER,0,0,0,1,1,1059,1,20406105001,arusha,karatu,1,0,1,,7,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
71-14-80-87,1059-001-01,1059-001,9,1,7,grandchild,0,,,0,,1059,1,20406105001,arusha,karatu,1,0,0,TOO FAR AWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-14-80-87,1059-001-01,1059-001,16,0,14,grandchild,0,1,1,1,0,1059,1,20406105001,arusha,karatu,1,1,1,,7,0,satisfied,1,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,100000,0
71-14-80-87,1059-001-01,1059-001,17,0,5,grandchild,0,,,0,,1059,1,20406105001,arusha,karatu,1,0,0,TOO FAR AWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-14-80-87,1059-001-01,1059-001,18,0,3,grandchild,0,,,0,,1059,1,20406105001,arusha,karatu,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-14-80-87,1059-001-01,1059-001,19,1,1,grandchild,0,,,0,,1059,1,20406105001,arusha,karatu,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-14-80-87,1059-001-01,1059-001,20,0,18,OTHER NON- RELATIVES (SPECIFY),0,1,1,1,1,1059,1,20406105001,arusha,karatu,1,1,1,,7,0,marriage,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
71-14-80-87,1059-001-01,1059-001,21,0,34,SON/DAUGHTER,0,,,1,0,1059,1,20406105001,arusha,karatu,1,0,1,,9,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
71-14-80-87,1059-001-01,1059-001,22,1,10,grandchild,0,1,,0,,1059,1,20406105001,arusha,karatu,1,0,1,,9,1,,,,,,,Primary,1,0,0,1,0,0,90,0,no,,1,none,0,,,,,,,,,,,30000,
71-14-80-87,1059-001-01,1059-001,23,1,7,grandchild,0,1,,0,,1059,1,20406105001,arusha,karatu,1,0,0,TOO FAR AWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-14-80-87,1059-001-01,1059-001,24,0,5,grandchild,0,1,,0,,1059,1,20406105001,arusha,karatu,1,0,0,TOO FAR AWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-14-80-87,1059-001-01,1059-001,25,0,1,grandchild,0,1,,0,,1059,1,20406105001,arusha,karatu,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-06-68-49,1059-001-03,1059-001,1,0,42,head,1,0,0,1,1,1059,1,20406105001,arusha,karatu,1,0,1,,10,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
79-06-68-49,1059-001-03,1059-001,2,0,14,SON/DAUGHTER,0,1,,1,0,1059,1,20406105001,arusha,karatu,1,0,1,,8,0,satisfied,1,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,100000,0
79-06-68-49,1059-001-03,1059-001,3,1,11,SON/DAUGHTER,0,1,,0,,1059,1,20406105001,arusha,karatu,1,0,0,TOO FAR AWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-06-68-49,1059-001-03,1059-001,4,0,22,SON/DAUGHTER,0,1,,1,0,1059,1,20406105001,arusha,karatu,1,0,1,,7,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
79-06-68-49,1059-001-03,1059-001,5,0,19,SON/DAUGHTER,0,1,,1,0,1059,1,20406105001,arusha,karatu,1,0,1,,7,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
79-06-68-49,1059-001-03,1059-001,6,0,3,SON/DAUGHTER,0,1,,0,,1059,1,20406105001,arusha,karatu,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-06-68-49,1059-001-03,1059-001,7,0,1,SON/DAUGHTER,0,1,,0,,1059,1,20406105001,arusha,karatu,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-06-68-49,1059-001-03,1059-001,8,1,7,SON/DAUGHTER,0,1,,0,,1059,1,20406105001,arusha,karatu,1,0,0,TOO FAR AWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-06-68-49,1059-001-03,1059-001,9,1,5,grandchild,0,,,0,,1059,1,20406105001,arusha,karatu,1,0,0,TOO FAR AWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-06-68-49,1059-001-03,1059-001,10,0,0,grandchild,0,,,0,,1059,1,20406105001,arusha,karatu,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-06-68-49,1059-001-03,1059-001,11,0,3,grandchild,0,,,0,,1059,1,20406105001,arusha,karatu,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-06-68-49,1059-001-03,1059-001,12,1,3,grandchild,0,,,0,,1059,1,20406105001,arusha,karatu,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-06-68-49,1059-001-03,1059-001,13,1,4,grandchild,0,0,,0,,1059,1,20406105001,arusha,karatu,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-40-42-06,1059-001-06,1059-001,1,1,26,head,1,0,,1,1,1059,1,20406105001,singida,mkalama,1,1,1,,7,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
71-40-42-06,1059-001-06,1059-001,2,0,25,spouse,0,0,0,1,1,1059,1,20406105001,singida,mkalama,1,0,1,,9,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
71-40-42-06,1059-001-06,1059-001,3,0,21,spouse,0,1,0,1,1,1059,1,20406105001,singida,mkalama,1,0,1,,7,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
71-40-42-06,1059-001-06,1059-001,4,0,55,FATHER/MOTHER,0,0,0,1,1,1059,1,20406105001,singida,mkalama,1,0,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
71-40-42-06,1059-001-06,1059-001,5,1,22,SISTER/BROTHER,0,0,,1,0,1059,1,20406105001,singida,mkalama,1,0,1,,7,0,refusal,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
71-40-42-06,1059-001-06,1059-001,6,0,17,SISTER/BROTHER,0,0,,1,0,1059,1,20406105001,singida,mkalama,1,0,1,,7,0,refusal,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
71-40-42-06,1059-001-06,1059-001,7,0,15,SISTER/BROTHER,0,0,,1,0,1059,1,20406105001,singida,mkalama,1,1,1,,10,1,,,,,,,Primary,1,0,0,1,0,0,45,0,no,,0,none,1,OVERCROWDED CLASSROOMS,0,,,,,,,,,30000,0
71-40-42-06,1059-001-06,1059-001,8,1,13,SISTER/BROTHER,0,0,,1,0,1059,1,20406105001,singida,mkalama,1,0,1,,9,1,,,,,,,Primary,1,0,0,1,0,0,45,0,no,,0,none,1,OVERCROWDED CLASSROOMS,,,,,,,,,,20000,
71-40-42-06,1059-001-06,1059-001,9,0,9,OTHER RELATIVE (SPECIFY),0,1,0,0,,1059,1,20406105001,singida,mkalama,1,0,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,45,0,no,,0,none,1,INADEQUATE TEACHERS,,,,,,,,,,18000,
71-40-42-06,1059-001-06,1059-001,10,1,7,SON/DAUGHTER,0,,,0,,1059,1,20406105001,singida,mkalama,1,0,0,TOO YOUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-40-42-06,1059-001-06,1059-001,11,0,5,SON/DAUGHTER,0,,,0,,1059,1,20406105001,singida,mkalama,1,0,0,TOO YOUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-40-42-06,1059-001-06,1059-001,12,0,3,SON/DAUGHTER,0,,,0,,1059,1,20406105001,singida,mkalama,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-40-42-06,1059-001-06,1059-001,13,1,1,SON/DAUGHTER,0,,,0,,1059,1,20406105001,singida,mkalama,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-54-41-37,1060-001-01,1060-001,1,1,55,head,1,0,0,1,1,1060,1,20406105001,arusha,karatu,1,1,1,,13,0,FINANCIAL CONSTRAINTS,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
27-54-41-37,1060-001-01,1060-001,2,0,50,spouse,0,0,0,1,1,1060,1,20406105001,arusha,karatu,1,1,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
27-54-41-37,1060-001-01,1060-001,5,1,14,SON/DAUGHTER,0,,,1,0,1060,1,20406105001,arusha,karatu,1,1,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
50-50-37-47,1061-001-03,1061-001,1,1,27,head,1,0,0,1,1,1061,1,20406105001,singida,mkalama,1,1,1,,7,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
50-50-37-47,1061-001-03,1061-001,2,0,21,spouse,0,1,0,1,1,1061,1,20406105001,singida,mkalama,1,1,1,,7,0,marriage,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
50-50-37-47,1061-001-03,1061-001,3,0,4,SON/DAUGHTER,0,,,0,,1061,1,20406105001,singida,mkalama,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-50-37-47,1061-001-03,1061-001,4,1,1,SON/DAUGHTER,0,,,0,,1061,1,20406105001,singida,mkalama,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-50-37-47,1061-001-03,1061-001,5,0,49,FATHER/MOTHER,0,0,0,1,0,1061,1,20406105001,singida,mkalama,1,1,1,,8,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
50-50-37-47,1061-001-03,1061-001,6,1,10,SISTER/BROTHER,0,0,,0,,1061,1,20406105001,singida,mkalama,1,0,1,,7,0,ILLNESS/SICKNESS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,
50-50-37-47,1061-001-03,1061-001,7,1,8,SISTER/BROTHER,0,0,,0,,1061,1,20406105001,singida,mkalama,1,0,0,TOO YOUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-50-37-47,1061-001-03,1061-001,8,1,5,SISTER/BROTHER,0,0,,0,,1061,1,20406105001,singida,mkalama,1,0,0,TOO YOUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-09-89-03,1062-001-01,1062-001,1,1,66,head,1,,0,1,1,1062,1,20406105001,arusha,karatu,1,0,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
25-09-89-03,1062-001-01,1062-001,2,0,35,spouse,0,1,1,1,1,1062,1,20406105001,arusha,karatu,1,1,1,,8,0,marriage,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
25-09-89-03,1062-001-01,1062-001,3,1,17,SON/DAUGHTER,0,,,1,0,1062,1,20406105001,arusha,karatu,1,0,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
25-09-89-03,1062-001-01,1062-001,4,0,13,SON/DAUGHTER,0,,,1,0,1062,1,20406105001,arusha,karatu,1,1,1,,7,0,OTHER (SPECIFY),1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000,
25-09-89-03,1062-001-01,1062-001,5,0,9,SON/DAUGHTER,0,,,0,,1062,1,20406105001,arusha,karatu,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,60,0,no,,0,none,1,,,,,,,,,,,28000,
25-09-89-03,1062-001-01,1062-001,6,0,7,SON/DAUGHTER,0,,,0,,1062,1,20406105001,arusha,karatu,1,0,0,TOO YOUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-09-89-03,1062-001-01,1062-001,7,1,5,SON/DAUGHTER,0,,,0,,1062,1,20406105001,arusha,karatu,1,0,0,TOO YOUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-09-89-03,1062-001-01,1062-001,8,1,2,SON/DAUGHTER,0,,,0,,1062,1,20406105001,arusha,karatu,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-11-75-86,1063-001-01,1063-001,1,1,62,head,1,0,0,1,1,1063,1,20406105001,singida,mkalama,1,0,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
21-11-75-86,1063-001-01,1063-001,2,0,59,spouse,0,0,0,1,1,1063,1,20406105001,singida,mkalama,1,0,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
21-11-75-86,1063-001-01,1063-001,3,0,39,SON/DAUGHTER,0,,,1,0,1063,1,20406105001,singida,mkalama,1,0,0,disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
21-11-75-86,1063-001-01,1063-001,4,1,17,grandchild,0,,,1,0,1063,1,20406105001,singida,mkalama,1,0,1,,7,0,refusal,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
21-11-75-86,1063-001-01,1063-001,5,1,15,grandchild,0,0,,1,0,1063,1,20406105001,singida,mkalama,1,1,1,,7,0,OTHER (SPECIFY),1,,,,,,,,,,,,,,,,,,,,1,0,none,12000,16000,none,none,18000,none,,0
21-11-75-86,1063-001-01,1063-001,6,1,12,grandchild,0,0,,1,0,1063,1,20406105001,singida,mkalama,1,1,1,,9,1,,,,,,,Primary,1,0,0,1,0,0,90,0,yes,CHILD REFUSED,1,none,1,OVERCROWDED CLASSROOMS,,,none,8400,15000,none,none,none,none,,
21-11-75-86,1063-001-01,1063-001,7,0,9,grandchild,0,0,,0,,1063,1,20406105001,singida,mkalama,1,0,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,30,0,yes,OTHER (SPECIFY),1,none,1,,,,none,6600,none,none,none,none,10000,,
21-11-75-86,1063-001-01,1063-001,8,0,35,SON/DAUGHTER,0,,,1,0,1063,1,20406105001,singida,mkalama,1,1,1,,11,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
21-11-75-86,1063-001-01,1063-001,9,1,2,grandchild,0,0,,0,,1063,1,20406105001,singida,mkalama,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-11-75-86,1063-001-01,1063-001,10,0,6,grandchild,0,0,,0,,1063,1,20406105001,singida,mkalama,1,0,0,TOO YOUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-11-75-86,1063-001-01,1063-001,11,1,7,grandchild,0,0,,0,,1063,1,20406105001,singida,mkalama,1,0,0,TOO FAR AWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-11-75-86,1063-001-01,1063-001,12,1,5,grandchild,0,0,,0,,1063,1,20406105001,singida,mkalama,1,0,0,TOO FAR AWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-11-75-86,1063-001-01,1063-001,13,0,6,grandchild,0,,1,0,,1063,1,20406105001,singida,mkalama,1,0,0,TOO FAR AWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-59-38-21,1064-001-01,1064-001,1,0,39,head,1,0,0,1,1,1064,1,20406105001,arusha,karatu,1,0,1,,10,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
63-59-38-21,1064-001-01,1064-001,3,0,6,SON/DAUGHTER,0,0,,0,,1064,1,20406105001,arusha,karatu,1,0,0,TOO YOUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-59-38-21,1064-001-01,1064-001,4,1,2,SON/DAUGHTER,0,0,,0,,1064,1,20406105001,arusha,karatu,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-70-28-89,1076-001-01,1076-001,1,1,46,head,1,1,,1,1,1076,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,10,0,ILLNESS/SICKNESS,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
51-70-28-89,1076-001-01,1076-001,2,0,29,spouse,0,,,1,1,1076,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,5,0,marriage,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
51-70-28-89,1076-001-01,1076-001,3,1,7,SON/DAUGHTER,0,,,0,,1076,1,20601102004,arusha,ARUSHA RURAL,1,0,1,,5,1,,,,,,,Primary,1,0,0,1,0,0,45,0,no,,1,none,0,,,,none,3500,28600,none,none,7000,17000,,
51-70-28-89,1076-001-01,1076-001,4,1,5,SON/DAUGHTER,0,,,0,,1076,1,20601102004,arusha,ARUSHA RURAL,1,0,1,,4,1,,,,,,,Others,0,0,0,0,0,0,10,0,no,,1,none,0,,,,none,none,none,none,none,none,40000,,
45-88-08-27,1077-001-01,1077-001,1,1,46,head,1,1,1,1,1,1077,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,10,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
45-88-08-27,1077-001-01,1077-001,3,0,22,SON/DAUGHTER,0,,1,1,0,1077,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,5,0,satisfied,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,2200000,0
45-88-08-27,1077-001-01,1077-001,4,0,18,SON/DAUGHTER,0,,1,1,0,1077,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,5,1,,,,,,,Secondary,0,1,0,1,1,,,0,no,,1,none,0,,1,1,,,,,,,,600000,0
45-88-08-27,1077-001-01,1077-001,5,1,13,SON/DAUGHTER,0,,1,1,0,1077,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,5,1,,,,,,,Primary,1,0,0,0,1,,,0,no,,1,none,0,,,,,,,,,,,1500000,
45-88-08-27,1077-001-01,1077-001,6,0,32,spouse,0,1,1,1,1,1077,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,6,0,marriage,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
45-88-08-27,1077-001-01,1077-001,7,0,3,SON/DAUGHTER,0,,,0,,1077,1,20601102004,arusha,ARUSHA RURAL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83-42-33-56,1078-001-01,1078-001,1,1,42,head,1,,,1,1,1078,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,7,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,,,,,,,,,,0
83-42-33-56,1078-001-01,1078-001,2,0,36,spouse,0,1,1,1,1,1078,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,9,0,marriage,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
83-42-33-56,1078-001-01,1078-001,3,1,14,SON/DAUGHTER,0,,,1,0,1078,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,8,0,satisfied,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,35000,0
83-42-33-56,1078-001-01,1078-001,4,0,17,SON/DAUGHTER,0,,,1,0,1078,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,6,1,,,,,,,Secondary,0,1,0,1,0,0,20,0,no,,1,3,0,,1,1,,,,,,,,130000,0
83-42-33-56,1078-001-01,1078-001,5,0,11,SON/DAUGHTER,0,,,0,,1078,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,6,1,,,,,,,Primary,1,0,0,1,0,0,30,0,no,,1,none,0,,,,,,,,,,,40000,
83-42-33-56,1078-001-01,1078-001,6,0,6,SON/DAUGHTER,0,,,0,,1078,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,6,1,,,,,,,Primary,1,0,0,1,0,0,30,0,no,,0,none,0,,,,,,,,,,,25000,
83-42-33-56,1078-001-01,1078-001,7,0,1,SON/DAUGHTER,0,,,0,,1078,1,20601102004,arusha,ARUSHA RURAL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-38-42-66,1079-001-01,1079-001,1,1,54,head,1,0,0,1,1,1079,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,10,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,,,,,,,,,,0
51-38-42-66,1079-001-01,1079-001,2,0,48,spouse,0,0,0,1,1,1079,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,6,0,marriage,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,,,,,,,,,,0
51-38-42-66,1079-001-01,1079-001,3,1,22,SON/DAUGHTER,0,,,1,0,1079,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,8,0,FINANCIAL CONSTRAINTS,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1000000,0
51-38-42-66,1079-001-01,1079-001,4,0,20,SON/DAUGHTER,0,,,1,0,1079,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,6,1,,,,,,,Secondary,0,1,0,1,1,,,0,no,,1,none,0,,1,1,180000,47500,150000,none,none,none,250000,,0
51-38-42-66,1079-001-01,1079-001,5,1,17,SON/DAUGHTER,0,,,1,0,1079,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,6,1,,,,,,,Secondary,0,1,0,1,1,,,0,no,,1,none,0,,1,1,150000,60000,50000,none,55000,15000,500000,,0
51-38-42-66,1079-001-01,1079-001,6,1,13,SON/DAUGHTER,0,,,1,0,1079,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,6,1,,,,,,,Primary,1,0,0,1,0,0,15,0,yes,OTHER (SPECIFY),1,none,0,,,,none,12000,20000,none,none,none,34000,,
51-38-42-66,1079-001-01,1079-001,7,1,9,SON/DAUGHTER,0,,,0,,1079,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,5,1,,,,,,,Primary,1,0,0,1,0,0,15,0,no,,1,none,1,INADEQUATE TEACHERS,,,none,10000,55000,none,none,3000,21000,,
70-13-86-62,1080-001-01,1080-001,1,1,37,head,1,,,1,1,1080,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,7,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
70-13-86-62,1080-001-01,1080-001,2,0,26,spouse,0,1,0,1,1,1080,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,7,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
70-13-86-62,1080-001-01,1080-001,3,0,10,SON/DAUGHTER,0,,,0,,1080,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,6,1,,,,,,,Primary,1,0,0,1,0,0,5,0,no,,1,5,0,,,,,,,,,,,50000,
70-13-86-62,1080-001-01,1080-001,4,0,8,SON/DAUGHTER,0,,,0,,1080,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,6,1,,,,,,,Primary,1,0,0,1,0,0,5,0,no,,0,3,0,,,,,,,,,,,50000,
70-13-86-62,1080-001-01,1080-001,5,0,7,SON/DAUGHTER,0,,,0,,1080,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,5,1,,,,,,,Primary,1,0,0,1,0,0,5,0,no,,1,2,0,,,,,,,,,,,50000,
70-13-86-62,1080-001-01,1080-001,6,1,4,SON/DAUGHTER,0,,,0,,1080,1,20601102004,arusha,ARUSHA RURAL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-13-86-62,1080-001-01,1080-001,7,1,1,SON/DAUGHTER,0,,,0,,1080,1,20601102004,arusha,ARUSHA RURAL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-64-51-68,1081-001-01,1081-001,1,1,42,head,1,0,0,1,1,1081,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,8,0,FINANCIAL CONSTRAINTS,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
15-64-51-68,1081-001-01,1081-001,2,0,41,spouse,0,0,0,1,1,1081,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,7,0,FINANCIAL CONSTRAINTS,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
15-64-51-68,1081-001-01,1081-001,3,0,10,SON/DAUGHTER,0,,,0,,1081,1,20601102004,arusha,ARUSHA RURAL,1,1,1,,5,1,,,,,,,Primary,1,0,0,1,0,0,15,0,no,,1,none,0,,,,none,20000,none,none,none,6000,16000,,
15-64-51-68,1081-001-01,1081-001,4,1,6,SON/DAUGHTER,0,,,0,,1081,1,20601102004,arusha,ARUSHA RURAL,1,0,1,,4,1,,,,,,,Primary,1,0,0,1,0,0,15,0,no,,1,none,0,,,,none,2500,10000,none,none,none,16000,,
