interview__key,sdd_hhid,sdd_indid,hh_c01,hh_c01_1,hh_c01_2,hh_c02,hh_c03,hh_c03_1,hh_c04,hh_c05,hh_c05a,hh_c06,hh_c07,hh_c08,hh_c09,hh_c10,hh_c11,hh_c12,hh_c13,hh_c14,hh_c15,hh_c16,hh_c17,hh_c18,hh_c19,hh_c20_1,hh_c20_2,hh_c21_1,hh_c21_2,hh_c22,hh_c23,hh_c24,hh_c25,hh_c26,hh_c27,hh_c28_0,hh_c28_1,hh_c28_2,hh_c28_3,hh_c28_4,hh_c28_5,hh_c28_6,hh_c28_7,hh_c28_8,hh_c29,hh_c30,hh_c01_3
52-25-14-40,0023-001-001,3,YES,NO,1,KISWAHILI & ENGLISH,YES,,5,YES,,,,,D1,PP,YES,PRIVATE ORG,NO,BY PUBLIC VEHICLE/MINIBUS,40,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",7,NONE,OVERCROWDED CLASSROOMS,,NO,,,,,,TOTAL,,,,,,,,3000000,NEVER ATTENDED,,
52-25-14-40,0023-001-001,5,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-43-78-97,0024-001-001,1,YES,YES,,KISWAHILI & ENGLISH,YES,,11,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,F6,1989,,,NO,,,,,,,,,,,,,YES,FAIL,"YES, FORM 6",1989,"YES, IT WAS SHOWN",DIVISION 3,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
96-43-78-97,0024-001-001,2,YES,YES,,KISWAHILI & ENGLISH,YES,,9,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,'O'+COURSE,1992,,,NO,,,,,,,,,,,,,YES,FAIL,"YES, FORM 4",1989,"YES, IT WAS SHOWN",DIVISION 4,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
96-43-78-97,0024-001-001,3,YES,NO,4,KISWAHILI & ENGLISH,YES,,6,NO,HAD ENOUGH/COMPLETED SCHOOLING,YES,,,,U3,NO,,,,,,,,,,,,,YES,PASS,,,,,TOTAL,,,,,,,,2000000,NEVER ATTENDED,,
96-43-78-97,0024-001-001,4,YES,YES,,KISWAHILI & ENGLISH,YES,,5,YES,,,,,DIPLOMA,DIPLOMA,YES,CENTRAL GOVERNMENT,YES,,,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",21,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,TOTAL,,,,,,,,1425000,NEVER ATTENDED,,PEKE YAKE
96-43-78-97,0024-001-001,5,YES,YES,,KISWAHILI & ENGLISH,YES,,5,YES,,,,,'O'+COURSE,F4,YES,RELIGIOUS,YES,,,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,12,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,TOTAL,,,,,,,,3400000,NEVER ATTENDED,,PEKE YAKE
96-43-78-97,0024-001-001,6,YES,NO,5,KISWAHILI & ENGLISH,YES,,6,YES,,,,,F3,F2,YES,RELIGIOUS,YES,,,NO,NO,,SOME OWNED BY HOUSEHOLD,NONE,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,TOTAL,,,,,,,,1650000,NEVER ATTENDED,,
96-43-78-97,0024-001-001,7,YES,YES,,KISWAHILI & ENGLISH,YES,,7,YES,,,,,F2,F1,YES,LOCAL GOVERNMENT,NO,BY PUBLIC VEHICLE/MINIBUS,15,NO,NO,,SOME OWNED BY HOUSEHOLD,18,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,BREAKDOWN,NONE,30000,54000,120000,50000,NONE,99000,,NEVER ATTENDED,,PEKE YAKE
06-46-18-18,0026-001-001,1,YES,YES,,KISWAHILI,YES,,7,NO,JOB/WORK,NO,D7,2005,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
06-46-18-18,0026-001-001,2,YES,YES,,KISWAHILI,YES,,7,NO,DOMESTIC OBLIGATION,NO,D7,2008,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
06-46-18-18,0026-001-001,3,YES,NO,2,KISWAHILI & ENGLISH,YES,,4,YES,,,,,D1,PP,YES,PRIVATE ORG,YES,,,YES,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,1200000,NEVER ATTENDED,,
06-46-18-18,0026-001-001,4,YES,NO,2,NO,YES,,4,YES,,,,,PP,PP,YES,PRIVATE ORG,YES,,,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,850000,NEVER ATTENDED,,
73-00-55-05,0028-001-001,1,YES,YES,,KISWAHILI,YES,,7,NO,DOMESTIC OBLIGATION,NO,D7,1985,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
73-00-55-05,0028-001-001,2,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,DOMESTIC OBLIGATION,NO,F4,1989,,,NO,,,,,,,,,,,,,YES,FAIL,"YES, FORM 4",1989,NOT FOUND,DIVISION 4,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
73-00-55-05,0028-001-001,4,YES,NO,2,KISWAHILI & ENGLISH,YES,,7,YES,,,,,'O'+COURSE,'O'+COURSE,YES,PRIVATE ORG,NO,BY PUBLIC VEHICLE/MINIBUS,30,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,21,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,TOTAL,,,,,,,,300000,NEVER ATTENDED,,
73-00-55-05,0028-001-001,5,YES,NO,2,KISWAHILI & ENGLISH,YES,,8,YES,,,,,F3,F2,YES,CENTRAL GOVERNMENT,YES,,,YES,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,28,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,TOTAL,,,,,,,,350000,NEVER ATTENDED,,
73-00-55-05,0028-001-001,6,YES,NO,2,KISWAHILI,YES,,8,YES,,,,,D2,D1,YES,CENTRAL GOVERNMENT,NO,ON FOOT,20,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,7,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,50000,NEVER ATTENDED,,
38-25-71-90,0029-001-001,1,YES,YES,,KISWAHILI,YES,,12,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,1987,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
38-25-71-90,0029-001-001,2,YES,YES,,NO,NO,ILLNESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
38-25-71-90,0029-001-001,3,YES,NO,1,KISWAHILI & ENGLISH,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,F4,2016,,,NO,,,,,,,,,,,,,YES,FAIL,"YES, FORM 4",2016,NOT FOUND,DIVISION 4,,,,,,,,,,NEVER ATTENDED,,
38-25-71-90,0029-001-001,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38-25-71-90,0029-001-001,5,YES,NO,2,KISWAHILI,YES,,7,YES,,,,,D7,D6,YES,CENTRAL GOVERNMENT,NO,ON FOOT,20,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,40000,NEVER ATTENDED,,
38-25-71-90,0029-001-001,6,YES,NO,2,KISWAHILI,YES,,7,YES,,,,,D3,D2,YES,CENTRAL GOVERNMENT,NO,ON FOOT,20,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,2,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,30000,NEVER ATTENDED,,
38-25-71-90,0029-001-001,7,YES,NO,1,KISWAHILI & ENGLISH,YES,,6,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,F4,2015,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",2015,NOT FOUND,DIVISION 4,,,,,,,,,,NEVER ATTENDED,,
38-25-71-90,0029-001-001,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-47-21-26,0030-001-001,1,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,DOMESTIC OBLIGATION,NO,MS+COURSE,1974,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
28-47-21-26,0030-001-001,2,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,JOB/WORK,NO,F4,2013,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",2013,NOT FOUND,DIVISION 4,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
28-47-21-26,0030-001-001,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-57-66-15,0031-001-001,1,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
71-57-66-15,0031-001-001,2,YES,YES,,KISWAHILI & ENGLISH,YES,,7,YES,,,,,'O'+COURSE,'O'+COURSE,YES,PRIVATE ORG,NO,ON FOOT,30,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,TOTAL,,,,,,,,240000,NEVER ATTENDED,,PEKE YAKE
71-57-66-15,0031-001-001,3,YES,NO,1,KISWAHILI & ENGLISH,YES,,7,YES,,,,,F5,F4,YES,CENTRAL GOVERNMENT,YES,,,YES,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",NONE,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,TOTAL,,,,,,,,800000,NEVER ATTENDED,,
71-57-66-15,0031-001-001,4,YES,NO,1,KISWAHILI & ENGLISH,YES,,7,YES,,,,,F4,F3,YES,CENTRAL GOVERNMENT,NO,ON FOOT,10,YES,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",23,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,TOTAL,,,,,,,,200000,NEVER ATTENDED,,
71-57-66-15,0031-001-001,5,YES,NO,1,KISWAHILI,YES,,7,YES,,,,,D5,D4,YES,LOCAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,50000,NEVER ATTENDED,,
71-57-66-15,0031-001-001,6,YES,NO,1,KISWAHILI,YES,,7,YES,,,,,D2,D1,YES,LOCAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,3,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,25000,NEVER ATTENDED,,
71-57-66-15,0031-001-001,7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-86-17-13,0032-001-001,1,YES,YES,,KISWAHILI,YES,,10,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D4,1956,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
27-91-28-82,0033-001-001,1,YES,YES,,KISWAHILI,YES,,8,NO,DOMESTIC OBLIGATION,NO,D7,1979,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
96-66-16-43,0034-001-001,1,YES,YES,,KISWAHILI,YES,,10,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,PREFORM 1,1965,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
96-66-16-43,0034-001-001,2,YES,NO,1,KISWAHILI,YES,,10,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,1977,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
96-66-16-43,0034-001-001,3,YES,YES,,KISWAHILI & ENGLISH,YES,,8,NO,LACK OF MONEY,NO,F3,1999,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
96-66-16-43,0034-001-001,5,YES,NO,2,KISWAHILI,YES,,8,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,F4,2008,,,NO,,,,,,,,,,,,,YES,FAIL,"YES, FORM 4",2007,NOT FOUND,DON'T KNOW,,,,,,,,,,NEVER ATTENDED,,
96-66-16-43,0034-001-001,6,YES,NO,1,KISWAHILI & ENGLISH,YES,,7,YES,,,,,F5,F4,YES,CENTRAL GOVERNMENT,YES,,,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,TOTAL,,,,,,,,300000,NEVER ATTENDED,,
96-66-16-43,0034-001-001,7,YES,YES,,KISWAHILI,YES,,6,YES,,,,,D5,D4,YES,LOCAL GOVERNMENT,NO,ON FOOT,5,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,40000,NEVER ATTENDED,,PEKE YAKE
96-66-16-43,0034-001-001,8,YES,NO,1,KISWAHILI,YES,,6,YES,,,,,D3,D2,YES,LOCAL GOVERNMENT,NO,ON FOOT,5,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,30000,NEVER ATTENDED,,
96-66-16-43,0034-001-001,9,YES,NO,1,KISWAHILI,YES,,6,YES,,,,,D3,D2,YES,LOCAL GOVERNMENT,NO,ON FOOT,5,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,42000,NEVER ATTENDED,,
96-66-16-43,0034-001-001,11,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
15-50-37-82,0036-001-001,1,YES,YES,,KISWAHILI,YES,,7,NO,DOMESTIC OBLIGATION,NO,D7,1990,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
15-50-37-82,0036-001-001,3,YES,NO,1,KISWAHILI & ENGLISH,YES,,6,YES,,,,,U1,F6,YES,CENTRAL GOVERNMENT,YES,,,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,TOTAL,,,,,,,,1200000,NEVER ATTENDED,,
52-00-18-35,0038-001-001,1,YES,YES,,KISWAHILI,YES,,9,NO,DOMESTIC OBLIGATION,NO,D7,2008,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
52-00-18-35,0038-001-001,2,YES,YES,,KISWAHILI,YES,,7,NO,DOMESTIC OBLIGATION,NO,D7,2006,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
52-00-18-35,0038-001-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-00-18-35,0038-001-001,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48-91-62-56,0039-001-001,1,YES,YES,,KISWAHILI,YES,,8,NO,EDUCAITON NOT USEFUL,NO,D7,1984,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
48-91-62-56,0039-001-001,2,YES,YES,,KISWAHILI,YES,,6,NO,EDUCAITON NOT USEFUL,NO,D7,2015,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
48-91-62-56,0039-001-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69-55-32-84,0040-001-001,1,YES,YES,,KISWAHILI,YES,,7,NO,DOMESTIC OBLIGATION,NO,D7,1990,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
69-55-32-84,0040-001-001,2,YES,YES,,KISWAHILI,YES,,7,YES,,,,,D6,D5,YES,LOCAL GOVERNMENT,NO,ON FOOT,40,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",3,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,BREAKDOWN,NONE,4000,16000,NONE,NONE,10000,18000,,NEVER ATTENDED,,UWEPO WA WANAWAKE
96-09-76-36,0041-001-001,1,YES,YES,,KISWAHILI & ENGLISH,YES,,9,NO,JOB/WORK,NO,PREFORM 1,1977,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
96-09-76-36,0041-001-001,3,YES,NO,1,NO,YES,,8,NO,DISABILITY,NO,D2,2000,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,
67-96-69-36,0041-004-001,1,YES,YES,,KISWAHILI & ENGLISH,YES,,8,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,'O'+COURSE,2014,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",2011,"YES, IT WAS SHOWN",DIVISION 4,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
67-96-69-36,0041-004-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-80-02-40,0042-001-001,1,YES,YES,,KISWAHILI,YES,,7,NO,LACK OF MONEY,NO,D6,2005,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
25-80-02-40,0042-001-001,3,YES,YES,,KISWAHILI,YES,,7,NO,LACK OF MONEY,NO,F3,2011,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
25-80-02-40,0042-001-001,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-16-88-22,0042-001-002,1,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,LACK OF MONEY,NO,F4,2011,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",2011,NOT FOUND,FAIL,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
13-15-52-70,0043-001-001,1,YES,YES,,KISWAHILI,YES,,9,NO,EDUCAITON NOT USEFUL,NO,D7,1995,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
13-15-52-70,0043-001-001,2,YES,YES,,KISWAHILI,YES,,7,NO,EDUCAITON NOT USEFUL,NO,D7,1998,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
13-15-52-70,0043-001-001,3,YES,YES,,KISWAHILI,YES,,5,YES,,,,,D6,D5,YES,LOCAL GOVERNMENT,NO,ON FOOT,30,NO,YES,SCHOOL CLOSED (IN BREAK),ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,30000,NEVER ATTENDED,,PEKE YAKE
13-15-52-70,0043-001-001,4,YES,NO,2,NO,YES,,4,YES,,,,,D1,PP,YES,LOCAL GOVERNMENT,NO,ON FOOT,30,NO,YES,SCHOOL CLOSED (IN BREAK),ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,50000,NEVER ATTENDED,,
22-43-84-51,0044-001-001,1,YES,NO,2,KISWAHILI,YES,,8,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,PREFORM 1,2014,,,NO,,,,,,,,,,,,,YES,DON'T KNOW,,,,,,,,,,,,,,NEVER ATTENDED,,
22-43-84-51,0044-001-001,2,YES,YES,,KISWAHILI & ENGLISH,YES,,6,NO,LACK OF MONEY,NO,F3,2012,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
22-43-84-51,0044-001-001,3,YES,NO,2,NO,YES,,6,YES,,,,,PP,NOT YET STARTED,YES,RELIGIOUS,NO,ON FOOT,60,NO,YES,SCHOOL CLOSED (IN BREAK),ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,90000,NEVER ATTENDED,,
22-43-84-51,0044-001-001,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-81-30-49,0045-001-001,1,YES,YES,,KISWAHILI,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2003,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
73-81-30-49,0045-001-001,2,YES,YES,,KISWAHILI,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2006,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
73-81-30-49,0045-001-001,3,YES,NO,2,KISWAHILI,YES,,6,YES,,,,,D3,D2,YES,CENTRAL GOVERNMENT,NO,ON FOOT,30,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,2,NONE,INADEQUATE BOOKS/TOOLS,INADEQUATE TEACHERS,NO,,,,,,TOTAL,,,,,,,,100000,NEVER ATTENDED,,
73-81-30-49,0045-001-001,4,YES,YES,,NO,YES,,5,YES,,,,,PP,NOT YET STARTED,YES,CENTRAL GOVERNMENT,NO,ON FOOT,15,NO,NO,,NO TEXTBOOKS USED,NONE,30,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,100000,NEVER ATTENDED,,PEKE YAKE
43-77-98-27,0046-001-001,1,YES,NO,6,KISWAHILI,YES,,,NO,DOMESTIC OBLIGATION,NO,D7,DON'T KNOW,,,NO,,,,,,,,,,,,,YES,DON'T KNOW,,,,,,,,,,,,,,NEVER ATTENDED,,
43-77-98-27,0046-001-001,2,YES,NO,6,KISWAHILI,YES,,,NO,DOMESTIC OBLIGATION,NO,D7,DON'T KNOW,,,NO,,,,,,,,,,,,,YES,DON'T KNOW,,,,,,,,,,,,,,NEVER ATTENDED,,
43-77-98-27,0046-001-001,4,YES,NO,6,KISWAHILI,YES,,7,NO,LACK OF MONEY,NO,D7,DON'T KNOW,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
43-77-98-27,0046-001-001,5,YES,NO,6,KISWAHILI,YES,,8,NO,DOMESTIC OBLIGATION,NO,D7,2015,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
43-77-98-27,0046-001-001,6,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,LACK OF MONEY,NO,F4,2015,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",2015,NOT FOUND,DIVISION 4,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
43-77-98-27,0046-001-001,7,YES,YES,,KISWAHILI,YES,,7,NO,LACK OF MONEY,NO,D7,2013,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
43-77-98-27,0046-001-001,9,YES,YES,,KISWAHILI & ENGLISH,YES,,6,YES,,,,,F4,F3,YES,LOCAL GOVERNMENT,NO,ON FOOT,1,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,BREAKDOWN,NONE,15000,18000,NONE,NONE,NONE,30000,,NEVER ATTENDED,,PEKE YAKE
43-77-98-27,0046-001-001,10,YES,NO,6,KISWAHILI,YES,,8,YES,,,,,D4,D3,YES,LOCAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,BREAKDOWN,NONE,2000,13000,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
43-77-98-27,0046-001-001,11,YES,NO,6,KISWAHILI,YES,,8,YES,,,,,D4,D3,YES,LOCAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,BREAKDOWN,NONE,2000,13000,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
43-77-98-27,0046-001-001,12,YES,NO,6,KISWAHILI,YES,,7,YES,,,,,D2,D1,YES,LOCAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,BREAKDOWN,NONE,1300,11000,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
43-77-98-27,0046-001-001,13,YES,NO,6,KISWAHILI,YES,,7,YES,,,,,D1,PP,YES,LOCAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,BREAKDOWN,NONE,1500,12000,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
43-77-98-27,0046-001-001,14,YES,NO,6,KISWAHILI,YES,,5,YES,,,,,D1,PP,YES,LOCAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,BREAKDOWN,NONE,1500,11000,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
43-77-98-27,0046-001-001,15,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-77-98-27,0046-001-001,16,YES,YES,,KISWAHILI,YES,,10,NO,DOMESTIC OBLIGATION,NO,D7,2017,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
24-75-61-52,0047-001-001,1,YES,YES,,KISWAHILI,YES,,9,NO,JOB/WORK,NO,D7,1980,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
